TF freq type
Atf6 21736 oe
Etv1 21736 oe
Foxd2 21736 ko
Gmeb1 21736 oe
Hes1 21736 oe
Hsf2 21736 oe
Pbx2 21736 ko
Pou6f1 21736 ko
Sp6 21736 oe
Zfp282 21736 ko
Zfp324 21736 ko
Zscan20 21736 ko
Zfp113 20758 ko
Bhlha15 20508 oe
Cxxc1 20345 ko
Sp8 19432 ko
Pou5f1 19253 ko
Mitf 18754 oe
Zfp300 18419 ko
Tfec 18107 oe
Zfp768 17254 ko
Zfp105 17132 oe
Zfp174 16802 ko
Zfp652 16670 ko
Arid5b 16659 ko
Lin54 16490 ko
Tef 16223 ko
Lcor 14930 oe
Mybl1 14927 oe
Zbtb20 14878 ko
Trp73 14873 ko
Plag1 14822 oe
Zfp90 14494 ko
Mnt 13869 ko
Pou1f1 13854 oe
Ar 13812 oe
Zbtb37 13731 ko
Nhlh1 13597 ko
Zbtb45 13376 ko
Zkscan17 12952 ko
Ebf1 12905 oe
Homez 12273 ko
Zfp276 12159 ko
Vax2 12129 ko
Zscan29 12062 ko
Esr1 11556 ko
Pax9 11194 ko
Tal1 10933 ko
Zfp647 10925 oe
Kdm2b 10698 oe
Mafb 10622 ko
Hlf 10590 ko
Epas1 10583 ko
Thrb 10565 ko
Phf21a 10249 ko
Zfp691 10194 ko
Glis2 10168 oe
Sox8 9899 oe
Hinfp 9872 ko
Mypop 9838 ko
Gli3 9773 oe
Sox4 9478 ko
Dlx1 9475 oe
Cdc5l 9262 ko
Zbtb12 9240 ko
Setbp1 9217 ko
Zfp296 9164 oe
Otx2 9132 oe
Zfp248 9087 ko
Arid3b 9025 ko
Meis1 8875 ko
Foxf1 8832 oe
Hsf4 8809 ko
Dpf3 8581 oe
Mynn 8405 ko
Creb3l1 8363 ko
Six5 8262 ko
Dmrt2 8221 ko
Bcl11b 8203 ko
Zfp653 8130 ko
Gli2 8016 oe
Pbx1 7873 ko
Zbtb26 7866 ko
Nr2f2 7826 ko
Fosl1 7813 ko
Pax8 7733 oe
Klf9 7713 ko
Nfix 7677 ko
Hic2 7351 ko
Ehf 7302 ko
Mzf1 7293 ko
Ovol1 7067 oe
Nfe2 6906 ko
Sox21 6904 oe
Tfap4 6901 ko
Duxbl1 6879 ko
Zbtb2 6861 ko
Hand2 6857 ko
Sox6 6855 ko
Pax5 6841 ko
Nr6a1 6791 oe
Kdm2a 6782 ko
Nr1h3 6755 ko
Sohlh2 6709 ko
Cxxc5 6591 ko
Grhl2 6590 ko
Sox9 6589 ko
Cebpa 6585 ko
E2f5 6564 ko
Hlx 6493 oe
Hnf4g 6491 oe
Zfp454 6478 ko
Mef2c 6373 ko
Vdr 6355 ko
Irf6 6324 ko
Hoxb4 6288 ko
Lhx2 6279 ko
Prdm11 6156 ko
Nr5a1 6132 ko
Grhl1 6062 ko
Alx4 6031 ko
Glis3 6030 oe
Cphx3 5965 ko
Glis1 5952 ko
Npas2 5894 ko
Zfp69 5850 ko
Lin28b 5827 ko
Msc 5804 ko
Bach1 5797 ko
Pou3f2 5776 ko
Jrkl 5758 ko
Mafa 5745 ko
Myrf 5596 ko
Fbxl19 5587 oe
Zzz3 5587 ko
Isl2 5559 ko
Tead2 5537 ko
Zfp558 5512 ko
Hesx1 5466 ko
Gcm2 5464 ko
Sox15 5454 ko
Hnf1a 5380 ko
Sp140 5375 oe
Pou2f1 5352 ko
Rest 5260 ko
Tet1 5257 oe
Naif1 5248 ko
Sox13 5232 ko
Hnf4a 5196 ko
Foxi3 5194 ko
Gata1 5161 ko
Six3 5125 ko
Zik1 5119 ko
Hoxa1 5085 ko
Tcf7l2 5083 ko
Tigd2 5044 ko
Tcf21 4988 ko
Dmrta2 4986 ko
Ppara 4959 ko
Gata2 4947 ko
Arid2 4899 ko
Dbx2 4855 ko
Irx2 4849 ko
Hmbox1 4818 ko
Zscan4f 4802 ko
Cebpe 4775 ko
Dmrta1 4771 ko
Pou4f1 4718 oe
Hes7 4716 ko
Zfp128 4708 ko
Zbtb32 4697 ko
Foxf2 4663 ko
Prox2 4648 ko
Pax3 4634 ko
Hhex 4618 oe
Nkx2-3 4616 ko
Tbr1 4610 ko
Mlxipl 4595 ko
Mecom 4579 oe
Foxn2 4553 oe
Zfp423 4544 oe
Dlx4 4535 ko
Hes5 4515 ko
Hoxa9 4512 ko
Pax6 4491 ko
Hey1 4490 ko
Prrx2 4489 ko
Sox12 4488 ko
Mybl2 4478 ko
Onecut2 4477 oe
Foxh1 4455 ko
Nkx6-2 4451 ko
Rorb 4451 ko
Rarb 4435 ko
Msx1 4414 ko
Cebpd 4407 ko
Foxc2 4406 ko
Meox2 4390 ko
Pitx2 4385 ko
Nr3c2 4379 ko
Lhx4 4376 ko
Hsf5 4373 ko
Hnf1b 4369 ko
Batf3 4349 ko
Etv4 4347 ko
Ovol2 4347 ko
Zfp184 4336 ko
Prdm14 4328 ko
Onecut1 4326 ko
Lbx2 4321 ko
