TF freq type
Zfp324 832 ko
Zkscan17 400 ko
Zbtb20 379 ko
Klf9 331 ko
Jrkl 200 oe
Epas1 165 oe
Kdm2b 145 oe
Mnt 128 ko
Pou6f1 110 ko
Pbx2 108 ko
Zscan20 108 ko
Homez 106 ko
Cxxc1 101 ko
Zbtb26 101 oe
Zfp248 99 ko
Mypop 89 oe
Zfp282 87 ko
Zscan29 84 ko
Bach1 80 ko
Gmeb1 76 oe
E2f5 73 ko
Mybl2 73 ko
Kdm2a 66 ko
Lcor 62 oe
Arid5b 60 ko
Sp140 52 oe
Arid2 45 ko
Tigd2 45 ko
Zfp652 44 ko
Hinfp 40 ko
Setbp1 40 ko
Tef 39 ko
Zfp113 38 ko
Zbtb32 33 ko
Atf6 32 ko
Foxn2 32 oe
Lin54 29 ko
Prdm11 29 ko
Zfp691 29 oe
Zfp276 27 ko
Zik1 27 oe
Zbtb45 24 ko
Phf21a 23 ko
Hsf4 20 ko
Zfp90 19 ko
Zfp653 15 ko
Zzz3 15 ko
Naif1 11 ko
Bcl11b 10 ko
Hmbox1 10 ko
Pou2f1 10 ko
Rest 10 ko
Zbtb37 10 ko
Zfp69 10 ko
Cxxc5 9 ko
Arid3b 8 ko
Cdc5l 8 ko
Mynn 8 ko
Zbtb2 8 ko
