TF freq type
Zfp324 4851 ko
Gmeb1 2498 oe
Zscan20 1652 ko
Hsf2 953 oe
Bhlha15 924 oe
Plag1 767 oe
Pou2f1 746 oe
Mynn 695 ko
Zfp113 690 ko
Sp8 624 ko
Cdc5l 595 ko
Mef2c 590 ko
Nfe2 590 ko
Cxxc1 572 ko
Foxd2 510 ko
Sp6 491 ko
Fosl1 462 oe
Tal1 421 oe
Zfp184 402 oe
Zfp282 381 ko
Mypop 380 oe
Trp73 380 ko
Tfap4 351 oe
Zbtb32 347 ko
Nr1h3 320 ko
Vax2 302 ko
Esr1 294 oe
Lin54 286 ko
Nhlh1 285 ko
Rarb 278 oe
Nr5a1 268 oe
Hes7 253 oe
Etv4 233 ko
Isl2 230 oe
Nr2f2 225 oe
Tef 225 ko
Bach1 197 ko
Hic2 191 oe
Zfp454 189 oe
Zfp300 187 ko
Sohlh2 184 oe
Duxbl1 182 oe
Cebpd 181 oe
Zscan29 179 ko
Hinfp 176 ko
Mitf 176 oe
Etv1 174 ko
Tead2 174 oe
Zfp558 166 ko
Foxi3 164 oe
Bcl11b 161 ko
Creb3l1 160 ko
Ehf 160 ko
Zfp653 160 ko
Glis3 157 oe
Hsf4 157 ko
Zbtb45 156 ko
Arid5b 152 ko
Epas1 152 oe
Foxn2 152 oe
Mafb 152 ko
Pax5 150 ko
Gata1 149 ko
Zfp248 149 ko
Hoxa1 148 oe
Pbx1 148 ko
Dmrt2 147 ko
Pou6f1 146 ko
Zbtb12 145 ko
Phf21a 143 ko
Mybl1 142 ko
Pbx2 141 ko
Zik1 141 ko
Pou5f1 140 ko
Thrb 140 ko
Pitx2 139 oe
Zfp768 138 ko
E2f5 137 ko
Lcor 137 ko
Npas2 137 oe
Tfec 137 ko
Hand2 135 ko
Lin28b 135 ko
Zfp174 135 ko
Zfp90 135 ko
Zkscan17 135 ko
Ebf1 134 ko
Tbr1 134 oe
Zbtb26 134 oe
Dlx1 133 ko
Hlx 133 oe
Hnf4a 133 ko
Msx1 133 oe
Tcf7l2 133 ko
Zbtb20 133 oe
Alx4 132 ko
Dlx4 132 oe
Msc 132 ko
Prrx2 132 ko
Zscan4f 132 oe
