TF freq type
Cdx1 49 oe
Atf3 1 oe
Cebpb 1 ko
Cic 1 oe
Crem 1 oe
Dlx1 1 oe
Dmrt2 1 ko
Dpf3 1 oe
E2f8 1 oe
Elf3 1 oe
Fosb 1 oe
Fosl2 1 oe
Glis2 1 oe
Hsf2 1 oe
Irf4 1 oe
Jrkl 1 oe
Jund 1 ko
Klf2 1 ko
Klf4 1 oe
Klf5 1 oe
Klf9 1 ko
Lyl1 1 oe
Myb 1 oe
Mybl1 1 oe
Nr4a1 1 oe
Nr4a3 1 oe
Ovol1 1 oe
Pbx3 1 ko
Pbx4 1 oe
Pou1f1 1 oe
Prdm16 1 ko
Rel 1 oe
Snai1 1 oe
Sox21 1 oe
Sox8 1 oe
Sp9 1 oe
Tbx2 1 oe
Tead2 1 oe
Tgif1 1 oe
Vax2 1 ko
Wt1 1 oe
Zbtb20 1 ko
Zfp105 1 oe
Zfp14 1 ko
Zfp146 1 ko
Zfp300 1 ko
Zfp324 1 ko
Zfp777 1 ko
Zfp879 1 oe
Zkscan17 1 ko
