TF freq type
Zfp324 4851 ko
Gmeb1 3019 oe
Zscan20 1270 ko
Bhlha15 1188 oe
Zfp282 1172 ko
Sp6 1015 oe
Hsf2 816 oe
Mynn 816 ko
Foxd2 793 ko
Zfp113 792 ko
Plag1 771 oe
Tal1 581 oe
Sp8 523 ko
Mafb 517 ko
Nr1h3 467 ko
Pou5f1 361 ko
Cdc5l 357 ko
Lin54 355 ko
Zfp184 314 oe
Mypop 309 ko
Zik1 309 ko
Pou2f1 299 ko
Pou6f1 298 ko
Zfp300 297 ko
Nhlh1 286 ko
Zfp174 286 ko
Creb3l1 283 ko
Nr5a1 272 oe
Zfp768 271 ko
Trp73 264 ko
Zscan29 264 ko
Tfap4 262 oe
Mef2c 251 ko
Nfe2 251 ko
Cxxc1 245 ko
Pax9 245 ko
Isl2 244 oe
Nr2f2 223 oe
Fosl1 218 oe
Vax2 216 ko
Zbtb32 216 ko
Tef 213 ko
Zfp454 212 oe
Zfp558 211 ko
Hlf 210 ko
Sohlh2 206 oe
Zbtb20 206 oe
Duxbl1 204 oe
Etv1 201 ko
Esr1 193 oe
Hes7 193 ko
Rarb 193 oe
Cebpd 186 oe
Hic2 182 ko
Thrb 182 ko
Grhl1 181 ko
Foxi3 179 oe
Arid5b 176 ko
Zfp653 176 ko
Zfp248 175 ko
Arid3b 172 ko
Glis3 172 oe
Zbtb37 172 ko
Zfp90 172 ko
Zbtb45 171 ko
Zbtb12 170 ko
Bcl11b 166 ko
Meis1 166 ko
Phf21a 162 ko
Arid2 161 ko
Rest 161 ko
Setbp1 161 ko
Zbtb26 161 ko
Hesx1 160 oe
Zfp69 160 ko
Ehf 159 ko
Pax5 159 ko
Six5 159 ko
Dmrt2 158 ko
Hoxa1 158 oe
Sox4 158 ko
Zzz3 158 ko
Tfec 156 ko
Pbx1 155 ko
Mnt 151 ko
Atf6 149 ko
Epas1 149 ko
Foxn2 149 oe
Lin28b 149 ko
Npas2 149 oe
Pitx2 148 oe
Klf9 145 ko
Hand2 143 ko
Tbr1 143 oe
Zfp691 143 ko
Dlx1 142 ko
Lhx2 135 ko
Msx1 135 oe
Nfix 135 ko
Zfp652 135 oe
