TF freq type
Cxxc1 21736 ko
Etv1 21736 oe
Foxd2 21736 ko
Hes1 21736 oe
Hsf2 21736 oe
Kdm2b 21736 oe
Pou6f1 21736 ko
Sp6 21736 oe
Zfp276 21736 ko
Zfp282 21736 ko
Zfp324 21736 ko
Zscan20 21736 ko
Zfp768 20507 ko
Tfec 19915 oe
Ebf1 19860 oe
Zfp652 19740 ko
Zfp300 19070 ko
Pou2f1 18402 ko
Arid5b 18289 ko
Mitf 18147 oe
Sp8 17942 ko
Pou5f1 17278 ko
Bhlha15 16939 oe
Mynn 16263 ko
Zbtb45 16031 ko
Lin54 16001 ko
Trp73 15495 ko
Tef 15225 ko
Rest 15223 ko
Zfp647 15171 oe
Hinfp 14902 ko
Pou1f1 14887 oe
Mnt 14840 ko
Zfp90 14732 ko
Esr1 14188 ko
Nhlh1 14156 ko
Zfp174 13968 ko
Creb3l1 13818 ko
Gmeb1 13409 oe
Zfp69 13352 ko
Zfp296 13256 oe
Cdc5l 13134 ko
Hsf4 13092 ko
Mybl1 12920 oe
Fosl1 12798 ko
Arid2 12690 ko
Zfp113 12630 ko
Zbtb20 12587 ko
Zfp653 12282 ko
Atf6 12068 oe
Pbx1 11967 ko
Gli2 11839 oe
Hic2 11427 ko
Homez 11348 ko
Sox4 11281 ko
Vax2 11227 ko
Zfp558 11192 ko
Mafb 11163 ko
E2f5 11134 ko
Bach1 11057 ko
Mef2c 10623 ko
Zbtb32 10589 ko
Pax9 10540 ko
Duxbl1 10431 ko
Ar 10193 oe
Phf21a 10160 ko
Setbp1 10103 ko
Tet1 9975 oe
Gli3 9860 oe
Tal1 9836 ko
Sp140 9810 oe
Sox8 9788 oe
Plag1 9780 oe
Zbtb12 9714 ko
Thrb 9548 ko
Zfp105 9418 oe
Cphx3 9407 ko
Hlx 9396 oe
Mzf1 9378 ko
Hlf 9111 ko
Hnf4a 8368 ko
Nfix 8347 ko
Pax8 8140 oe
Dpf3 7984 oe
Hnf1a 7935 ko
Nfe2 7882 ko
Ehf 7861 ko
Six5 7691 ko
Otx2 7636 oe
Hnf4g 7606 oe
Zbtb2 7539 ko
Epas1 7522 ko
Zfp691 7474 ko
Grhl1 7343 ko
Nr2f2 7273 ko
Klf9 7255 ko
Foxf1 7197 oe
Pax6 7136 ko
Pax5 7095 ko
Zbtb26 7078 ko
Hhex 7035 oe
Hmbox1 6913 ko
Tfap4 6890 ko
Dmrt2 6881 ko
Hoxb4 6868 ko
Sox6 6850 ko
Lin28b 6842 ko
Lhx2 6819 ko
Mecom 6819 oe
Zik1 6737 ko
Tcf7l2 6730 ko
Mafa 6581 ko
Bcl11b 6567 ko
Naif1 6567 ko
Ovol1 6486 oe
Zkscan17 6422 ko
Zfp248 6379 ko
Glis2 6350 oe
Sohlh2 6335 ko
Nr5a1 6323 ko
Glis1 6290 ko
Dlx1 6232 oe
Prox2 6193 ko
Etv4 6171 ko
Meis1 6126 ko
Sox21 6009 oe
Batf3 5982 ko
Nr6a1 5942 oe
Arid3b 5933 ko
Alx4 5852 ko
Hand2 5850 ko
Tigd2 5813 ko
Hoxa1 5805 ko
Cebpa 5774 ko
Msc 5771 ko
Zzz3 5713 ko
Tead2 5707 ko
Irf6 5698 ko
Glis3 5682 oe
Mlxipl 5628 ko
Isl2 5517 ko
Gata2 5486 ko
Pax3 5440 ko
Cebpe 5408 ko
Zscan4f 5366 ko
Nr1h3 5355 ko
Hnf1b 5344 ko
Foxi3 5338 ko
Nr3c2 5294 ko
Fbxl19 5223 oe
Onecut2 5174 oe
Pou4f1 5164 oe
Foxn2 5145 oe
Hoxa9 5126 ko
Hsf5 5124 ko
Onecut1 5108 ko
Cebpd 5095 ko
Six3 4996 ko
Hey1 4987 ko
Foxc2 4970 ko
Zbtb37 4955 ko
Mypop 4952 ko
Hesx1 4926 ko
Gata1 4908 ko
Foxh1 4893 ko
Nkx2-3 4870 ko
Sox13 4863 ko
Kdm2a 4861 ko
Zfp454 4860 ko
Prdm11 4836 ko
Pou3f2 4817 ko
Hes5 4815 ko
Myrf 4813 ko
Zfp128 4807 ko
Meox2 4795 ko
Vdr 4794 ko
Zfp423 4777 oe
Jrkl 4773 ko
Hes7 4764 ko
Prdm14 4737 ko
Nkx6-2 4734 ko
Sox15 4727 ko
Ppara 4700 ko
Lhx4 4695 ko
Lcor 4668 oe
Npas2 4654 ko
Tbr1 4641 ko
Msx1 4623 ko
Tcf21 4617 ko
Pbx2 4602 ko
Mybl2 4574 ko
Zfp184 4551 ko
Dlx4 4527 ko
Dmrta2 4524 ko
Pitx2 4500 ko
Dmrta1 4499 ko
Sox12 4486 ko
Gcm2 4485 ko
Lbx2 4481 ko
Grhl2 4479 ko
Prrx2 4477 ko
Zscan29 4477 ko
Cxxc5 4465 ko
Rarb 4465 ko
Ovol2 4451 ko
Foxf2 4440 ko
Sox9 4429 ko
Dbx2 4422 ko
Rorb 4411 ko
Irx2 4408 ko
