TF freq type
Hsf2 434720 oe
Zfp324 434720 ko
Zscan20 415493 ko
Foxd2 404389 ko
Bhlha15 391337 oe
Zfp282 368326 ko
Plag1 354762 oe
Sp6 350340 oe
Gmeb1 350027 oe
Cxxc1 341148 ko
Zfp113 339028 ko
Sp8 329274 ko
Zfp276 327453 ko
Trp73 317728 ko
Cdc5l 309290 ko
Mynn 302661 ko
Hes1 302164 oe
Zbtb32 298515 ko
Pou6f1 298191 ko
Arid5b 295045 ko
Mitf 289233 oe
Bach1 285440 ko
Tfap4 282407 oe
Etv1 281768 oe
Pou2f1 281695 ko
Nfe2 281341 ko
Tal1 276503 oe
Atf6 269007 oe
Vax2 267080 ko
Nr1h3 267004 ko
Zik1 254388 oe
Hinfp 253411 ko
Rest 251842 ko
Zfp768 251735 ko
Mybl1 251397 oe
Esr1 251228 oe
Mef2c 251021 ko
Pbx2 249452 oe
Ar 240577 oe
Tef 239279 ko
Lin54 235476 ko
Bcl11b 234145 ko
Zfp184 234011 oe
Nr2f2 233817 oe
Zfp652 229876 oe
Etv4 226568 oe
Kdm2b 226330 ko
Zfp90 226223 ko
Fosl1 224034 oe
Hsf4 221678 ko
Tfec 220323 oe
Zbtb20 217669 ko
Mafb 215678 ko
Mnt 213826 ko
Zfp691 212145 oe
Zfp300 211634 ko
Zbtb2 210411 ko
Duxbl1 208259 oe
Hic2 207925 oe
Zfp69 207643 ko
E2f5 207090 ko
Zbtb37 204927 oe
Ebf1 202614 oe
Zfp105 202576 oe
Zbtb26 199683 oe
Pax5 196633 oe
Arid2 189041 ko
Pou5f1 187603 ko
Creb3l1 187275 ko
Zscan29 186468 ko
Mypop 184141 oe
Nr5a1 184022 oe
Pax9 182367 ko
Zfp296 181677 oe
Foxn2 181383 oe
Pou1f1 179169 oe
Rarb 178454 oe
Zbtb45 178445 ko
Glis3 178116 oe
Zbtb12 178084 oe
Zfp647 176805 oe
Tead2 175742 ko
Hmbox1 174461 oe
Zfp558 174155 ko
Cxxc5 173690 ko
Epas1 173109 oe
Homez 170419 ko
Cebpd 170169 oe
Vdr 170029 ko
Zfp248 168501 ko
Zfp174 167753 ko
Zfp653 167692 ko
Six5 167020 oe
Lcor 164309 oe
Klf9 162869 ko
Gli3 161875 oe
Foxi3 161314 oe
Mybl2 159417 ko
Hes7 158248 ko
Grhl1 158098 ko
Hoxb4 157839 oe
Zkscan17 156809 ko
Zzz3 154372 ko
Gata1 154320 ko
Glis2 154194 oe
Isl2 154073 oe
Setbp1 151401 ko
Phf21a 150674 oe
Zfp454 149280 oe
Jrkl 149172 oe
Meis1 147310 ko
Arid3b 146946 ko
Sp140 146430 oe
Sohlh2 145901 oe
Sox8 143770 oe
Hlx 143557 oe
Tigd2 143165 ko
Thrb 142482 ko
Sox4 141488 ko
Gli2 139410 oe
Hlf 137679 ko
Ovol1 135360 oe
Dmrt2 135046 ko
Dlx1 133746 oe
Glis1 131571 ko
Dpf3 131344 oe
Lhx2 130771 ko
Nfix 129565 ko
Foxf1 128500 oe
Hoxa1 128159 oe
Mzf1 127787 ko
Tet1 126106 oe
Pax8 125861 oe
Otx2 124343 oe
Hnf1a 123879 ko
Hesx1 123710 ko
Pou4f1 123482 oe
Mafa 122944 ko
Grhl2 122543 oe
Npas2 122075 oe
Nr6a1 121819 oe
Hnf4g 121761 oe
Sox6 120953 ko
Tcf7l2 120675 ko
Fbxl19 120464 oe
Pax6 120056 ko
Prox2 118533 ko
Sox21 117253 oe
Prdm11 116871 ko
Msx1 116229 oe
Sox9 116208 ko
Hhex 115962 oe
Kdm2a 115260 ko
Hey1 115084 ko
Naif1 115021 ko
Nr3c2 114703 ko
Mecom 114117 oe
Mlxipl 113808 ko
Msc 113217 ko
Prrx2 113185 ko
Myrf 112648 ko
Cebpa 112534 oe
Tbr1 112481 oe
Hes5 111595 oe
Onecut1 111518 oe
Gata2 111373 oe
Pitx2 111170 oe
Tcf21 111107 ko
Irf6 111012 ko
Zscan4f 110571 oe
Dmrta1 109644 oe
Pou3f2 109257 oe
Nkx6-2 109085 oe
Pax3 109017 ko
Nkx2-3 108746 oe
Rorb 106458 ko
Sox13 106251 ko
Meox2 105495 oe
Dlx4 105488 oe
Foxc2 105085 ko
Foxf2 104850 ko
Ovol2 104630 ko
Hsf5 104620 ko
Zfp128 104218 ko
Sox12 103433 ko
Gcm2 103355 ko
Hnf1b 103329 ko
Zfp423 103321 oe
Prdm14 103158 ko
Foxh1 102415 ko
Onecut2 101862 oe
Dmrta2 100470 oe
Dbx2 100421 ko
Lhx4 99900 ko
