TF freq type
Cdx1 49 oe
Arnt2 1 ko
Bhlhe41 1 ko
Cebpb 1 ko
Dpf3 1 oe
E2f5 1 ko
Elf3 1 oe
Eomes 1 ko
Fos 1 oe
Fosb 1 oe
Heyl 1 ko
Hsf2 1 oe
Jdp2 1 ko
Jun 1 oe
Junb 1 oe
Jund 1 ko
Kdm2b 1 oe
Klf4 1 oe
Klf5 1 oe
Klf9 1 ko
Maf 1 ko
Mnt 1 ko
Myb 1 oe
Nr1i3 1 oe
Nr2f6 1 ko
Nr4a1 1 oe
Nr4a3 1 oe
Pou1f1 1 oe
Pou6f1 1 ko
Ppard 1 ko
Setbp1 1 ko
Snai1 1 oe
Sox8 1 oe
Sp9 1 oe
Spic 1 ko
Tcf7 1 oe
Tet1 1 oe
Tet3 1 ko
Tgif1 1 oe
Vax2 1 ko
Zbtb20 1 ko
Zbtb32 1 ko
Zfp146 1 ko
Zfp202 1 ko
Zfp300 1 ko
Zfp324 1 ko
Zfp777 1 ko
Zfp787 1 ko
Zfp879 1 oe
Zkscan17 1 ko
