TF freq type
Ar 21736 oe
Bach1 21736 oe
Bhlha15 21736 oe
Cdc5l 21736 oe
Hsf2 21736 oe
Hsf4 21736 oe
Nr2f2 21736 oe
Pax5 21736 oe
Pbx2 21736 oe
Plag1 21736 oe
Rest 21736 oe
Tfap4 21736 oe
Vdr 21736 ko
Zfp324 21736 ko
Zfp69 21736 ko
Atf6 20271 oe
Mynn 20249 ko
Mybl1 19879 oe
Hes1 19624 oe
Hmbox1 18241 oe
Foxd2 17762 ko
Hic2 17306 oe
E2f5 17285 oe
Zfp90 16230 ko
Sp6 16220 oe
Bcl11b 15395 ko
Zfp768 15391 ko
Zik1 15276 oe
Zscan20 14783 oe
Zfp282 14638 ko
Zfp174 14522 ko
Zfp691 14502 oe
Zbtb20 14243 ko
Glis3 14121 oe
Jrkl 14108 oe
Zfp276 13981 ko
Zbtb2 13767 ko
Zbtb12 13720 oe
Mafb 13464 ko
Zfp300 13459 ko
Foxn2 13385 oe
Hnf4a 13215 oe
Nr1h3 13168 ko
Zbtb37 13043 oe
Epas1 12954 oe
Hoxb4 12852 oe
Pax9 12807 ko
Homez 12703 oe
Pou5f1 12647 oe
Zbtb26 12639 oe
Zfp184 12194 oe
Tef 11918 oe
Ehf 11694 ko
Zfp113 11383 oe
Zzz3 11247 oe
Tead2 11203 oe
Mef2c 11160 oe
Cxxc1 11112 ko
Esr1 11067 oe
Cphx3 10930 oe
Vax2 10927 ko
Tal1 10763 oe
Creb3l1 10711 ko
Zbtb45 10656 ko
Grhl1 10569 ko
Mitf 10553 oe
Six5 10371 oe
Ebf1 10186 oe
Lcor 10162 oe
Sox4 9950 oe
Glis2 9891 oe
Mnt 9821 oe
Pbx1 9709 oe
Meis1 9624 ko
Nhlh1 9407 ko
Arid3b 8909 oe
Fosl1 8769 oe
Sp8 8738 ko
Zfp105 8737 ko
Trp73 8686 oe
Rarb 8542 oe
Fbxl19 8527 oe
Tigd2 8279 oe
Dmrt2 8145 ko
Gmeb1 8080 oe
Lhx2 8060 ko
Arid5b 7962 ko
Hnf1a 7603 ko
Glis1 7588 ko
Zbtb32 7471 ko
Pou4f1 7434 oe
Nr6a1 7369 oe
Nr3c2 7292 oe
Klf9 7261 ko
Prdm11 7208 oe
Sox9 7171 ko
Nfe2 7133 ko
Setbp1 6953 oe
Hlf 6937 oe
Lin54 6815 ko
Nfix 6770 oe
Cebpa 6726 oe
Prrx2 6661 ko
Foxc2 6627 ko
Npas2 6478 oe
Hey1 6441 ko
Foxi3 6438 ko
Grhl2 6391 oe
Pou3f2 6329 ko
Ppara 6325 oe
Arid2 6314 oe
Thrb 6314 ko
Zkscan17 6237 ko
Zscan29 6222 oe
Tcf21 6192 ko
Kdm2b 6181 ko
Sohlh2 6149 ko
Batf3 6108 oe
Gata1 6091 ko
Zfp296 6071 oe
Myrf 6066 oe
Cxxc5 6059 ko
Rorb 5959 oe
Zfp248 5942 ko
Gli3 5885 ko
Mlxipl 5872 ko
Hnf4g 5847 ko
Foxf2 5829 ko
Zfp454 5789 ko
Gata2 5741 oe
Gli2 5710 ko
Hnf1b 5686 oe
Prox2 5680 oe
Mafa 5678 oe
Lin28b 5648 ko
Dmrta1 5639 oe
Pou2f1 5619 oe
Zfp653 5590 oe
Etv1 5585 oe
Sox8 5578 ko
Ovol1 5538 oe
Kdm2a 5502 oe
Sp140 5478 oe
Sox21 5464 ko
Hlx 5439 oe
Tcf7l2 5421 ko
Cebpd 5416 ko
Cebpe 5402 oe
Zfp423 5391 ko
Phf21a 5381 oe
Foxf1 5367 oe
Irf6 5360 oe
Pax6 5320 ko
Tfec 5314 ko
Zfp652 5307 oe
Mecom 5295 ko
Pou6f1 5286 oe
Onecut1 5279 ko
Zfp647 5274 oe
Hoxa9 5256 ko
Lhx4 5242 ko
Meox2 5238 ko
Pax3 5237 ko
Zfp128 5205 ko
Sox15 5199 oe
Gcm2 5196 ko
Naif1 5173 ko
Hsf5 5160 ko
Msc 5147 oe
Ovol2 5147 ko
Mypop 5135 ko
Hand2 5124 ko
Sox13 5120 ko
Duxbl1 5109 ko
Zscan4f 5103 ko
Alx4 5102 ko
Dlx4 5101 ko
Dlx1 5096 ko
Foxh1 5092 oe
Prdm14 5082 ko
Mybl2 5076 ko
Dbx2 5072 ko
Hinfp 5060 oe
Onecut2 5055 oe
Sox12 5042 oe
Irx2 5039 ko
Zfp558 5023 oe
Dpf3 5020 oe
Hesx1 5019 oe
Nr5a1 5003 ko
Nkx6-2 4999 ko
Otx2 4990 ko
Tbr1 4983 oe
Mzf1 4971 ko
Sox6 4971 ko
Msx1 4959 ko
Tet1 4955 oe
Lbx2 4954 oe
Hes5 4935 oe
Pitx2 4919 ko
Six3 4919 oe
Isl2 4918 ko
Hoxa1 4907 ko
Pax8 4907 ko
Pou1f1 4898 oe
Hhex 4895 oe
Nkx2-3 4889 ko
Dmrta2 4877 oe
Hes7 4877 ko
Etv4 4873 oe
