TF freq type
Bach1 21736 ko
Bhlha15 21736 oe
Cdc5l 21736 ko
Cxxc1 21736 ko
Cxxc5 21736 oe
Foxd2 21736 ko
Gmeb1 21736 oe
Hsf2 21736 oe
Mef2c 21736 ko
Mynn 21736 ko
Nfe2 21736 ko
Pou2f1 21736 oe
Sp8 21736 ko
Zfp113 21736 ko
Zfp324 21736 ko
Zscan20 21736 ko
Tal1 21447 oe
Sp6 21430 ko
Zbtb2 21329 ko
Trp73 21252 ko
Tfap4 21009 oe
Zfp184 20720 oe
Zbtb32 20202 ko
Esr1 20022 oe
Plag1 19960 oe
Duxbl1 19681 oe
Zfp276 19284 ko
Lin54 18917 ko
Nr1h3 17867 ko
Cebpd 16670 oe
Vax2 14979 ko
Nhlh1 14582 ko
Zfp282 14559 ko
Tef 13945 ko
Hes7 13372 oe
Rarb 12893 oe
Nr2f2 12828 oe
Fosl1 12765 oe
Nr5a1 12630 oe
Creb3l1 11623 ko
Zbtb45 11566 ko
Foxi3 11463 oe
Zfp300 11412 ko
Zbtb37 11223 ko
Kdm2b 11127 ko
Pou6f1 10976 ko
Sohlh2 10686 oe
Zfp558 10634 ko
Atf6 10608 ko
Zscan29 10365 ko
Zfp653 10352 ko
Zfp454 10104 oe
Tead2 10056 oe
Ebf1 10037 ko
Etv4 9915 ko
Glis3 9759 oe
Hinfp 9566 ko
Cphx3 9255 ko
Mitf 8931 oe
Pbx1 8929 ko
Zik1 8908 ko
Etv1 8825 ko
Hoxa1 8647 oe
E2f5 8488 ko
Hlx 8424 oe
Isl2 8379 oe
Ehf 8318 ko
Lin28b 8308 ko
Zfp768 8280 ko
Zfp90 8252 ko
Hnf4a 8135 ko
Gata1 8053 ko
Ar 8023 ko
Arid5b 7975 ko
Zfp248 7945 ko
Six5 7908 ko
Zfp652 7896 oe
Lcor 7828 ko
Msx1 7589 oe
Grhl2 7580 oe
Arid2 7526 ko
Epas1 7512 oe
Mypop 7505 oe
Zbtb12 7462 ko
Mybl1 7426 ko
Hes5 7388 oe
Zbtb26 7332 oe
Gli3 7305 ko
Tfec 7274 ko
Dmrt2 7256 ko
Mafb 7194 ko
Gli2 7151 ko
Mnt 7014 ko
Mlxipl 6972 ko
Homez 6964 ko
Foxn2 6959 oe
Mecom 6959 oe
Pax5 6945 ko
Tigd2 6942 ko
Bcl11b 6913 ko
Phf21a 6913 ko
Pax6 6883 ko
Hmbox1 6857 ko
Nkx6-2 6856 oe
Zfp296 6814 ko
Onecut1 6760 oe
Hsf4 6722 ko
Sox6 6719 ko
Hnf1a 6706 oe
Batf3 6681 ko
Msc 6655 ko
Thrb 6640 ko
Pitx2 6619 oe
Kdm2a 6607 ko
Pou3f2 6607 oe
Tet1 6602 oe
Nkx2-3 6562 oe
Pax8 6552 ko
Zscan4f 6550 oe
Tcf7l2 6511 ko
Meis1 6472 ko
Zfp69 6455 ko
Npas2 6452 oe
Meox2 6411 oe
Mzf1 6395 ko
Nfix 6321 ko
Sp140 6305 ko
Setbp1 6303 ko
Hsf5 6296 ko
Zzz3 6286 ko
Gata2 6284 ko
Alx4 6273 ko
Glis1 6244 ko
Pax9 6219 ko
Zfp691 6209 ko
Rest 6205 ko
Arid3b 6193 ko
Zkscan17 6185 ko
Cebpe 6153 ko
Naif1 6138 ko
Hnf4g 6130 ko
Hesx1 6125 ko
Pbx2 6110 ko
Hoxa9 6102 ko
Prrx2 6068 ko
Hic2 6057 oe
Dmrta1 6013 oe
Klf9 6013 ko
Lhx2 6010 ko
Zfp423 6010 ko
Zfp174 5998 ko
Hand2 5997 ko
Pou4f1 5986 ko
Prdm14 5967 ko
Mafa 5966 ko
Hoxb4 5959 ko
Nr6a1 5941 ko
Irf6 5889 ko
Rorb 5880 ko
Sox13 5874 ko
Dlx4 5871 oe
Onecut2 5847 oe
Fbxl19 5845 ko
Vdr 5835 ko
Dlx1 5827 ko
Tcf21 5826 ko
Ovol1 5807 ko
Tbr1 5793 oe
Zfp128 5768 ko
Zfp105 5757 ko
Hhex 5719 ko
Pou5f1 5712 ko
Six3 5654 ko
Irx2 5637 ko
Grhl1 5635 oe
Zfp647 5592 ko
Cebpa 5590 ko
Mybl2 5581 ko
Hlf 5578 ko
Ovol2 5574 ko
Jrkl 5571 ko
Dpf3 5512 ko
Sox15 5443 ko
Myrf 5430 ko
Pou1f1 5413 ko
Lhx4 5408 ko
Sox8 5408 ko
Hes1 5394 ko
Foxf1 5384 ko
Glis2 5373 oe
Foxf2 5367 ko
Foxh1 5362 ko
Pax3 5346 ko
Hnf1b 5343 ko
Foxc2 5332 ko
Hey1 5316 ko
Sox12 5314 ko
Sox21 5291 ko
Dmrta2 5274 ko
Sox4 5263 ko
Otx2 5262 ko
Ppara 5255 ko
Nr3c2 5254 ko
Sox9 5252 ko
Lbx2 5220 ko
Dbx2 5216 ko
Gcm2 5214 ko
Prdm11 5190 ko
Zbtb20 5189 oe
Prox2 5187 ko
