TF freq type
Zfp324 4851 ko
Gmeb1 1282 oe
Mynn 1161 ko
Bhlha15 1125 oe
Zfp113 1121 ko
Foxd2 1100 ko
Sp6 1091 oe
Zfp282 1022 ko
Zscan20 969 ko
Cdc5l 916 ko
Tal1 590 oe
Hsf2 530 oe
Nr1h3 527 ko
Sp8 507 ko
Lin54 453 ko
Pou6f1 442 ko
Mafb 430 ko
Zfp276 428 ko
Zik1 370 ko
Duxbl1 363 oe
Cxxc5 330 ko
Creb3l1 316 ko
Plag1 265 oe
Zfp768 264 ko
Zfp300 261 ko
Zfp184 252 oe
Tfap4 250 oe
Cebpd 241 oe
Trp73 241 ko
Nfe2 239 ko
Mef2c 236 ko
Pou2f1 236 ko
Zscan29 224 ko
Nhlh1 217 ko
Zbtb32 200 ko
Cxxc1 199 ko
Tef 198 ko
Zbtb2 198 ko
Zfp558 198 ko
Pou5f1 197 ko
Esr1 192 oe
Nr2f2 191 oe
Pax9 191 ko
Nr5a1 189 oe
Zfp174 179 ko
Zbtb45 173 ko
Zfp69 168 ko
Foxi3 167 oe
Sohlh2 157 oe
Vax2 147 ko
Zfp653 147 ko
Zfp90 147 ko
Zfp454 145 oe
Grhl1 143 ko
Kdm2b 143 ko
Glis3 141 oe
Hlf 140 ko
Bach1 137 ko
Cphx3 137 ko
Etv1 137 ko
Hes7 136 ko
Setbp1 135 ko
Zfp248 135 ko
Arid5b 134 ko
Hoxa1 134 oe
Isl2 134 oe
Lin28b 134 ko
Rarb 134 oe
Sox4 134 ko
Zbtb12 134 ko
Zfp652 134 oe
Ebf1 133 ko
Hmbox1 133 ko
Pbx1 133 ko
Thrb 133 ko
Zbtb26 133 ko
Hlx 132 oe
Hnf4a 132 ko
Mzf1 132 ko
Zbtb20 132 oe
Tfec 129 ko
Phf21a 127 ko
Arid3b 126 ko
Hesx1 124 oe
Msx1 124 oe
Tet1 124 oe
Zfp691 124 ko
Zfp105 121 ko
Ehf 120 ko
Hes5 120 oe
Rest 120 ko
Zzz3 120 ko
Bcl11b 117 ko
Lhx2 117 ko
Mnt 117 ko
Naif1 117 ko
Nfix 117 ko
Tcf7l2 117 ko
Ar 116 ko
Dmrt2 116 ko
