TF1 TF2 TF3 z-score.sum freq TF1_type TF2_type TF3_type
Zfp324 Plag1 Arid3b 86 20 ko oe ko
Zfp324 Bhlha15 Cebpa 86 20 ko oe oe
Zfp324 Foxd2 Cebpa 86 20 ko ko oe
Zfp324 Zfp113 Cebpd 86 20 ko ko oe
Zfp324 Foxd2 Cebpe 86 20 ko ko oe
Zfp324 Zfp113 Cxxc5 86 20 ko ko ko
Zfp324 Gmeb1 Dbx2 86 20 ko oe ko
Zfp324 Sp6 Dlx1 86 20 ko oe oe
Zfp324 Sp6 Dmrt2 86 20 ko oe ko
Zfp324 Foxd2 Dmrta1 86 20 ko ko oe
Zfp324 Gmeb1 Dmrta2 86 20 ko oe oe
Zfp324 Zfp282 Foxf1 86 20 ko ko oe
Zfp324 Gmeb1 Foxh1 86 20 ko oe ko
Zfp324 Zfp113 Foxi3 86 20 ko ko oe
Zfp324 Foxd2 Gata2 86 20 ko ko oe
Zfp324 Gmeb1 Gcm2 86 20 ko oe ko
Zfp324 Sp6 Gli2 86 20 ko oe oe
Zfp324 Zfp282 Grhl2 86 20 ko ko oe
Zfp324 Bhlha15 Hand2 86 20 ko oe ko
Zfp324 Foxd2 Hand2 86 20 ko ko ko
Zfp324 Bhlha15 Hes5 86 20 ko oe oe
Zfp324 Foxd2 Hes5 86 20 ko ko oe
Zfp324 Zfp113 Hes7 86 20 ko ko ko
Zfp324 Bhlha15 Hey1 86 20 ko oe ko
Zfp324 Foxd2 Hey1 86 20 ko ko ko
Zfp324 Bhlha15 Hhex 86 20 ko oe oe
Zfp324 Foxd2 Hhex 86 20 ko ko oe
Zfp324 Plag1 Hlx 86 20 ko oe oe
Zfp324 Gmeb1 Hnf1b 86 20 ko oe ko
Zfp324 Zfp282 Hnf4g 86 20 ko ko oe
Zfp324 Foxd2 Hoxa9 86 20 ko ko ko
Zfp324 Foxd2 Irf6 86 20 ko ko ko
Zfp324 Gmeb1 Irx2 86 20 ko oe ko
Zfp324 Plag1 Jrkl 86 20 ko oe oe
Zfp324 Bhlha15 Kdm2a 86 20 ko oe ko
Zfp324 Foxd2 Kdm2a 86 20 ko ko ko
Zfp324 Sp6 Lhx2 86 20 ko oe ko
Zfp324 Gmeb1 Lhx4 86 20 ko oe ko
Zfp324 Zfp282 Lin28b 86 20 ko ko ko
Zfp324 Bhlha15 Mecom 86 20 ko oe oe
Zfp324 Foxd2 Mecom 86 20 ko ko oe
Zfp324 Plag1 Meis1 86 20 ko oe ko
Zfp324 Bhlha15 Mlxipl 86 20 ko oe ko
Zfp324 Foxd2 Mlxipl 86 20 ko ko ko
Zfp324 Bhlha15 Msc 86 20 ko oe ko
Zfp324 Foxd2 Msc 86 20 ko ko ko
Zfp324 Bhlha15 Msx1 86 20 ko oe oe
Zfp324 Bhlha15 Myrf 86 20 ko oe ko
Zfp324 Foxd2 Myrf 86 20 ko ko ko
Zfp324 Bhlha15 Naif1 86 20 ko oe ko
Zfp324 Foxd2 Naif1 86 20 ko ko ko
Zfp324 Foxd2 Nkx2-3 86 20 ko ko oe
Zfp324 Foxd2 Nkx6-2 86 20 ko ko oe
Zfp324 Bhlha15 Nr3c2 86 20 ko oe ko
Zfp324 Foxd2 Nr3c2 86 20 ko ko ko
Zfp324 Bhlha15 Onecut1 86 20 ko oe oe
Zfp324 Foxd2 Onecut1 86 20 ko ko oe
Zfp324 Gmeb1 Onecut2 86 20 ko oe oe
Zfp324 Zfp282 Otx2 86 20 ko ko oe
Zfp324 Sp6 Ovol1 86 20 ko oe oe
Zfp324 Foxd2 Pax3 86 20 ko ko ko
Zfp324 Zfp282 Pax6 86 20 ko ko ko
Zfp324 Zfp282 Pax8 86 20 ko ko oe
Zfp324 Foxd2 Pitx2 86 20 ko ko oe
Zfp324 Foxd2 Pou3f2 86 20 ko ko oe
Zfp324 Foxd2 Ppara 86 20 ko ko oe
Zfp324 Bhlha15 Prdm11 86 20 ko oe ko
Zfp324 Gmeb1 Prdm14 86 20 ko oe ko
Zfp324 Bhlha15 Prox2 86 20 ko oe ko
Zfp324 Bhlha15 Prrx2 86 20 ko oe ko
Zfp324 Foxd2 Prrx2 86 20 ko ko ko
Zfp324 Gmeb1 Six3 86 20 ko oe oe
Zfp324 Plag1 Sohlh2 86 20 ko oe oe
Zfp324 Gmeb1 Sox12 86 20 ko oe ko
Zfp324 Gmeb1 Sox15 86 20 ko oe oe
Zfp324 Bhlha15 Sox21 86 20 ko oe oe
Zfp324 Sp6 Sox4 86 20 ko oe ko
Zfp324 Zfp282 Sox6 86 20 ko ko ko
Zfp324 Sp6 Sox8 86 20 ko oe oe
Zfp324 Bhlha15 Sox9 86 20 ko oe ko
Zfp324 Foxd2 Sox9 86 20 ko ko ko
Zfp324 Bhlha15 Tbr1 86 20 ko oe oe
Zfp324 Foxd2 Tbr1 86 20 ko ko oe
Zfp324 Foxd2 Tcf21 86 20 ko ko ko
Zfp324 Zfp282 Tcf7l2 86 20 ko ko ko
Zfp324 Plag1 Thrb 86 20 ko oe ko
Zfp324 Plag1 Tigd2 86 20 ko oe ko
Zfp324 Gmeb1 Zfp128 86 20 ko oe ko
Zfp324 Gmeb1 Zfp423 86 20 ko oe oe
Zfp324 Plag1 Zfp454 86 20 ko oe oe
Zfp324 Foxd2 Zscan4f 86 20 ko ko oe
Zfp324 Zfp282 Cebpa 85 20 ko ko oe
Zfp324 Bhlha15 Cebpe 85 20 ko oe oe
Zfp324 Plag1 Dlx1 85 20 ko oe oe
Zfp324 Bhlha15 Dlx4 85 20 ko oe oe
Zfp324 Foxd2 Dlx4 85 20 ko ko oe
Zfp324 Plag1 Dmrt2 85 20 ko oe ko
Zfp324 Bhlha15 Dmrta1 85 20 ko oe oe
Zfp324 Sp6 Dpf3 85 20 ko oe oe
Zfp324 Bhlha15 Foxc2 85 20 ko oe ko
Zfp324 Foxd2 Foxc2 85 20 ko ko ko
Zfp324 Sp6 Foxf1 85 20 ko oe oe
Zfp324 Bhlha15 Foxf2 85 20 ko oe ko
Zfp324 Foxd2 Foxf2 85 20 ko ko ko
Zfp324 Foxd2 Foxh1 85 20 ko ko ko
Zfp324 Bhlha15 Gata2 85 20 ko oe oe
Zfp324 Foxd2 Gcm2 85 20 ko ko ko
Zfp324 Plag1 Glis1 85 20 ko oe ko
Zfp324 Sp6 Grhl2 85 20 ko oe oe
Zfp324 Zfp282 Hand2 85 20 ko ko ko
Zfp324 Zfp282 Hes5 85 20 ko ko oe
Zfp324 Sp6 Hesx1 85 20 ko oe ko
Zfp324 Zfp282 Hey1 85 20 ko ko ko
Zfp324 Zfp282 Hhex 85 20 ko ko oe
Zfp324 Plag1 Hlf 85 20 ko oe ko
Zfp324 Sp6 Hnf1a 85 20 ko oe ko
Zfp324 Foxd2 Hnf1b 85 20 ko ko ko
Zfp324 Sp6 Hoxa1 85 20 ko oe oe
Zfp324 Bhlha15 Hoxa9 85 20 ko oe ko
Zfp324 Bhlha15 Hsf5 85 20 ko oe ko
Zfp324 Foxd2 Hsf5 85 20 ko ko ko
Zfp324 Bhlha15 Irf6 85 20 ko oe ko
Zfp324 Foxd2 Irx2 85 20 ko ko ko
Zfp324 Zfp113 Isl2 85 20 ko ko oe
Zfp324 Gmeb1 Lbx2 85 20 ko oe oe
Zfp324 Plag1 Lhx2 85 20 ko oe ko
Zfp324 Sp6 Lin28b 85 20 ko oe ko
Zfp324 Zfp282 Mecom 85 20 ko ko oe
Zfp324 Cxxc1 Meis1 85 20 ko ko ko
Zfp324 Bhlha15 Meox2 85 20 ko oe oe
Zfp324 Foxd2 Meox2 85 20 ko ko oe
Zfp324 Zfp282 Mlxipl 85 20 ko ko ko
Zfp324 Zfp282 Msc 85 20 ko ko ko
Zfp324 Zfp282 Msx1 85 20 ko ko oe
Zfp324 Zfp282 Myrf 85 20 ko ko ko
Zfp324 Sp6 Mzf1 85 20 ko oe ko
Zfp324 Bhlha15 Nkx2-3 85 20 ko oe oe
Zfp324 Bhlha15 Nkx6-2 85 20 ko oe oe
Zfp324 Sp6 Npas2 85 20 ko oe oe
Zfp324 Zfp282 Onecut1 85 20 ko ko oe
Zfp324 Foxd2 Onecut2 85 20 ko ko oe
Zfp324 Plag1 Ovol1 85 20 ko oe oe
Zfp324 Foxd2 Ovol2 85 20 ko ko ko
Zfp324 Bhlha15 Pax3 85 20 ko oe ko
Zfp324 Sp6 Pax8 85 20 ko oe oe
Zfp324 Zfp113 Phf21a 85 20 ko ko oe
Zfp324 Bhlha15 Pitx2 85 20 ko oe oe
Zfp324 Bhlha15 Pou3f2 85 20 ko oe oe
Zfp324 Bhlha15 Ppara 85 20 ko oe oe
Zfp324 Foxd2 Prdm14 85 20 ko ko ko
Zfp324 Zfp282 Prox2 85 20 ko ko ko
Zfp324 Zfp282 Prrx2 85 20 ko ko ko
Zfp324 Bhlha15 Rorb 85 20 ko oe ko
Zfp324 Foxd2 Rorb 85 20 ko ko ko
Zfp324 Foxd2 Six3 85 20 ko ko oe
Zfp324 Foxd2 Sox12 85 20 ko ko ko
Zfp324 Bhlha15 Sox13 85 20 ko oe ko
Zfp324 Foxd2 Sox13 85 20 ko ko ko
Zfp324 Foxd2 Sox15 85 20 ko ko oe
Zfp324 Zfp282 Sox21 85 20 ko ko oe
Zfp324 Cxxc1 Sox4 85 20 ko ko ko
Zfp324 Zfp282 Tbr1 85 20 ko ko oe
Zfp324 Bhlha15 Tcf21 85 20 ko oe ko
Zfp324 Sp6 Tet1 85 20 ko oe oe
Zfp324 Foxd2 Zfp128 85 20 ko ko ko
Zfp324 Foxd2 Zfp423 85 20 ko ko oe
Zfp324 Zfp113 Zfp454 85 20 ko ko oe
Zfp324 Zfp113 Zkscan17 85 20 ko ko ko
Zfp324 Sp8 Zscan29 85 20 ko ko ko
Zfp324 Bhlha15 Zscan4f 85 20 ko oe oe
Zfp324 Sp6 Alx4 84 20 ko oe ko
Zfp324 Plag1 Batf3 84 20 ko oe oe
Zfp324 Zfp282 Cebpe 84 20 ko ko oe
Zfp324 Bhlha15 Dbx2 84 20 ko oe ko
Zfp324 Foxd2 Dbx2 84 20 ko ko ko
Zfp324 Cxxc1 Dlx1 84 20 ko ko oe
Zfp324 Zfp282 Dlx4 84 20 ko ko oe
Zfp324 Zfp282 Dmrta1 84 20 ko ko oe
Zfp324 Bhlha15 Dmrta2 84 20 ko oe oe
Zfp324 Foxd2 Dmrta2 84 20 ko ko oe
Zfp324 Plag1 Dpf3 84 20 ko oe oe
Zfp324 Plag1 Foxf1 84 20 ko oe oe
Zfp324 Zfp282 Foxf2 84 20 ko ko ko
Zfp324 Bhlha15 Foxh1 84 20 ko oe ko
Zfp324 Bhlha15 Gcm2 84 20 ko oe ko
Zfp324 Cxxc1 Glis1 84 20 ko ko ko
Zfp324 Plag1 Grhl2 84 20 ko oe oe
Zfp324 Sp6 Hand2 84 20 ko oe ko
Zfp324 Plag1 Hesx1 84 20 ko oe ko
Zfp324 Sp6 Hey1 84 20 ko oe ko
Zfp324 Sp6 Hhex 84 20 ko oe oe
Zfp324 Zfp113 Hlx 84 20 ko ko oe
Zfp324 Plag1 Hnf1a 84 20 ko oe ko
Zfp324 Bhlha15 Hnf1b 84 20 ko oe ko
Zfp324 Sp6 Hnf4g 84 20 ko oe oe
Zfp324 Cxxc1 Hoxa1 84 20 ko ko oe
Zfp324 Plag1 Hoxa1 84 20 ko oe oe
Zfp324 Zfp282 Hoxa9 84 20 ko ko ko
Zfp324 Zfp282 Hsf5 84 20 ko ko ko
Zfp324 Zfp282 Irf6 84 20 ko ko ko
Zfp324 Bhlha15 Irx2 84 20 ko oe ko
Zfp324 Sp6 Kdm2a 84 20 ko oe ko
Zfp324 Foxd2 Lbx2 84 20 ko ko oe
Zfp324 Cxxc1 Lhx2 84 20 ko ko ko
Zfp324 Bhlha15 Lhx4 84 20 ko oe ko
Zfp324 Foxd2 Lhx4 84 20 ko ko ko
Zfp324 Plag1 Lin28b 84 20 ko oe ko
Zfp324 Plag1 Mafa 84 20 ko oe ko
Zfp324 Zfp282 Meox2 84 20 ko ko oe
Zfp324 Sp6 Mlxipl 84 20 ko oe ko
Zfp324 Sp6 Msx1 84 20 ko oe oe
Zfp324 Sp8 Mypop 84 20 ko ko oe
Zfp324 Plag1 Mzf1 84 20 ko oe ko
Zfp324 Sp6 Naif1 84 20 ko oe ko
Zfp324 Plag1 Nfix 84 20 ko oe ko
Zfp324 Zfp282 Nkx2-3 84 20 ko ko oe
Zfp324 Zfp282 Nkx6-2 84 20 ko ko oe
Zfp324 Plag1 Npas2 84 20 ko oe oe
Zfp324 Sp8 Nr5a1 84 20 ko ko oe
Zfp324 Bhlha15 Onecut2 84 20 ko oe oe
Zfp324 Sp6 Otx2 84 20 ko oe oe
Zfp324 Cxxc1 Ovol1 84 20 ko ko oe
Zfp324 Bhlha15 Ovol2 84 20 ko oe ko
Zfp324 Sp6 Pax6 84 20 ko oe ko
Zfp324 Plag1 Pax8 84 20 ko oe oe
Zfp324 Zfp282 Pitx2 84 20 ko ko oe
Zfp324 Zfp282 Pou3f2 84 20 ko ko oe
Zfp324 Plag1 Pou4f1 84 20 ko oe oe
Zfp324 Sp6 Prdm11 84 20 ko oe ko
Zfp324 Bhlha15 Prdm14 84 20 ko oe ko
Zfp324 Sp6 Prox2 84 20 ko oe ko
Zfp324 Zfp282 Rorb 84 20 ko ko ko
Zfp324 Bhlha15 Six3 84 20 ko oe oe
Zfp324 Zfp113 Sohlh2 84 20 ko ko oe
Zfp324 Bhlha15 Sox12 84 20 ko oe ko
Zfp324 Bhlha15 Sox15 84 20 ko oe oe
Zfp324 Sp6 Sox21 84 20 ko oe oe
Zfp324 Zfp113 Sox4 84 20 ko ko ko
Zfp324 Sp6 Sox6 84 20 ko oe ko
Zfp324 Sp6 Sox9 84 20 ko oe ko
Zfp324 Sp6 Tcf7l2 84 20 ko oe ko
Zfp324 Zfp113 Thrb 84 20 ko ko ko
Zfp324 Bhlha15 Zfp128 84 20 ko oe ko
Zfp324 Bhlha15 Zfp423 84 20 ko oe oe
Zfp324 Sp8 Zfp558 84 20 ko ko ko
Zfp324 Sp8 Zfp647 84 20 ko ko oe
Zfp324 Sp8 Zfp653 84 20 ko ko ko
Zfp324 Zfp282 Zscan4f 84 20 ko ko oe
Zfp324 Cxxc1 Alx4 83 20 ko ko ko
Zfp324 Plag1 Alx4 83 20 ko oe ko
Zfp324 Sp6 Cebpa 83 20 ko oe oe
Zfp324 Sp6 Cebpe 83 20 ko oe oe
Zfp324 Zfp282 Dbx2 83 20 ko ko ko
Zfp324 Zfp113 Dlx1 83 20 ko ko oe
Zfp324 Zfp113 Dmrt2 83 20 ko ko ko
Zfp324 Sp6 Dmrta1 83 20 ko oe oe
Zfp324 Zfp282 Dmrta2 83 20 ko ko oe
Zfp324 Cxxc1 Dpf3 83 20 ko ko oe
Zfp324 Plag1 Fbxl19 83 20 ko oe oe
Zfp324 Cxxc1 Foxf1 83 20 ko ko oe
Zfp324 Zfp282 Foxh1 83 20 ko ko ko
Zfp324 Sp8 Foxi3 83 20 ko ko oe
Zfp324 Sp6 Gata2 83 20 ko oe oe
Zfp324 Zfp282 Gcm2 83 20 ko ko ko
Zfp324 Cxxc1 Grhl2 83 20 ko ko oe
Zfp324 Plag1 Hand2 83 20 ko oe ko
Zfp324 Sp6 Hes5 83 20 ko oe oe
Zfp324 Plag1 Hey1 83 20 ko oe ko
Zfp324 Plag1 Hhex 83 20 ko oe oe
Zfp324 Zfp113 Hlf 83 20 ko ko ko
Zfp324 Zfp282 Hnf1b 83 20 ko ko ko
Zfp324 Plag1 Hnf4g 83 20 ko oe oe
Zfp324 Zfp113 Hoxa1 83 20 ko ko oe
Zfp324 Sp6 Hoxa9 83 20 ko oe ko
Zfp324 Sp6 Irf6 83 20 ko oe ko
Zfp324 Zfp282 Irx2 83 20 ko ko ko
Zfp324 Plag1 Kdm2a 83 20 ko oe ko
Zfp324 Bhlha15 Lbx2 83 20 ko oe oe
Zfp324 Zfp282 Lhx4 83 20 ko ko ko
Zfp324 Cxxc1 Lin28b 83 20 ko ko ko
Zfp324 Plag1 Mecom 83 20 ko oe oe
Zfp324 Sp6 Mecom 83 20 ko oe oe
Zfp324 Plag1 Mlxipl 83 20 ko oe ko
Zfp324 Sp6 Msc 83 20 ko oe ko
Zfp324 Plag1 Msx1 83 20 ko oe oe
Zfp324 Sp6 Myrf 83 20 ko oe ko
Zfp324 Plag1 Naif1 83 20 ko oe ko
Zfp324 Sp6 Nkx2-3 83 20 ko oe oe
Zfp324 Sp6 Nkx6-2 83 20 ko oe oe
Zfp324 Plag1 Nr3c2 83 20 ko oe ko
Zfp324 Plag1 Nr6a1 83 20 ko oe oe
Zfp324 Sp6 Onecut1 83 20 ko oe oe
Zfp324 Zfp282 Onecut2 83 20 ko ko oe
Zfp324 Cxxc1 Otx2 83 20 ko ko oe
Zfp324 Plag1 Otx2 83 20 ko oe oe
Zfp324 Zfp113 Ovol1 83 20 ko ko oe
Zfp324 Sp6 Pax3 83 20 ko oe ko
Zfp324 Plag1 Pax6 83 20 ko oe ko
Zfp324 Cxxc1 Pax8 83 20 ko ko oe
Zfp324 Sp6 Pitx2 83 20 ko oe oe
Zfp324 Sp6 Pou3f2 83 20 ko oe oe
Zfp324 Sp6 Ppara 83 20 ko oe oe
Zfp324 Plag1 Prdm11 83 20 ko oe ko
Zfp324 Zfp282 Prdm14 83 20 ko ko ko
Zfp324 Plag1 Prox2 83 20 ko oe ko
Zfp324 Sp6 Prrx2 83 20 ko oe ko
Zfp324 Zfp282 Six3 83 20 ko ko oe
Zfp324 Zfp282 Sox12 83 20 ko ko ko
Zfp324 Zfp282 Sox15 83 20 ko ko oe
Zfp324 Plag1 Sox21 83 20 ko oe oe
Zfp324 Cxxc1 Sox6 83 20 ko ko ko
Zfp324 Plag1 Sox6 83 20 ko oe ko
Zfp324 Zfp276 Sox8 83 20 ko ko oe
Zfp324 Plag1 Sox9 83 20 ko oe ko
Zfp324 Sp6 Tbr1 83 20 ko oe oe
Zfp324 Cxxc1 Tcf7l2 83 20 ko ko ko
Zfp324 Plag1 Tcf7l2 83 20 ko oe ko
Zfp324 Zfp282 Zfp128 83 20 ko ko ko
Zfp324 Sp6 Zscan4f 83 20 ko oe oe
Zfp324 Zfp113 Alx4 82 20 ko ko ko
Zfp324 Zfp113 Batf3 82 20 ko ko oe
Zfp324 Plag1 Cebpa 82 20 ko oe oe
Zfp324 Plag1 Cebpe 82 20 ko oe oe
Zfp324 Sp6 Dbx2 82 20 ko oe ko
Zfp324 Sp6 Dlx4 82 20 ko oe oe
Zfp324 Plag1 Dmrta1 82 20 ko oe oe
Zfp324 Sp6 Dmrta2 82 20 ko oe oe
Zfp324 Zfp113 Dpf3 82 20 ko ko oe
Zfp324 Sp6 Foxc2 82 20 ko oe ko
Zfp324 Zfp113 Foxf1 82 20 ko ko oe
Zfp324 Sp6 Foxf2 82 20 ko oe ko
Zfp324 Sp6 Foxh1 82 20 ko oe ko
Zfp324 Plag1 Gata2 82 20 ko oe oe
Zfp324 Sp6 Gcm2 82 20 ko oe ko
Zfp324 Zfp113 Grhl2 82 20 ko ko oe
Zfp324 Cxxc1 Hand2 82 20 ko ko ko
Zfp324 Cxxc1 Hes5 82 20 ko ko oe
Zfp324 Plag1 Hes5 82 20 ko oe oe
Zfp324 Zfp113 Hesx1 82 20 ko ko ko
Zfp324 Cxxc1 Hhex 82 20 ko ko oe
Zfp324 Zfp113 Hnf1a 82 20 ko ko ko
Zfp324 Sp6 Hnf1b 82 20 ko oe ko
Zfp324 Cxxc1 Hnf4g 82 20 ko ko oe
Zfp324 Zfp113 Hnf4g 82 20 ko ko oe
Zfp324 Plag1 Hoxa9 82 20 ko oe ko
Zfp324 Sp6 Hsf5 82 20 ko oe ko
Zfp324 Plag1 Irf6 82 20 ko oe ko
Zfp324 Sp6 Irx2 82 20 ko oe ko
Zfp324 Sp8 Isl2 82 20 ko ko oe
Zfp324 Zfp282 Lbx2 82 20 ko ko oe
Zfp324 Zfp113 Lin28b 82 20 ko ko ko
Zfp324 Zfp113 Mafa 82 20 ko ko ko
Zfp324 Sp6 Meox2 82 20 ko oe oe
Zfp324 Cxxc1 Mlxipl 82 20 ko ko ko
Zfp324 Cxxc1 Msc 82 20 ko ko ko
Zfp324 Plag1 Msc 82 20 ko oe ko
Zfp324 Cxxc1 Msx1 82 20 ko ko oe
Zfp324 Plag1 Myrf 82 20 ko oe ko
Zfp324 Zfp113 Mzf1 82 20 ko ko ko
Zfp324 Plag1 Nkx2-3 82 20 ko oe oe
Zfp324 Plag1 Nkx6-2 82 20 ko oe oe
Zfp324 Zfp113 Npas2 82 20 ko ko oe
Zfp324 Zfp113 Nr6a1 82 20 ko ko oe
Zfp324 Cxxc1 Onecut1 82 20 ko ko oe
Zfp324 Plag1 Onecut1 82 20 ko oe oe
Zfp324 Sp6 Onecut2 82 20 ko oe oe
Zfp324 Zfp113 Otx2 82 20 ko ko oe
Zfp324 Sp6 Ovol2 82 20 ko oe ko
Zfp324 Plag1 Pax3 82 20 ko oe ko
Zfp324 Cxxc1 Pax6 82 20 ko ko ko
Zfp324 Zfp113 Pax8 82 20 ko ko oe
Zfp324 Sp8 Phf21a 82 20 ko ko oe
Zfp324 Plag1 Pitx2 82 20 ko oe oe
Zfp324 Plag1 Pou3f2 82 20 ko oe oe
Zfp324 Plag1 Ppara 82 20 ko oe oe
Zfp324 Sp6 Prdm14 82 20 ko oe ko
Zfp324 Cxxc1 Prox2 82 20 ko ko ko
Zfp324 Cxxc1 Prrx2 82 20 ko ko ko
Zfp324 Plag1 Prrx2 82 20 ko oe ko
Zfp324 Sp6 Rorb 82 20 ko oe ko
Zfp324 Sp6 Six3 82 20 ko oe oe
Zfp324 Sp6 Sox12 82 20 ko oe ko
Zfp324 Sp6 Sox13 82 20 ko oe ko
Zfp324 Sp6 Sox15 82 20 ko oe oe
Zfp324 Zfp113 Sox6 82 20 ko ko ko
Zfp324 Plag1 Tbr1 82 20 ko oe oe
Zfp324 Plag1 Tcf21 82 20 ko oe ko
Zfp324 Zfp113 Tcf7l2 82 20 ko ko ko
Zfp324 Sp6 Zfp128 82 20 ko oe ko
Zfp324 Sp6 Zfp423 82 20 ko oe oe
Zfp324 Plag1 Zscan4f 82 20 ko oe oe
Zfp324 Zfp276 Batf3 81 20 ko ko oe
Zfp324 Cxxc1 Cebpa 81 20 ko ko oe
Zfp324 Cxxc1 Cebpe 81 20 ko ko oe
Zfp324 Plag1 Dbx2 81 20 ko oe ko
Zfp324 Cxxc1 Dlx4 81 20 ko ko oe
Zfp324 Plag1 Dlx4 81 20 ko oe oe
Zfp324 Cxxc1 Dmrta1 81 20 ko ko oe
Zfp324 Plag1 Dmrta2 81 20 ko oe oe
Zfp324 Zfp113 Fbxl19 81 20 ko ko oe
Zfp324 Zfp276 Fbxl19 81 20 ko ko oe
Zfp324 Plag1 Foxc2 81 20 ko oe ko
Zfp324 Plag1 Foxf2 81 20 ko oe ko
Zfp324 Plag1 Foxh1 81 20 ko oe ko
Zfp324 Plag1 Gcm2 81 20 ko oe ko
Zfp324 Zfp113 Hand2 81 20 ko ko ko
Zfp324 Zfp113 Hes5 81 20 ko ko oe
Zfp324 Zfp113 Hey1 81 20 ko ko ko
Zfp324 Zfp113 Hhex 81 20 ko ko oe
Zfp324 Sp8 Hlx 81 20 ko ko oe
Zfp324 Zfp276 Hnf1a 81 20 ko ko ko
Zfp324 Plag1 Hnf1b 81 20 ko oe ko
Zfp324 Cxxc1 Hoxa9 81 20 ko ko ko
Zfp324 Plag1 Hsf5 81 20 ko oe ko
Zfp324 Cxxc1 Irf6 81 20 ko ko ko
Zfp324 Plag1 Irx2 81 20 ko oe ko
Zfp324 Zfp113 Kdm2a 81 20 ko ko ko
Zfp324 Sp6 Lbx2 81 20 ko oe oe
Zfp324 Plag1 Lhx4 81 20 ko oe ko
Zfp324 Sp6 Lhx4 81 20 ko oe ko
Zfp324 Zfp113 Mecom 81 20 ko ko oe
Zfp324 Cxxc1 Meox2 81 20 ko ko oe
Zfp324 Plag1 Meox2 81 20 ko oe oe
Zfp324 Zfp113 Mlxipl 81 20 ko ko ko
Zfp324 Zfp113 Msc 81 20 ko ko ko
Zfp324 Zfp113 Msx1 81 20 ko ko oe
Zfp324 Zfp113 Myrf 81 20 ko ko ko
Zfp324 Zfp113 Naif1 81 20 ko ko ko
Zfp324 Cxxc1 Nkx2-3 81 20 ko ko oe
Zfp324 Cxxc1 Nkx6-2 81 20 ko ko oe
Zfp324 Zfp113 Nr3c2 81 20 ko ko ko
Zfp324 Zfp113 Onecut1 81 20 ko ko oe
Zfp324 Plag1 Onecut2 81 20 ko oe oe
Zfp324 Zfp276 Otx2 81 20 ko ko oe
Zfp324 Plag1 Ovol2 81 20 ko oe ko
Zfp324 Zfp113 Pax6 81 20 ko ko ko
Zfp324 Cxxc1 Pitx2 81 20 ko ko oe
Zfp324 Zfp276 Pou4f1 81 20 ko ko oe
Zfp324 Zfp113 Prdm11 81 20 ko ko ko
Zfp324 Plag1 Prdm14 81 20 ko oe ko
Zfp324 Zfp113 Prox2 81 20 ko ko ko
Zfp324 Zfp113 Prrx2 81 20 ko ko ko
Zfp324 Cxxc1 Rorb 81 20 ko ko ko
Zfp324 Plag1 Rorb 81 20 ko oe ko
Zfp324 Plag1 Six3 81 20 ko oe oe
Zfp324 Sp8 Sohlh2 81 20 ko ko oe
Zfp324 Plag1 Sox12 81 20 ko oe ko
Zfp324 Plag1 Sox13 81 20 ko oe ko
Zfp324 Plag1 Sox15 81 20 ko oe oe
Zfp324 Zfp113 Sox21 81 20 ko ko oe
Zfp324 Zfp113 Sox9 81 20 ko ko ko
Zfp324 Cxxc1 Tbr1 81 20 ko ko oe
Zfp324 Sp8 Thrb 81 20 ko ko ko
Zfp324 Plag1 Zfp128 81 20 ko oe ko
Zfp324 Plag1 Zfp423 81 20 ko oe oe
Zfp324 Sp8 Zfp454 81 20 ko ko oe
Zfp324 Cxxc1 Zscan4f 81 20 ko ko oe
Zfp324 Zfp113 Cebpa 80 20 ko ko oe
Zfp324 Zfp113 Cebpe 80 20 ko ko oe
Zfp324 Cxxc1 Dbx2 80 20 ko ko ko
Zfp324 Sp8 Dlx1 80 20 ko ko oe
Zfp324 Zfp113 Dlx4 80 20 ko ko oe
Zfp324 Zfp113 Dmrta1 80 20 ko ko oe
Zfp324 Cxxc1 Dmrta2 80 20 ko ko oe
Zfp324 Cxxc1 Foxf2 80 20 ko ko ko
Zfp324 Zfp113 Gata2 80 20 ko ko oe
Zfp324 Cxxc1 Gcm2 80 20 ko ko ko
Zfp324 Sp8 Gli2 80 20 ko ko oe
Zfp324 Sp8 Glis1 80 20 ko ko ko
Zfp324 Cxxc1 Hnf1b 80 20 ko ko ko
Zfp324 Zfp113 Hoxa9 80 20 ko ko ko
Zfp324 Cxxc1 Hsf5 80 20 ko ko ko
Zfp324 Zfp113 Irf6 80 20 ko ko ko
Zfp324 Cxxc1 Irx2 80 20 ko ko ko
Zfp324 Plag1 Lbx2 80 20 ko oe oe
Zfp324 Mitf Lcor 80 20 ko oe oe
Zfp324 Sp8 Lhx2 80 20 ko ko ko
Zfp324 Zfp276 Mecom 80 20 ko ko oe
Zfp324 Zfp113 Meox2 80 20 ko ko oe
Zfp324 Zfp113 Nkx2-3 80 20 ko ko oe
Zfp324 Zfp113 Nkx6-2 80 20 ko ko oe
Zfp324 Cxxc1 Onecut2 80 20 ko ko oe
Zfp324 Sp8 Ovol1 80 20 ko ko oe
Zfp324 Zfp113 Pax3 80 20 ko ko ko
Zfp324 Zfp113 Pitx2 80 20 ko ko oe
Zfp324 Arid5b Pou1f1 80 20 ko ko oe
