TF freq type
Bhlha15 21736 oe
Foxd2 21736 ko
Gmeb1 21736 oe
Hsf2 21736 oe
Nr1h3 21736 ko
Plag1 21736 oe
Sp6 21736 oe
Tal1 21736 oe
Zbtb32 21736 ko
Zfp113 21736 ko
Zfp282 21736 ko
Zfp324 21736 ko
Zik1 21736 ko
Zscan20 21736 ko
Pou2f1 21263 ko
Arid5b 21093 ko
Pou6f1 20558 ko
Mafb 20324 ko
Mynn 17392 ko
Sp8 16965 ko
Mypop 15906 ko
Ehf 15720 ko
Nr5a1 15599 oe
Zbtb20 15195 oe
Pax9 14937 ko
Vax2 14715 ko
Mybl2 14361 ko
Zfp768 14341 ko
Isl2 14299 oe
Trp73 13882 ko
Zscan29 13862 ko
Etv4 13633 ko
Mnt 13625 ko
Nfe2 13612 ko
Fosl1 13249 oe
Nhlh1 13058 ko
Atf6 12790 ko
Etv1 12780 ko
Zbtb37 12734 ko
Zfp276 12716 ko
Grhl1 12391 ko
Tfap4 12365 oe
Zfp248 12349 ko
Hinfp 12217 ko
Klf9 12172 ko
Foxi3 12087 oe
Arid3b 11754 ko
Hes1 11649 ko
Duxbl1 11590 oe
Cxxc1 11541 ko
Zfp558 11388 ko
Hic2 11326 ko
Meis1 11288 ko
Creb3l1 11284 ko
Zfp454 11257 oe
Foxn2 11145 oe
Zfp184 11087 oe
Pou5f1 10849 ko
Nr2f2 10829 oe
Cebpd 10659 oe
Zfp647 10647 ko
Zfp296 10484 ko
Rarb 9981 oe
Esr1 9885 oe
Zfp691 9840 ko
Lin54 9807 ko
Glis3 9595 oe
Mef2c 9472 ko
Zzz3 9347 ko
Hesx1 8759 oe
Glis1 8561 ko
Sohlh2 8551 oe
Pbx1 8171 ko
Zfp90 8140 ko
Hoxb4 8138 ko
Hes7 7954 ko
Thrb 7905 ko
Zbtb2 7878 ko
Tbr1 7836 oe
Pbx2 7797 ko
Setbp1 7743 ko
Zfp300 7579 ko
Phf21a 7559 ko
Prox2 7453 ko
Hoxa1 7408 oe
Zfp653 7337 ko
Lhx2 7257 ko
Npas2 7125 oe
Pax5 7013 ko
Dlx1 6975 ko
Pitx2 6939 oe
Tigd2 6913 ko
Tef 6834 ko
Cdc5l 6790 ko
Zfp174 6724 ko
Hey1 6723 ko
Msx1 6717 oe
Grhl2 6643 ko
Alx4 6593 ko
Tfec 6528 ko
Tcf7l2 6500 ko
Ar 6313 ko
Sox4 6216 ko
Ebf1 6205 ko
Mafa 6093 ko
Hsf4 6089 ko
Zfp652 6010 oe
Myrf 5972 ko
Dlx4 5966 oe
Hlf 5948 ko
Naif1 5905 ko
Homez 5879 ko
Kdm2a 5845 ko
Hlx 5789 oe
Cphx3 5777 ko
Hoxa9 5759 ko
Zkscan17 5749 ko
Dmrt2 5747 ko
Nkx2-3 5697 oe
Onecut1 5635 oe
Gli3 5631 ko
Kdm2b 5626 ko
Nkx6-2 5622 oe
Dmrta1 5605 oe
Zbtb12 5581 ko
Hnf1a 5570 oe
Glis2 5564 ko
Hes5 5559 oe
Hnf4a 5546 ko
Irf6 5520 ko
Arid2 5478 ko
Zfp69 5468 ko
Zscan4f 5397 oe
Lin28b 5393 ko
Sox13 5386 ko
Foxf1 5373 ko
Hhex 5348 ko
Irx2 5326 ko
Hand2 5320 ko
Tcf21 5283 ko
Zbtb45 5269 ko
Epas1 5255 ko
Prdm11 5225 ko
Dpf3 5214 ko
Sox9 5198 ko
Zfp128 5197 ko
Sox21 5161 ko
Ppara 5151 ko
Dbx2 5141 ko
Sox8 5128 ko
Cebpe 5127 ko
Six5 5123 ko
Hnf4g 5122 ko
Foxf2 5082 ko
Batf3 5079 ko
Bcl11b 5050 ko
Pax6 5006 ko
Gata1 5000 ko
Mzf1 4996 ko
Ovol1 4973 ko
Fbxl19 4968 ko
Sox6 4919 ko
Gcm2 4917 ko
Tet1 4912 oe
Msc 4905 ko
Bach1 4904 ko
Meox2 4880 oe
E2f5 4868 ko
Rest 4861 ko
Vdr 4859 ko
Pax8 4851 ko
Pou1f1 4851 ko
Sox15 4768 ko
Foxc2 4765 ko
Pou3f2 4759 oe
Gata2 4689 ko
Zfp105 4683 ko
Mecom 4676 oe
Nr3c2 4663 ko
Cxxc5 4659 ko
Pou4f1 4652 ko
Hsf5 4650 ko
Prrx2 4638 ko
Hnf1b 4619 ko
Prdm14 4613 ko
Mitf 4604 ko
Lcor 4596 ko
Foxh1 4595 ko
Rorb 4575 ko
Sox12 4570 ko
Sp140 4570 ko
Nr6a1 4568 ko
Zbtb26 4568 ko
Lhx4 4566 ko
Dmrta2 4535 ko
Mlxipl 4499 ko
Cebpa 4493 ko
Otx2 4488 ko
Zfp423 4488 ko
Mybl1 4487 ko
Jrkl 4485 ko
Nfix 4479 ko
Six3 4479 ko
Pax3 4459 ko
Onecut2 4445 oe
Hmbox1 4440 ko
Ovol2 4436 ko
Tead2 4423 ko
Lbx2 4418 ko
Gli2 4413 ko
