TF freq type
Zfp324 907 ko
Pbx2 537 oe
Cdc5l 396 ko
Bcl11b 361 ko
Zbtb26 311 oe
Hsf4 255 oe
Zik1 249 oe
Zfp69 229 ko
Hmbox1 179 oe
Zbtb37 176 oe
Zscan20 171 ko
Zfp691 162 oe
Foxn2 157 oe
Atf6 143 oe
Zfp276 135 oe
Tef 132 oe
Jrkl 113 oe
Zbtb32 104 ko
Zbtb2 100 ko
Zfp90 85 ko
Epas1 77 oe
Mnt 73 oe
Mynn 72 ko
Arid2 71 oe
Tigd2 66 oe
Zzz3 63 oe
Setbp1 61 oe
Bach1 56 oe
Lcor 56 oe
Rest 54 ko
E2f5 53 oe
Pou2f1 47 oe
Zfp113 47 ko
Pou6f1 46 oe
Hinfp 45 ko
Zbtb20 45 ko
Mybl2 33 ko
Gmeb1 30 oe
Phf21a 30 oe
Klf9 27 oe
Lin54 27 oe
Zfp282 27 ko
Zfp653 27 oe
Zkscan17 27 ko
Cxxc1 23 ko
Homez 23 oe
Sp140 23 oe
Prdm11 21 oe
Naif1 20 ko
Arid5b 19 ko
Cxxc5 17 oe
Arid3b 15 oe
Kdm2b 15 oe
Mypop 15 oe
Zfp248 15 ko
Kdm2a 14 oe
Zbtb45 14 ko
Zfp652 14 oe
Zscan29 14 oe
