TF freq type
Zbtb32 776 ko
Cxxc5 631 oe
Zfp324 145 ko
Zscan29 144 ko
Bach1 136 ko
Homez 114 ko
Kdm2b 114 ko
Mybl2 110 ko
Zkscan17 106 ko
Gmeb1 92 oe
Zfp248 90 ko
Lin54 87 ko
Klf9 82 ko
Zfp113 82 ko
Zbtb26 80 oe
Setbp1 72 ko
Zscan20 65 ko
Zfp276 63 ko
Arid2 62 ko
Epas1 59 oe
Tigd2 59 ko
Cxxc1 53 ko
Zfp653 50 ko
Jrkl 49 ko
Pou6f1 48 ko
Foxn2 47 oe
Zfp282 47 ko
Cdc5l 46 ko
Zik1 46 ko
Mynn 38 ko
Hmbox1 35 ko
E2f5 34 ko
Mypop 34 oe
Arid5b 33 ko
Bcl11b 33 ko
Hinfp 31 ko
Zbtb2 31 ko
Zzz3 30 ko
Naif1 28 ko
Pou2f1 25 oe
Tef 25 ko
Zbtb37 25 ko
Zfp652 23 oe
Zbtb45 22 ko
Sp140 20 ko
Arid3b 18 ko
Zfp90 18 ko
Hsf4 15 ko
Zbtb20 15 oe
Rest 14 ko
Atf6 11 ko
Mnt 11 ko
Pbx2 11 ko
Phf21a 11 ko
Zfp69 11 ko
Kdm2a 10 ko
Lcor 10 ko
Prdm11 10 ko
Zfp691 10 ko
