TF freq type
Otx2 113 oe
Dlx4 112 oe
Lhx4 111 ko
Hsf5 103 ko
Msx1 94 oe
Foxh1 91 ko
Pitx2 86 oe
Dmrta2 76 oe
Prdm14 76 ko
Hes5 74 oe
Nkx6-2 70 oe
Foxc2 61 ko
Hnf1a 58 ko
Zfp423 57 oe
Sox12 56 ko
Gcm2 55 ko
Kdm2a 54 ko
Dmrta1 52 oe
Onecut2 52 oe
Pax3 52 ko
Ovol2 51 ko
Pax6 51 ko
Pou3f2 50 oe
Sox13 50 ko
Rorb 47 ko
Arid3b 44 ko
Hnf4g 44 oe
Mybl2 44 ko
Nfix 42 ko
Zfp454 42 oe
Tet1 40 oe
Zfp128 40 ko
Fbxl19 39 oe
Mecom 39 oe
Onecut1 38 oe
Prdm11 38 ko
Cebpa 37 oe
Naif1 36 ko
Meox2 34 oe
Nr6a1 34 oe
Zbtb26 34 oe
Zbtb37 33 oe
Foxf2 32 ko
Myrf 32 ko
Zfp184 32 oe
Hsf4 31 ko
Msc 31 ko
Foxf1 30 oe
Hnf1b 30 ko
Sox9 30 ko
Sox8 29 oe
Zfp652 29 oe
Nkx2-3 28 oe
Rarb 28 oe
Hlf 27 ko
Grhl2 26 oe
Glis2 24 oe
Tbr1 24 oe
Zbtb12 24 oe
Nr1h3 23 ko
Dlx1 22 oe
Thrb 22 ko
Vdr 22 ko
Zfp174 22 ko
Hhex 21 oe
Mlxipl 21 ko
Trp73 21 ko
Hoxa1 19 oe
Mzf1 19 ko
Nr5a1 19 oe
Setbp1 19 ko
Sox21 19 oe
Sox6 19 ko
Mybl1 17 oe
Foxn2 16 oe
Npas2 16 oe
Hey1 14 ko
Isl2 14 oe
Jrkl 14 oe
Pou1f1 14 oe
Sohlh2 14 oe
Irf6 13 ko
Cebpd 12 oe
Dbx2 12 ko
Pou5f1 10 ko
Zscan4f 9 oe
Epas1 8 oe
Gli2 7 oe
Nr3c2 7 ko
Prox2 7 ko
Rest 7 ko
Six5 6 oe
Cxxc5 5 ko
Prrx2 5 ko
Zscan29 5 ko
Zfp248 4 ko
Zfp300 3 ko
Lcor 2 oe
Sox4 2 ko
Grhl1 1 ko
Hmbox1 1 oe
Pou4f1 1 oe
