TF freq type
Zfp324 707 ko
Kdm2b 496 oe
E2f5 455 ko
Bach1 291 ko
Zbtb32 272 ko
Setbp1 270 ko
Homez 234 ko
Zbtb45 232 ko
Pou6f1 218 ko
Epas1 200 oe
Zkscan17 166 ko
Cxxc1 148 ko
Cxxc5 148 ko
Arid2 138 ko
Zfp653 138 ko
Zfp276 116 ko
Tef 97 ko
Hinfp 78 ko
Jrkl 78 oe
Zscan20 75 ko
Klf9 72 ko
Lin54 71 ko
Zfp652 71 ko
Mnt 70 ko
Zbtb20 67 ko
Sp140 56 oe
Mypop 55 oe
Zbtb26 55 oe
Arid5b 51 ko
Gmeb1 43 oe
Phf21a 35 ko
Zfp691 33 oe
Cdc5l 31 ko
Kdm2a 31 ko
Zfp282 31 ko
Zzz3 31 ko
Arid3b 28 ko
Hsf4 27 ko
Zik1 26 oe
Zfp113 25 ko
Mynn 24 ko
Rest 22 ko
Zscan29 22 ko
Zbtb2 21 ko
Zfp90 21 ko
Zbtb37 17 ko
Lcor 15 oe
Hmbox1 11 ko
Mybl2 11 ko
Naif1 11 ko
Zfp248 11 ko
Tigd2 9 ko
Atf6 8 ko
Bcl11b 8 ko
Pbx2 8 ko
Pou2f1 8 ko
Zfp69 7 ko
Foxn2 6 oe
Prdm11 6 ko
