TF freq type
Cebpb 49 ko
Nr4a2 17 ko
Sp9 15 oe
Hsf2 13 oe
Bcl6b 4 oe
Cebpd 4 oe
E2f8 4 oe
Lef1 4 oe
Mlxipl 4 oe
Plag1 4 oe
Sp140 4 oe
Tfap4 4 oe
Vax2 4 ko
Zbtb26 4 oe
Glis2 3 oe
Rarb 3 oe
Epas1 2 oe
Jun 2 ko
Creb3l1 1 oe
Dmrta2 1 oe
Egr2 1 ko
Erg 1 oe
Fosl1 1 oe
Foxa3 1 oe
Hes1 1 oe
Hic1 1 ko
Hic2 1 oe
Hlx 1 oe
Hmg20b 1 oe
Jdp2 1 ko
Jrkl 1 oe
Jund 1 ko
Lbx2 1 oe
Meis1 1 oe
Mybl1 1 oe
Nfe2 1 oe
Nr4a3 1 oe
Pbx3 1 ko
Prdm5 1 oe
Sox11 1 ko
Sox7 1 oe
Spi1 1 ko
Tead2 1 oe
Tef 1 ko
Zfp184 1 oe
Zfp296 1 oe
Zfp422 1 oe
Zfp580 1 oe
Zscan26 1 oe
Zzz3 1 ko
