TF freq type
Bhlhe23 47 oe
Nr4a2 21 ko
Jdp2 8 ko
Klf9 8 ko
Glis2 6 oe
Foxo4 5 oe
Tead2 5 oe
Nr4a3 4 oe
Zbtb26 4 oe
Bach2 2 oe
Cebpb 2 ko
Dmrta1 2 oe
Fosl1 2 oe
Hoxb13 2 ko
Lef1 2 oe
Mafg 2 oe
Nr3c2 2 oe
Tcf7 2 oe
Tfap4 2 oe
Thra 2 oe
Vax2 2 ko
Zbtb32 2 ko
Bcl6b 1 oe
Cdx1 1 ko
Cic 1 oe
Dpf3 1 oe
E2f1 1 ko
Egr2 1 ko
Fos 1 ko
Foxo3 1 oe
Heyl 1 ko
Hic1 1 ko
Hic2 1 oe
Hmg20b 1 oe
Hoxc9 1 oe
Hsf2 1 oe
Irx2 1 oe
Klf7 1 oe
Lyl1 1 oe
Mxi1 1 ko
Mzf1 1 oe
Nr1d1 1 oe
Nr6a1 1 oe
Plag1 1 oe
Sp9 1 oe
Tcf7l2 1 oe
Zbtb18 1 oe
Zfp42 1 oe
