TF freq type
Arid2 21736 ko
Arid5b 21736 ko
Bach1 21736 ko
Cxxc1 21736 ko
Etv1 21736 oe
Foxd2 21736 ko
Hinfp 21736 ko
Hsf2 21736 oe
Kdm2b 21736 oe
Mitf 21736 oe
Rest 21736 ko
Trp73 21736 ko
Zfp276 21736 ko
Zfp324 21736 ko
Zscan20 21736 ko
Zbtb32 21666 ko
Hes1 21661 oe
Zfp652 21460 ko
Bcl11b 20323 ko
E2f5 18781 ko
Tfec 17846 oe
Zfp282 17406 ko
Nfe2 16447 ko
Pou6f1 16419 ko
Etv4 15494 ko
Pou1f1 15440 oe
Mybl1 15352 oe
Zfp296 15119 oe
Ebf1 14551 oe
Zfp105 14422 oe
Ehf 14054 ko
Sp140 13710 oe
Bhlha15 13441 oe
Sp6 13292 ko
Gmeb1 13231 oe
Sp8 12485 ko
Vax2 12346 ko
Zfp647 12186 oe
Pbx1 11860 ko
Zbtb26 11758 oe
Zfp90 11568 ko
Gata1 11505 ko
Zfp691 11209 oe
Zfp113 10684 ko
Hsf4 10613 ko
Plag1 10613 oe
Tead2 10604 oe
Mef2c 10359 ko
Atf6 10322 ko
Gli3 10119 oe
Zfp768 10079 ko
Mnt 9933 ko
Ar 9899 oe
Sox8 9828 oe
Nhlh1 9669 ko
Zfp558 9478 ko
Ovol1 9262 oe
Esr1 9253 ko
Gli2 8915 oe
Hlx 8824 oe
Zbtb2 8727 ko
Zfp653 8667 ko
Mynn 8560 ko
Zbtb37 8462 ko
Duxbl1 8348 ko
Hic2 8309 ko
Tef 8293 ko
Tfap4 8268 oe
Mafb 7968 ko
Pax6 7961 ko
Cphx3 7958 ko
Dpf3 7908 oe
Mybl2 7646 ko
Epas1 7578 oe
Zbtb20 7575 ko
Zbtb45 7556 ko
Pou2f1 7489 ko
Batf3 7482 ko
Zik1 7412 oe
Six5 7333 ko
Meis1 7218 ko
Cdc5l 7115 ko
Lin54 7070 ko
Klf9 7052 ko
Zfp248 7052 ko
Glis2 6989 oe
Arid3b 6945 ko
Hnf4g 6943 oe
Foxn2 6927 oe
Hhex 6858 oe
Otx2 6857 oe
Hnf1a 6759 ko
Tet1 6737 oe
Pax8 6642 oe
Hlf 6545 ko
Mzf1 6524 ko
Foxf1 6514 oe
Pou4f1 6458 oe
Pbx2 6435 ko
Zfp300 6357 ko
Pax5 6332 ko
Sox21 6281 oe
Cxxc5 6199 ko
Hnf4a 6195 ko
Rarb 6182 ko
Mlxipl 6172 ko
Zzz3 6124 ko
Jrkl 6079 oe
Nr5a1 6071 ko
Pou5f1 6058 ko
Prrx2 6028 ko
Dlx1 6026 oe
Cebpa 5974 ko
Phf21a 5962 ko
Tal1 5920 ko
Sox6 5894 ko
Alx4 5858 ko
Mecom 5840 oe
Zscan29 5829 ko
Zfp174 5811 ko
Grhl1 5721 ko
Cebpd 5622 ko
Gata2 5616 ko
Nr6a1 5616 oe
Hesx1 5595 ko
Cebpe 5591 ko
Lcor 5559 oe
Ovol2 5547 ko
Tigd2 5495 ko
Glis3 5491 oe
Zfp184 5457 ko
Sox12 5455 ko
Prdm14 5438 ko
Lhx2 5424 ko
Creb3l1 5420 ko
Foxi3 5379 ko
Nr2f2 5374 ko
Hoxa9 5363 ko
Isl2 5348 ko
Onecut1 5344 ko
Zfp69 5328 ko
Mypop 5304 oe
Onecut2 5263 oe
Zkscan17 5258 ko
Meox2 5220 ko
Fbxl19 5168 oe
Zfp423 5167 oe
Grhl2 5156 ko
Hoxa1 5136 ko
Lin28b 5136 ko
Hmbox1 5133 ko
Setbp1 5115 ko
Homez 5108 ko
Nr3c2 5103 ko
Glis1 5073 ko
Tcf7l2 5066 ko
Msc 5062 ko
Ppara 5046 ko
Tcf21 5042 ko
Pou3f2 5036 ko
Six3 5034 ko
Mafa 5005 ko
Pax9 5004 ko
Nkx2-3 4999 ko
Pax3 4968 ko
Prox2 4967 ko
Sox15 4927 ko
Dmrt2 4923 ko
Msx1 4923 ko
Zfp454 4923 ko
Myrf 4918 ko
Nr1h3 4880 ko
Hey1 4875 ko
Zbtb12 4874 ko
Nfix 4867 ko
Hes7 4866 ko
Dmrta2 4862 ko
Hoxb4 4862 ko
Foxc2 4837 ko
Nkx6-2 4837 ko
Prdm11 4836 ko
Vdr 4836 ko
Fosl1 4829 ko
Zscan4f 4829 ko
Rorb 4826 ko
Irf6 4818 ko
Irx2 4773 ko
Sox4 4773 ko
Lbx2 4770 ko
Kdm2a 4762 ko
Naif1 4751 ko
Foxh1 4748 ko
Hsf5 4747 ko
Gcm2 4744 ko
Sox13 4738 ko
Lhx4 4728 ko
Hand2 4726 ko
Thrb 4702 ko
Hnf1b 4687 ko
Hes5 4683 ko
Sohlh2 4679 ko
Tbr1 4677 ko
Dlx4 4674 ko
Sox9 4673 ko
Npas2 4651 ko
Dmrta1 4649 ko
Foxf2 4627 ko
Zfp128 4622 ko
Dbx2 4579 ko
Pitx2 4578 ko
