TF freq type
Zfp324 84319 ko
Hsf2 47128 oe
Gmeb1 19178 oe
Zscan20 18719 ko
Cdc5l 11771 ko
Bhlha15 10499 oe
Zfp282 10491 ko
Sp6 10422 oe
Foxd2 9848 ko
Plag1 9080 oe
Cxxc1 8826 ko
Zfp113 8305 ko
Zfp276 8225 ko
Pbx2 7124 oe
Mynn 7035 ko
Pax5 6797 oe
Etv1 6320 oe
Sp8 5920 ko
Pou6f1 5868 ko
Zfp69 5632 ko
Pou2f1 5541 ko
Hes1 5536 oe
Atf6 5486 oe
Bach1 5450 ko
Mitf 5444 oe
Tfap4 5193 oe
Arid5b 5138 ko
Tal1 5135 oe
Zbtb32 5110 ko
Nr2f2 5097 oe
Nfe2 5061 ko
Trp73 4813 ko
Nr1h3 4740 ko
Rest 4708 ko
Zik1 4618 oe
Ar 4373 oe
Mef2c 4252 ko
Bcl11b 4214 ko
Kdm2b 4078 ko
Esr1 4049 oe
Hsf4 4042 ko
Vax2 4017 ko
Zfp768 4011 ko
Mybl1 3941 oe
Tef 3937 ko
Lin54 3792 ko
Hinfp 3661 ko
Zbtb26 3655 oe
Mafb 3632 ko
Zfp90 3626 ko
Fosl1 3495 oe
Zbtb20 3360 ko
Zfp184 3239 oe
Zfp691 3130 oe
Zfp300 3113 ko
Etv4 3092 oe
Zbtb37 3086 oe
Hic2 3064 oe
Tfec 2975 oe
Mnt 2952 ko
Zbtb2 2925 ko
Zfp652 2865 oe
E2f5 2836 ko
Ebf1 2701 oe
Duxbl1 2677 oe
Foxn2 2623 oe
Epas1 2615 oe
Rarb 2508 oe
Zscan29 2490 ko
Zbtb12 2451 oe
Creb3l1 2429 ko
Zfp248 2404 ko
Pou5f1 2378 ko
Zfp653 2316 ko
Six5 2291 oe
Zbtb45 2259 ko
Tead2 2246 ko
Zfp647 2182 oe
Mypop 2177 oe
Arid2 2115 ko
Pax9 2100 ko
Glis3 2094 oe
Klf9 2093 ko
Zfp105 2088 oe
Zfp174 1996 ko
Zfp296 1979 oe
Phf21a 1948 oe
Zfp558 1938 ko
Gli3 1925 oe
Hmbox1 1909 oe
Zzz3 1824 ko
Homez 1820 ko
Glis2 1819 oe
Grhl1 1813 ko
Hes7 1780 ko
Lcor 1779 oe
Gata1 1774 ko
Setbp1 1764 ko
Nr5a1 1726 oe
Vdr 1726 ko
Pou1f1 1699 oe
Arid3b 1691 ko
Mybl2 1677 ko
Cebpd 1660 oe
Thrb 1648 ko
Tigd2 1566 ko
Meis1 1557 ko
Hoxb4 1532 oe
Cxxc5 1509 ko
Foxi3 1461 oe
Hlx 1418 oe
Isl2 1415 oe
Gli2 1385 oe
Dlx1 1384 oe
Sox8 1381 oe
Zkscan17 1370 ko
Sox4 1315 ko
Zfp454 1305 oe
Dmrt2 1279 ko
Dpf3 1270 oe
Otx2 1260 oe
Foxf1 1258 oe
Sohlh2 1253 oe
Jrkl 1198 oe
Pax8 1177 oe
Ovol1 1169 oe
Hlf 1116 ko
Hoxa1 1086 oe
Sp140 1052 oe
Lhx2 1039 ko
Msx1 1008 oe
Nfix 976 ko
Mzf1 862 ko
Glis1 849 ko
Tet1 736 oe
Hnf1a 661 ko
Nr6a1 661 oe
Prox2 618 ko
Pou4f1 596 oe
Grhl2 579 oe
Pax6 576 ko
Tbr1 575 oe
Pitx2 571 oe
Hesx1 569 ko
Npas2 569 oe
Hnf4g 560 oe
Tcf7l2 541 ko
Sox21 511 oe
Prdm11 475 ko
Fbxl19 474 oe
Hes5 445 oe
Sox9 384 ko
Prrx2 360 ko
Hhex 353 oe
Mafa 345 ko
Hey1 338 ko
Nr3c2 319 ko
Dlx4 263 oe
Myrf 251 ko
Naif1 226 ko
Mlxipl 211 ko
Onecut1 211 oe
Kdm2a 202 ko
Tcf21 194 ko
Sox6 176 ko
Msc 132 ko
Zscan4f 132 oe
Mecom 110 oe
Pou3f2 101 oe
