,Naive_Kaech_Kaech,Naive_Kaech_Chung,Naive_Mackay_Chung,Naive_MilnerAug_Chung,Naive_Renkema_Chung,Naive_Scott_Scott,MP_Kaech_Chung,MP_Kaech_Kaech,MP_Kaech_Scott,MP_MilnerAug_Kaech,MP_MilnerAug_Scott,MP_MilnerAug_Chung,TE_Kaech_Chung,TE_Kaech_Kaech,TE_Kaech_Scott,TE_MilnerAug_Kaech,TE_MilnerAug_Scott,TE_MilnerAug_Chung,TCM_Mackay_Chung,TCM_MilnerAug_Chung,TCM_Renkema_Chung,TEM_Mackay_Chung,TEM_MilnerAug_Chung,TEM_Renkema_Chung,TRM.IEL_Milner17_Milner17,TRM.IEL_MilnerApr_Chung,TRM.IEL_MilnerApr_Milner17,TRM.IEL_Milner17_Chung,TRM.liver_Mackay_Chung,TexProg1_Beltra_Beltra,TexProg2_Beltra_Beltra,TexProg_Beltra_Chung,TexProg_Hudson_Chung,TexProg_Hudson_Beltra,TexInt_Beltra_Beltra,TexInt_Beltra_Chung,TexInt_Hudson_Chung,TexInt_Hudson_Beltra,TexTerm_Beltra_Beltra,TexTerm_Beltra_Chung,TexTerm_Hudson_Chung,TexTerm_Hudson_Beltra
Mettl14,17.35,17.35,10.75,12.57,0,13.13,19.31,19.31,19.31,12.24,12.24,12.24,16.9,16.9,16.9,12.2,12.2,12.2,22.93,4.37,0,25.87,4.07,4.17,9.54,3.78,3.78,9.54,25.62,13.43,16.17,13.43,17.27,17.27,13.82,13.82,15.57,15.57,8.7,8.7,15.21,15.21
Napsa,22.48,22.48,1.46,0.36,0,0.08,3.13,3.13,3.13,1.54,1.54,1.54,3.37,3.37,3.37,1.73,1.73,1.73,6.41,0,0,6.29,1.04,0,0.72,3.31,3.31,0.72,14.98,56.71,24.61,56.71,26.45,26.45,50.28,50.28,52.07,52.07,51.79,51.79,61,61
Nrg4,0,0,0.46,1.58,7.25,0.28,0.89,0.89,0.89,3.02,3.02,3.02,0.19,0.19,0.19,1.52,1.52,1.52,2.58,0.54,16.51,3.62,1.51,8.4,2.75,0.43,0.43,2.75,3.38,0.89,1.92,0.89,3.23,3.23,0.85,0.85,1.06,1.06,3.1,3.1,2.26,2.26
Rmrp,0,0,0,0,858.1,0,1.18,1.18,1.18,0,0,0,0,0,0,0,0,0,0,0,174.41,0,0,111.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mt-Tq,0,0,0,0,0,91.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polr3gl,42.24,42.24,19.97,30.22,0,30.25,40.9,40.9,40.9,17.19,17.19,17.19,43.27,43.27,43.27,15.8,15.8,15.8,35.98,7.75,0,51.5,20.96,0,11.96,19.53,19.53,11.96,40.04,16.79,36.46,16.79,23.65,23.65,19.44,19.44,14.13,14.13,38.6,38.6,18.81,18.81
Ttc39d,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0.14,0.14
Gm5446,0,0,0,0,0,0,0.15,0.15,0.15,0,0,0,0.47,0.47,0.47,0,0,0,0,0.95,0,0.39,0,0,0,0,0,0,0.3,0,0,0,0.32,0.32,0,0,0.33,0.33,0,0,0,0
Pusl1,44.78,44.78,9.13,22.85,13.18,33.66,27.92,27.92,27.92,25.13,25.13,25.13,21.53,21.53,21.53,23.2,23.2,23.2,23.39,32.74,0,23.41,16.62,0,14.19,19.44,19.44,14.19,14.52,13.38,26.39,13.38,24.47,24.47,9.14,9.14,22.25,22.25,5.98,5.98,9.81,9.81
Nyx,0.56,0.56,0.02,0,0,0,0.03,0.03,0.03,0,0,0,0,0,0,0.05,0.05,0.05,0.07,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-237I4.3,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0
Nxpe4,0,0,0.04,0,0,0.04,0.32,0.32,0.32,0,0,0,0.15,0.15,0.15,0,0,0,0.57,0.34,0,0.18,0,0,0,0.13,0.13,0,0.39,1.12,0.45,1.12,0.07,0.07,0,0,0,0,0,0,0,0
Lig1,5.91,5.91,7.99,5.1,2.31,6.57,20.73,20.73,20.73,15.83,15.83,15.83,19.8,19.8,19.8,29.8,29.8,29.8,19.56,6.96,10.11,21.32,9.99,12.54,37.17,11.09,11.09,37.17,27.61,36.38,106.02,36.38,12.6,12.6,26.57,26.57,127.68,127.68,21.1,21.1,34.91,34.91
Fdft1,7.25,7.25,8.01,7.26,0,16.34,9.51,9.51,9.51,10.45,10.45,10.45,8.62,8.62,8.62,9.44,9.44,9.44,7.81,5.67,8.56,8.39,5.65,1.77,20.07,35.69,35.69,20.07,15.56,14.05,25,14.05,16.88,16.88,19.01,19.01,25.49,25.49,27.39,27.39,26.04,26.04
Asns,0,0,0.14,0,0,0.12,3.77,3.77,3.77,3.86,3.86,3.86,2.46,2.46,2.46,3.84,3.84,3.84,5.42,3.6,0,3.49,0.3,0,2.52,2.63,2.63,2.52,7.21,21.17,46.8,21.17,11.95,11.95,8.44,8.44,12.77,12.77,25.31,25.31,2.62,2.62
Gm13108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clstn3,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0.17,0,1.07,1.07,0,0,0,0,0,0,0,0
Gm9312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,1.34,0,0,0,0,0,0,0,0
Fgf17,0,0,0,0,0,0,0.04,0.04,0.04,0,0,0,0,0,0,0,0,0,0.04,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13610,0,0,6.99,26.7,109.89,0.92,0,0,0,16.95,16.95,16.95,0,0,0,18.11,18.11,18.11,0,8.91,180.32,0,6.22,193.05,18.61,7.45,7.45,18.61,0,2.31,2.11,2.31,0,0,9.07,9.07,0,0,8.04,8.04,0,0
Gm20036,0,0,0.29,0.77,0,0,0.29,0.29,0.29,0,0,0,0.59,0.59,0.59,0,0,0,0.36,0,0,0.41,0.86,0,0,0,0,0,0.12,0,0,0,0.14,0.14,0.91,0.91,0.53,0.53,1.76,1.76,0.58,0.58
Gm6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.34,0.34,0,0,0,0,0,0,0.35,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irgm2,40.49,40.49,49.48,21.18,0,34.01,63.99,63.99,63.99,14.98,14.98,14.98,35.76,35.76,35.76,17.48,17.48,17.48,29.15,5.27,2.33,33.6,4.86,0,8.84,8.02,8.02,8.84,55.05,24.5,29.35,24.5,29.01,29.01,29.74,29.74,25.26,25.26,45.12,45.12,24.27,24.27
Nrxn3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.23,0.23,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0
Nufip1,7.84,7.84,7.09,5.09,0,18.53,8.3,8.3,8.3,5.11,5.11,5.11,5.45,5.45,5.45,6.31,6.31,6.31,9.28,3.39,2.01,8.75,3.76,0,3.83,3.03,3.03,3.83,9.28,12.95,10.84,12.95,10.56,10.56,8.37,8.37,9.82,9.82,8.89,8.89,7.2,7.2
Lce1j,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0,0,0,0,0,0,0,0
Ifit3,52.89,52.89,123.93,38.08,8.9,56.55,60.75,60.75,60.75,19.1,19.1,19.1,35.14,35.14,35.14,22.45,22.45,22.45,22.29,15.8,0,27.17,14.88,6.08,13.66,10.69,10.69,13.66,45.15,812.98,709.04,812.98,405.73,405.73,199.33,199.33,115.87,115.87,499.15,499.15,98.97,98.97
N4bp1,13.65,13.65,10.29,3.18,2.19,2.11,37.76,37.76,37.76,4.58,4.58,4.58,66.15,66.15,66.15,9.58,9.58,9.58,28.73,5.95,7.28,50.1,8.18,5.26,4.14,3.08,3.08,4.14,26.08,5.3,12.74,5.3,11.64,11.64,24.26,24.26,19.81,19.81,14.42,14.42,12.24,12.24
Gm28748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10039,0,0,81.28,5.44,0,5.12,15.47,15.47,15.47,76.13,76.13,76.13,8.4,8.4,8.4,5.4,5.4,5.4,57.41,43.25,0,56.42,21.63,0,66.37,46.1,46.1,66.37,30.07,25.75,17.36,25.75,48.16,48.16,0,0,42.07,42.07,18.34,18.34,70.11,70.11
Sema6a,0,0,0.03,0,0,0,0.02,0.02,0.02,0,0,0,0.23,0.23,0.23,0,0,0,0.03,0,0,0.01,0,0,0,0.06,0.06,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0
Naa38,55.22,55.22,54.03,113.39,0,98.04,66.02,66.02,66.02,212.61,212.61,212.61,66.33,66.33,66.33,171.69,171.69,171.69,47.75,102.26,0,49.29,132.94,0,96.96,127.87,127.87,96.96,43.05,131.1,180.71,131.1,117.5,117.5,175.9,175.9,135.46,135.46,153.94,153.94,106.31,106.31
Nfkbil1,20,20,12.69,6.37,0,6,13.91,13.91,13.91,15.11,15.11,15.11,11.97,11.97,11.97,6.37,6.37,6.37,15.77,6.12,0,16.92,6.96,0,17.5,12.78,12.78,17.5,20.64,9.98,16.74,9.98,22.69,22.69,5.08,5.08,14.29,14.29,11.82,11.82,13.57,13.57
Cryab,0,0,0,0,0,0.21,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0.06,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.18,0,0,0,0
Gm6155,0,0,0,6.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38147,0,0,0,0,0,0.07,0.04,0.04,0.04,0,0,0,0.04,0.04,0.04,0.35,0.35,0.35,0.04,0.26,9.48,0.09,0.84,8.82,0.29,0,0,0.29,0.05,0,0,0,0.06,0.06,0,0,0.06,0.06,0,0,0,0
1700019L03Rik,0,0,0.03,0,4.49,0,0.08,0.08,0.08,0,0,0,0,0,0,0,0,0,1.32,0.27,9.89,0.1,0.35,0,0.31,0.26,0.26,0.31,0.5,0,0,0,0.13,0.13,0.68,0.68,0.37,0.37,0,0,0.78,0.78
Gm15353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.23,0,0,0,0
Brms1,25.6,25.6,25.17,31.82,0,51.84,52.18,52.18,52.18,46.8,46.8,46.8,54.88,54.88,54.88,50.33,50.33,50.33,57.41,41.03,6.64,69.31,55.87,8.24,42.84,63.08,63.08,42.84,54.53,94.87,128.18,94.87,109.6,109.6,96.15,96.15,89.21,89.21,112.38,112.38,87.28,87.28
Cog6,21.15,21.15,12,13.81,0,30.93,19.78,19.78,19.78,10.71,10.71,10.71,22.92,22.92,22.92,20.9,20.9,20.9,21.81,5.99,0,27.23,9.76,0,17.01,4.56,4.56,17.01,30.15,26.23,36.93,26.23,36.64,36.64,27.37,27.37,38.18,38.18,36.39,36.39,34.82,34.82
Gbe1,11.65,11.65,11.42,10.87,0,40.82,6.37,6.37,6.37,10.74,10.74,10.74,4.13,4.13,4.13,2.66,2.66,2.66,11.95,4.62,0,8.8,9.22,4.55,7.35,2.81,2.81,7.35,13.26,20.16,20.24,20.16,20.15,20.15,13.86,13.86,13.75,13.75,11.05,11.05,27.1,27.1
RP23-293K21.5,0,0,0,3.56,0,0,0,0,0,0,0,0,0,0,0,2.27,2.27,2.27,0,0,0,0.14,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0.18,0.18,0,0,0.2,0.2
Men1,37.66,37.66,24.87,17.7,11.76,82.75,36.31,36.31,36.31,21.95,21.95,21.95,34.16,34.16,34.16,22.22,22.22,22.22,25.95,11.64,16.1,30.28,11.64,0,11.75,15.42,15.42,11.75,24.59,51.36,79.11,51.36,66.64,66.64,45.69,45.69,75.17,75.17,53.41,53.41,49.65,49.65
4930518I15Rik,4.7,4.7,0.18,26.62,0,3.5,3.61,3.61,3.61,13.72,13.72,13.72,3.37,3.37,3.37,16.47,16.47,16.47,2.75,3.84,6.68,4.88,3.6,8.29,16.07,2.62,2.62,16.07,5.66,2.8,1.94,2.8,9.31,9.31,2.83,2.83,3.13,3.13,1.82,1.82,5.89,5.89
Adnp,57.49,57.49,7.27,3.17,0,0,55.06,55.06,55.06,0,0,0,53.42,53.42,53.42,0,0,0,9.92,0.74,0,18.35,0,0,4.36,0,0,4.36,18.31,0,8.25,0,8.99,8.99,6.86,6.86,9.27,9.27,3.04,3.04,16.84,16.84
Gm20443,0,0,0.07,0,0,0,0.23,0.23,0.23,0.63,0.63,0.63,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0.33,0.33,0,0,0.16,0.16,0,0,0,0
Ooep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.04,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc38a10,56.18,56.18,28.71,22.69,3.57,38.16,77.8,77.8,77.8,36.12,36.12,36.12,83.35,83.35,83.35,50.42,50.42,50.42,64.92,12.88,6.98,80.43,22.25,15.73,25.65,17.97,17.97,25.65,84.67,92.53,116.17,92.53,152.62,152.62,108.97,108.97,149.13,149.13,164.88,164.88,180.64,180.64
Ctnna3,0,0,0,0,0,0.04,0,0,0,0.21,0.21,0.21,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mogat1,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lman1,13.5,13.5,11,7.36,3.42,9.9,17.96,17.96,17.96,9.07,9.07,9.07,21.48,21.48,21.48,18.86,18.86,18.86,19.35,3.79,0,23.76,7.53,1.4,9.24,7.56,7.56,9.24,28.44,24.95,28.43,24.95,29.39,29.39,16.2,16.2,26.79,26.79,24.6,24.6,32.76,32.76
Gm15559,0,0,0.25,2.21,13.35,1.17,0.03,0.03,0.03,2.16,2.16,2.16,0.32,0.32,0.32,1.46,1.46,1.46,0.86,1.09,3.68,0.73,0.78,2.28,1.34,0,0,1.34,0.45,0.47,1,0.47,1.16,1.16,0,0,1.12,1.12,0.24,0.24,1.07,1.07
Mmp21,0,0,0,0.33,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.03,0.33,0,0,0.16,0.16,0,0.06,0,0,0,0.06,0.06,0,0,0,0,0,0,0.14,0.14
Gm13665,0,0,0,3.77,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,3.82,0,0,0,0,0,0,0,0,0,1.72,1.72,0,0,0.46,0.46,0,0,3.54,3.54
Kif18b,0,0,0.16,0,0,0.79,3.4,3.4,3.4,3.15,3.15,3.15,5.54,5.54,5.54,11.48,11.48,11.48,0.53,0.07,0,0.84,0.43,0,3.49,0,0,3.49,2.85,12.45,42.17,12.45,0.13,0.13,12.56,12.56,41.71,41.71,3.2,3.2,7.27,7.27
Hsp90aa1,336.83,336.83,98.32,50.45,18.92,63.83,262.17,262.17,262.17,95.42,95.42,95.42,203.96,203.96,203.96,113.4,113.4,113.4,278.17,252,35.64,284.71,325.07,12.03,341.39,531.82,531.82,341.39,302.64,142.05,428.8,142.05,276.23,276.23,153.4,153.4,238.29,238.29,412.37,412.37,184.19,184.19
Gm5860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snhg12,108.07,108.07,50.46,71.59,0,3.35,36.04,36.04,36.04,28.09,28.09,28.09,38.03,38.03,38.03,17.8,17.8,17.8,104.94,41.56,43.55,79.69,43.86,0,78.09,193.22,193.22,78.09,82.77,1.8,0,1.8,5.34,5.34,0,0,0.41,0.41,5.66,5.66,4.03,4.03
Micu3,12.07,12.07,3.17,10.53,0,5.34,9.48,9.48,9.48,7.85,7.85,7.85,7.47,7.47,7.47,6.47,6.47,6.47,10.73,1.01,3.31,12.98,0.75,0,7.07,2.39,2.39,7.07,14.05,1.18,0.97,1.18,3.53,3.53,1.64,1.64,1.54,1.54,1.12,1.12,2.59,2.59
2810417H13Rik,1.86,1.86,1.64,0.58,23.19,9.27,12.84,12.84,12.84,38.53,38.53,38.53,21.29,21.29,21.29,102.86,102.86,102.86,4.14,0.74,18.76,9.49,0,11.48,73.13,1.53,1.53,73.13,21.01,22.94,104.38,22.94,1.25,1.25,29.81,29.81,130.95,130.95,5.89,5.89,18.12,18.12
Hist1h3c,0,0,0.29,0,0,0,0.47,0.47,0.47,13.03,13.03,13.03,0,0,0,9.21,9.21,9.21,0.2,0,0,0.45,0,15.96,3.37,0,0,3.37,0,0,0,0,0,0,0,0,3.34,3.34,0,0,1.24,1.24
Snhg9,0,0,1.04,0,0,2.64,37.96,37.96,37.96,0,0,0,1.94,1.94,1.94,0,0,0,0,10.98,0,0.92,66.49,0,0,9.73,9.73,0,3.07,0,0,0,0,0,0,0,2.38,2.38,0,0,0,0
Gm11663,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.53,0.53,0,0,0,0,0,0,0,0,0,0,2.32,2.32,0,0,0,0,0,0,0,0,0,0.52,0.52,0,0,0,0
Rpl22-ps1,0.39,0.39,12.51,0,0,1.2,0.83,0.83,0.83,9.56,9.56,9.56,1.24,1.24,1.24,0,0,0,5.27,7.33,0,5.66,0,0,0,2.08,2.08,0,4.87,0,0,0,0.74,0.74,0,0,0.29,0.29,0,0,0.36,0.36
Gm29480,0,0,0,0.32,0,0,0,0,0,0.39,0.39,0.39,0,0,0,0.96,0.96,0.96,0.13,0.14,15.6,0,0,19.36,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
Prok1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.16,0,0,0.16,0,0.17,0,0.17,0,0,0,0,0,0,0,0,0.04,0.04
D330050G23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600029O15Rik,0,0,0,12.81,0,0.28,0,0,0,3.82,3.82,3.82,0,0,0,9.66,9.66,9.66,0.16,19.54,0,0,16.34,0,3.83,9.95,9.95,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chchd5,9.88,9.88,12.19,11.71,0,15.55,11.43,11.43,11.43,15.37,15.37,15.37,15.36,15.36,15.36,20.02,20.02,20.02,12.75,11.95,0,17.05,14.36,0,12.33,10.54,10.54,12.33,17.95,20.1,21.63,20.1,30.08,30.08,19,19,21.36,21.36,23.07,23.07,26.23,26.23
Vapb,13.75,13.75,22.8,1.82,0,6.54,49.46,49.46,49.46,0.82,0.82,0.82,50.4,50.4,50.4,0.85,0.85,0.85,41.97,0.65,21.59,55.79,1.11,42.44,0.92,0.42,0.42,0.92,51.73,8.21,11.5,8.21,26.44,26.44,22.87,22.87,42.4,42.4,11.19,11.19,33.28,33.28
Gm24313,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-333I24.3,0,0,0,0,0,0,0.26,0.26,0.26,1.98,1.98,1.98,0.23,0.23,0.23,1.56,1.56,1.56,0,0.86,0,0,1.13,0,2.28,1.23,1.23,2.28,0.28,0,0,0,0.14,0.14,0,0,0.38,0.38,0.35,0.35,0.77,0.77
Gm26706,0,0,0,0,0,0.17,0.11,0.11,0.11,0,0,0,0,0,0,0,0,0,0.1,0,0,0.12,0.51,0,0,0,0,0,0,0,0,0,0.16,0.16,0,0,0.15,0.15,0,0,0,0
Ddx56,17.81,17.81,29.29,35.29,7.83,82.86,32.09,32.09,32.09,20.04,20.04,20.04,21.75,21.75,21.75,23.43,23.43,23.43,39.43,25.89,8.63,40.42,26.94,5.35,12.69,35.23,35.23,12.69,39.01,95.59,89.19,95.59,76.34,76.34,47.49,47.49,52.33,52.33,65.59,65.59,43.32,43.32
Tmem95,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
Gm6322,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,1.23,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sidt1,110.35,110.35,98.38,77.68,1.63,237.46,236.96,236.96,236.96,81.52,81.52,81.52,110.1,110.1,110.1,56.15,56.15,56.15,188.26,77.13,13.04,111.32,50.8,7.78,33.9,10.46,10.46,33.9,41.46,141.61,222.46,141.61,180.54,180.54,64.16,64.16,67.12,67.12,40.73,40.73,26.93,26.93
Abcf3,24.91,24.91,19.11,33.37,13.28,87.64,31.27,31.27,31.27,24.2,24.2,24.2,31.86,31.86,31.86,25.48,25.48,25.48,37.29,18.15,14.45,53.97,31.57,0,21.22,32.37,32.37,21.22,48.6,66.2,68.84,66.2,79.73,79.73,44.34,44.34,59.6,59.6,87.04,87.04,71.12,71.12
Serpina1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0
Sod3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.13,0,0,0,0,0,0,0,0,0,0
Gm10156,0.62,0.62,1.09,0,0,3.16,1.82,1.82,1.82,21.12,21.12,21.12,1.74,1.74,1.74,31.11,31.11,31.11,0,86.27,0,0.84,71.94,0,0,74.72,74.72,0,1.57,16.35,0,16.35,1.09,1.09,0,0,1.73,1.73,0,0,1.11,1.11
Csad,0.08,0.08,1.92,2.42,0,3.09,3.08,3.08,3.08,2.16,2.16,2.16,5.06,5.06,5.06,2.39,2.39,2.39,4.2,3.07,0,4.09,0.78,0,2.01,1.61,1.61,2.01,4.49,4.26,2.98,4.26,5.34,5.34,2.95,2.95,3.83,3.83,2.83,2.83,3.35,3.35
Fam96b,28.21,28.21,32.56,47.62,0,43.48,56.63,56.63,56.63,75.2,75.2,75.2,55.4,55.4,55.4,58.75,58.75,58.75,48.17,66.53,0,49.94,81.76,0,57.48,88.85,88.85,57.48,45.16,93.46,99.29,93.46,84.8,84.8,84.77,84.77,103.89,103.89,117.74,117.74,90.88,90.88
Bcl7c,22.67,22.67,12.52,1.54,0,2.75,28.05,28.05,28.05,2.3,2.3,2.3,23.63,23.63,23.63,4.2,4.2,4.2,20.38,1.34,0,21.71,2.05,0,3.13,2.77,2.77,3.13,21.18,9.99,13.71,9.99,38.4,38.4,9.79,9.79,41.25,41.25,16.76,16.76,29.62,29.62
Arhgap31,6.69,6.69,4.6,3.19,2.66,3.71,14.08,14.08,14.08,2.63,2.63,2.63,15.3,15.3,15.3,2.32,2.32,2.32,10.68,0.68,0,16.47,3.42,0.61,2.72,4.58,4.58,2.72,18.68,2.94,3.51,2.94,15.12,15.12,13.31,13.31,15.17,15.17,12.95,12.95,18.75,18.75
Mup3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0
Wdr75,40.54,40.54,23.22,66.08,7.88,34.88,29.43,29.43,29.43,31.7,31.7,31.7,22,22,22,18.03,18.03,18.03,50.6,30.48,0,41.27,20.15,0,18.13,26.92,26.92,18.13,41.21,64.55,42.17,64.55,53.15,53.15,32.06,32.06,32.07,32.07,40.83,40.83,22.58,22.58
Gm8643,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,1.89,1.89,1.89,0,0,0,0,0.68,0,1.38,0.5,0.5,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phactr3,1.21,1.21,0.13,0,0,0,0,0,0,0.12,0.12,0.12,0,0,0,0,0,0,0.36,0,0,0.18,0,0,0,0,0,0,0.03,0,0,0,7.49,7.49,0,0,0.76,0.76,0,0,5.72,5.72
1700034H15Rik,0.86,0.86,0.06,0.21,21.81,0,0.7,0.7,0.7,0.13,0.13,0.13,2.22,2.22,2.22,0,0,0,1.05,0.05,11.99,0.32,0,18.61,0,0.41,0.41,0,0.31,1.23,0.57,1.23,0,0,0.42,0.42,0,0,2.01,2.01,0,0
Olfr190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm2076,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0,0.67,0,0,0,0,2.31,0.78,0.78,2.31,0,0,0,0,0.24,0.24,0,0,0.11,0.11,0,0,0.12,0.12
RP23-111M12.2,0,0,0.17,0,0,0,0.84,0.84,0.84,0,0,0,0.4,0.4,0.4,0,0,0,1.36,0,0,1.06,0,3.85,0,0,0,0,1.35,0,0,0,0.12,0.12,0,0,0.27,0.27,0,0,0.04,0.04
Fam219a,2.53,2.53,2.13,1.43,0,1.82,8.55,8.55,8.55,1.29,1.29,1.29,8.94,8.94,8.94,1.54,1.54,1.54,8.86,1.45,0,13.74,0.57,0,0.59,2.02,2.02,0.59,10.3,1.65,0.86,1.65,3.87,3.87,0.96,0.96,3.93,3.93,2.86,2.86,3.18,3.18
RP24-576D11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zbed4,9.97,9.97,8.58,5.78,0,5.07,20.98,20.98,20.98,2.77,2.77,2.77,19.99,19.99,19.99,4.01,4.01,4.01,14.4,1.2,1.45,18.3,2.86,0,2.66,0.78,0.78,2.66,17.19,3.55,9.37,3.55,7.43,7.43,5.71,5.71,9.85,9.85,6.27,6.27,6.98,6.98
Gm5815,0.28,0.28,0.06,0.97,0,0.68,0.09,0.09,0.09,0,0,0,0.17,0.17,0.17,1.52,1.52,1.52,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,1.24,1.24,0,0,3.69,3.69,0.15,0.15
Ttc19,0.93,0.93,3.37,13.15,51.86,3.85,9.49,9.49,9.49,8.16,8.16,8.16,7.63,7.63,7.63,5.9,5.9,5.9,11,3.02,77.72,14.56,4.16,29.32,2.77,6.06,6.06,2.77,16.6,9.88,13.3,9.88,17.62,17.62,10.62,10.62,9.4,9.4,10.59,10.59,14.73,14.73
Stfa2l1,2.09,2.09,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0.24,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0
