TF freq type
Jrkl 861 oe
Setbp1 333 oe
Zbtb26 324 oe
Zbtb20 295 ko
Epas1 202 oe
Cdc5l 132 ko
Klf9 132 oe
Pbx2 129 oe
Hmbox1 121 oe
Homez 118 oe
Foxn2 114 oe
Mybl2 111 ko
Zbtb32 108 ko
Zkscan17 105 ko
Tigd2 100 oe
Arid2 92 oe
Hsf4 82 oe
Zik1 80 oe
Bcl11b 69 ko
Zfp324 65 ko
Mnt 58 oe
Tef 54 oe
Zzz3 48 oe
Zfp691 38 oe
Lcor 36 oe
Zbtb37 36 oe
Zfp276 33 oe
Cxxc5 29 oe
Sp140 28 oe
Zfp69 28 ko
Zscan20 28 ko
E2f5 27 oe
Naif1 27 ko
Zbtb2 27 ko
Zfp90 26 ko
Phf21a 25 oe
Atf6 24 oe
Pou6f1 24 oe
Gmeb1 23 oe
Zfp653 22 oe
Bach1 21 oe
Lin54 21 oe
Hinfp 20 ko
Mynn 20 ko
Zfp113 19 ko
Kdm2b 18 oe
Mypop 18 oe
Pou2f1 18 oe
Prdm11 18 oe
Zfp282 18 ko
Arid3b 17 oe
Cxxc1 17 ko
Rest 17 ko
Arid5b 16 ko
Kdm2a 16 oe
Zfp248 16 ko
Zscan29 15 oe
Zbtb45 14 ko
Zfp652 12 oe
