TF freq type
Cxxc5 762 oe
Zbtb32 673 ko
Zscan29 154 ko
Zfp324 151 ko
Lin54 143 ko
Bach1 137 ko
Setbp1 133 ko
Zkscan17 132 ko
Kdm2b 114 ko
Gmeb1 112 oe
Epas1 109 oe
Zfp113 109 ko
Cdc5l 85 ko
Zfp653 84 ko
Zbtb45 72 ko
Mypop 68 oe
Zfp248 68 ko
Zscan20 68 ko
Tef 56 ko
Mynn 51 ko
Cxxc1 49 ko
Pou6f1 49 ko
Zfp276 46 ko
Zfp282 40 ko
Kdm2a 39 ko
Zbtb2 39 ko
Zik1 39 ko
Klf9 38 ko
E2f5 37 ko
Hmbox1 37 ko
Zbtb26 37 oe
Naif1 35 ko
Arid2 34 ko
Mnt 34 ko
Lcor 29 ko
Pou2f1 29 oe
Tigd2 29 ko
Zbtb37 29 ko
Hinfp 24 ko
Homez 24 ko
Phf21a 24 ko
Atf6 23 ko
Foxn2 23 oe
Hsf4 23 ko
Jrkl 23 ko
Sp140 23 ko
Zzz3 23 ko
Zfp652 22 oe
Arid5b 21 ko
Mybl2 21 ko
Zfp90 19 ko
Arid3b 18 ko
Bcl11b 17 ko
Pbx2 17 ko
Zfp691 15 ko
Prdm11 13 ko
Rest 13 ko
Zbtb20 13 oe
Zfp69 13 ko
