TF freq type
Zfp324 4851 ko
Cdc5l 1511 ko
Zscan20 1210 ko
Gmeb1 1050 oe
Mynn 927 ko
Zfp113 922 ko
Pou2f1 845 oe
Bhlha15 783 oe
Nfe2 778 ko
Mef2c 760 ko
Hsf2 708 oe
Sp8 645 ko
Cxxc1 580 ko
Foxd2 571 ko
Cxxc5 466 oe
Bach1 428 ko
Sp6 386 ko
Tal1 386 oe
Zbtb2 383 ko
Trp73 379 ko
Tfap4 369 oe
Zfp184 358 oe
Zbtb32 343 ko
Esr1 335 oe
Plag1 333 oe
Duxbl1 328 oe
Zfp276 322 ko
Lin54 310 ko
Nr1h3 288 ko
Cebpd 258 oe
Vax2 228 ko
Nhlh1 220 ko
Zfp282 219 ko
Tef 212 ko
Hes7 202 oe
Fosl1 196 oe
Nr2f2 196 oe
Rarb 196 oe
Nr5a1 195 oe
Creb3l1 176 ko
Foxi3 173 oe
Zbtb45 173 ko
Zfp300 172 ko
Kdm2b 168 ko
Zbtb37 168 ko
Pou6f1 165 ko
Sohlh2 159 oe
Atf6 158 ko
Zfp558 158 ko
Zfp653 153 ko
Zscan29 153 ko
Ebf1 147 ko
Etv4 147 ko
Tead2 147 oe
Zfp454 147 oe
Glis3 144 oe
Hinfp 140 ko
Cphx3 139 ko
Mitf 131 oe
Pbx1 131 ko
Etv1 130 ko
Zik1 130 ko
Hoxa1 128 oe
E2f5 127 ko
Hlx 126 oe
Isl2 125 oe
Ehf 124 ko
Lin28b 124 ko
Zfp768 124 ko
Zfp90 123 ko
Gata1 122 ko
Hnf4a 122 ko
Ar 121 ko
Arid5b 121 ko
Lcor 120 ko
Six5 120 ko
Zfp248 120 ko
Zfp652 120 oe
Grhl2 117 oe
Msx1 117 oe
Arid2 116 ko
Epas1 115 oe
Mypop 115 oe
Hes5 114 oe
Mybl1 114 ko
Zbtb12 114 ko
Zbtb26 114 oe
Gli3 113 ko
Dmrt2 112 ko
Tfec 112 ko
Gli2 111 ko
Mafb 111 ko
Foxn2 110 oe
Homez 110 ko
Mecom 110 oe
Mlxipl 110 ko
Mnt 110 ko
Pax5 110 ko
Phf21a 109 ko
Tigd2 109 ko
