TF freq type
Ar 21736 oe
Bcl11b 21736 ko
Cdc5l 21736 ko
Hsf2 21736 oe
Hsf4 21736 oe
Mybl1 21736 oe
Nr2f2 21736 oe
Pax5 21736 oe
Pbx2 21736 oe
Plag1 21736 oe
Tfap4 21736 oe
Zbtb26 21736 oe
Zfp324 21736 ko
Zfp69 21736 ko
Zik1 21736 oe
Bhlha15 21706 oe
Mitf 21109 oe
Hmbox1 21014 oe
Zbtb37 20827 oe
Zscan20 20336 ko
Zbtb12 20173 oe
Hic2 20008 oe
Vdr 19886 oe
Zfp691 19099 oe
Six5 19067 oe
Foxn2 18601 oe
Fosl1 17672 oe
Atf6 17577 oe
Zfp276 16900 oe
Tef 16622 oe
Hes1 16347 oe
Etv4 16310 oe
Tead2 16051 oe
Hoxb4 15641 oe
Jrkl 14991 oe
Zbtb32 14430 ko
Zbtb2 14272 ko
Foxd2 13756 ko
Gata1 13507 ko
Esr1 13202 oe
Nfe2 13103 ko
Zfp90 13017 ko
Glis3 12912 oe
Zfp184 12634 oe
Epas1 12515 oe
Mnt 12211 oe
Mynn 11919 ko
Arid2 11878 oe
Vax2 11816 ko
Tigd2 11421 oe
Nr1h3 11415 ko
Zzz3 11328 oe
Sp8 11201 ko
Setbp1 11197 oe
Rarb 10876 oe
Bach1 10766 oe
Lcor 10722 oe
Rest 10598 ko
Hnf4a 10568 oe
E2f5 10401 oe
Glis2 10335 oe
Nfix 10110 oe
Zfp113 10004 ko
Pou2f1 9987 oe
Mef2c 9957 ko
Pou6f1 9912 oe
Hinfp 9800 ko
Pbx1 9792 oe
Zbtb20 9792 ko
Cphx3 9651 oe
Pou4f1 9143 oe
Pou5f1 8978 oe
Hlf 8893 oe
Mybl2 8798 ko
Mafa 8676 oe
Gmeb1 8641 oe
Fbxl19 8498 oe
Zfp768 8357 ko
Phf21a 8332 oe
Zfp282 8095 ko
Batf3 8060 oe
Lin54 8044 oe
Nr3c2 7982 oe
Klf9 7942 oe
Zfp296 7885 oe
Zfp653 7827 oe
Tcf21 7784 oe
Zkscan17 7773 ko
Tal1 7770 oe
Nr6a1 7760 oe
Sp6 7641 oe
Hnf1a 7639 ko
Ebf1 7606 oe
Thrb 7587 oe
Sox9 7576 ko
Hey1 7389 ko
Nhlh1 7374 ko
Sp140 7335 oe
Homez 7306 oe
Cxxc1 7302 ko
Gli3 7272 ko
Ppara 7244 oe
Hesx1 7189 ko
Ovol2 7164 ko
Tet1 7043 ko
Ovol1 7019 oe
Ehf 6963 ko
Foxi3 6959 ko
Mafb 6932 oe
Prdm11 6924 oe
Npas2 6898 oe
Mzf1 6876 ko
Dmrt2 6838 ko
Naif1 6774 ko
Prox2 6774 ko
Myrf 6720 oe
Sox12 6704 oe
Hnf4g 6668 ko
Gata2 6634 oe
Pax3 6632 ko
Sox13 6574 ko
Duxbl1 6563 ko
Cebpa 6545 oe
Pax9 6528 ko
Arid5b 6521 ko
Irf6 6512 oe
Mecom 6472 ko
Msc 6456 oe
Sox4 6410 ko
Zscan4f 6407 ko
Rorb 6399 ko
Dmrta1 6365 oe
Zfp423 6365 ko
Foxf2 6356 ko
Hes7 6322 oe
Hand2 6318 ko
Zfp128 6286 oe
Etv1 6278 oe
Foxc2 6275 ko
Foxf1 6221 oe
Tcf7l2 6213 ko
Cxxc5 6176 oe
Hlx 6176 oe
Zfp647 6098 oe
Pax8 6097 ko
Zfp558 6095 oe
Grhl2 6072 oe
Mypop 6067 oe
Hoxa1 6056 ko
Sox6 6055 ko
Foxh1 6047 oe
Grhl1 6034 oe
Lhx4 6023 ko
Zfp174 6018 oe
Dmrta2 6013 oe
Dpf3 5938 oe
Sohlh2 5938 ko
Lin28b 5890 ko
Gcm2 5872 oe
Pou1f1 5861 oe
Hes5 5850 oe
Arid3b 5849 oe
Irx2 5837 ko
Sox15 5835 oe
Mlxipl 5834 oe
Prdm14 5831 ko
Kdm2b 5809 oe
Tfec 5789 ko
Pax6 5753 ko
Zfp248 5753 ko
Pou3f2 5729 ko
Creb3l1 5715 oe
Dlx4 5713 ko
Meis1 5687 oe
Zfp105 5687 ko
Tbr1 5673 oe
Gli2 5639 ko
Cebpe 5635 oe
Zscan29 5597 oe
Nkx6-2 5590 ko
Glis1 5570 oe
Pitx2 5550 ko
Lhx2 5548 oe
Hnf1b 5545 oe
Sox8 5542 ko
Dlx1 5532 ko
Dbx2 5531 ko
Onecut1 5530 ko
Sox21 5502 ko
Zbtb45 5495 ko
Hoxa9 5492 ko
Hsf5 5492 ko
Zfp652 5487 oe
Hhex 5466 oe
Trp73 5466 oe
Nr5a1 5459 ko
Kdm2a 5456 oe
Onecut2 5456 oe
Six3 5439 oe
Zfp300 5403 oe
Alx4 5395 ko
Meox2 5354 ko
Otx2 5337 ko
Cebpd 5331 oe
Isl2 5327 ko
Msx1 5311 ko
Zfp454 5301 ko
Nkx2-3 5300 ko
Prrx2 5300 ko
Lbx2 5295 oe
