TF freq type
Zfp324 1653 ko
Zfp276 287 ko
Pou6f1 195 ko
Arid5b 181 ko
Zfp282 169 ko
Zscan20 165 ko
Kdm2b 161 oe
Rest 128 ko
Hinfp 107 ko
Mnt 107 ko
Cxxc1 93 ko
Zbtb32 92 ko
Zfp652 91 ko
Atf6 89 oe
Arid2 83 ko
Hsf4 83 ko
Gmeb1 80 oe
Zbtb20 80 ko
Pou2f1 77 ko
Bcl11b 76 ko
E2f5 75 ko
Sp140 73 oe
Mybl2 71 ko
Zfp90 71 ko
Bach1 70 ko
Klf9 68 ko
Phf21a 62 ko
Setbp1 62 ko
Tef 62 ko
Zfp113 62 ko
Zfp248 62 ko
Zfp653 62 ko
Zik1 62 ko
Arid3b 60 ko
Lin54 59 ko
Zbtb37 59 ko
Zbtb45 59 ko
Mynn 58 ko
Naif1 58 ko
Zbtb2 58 ko
Zkscan17 58 ko
Cdc5l 57 ko
Cxxc5 57 ko
Epas1 57 ko
Foxn2 57 oe
Hmbox1 57 ko
Homez 57 ko
Jrkl 57 ko
Kdm2a 57 ko
Lcor 57 oe
Mypop 57 ko
Pbx2 57 ko
Prdm11 57 ko
Tigd2 57 ko
Zbtb26 57 ko
Zfp69 57 ko
Zfp691 57 ko
Zscan29 57 ko
Zzz3 57 ko
