TF freq type
Zfp324 58 ko
Gmeb1 49 oe
Zscan20 16 ko
Pou2f1 10 oe
Mynn 9 ko
Zfp113 9 ko
Cdc5l 7 ko
Cxxc1 7 ko
Mypop 6 oe
Zfp282 6 ko
Zbtb32 4 ko
Bach1 3 ko
Bcl11b 3 ko
Hinfp 3 ko
Lin54 3 ko
Tef 3 ko
Zscan29 3 ko
Arid2 2 ko
Arid5b 2 ko
Atf6 2 ko
Cxxc5 2 oe
E2f5 2 ko
Epas1 2 oe
Foxn2 2 oe
Homez 2 ko
Hsf4 2 ko
Kdm2a 2 ko
Kdm2b 2 ko
Klf9 2 ko
Lcor 2 ko
Mnt 2 ko
Pbx2 2 ko
Phf21a 2 ko
Pou6f1 2 ko
Prdm11 2 ko
Sp140 2 ko
Tigd2 2 ko
Zbtb2 2 ko
Zbtb20 2 oe
Zbtb26 2 oe
Zbtb45 2 ko
Zfp248 2 ko
Zfp652 2 oe
Zfp653 2 ko
Zfp69 2 ko
Zfp691 2 ko
Zfp90 2 ko
Zik1 2 ko
Zkscan17 2 ko
Zzz3 2 ko
Arid3b 1 ko
Hmbox1 1 ko
Jrkl 1 ko
Mybl2 1 ko
Naif1 1 ko
Rest 1 ko
Setbp1 1 ko
Zbtb37 1 ko
Zfp276 1 ko
