TF freq type
Zfp324 7201 ko
Zbtb32 6773 ko
Setbp1 5278 ko
Zbtb20 5222 ko
Klf9 3970 ko
Zkscan17 3347 ko
Homez 3249 ko
Jrkl 3057 oe
Zscan29 2815 ko
Cxxc5 2706 ko
Kdm2b 2656 ko
Epas1 2434 oe
Pou6f1 2109 ko
Gmeb1 1980 oe
Mnt 1962 ko
E2f5 1823 ko
Bach1 1739 ko
Mybl2 1725 ko
Mypop 1708 oe
Lin54 1557 ko
Zscan20 1487 ko
Zbtb26 1466 oe
Zfp282 1433 ko
Zfp248 1401 ko
Cdc5l 1235 ko
Zbtb45 1172 ko
Zfp113 1132 ko
Cxxc1 1117 ko
Zfp653 1064 ko
Arid2 1030 ko
Pbx2 1008 oe
Zfp276 1006 ko
Tef 975 ko
Zik1 945 oe
Hsf4 936 ko
Hmbox1 882 oe
Kdm2a 854 ko
Foxn2 778 oe
Sp140 758 oe
Arid5b 733 ko
Tigd2 724 ko
Zzz3 718 ko
Hinfp 661 ko
Zfp652 627 oe
Mynn 586 ko
Naif1 584 ko
Phf21a 569 oe
Arid3b 505 ko
Lcor 503 oe
Bcl11b 485 ko
Zfp691 469 oe
Atf6 445 oe
Zfp90 441 ko
Zbtb37 409 oe
Zbtb2 396 ko
Zfp69 393 ko
Pou2f1 344 ko
Prdm11 341 ko
Rest 310 ko
