TF freq type
Zfp324 4851 ko
Hsf2 1850 oe
Cxxc1 1260 ko
Zscan20 945 ko
Mitf 751 oe
Etv1 680 oe
Sp6 666 ko
Kdm2b 610 oe
Hes1 606 oe
Foxd2 554 ko
Zfp276 473 ko
Bach1 431 ko
Rest 428 ko
Ebf1 380 oe
Mef2c 376 ko
Sp8 343 ko
Hinfp 321 ko
Trp73 321 ko
Cdc5l 304 ko
Zfp296 294 oe
Nfe2 263 ko
Tfec 261 oe
Arid2 258 ko
E2f5 258 ko
Zfp652 249 ko
Zfp647 238 oe
Mybl1 234 oe
Pou6f1 231 ko
Arid5b 220 ko
Tef 216 ko
Mynn 212 ko
Zbtb32 211 ko
Zbtb45 208 ko
Bhlha15 197 oe
Vax2 197 ko
Pou1f1 190 oe
Nhlh1 184 ko
Zfp691 180 oe
Zbtb2 175 ko
Zfp300 174 ko
Zfp282 172 ko
Lin54 171 ko
Gmeb1 170 oe
Zfp105 168 oe
Zfp113 164 ko
Pbx1 163 ko
Gli2 151 oe
Tead2 151 oe
Zfp653 151 ko
Plag1 148 oe
Zfp90 148 ko
Gli3 139 oe
Homez 139 ko
Zfp768 139 ko
Sp140 138 oe
Etv4 135 ko
Duxbl1 130 ko
Tfap4 130 oe
Hic2 129 ko
Hlx 129 oe
Sox8 129 oe
Zbtb26 129 oe
Ehf 128 ko
Zfp558 126 ko
Zik1 126 oe
Cphx3 125 ko
Zbtb37 125 ko
Ar 124 oe
Epas1 124 oe
Esr1 124 ko
Hnf4g 124 oe
Phf21a 124 ko
Gata1 122 ko
Hnf1a 122 ko
Hnf4a 122 ko
Creb3l1 120 ko
Mafb 120 ko
Dpf3 119 oe
Hhex 119 oe
Pax6 119 ko
Pax8 119 oe
Tet1 119 oe
Zbtb12 119 ko
Nr2f2 118 ko
Rarb 118 ko
Zzz3 118 ko
Otx2 117 oe
Tal1 117 ko
Foxf1 116 oe
Arid3b 115 ko
Ovol1 115 oe
Pax5 115 ko
Dmrt2 113 ko
Glis2 113 oe
Mnt 113 ko
Pou2f1 113 ko
Zbtb20 113 ko
Thrb 112 ko
Zscan29 112 ko
Six5 111 ko
