TF freq type
Zbtb7b 45 oe
Mafa 12 oe
Epas1 10 oe
Hoxb4 10 oe
Fbxl19 7 oe
Cic 5 oe
Plag1 5 oe
Tfap4 5 oe
Foxo4 4 oe
Jun 4 ko
Zbtb6 4 oe
Prdm16 2 ko
Rara 2 oe
Ahr 1 ko
Cenpb 1 oe
E2f2 1 oe
Egr3 1 oe
Erf 1 oe
Fos 1 ko
Foxk1 1 oe
Gm28047 1 oe
Hesx1 1 ko
Heyl 1 ko
Hlx 1 oe
Homez 1 ko
Hsf2 1 oe
Irf7 1 ko
Jrkl 1 oe
Lef1 1 oe
Lyl1 1 oe
Mnt 1 oe
Mybl1 1 oe
Nr1i3 1 ko
Nr4a2 1 ko
Nr4a3 1 oe
Nr6a1 1 oe
Pbx2 1 oe
Rreb1 1 oe
Rxra 1 oe
Sox12 1 oe
Thra 1 oe
Usf2 1 oe
Yy1 1 oe
Zbtb18 1 oe
Zbtb26 1 oe
Zbtb33 1 oe
