TF freq type
Cebpb 47 ko
Hsf2 21 oe
Sp9 12 oe
Nr4a2 7 ko
Epas1 4 oe
Homez 4 ko
Lef1 4 oe
Zfp296 4 oe
Hes1 3 oe
Rarb 3 oe
Tead2 3 oe
Tfap4 3 oe
Zfp184 3 oe
Bcl6b 2 oe
Cebpd 2 oe
E2f8 2 oe
Hlx 2 oe
Jun 2 ko
Mlxipl 2 oe
Plag1 2 oe
Vax2 2 ko
Zfp932 2 oe
Cenpb 1 oe
Cic 1 oe
Dmrt2 1 ko
Esr1 1 oe
Fosl1 1 oe
Glis2 1 oe
Jdp2 1 ko
Jrkl 1 oe
Jund 1 ko
Meis1 1 oe
Mybl1 1 oe
Nfe2 1 oe
Nr1i3 1 oe
Nr4a3 1 oe
Nr6a1 1 oe
Pbx3 1 ko
Prdm5 1 oe
Rara 1 oe
Spi1 1 ko
Tef 1 ko
Zbtb26 1 oe
Zbtb6 1 oe
Zbtb7b 1 oe
Zfp580 1 oe
Zkscan17 1 ko
Zzz3 1 ko
