TF freq type
Nr4a2 49 ko
Heyl 13 ko
Lef1 9 oe
Arnt2 6 ko
Cebpb 6 ko
Nr1i3 6 oe
Sp9 6 oe
Bcl6b 3 oe
Hic1 3 ko
Klf9 3 ko
Bhlhe41 2 ko
Nfe2 2 oe
Setbp1 2 ko
Tcf7 2 oe
Ahr 1 ko
Ar 1 oe
Cebpd 1 oe
Egr2 1 ko
Fos 1 oe
Foxa3 1 oe
Foxi3 1 oe
Glis2 1 oe
Hes1 1 oe
Hlx 1 oe
Homez 1 ko
Hsf2 1 oe
Jdp2 1 ko
Jun 1 oe
Jund 1 ko
Klf1 1 oe
Klf12 1 ko
Lbx2 1 oe
Mlxipl 1 oe
Ovol2 1 oe
Pax9 1 ko
Pbx3 1 ko
Plag1 1 oe
Rara 1 oe
Rarb 1 oe
Rora 1 oe
Rorb 1 oe
Sox4 1 oe
Sox5 1 oe
Sox7 1 oe
Tef 1 ko
Trps1 1 ko
Vax2 1 ko
Zbtb20 1 ko
Zfp128 1 ko
Zfp422 1 oe
