TF freq type
Zfp324 706 ko
Homez 434 ko
Zkscan17 392 ko
Zbtb20 345 ko
Epas1 261 oe
Kdm2a 189 ko
Klf9 186 ko
Mypop 177 oe
Jrkl 121 oe
Pou6f1 119 ko
Kdm2b 117 oe
Setbp1 107 ko
Zscan20 106 ko
Tef 97 ko
Zbtb45 97 ko
Cxxc1 92 ko
Pbx2 79 ko
E2f5 76 ko
Zscan29 76 ko
Lin54 75 ko
Gmeb1 74 oe
Zfp282 74 ko
Bach1 63 ko
Zfp248 56 ko
Mnt 45 ko
Phf21a 41 ko
Zfp113 41 ko
Zfp652 41 ko
Zfp691 38 oe
Arid5b 37 ko
Hinfp 35 ko
Zbtb26 35 oe
Zik1 35 oe
Zfp653 30 ko
Prdm11 28 ko
Lcor 26 oe
Zzz3 26 ko
Atf6 24 ko
Arid2 23 ko
Cdc5l 19 ko
Zbtb32 17 ko
Sp140 16 oe
Tigd2 16 ko
Zfp276 16 ko
Zfp90 16 ko
Bcl11b 12 ko
Foxn2 12 oe
Hmbox1 12 ko
Naif1 12 ko
Pou2f1 12 ko
Zbtb37 12 ko
Mybl2 11 ko
Mynn 11 ko
Rest 11 ko
Cxxc5 10 ko
Hsf4 10 ko
Zbtb2 10 ko
Zfp69 10 ko
Arid3b 9 ko
