TF freq type
Bhlha15 21736 oe
Cdc5l 21736 ko
Hes1 21736 oe
Hsf2 21736 oe
Hsf4 21736 oe
Mybl1 21736 oe
Nr2f2 21736 oe
Pax5 21736 oe
Pbx2 21736 oe
Plag1 21736 oe
Tfap4 21736 oe
Zbtb26 21736 oe
Zfp324 21736 ko
Zfp69 21736 ko
Zfp691 21736 oe
Zik1 21736 oe
Ar 21401 oe
Vdr 21316 oe
Hmbox1 21290 oe
Zbtb37 20706 oe
Zbtb2 20537 ko
Mitf 19577 oe
Mynn 19029 ko
Hic2 18402 oe
Zscan20 17592 ko
Rest 17296 ko
Six5 16673 oe
Tead2 16422 oe
Hoxb4 16329 oe
Mnt 15854 oe
Fosl1 15521 oe
Nfe2 14700 ko
Esr1 14681 oe
Jrkl 14473 oe
Zbtb12 14349 oe
Foxn2 13858 oe
Zfp184 13727 oe
Bcl11b 13718 ko
Vax2 13378 ko
Bach1 13359 oe
Foxd2 13340 ko
Epas1 13255 oe
Glis3 13047 oe
Zfp90 12687 ko
Zzz3 12624 oe
Hnf4a 12518 oe
Atf6 12350 oe
Rarb 11896 oe
Etv4 11686 oe
Zfp276 11635 oe
Homez 11344 oe
Zbtb32 11144 ko
Ebf1 11084 oe
Pou2f1 11029 oe
Zfp113 10909 ko
Gata1 10665 ko
Setbp1 10584 oe
E2f5 10527 oe
Tef 10443 oe
Cphx3 10060 oe
Glis2 10050 oe
Ehf 9972 ko
Zfp296 9916 oe
Zbtb45 9913 ko
Sp6 9896 oe
Pbx1 9857 oe
Arid2 9835 oe
Pou6f1 9760 oe
Nhlh1 9491 ko
Tigd2 9417 oe
Zfp300 9382 oe
Nr1h3 9209 ko
Zbtb20 9190 ko
Arid5b 8872 ko
Fbxl19 8729 oe
Mafa 8659 oe
Pou4f1 8578 oe
Tal1 8543 oe
Nfix 8509 oe
Nr3c2 8469 oe
Dmrt2 8352 ko
Zfp768 8270 ko
Gmeb1 8217 oe
Hnf1a 8204 ko
Nr6a1 7934 oe
Tcf21 7723 oe
Sox9 7642 ko
Hinfp 7631 ko
Zkscan17 7491 ko
Hes7 7448 oe
Hlf 7332 oe
Zfp248 7314 ko
Zfp174 7295 oe
Lcor 7234 oe
Mzf1 7002 ko
Sp8 6913 ko
Ppara 6894 oe
Foxi3 6882 ko
Batf3 6872 oe
Gli3 6872 ko
Prdm11 6860 oe
Hesx1 6842 ko
Sox13 6827 ko
Mypop 6795 oe
Kdm2a 6768 oe
Creb3l1 6751 oe
Npas2 6705 oe
Phf21a 6703 oe
Zfp647 6662 oe
Zfp558 6620 oe
Etv1 6547 oe
Zfp105 6514 ko
Gata2 6495 oe
Sohlh2 6465 ko
Klf9 6443 oe
Zfp652 6394 oe
Mafb 6390 oe
Naif1 6365 ko
Ovol2 6287 ko
Tet1 6277 ko
Trp73 6243 oe
Gli2 6240 ko
Pax9 6228 ko
Zfp653 6207 oe
Foxc2 6181 ko
Kdm2b 6170 oe
Hlx 6152 oe
Zfp423 6128 ko
Pax3 6125 ko
Zfp282 6119 ko
Sox8 6112 ko
Pou5f1 6106 oe
Lhx4 6099 ko
Myrf 6078 oe
Hey1 6071 ko
Pou3f2 6069 ko
Zfp454 6040 ko
Sox21 5999 ko
Zscan29 5999 oe
Foxh1 5995 oe
Cxxc5 5990 oe
Mef2c 5978 ko
Mecom 5970 ko
Cxxc1 5947 ko
Lin28b 5939 ko
Hoxa9 5905 ko
Lin54 5905 oe
Onecut1 5892 ko
Hhex 5875 oe
Foxf2 5866 ko
Meis1 5851 oe
Duxbl1 5832 ko
Cebpe 5822 oe
Sox12 5756 oe
Mlxipl 5747 oe
Foxf1 5733 oe
Meox2 5727 ko
Dlx1 5724 ko
Hand2 5724 ko
Sox4 5707 ko
Cebpa 5691 oe
Prdm14 5691 ko
Arid3b 5679 oe
Zscan4f 5655 ko
Sox6 5651 ko
Hnf4g 5643 ko
Tcf7l2 5643 ko
Grhl2 5633 oe
Dlx4 5619 ko
Thrb 5619 oe
Sox15 5616 oe
Alx4 5615 ko
Onecut2 5605 oe
Lhx2 5599 oe
Dbx2 5595 ko
Prox2 5538 ko
Six3 5537 oe
Tbr1 5528 oe
Irx2 5524 ko
Nkx6-2 5507 ko
Sp140 5490 oe
Pitx2 5486 ko
Dpf3 5468 oe
Cebpd 5456 oe
Dmrta1 5439 oe
Mybl2 5435 ko
Gcm2 5425 oe
Hsf5 5425 ko
Grhl1 5401 oe
Ovol1 5395 oe
Msc 5391 oe
Nkx2-3 5389 ko
Hes5 5383 oe
Lbx2 5383 oe
Otx2 5380 ko
Rorb 5368 ko
Isl2 5363 ko
Pou1f1 5358 oe
Irf6 5353 oe
Zfp128 5352 oe
Hnf1b 5327 oe
Tfec 5325 ko
Msx1 5309 ko
Pax8 5309 ko
Prrx2 5309 ko
Dmrta2 5297 oe
Glis1 5296 oe
Nr5a1 5296 ko
Pax6 5283 ko
Hoxa1 5280 ko
