TF freq type
Zfp324 677 ko
Kdm2b 516 oe
E2f5 386 ko
Zbtb32 347 ko
Bach1 311 ko
Arid2 234 ko
Klf9 187 ko
Mnt 180 ko
Pou6f1 177 ko
Jrkl 174 oe
Sp140 152 oe
Zbtb26 149 oe
Cxxc1 137 ko
Zfp276 131 ko
Zkscan17 126 ko
Cxxc5 121 ko
Setbp1 103 ko
Epas1 95 oe
Hinfp 89 ko
Zbtb20 83 ko
Mybl2 81 ko
Arid5b 80 ko
Zfp652 78 ko
Zfp653 74 ko
Zscan20 74 ko
Hsf4 63 ko
Zbtb45 59 ko
Gmeb1 46 oe
Zfp282 40 ko
Tef 31 ko
Zfp248 30 ko
Bcl11b 28 ko
Foxn2 26 oe
Lin54 26 ko
Rest 26 ko
Arid3b 25 ko
Zfp691 25 oe
Homez 19 ko
Tigd2 19 ko
Phf21a 18 ko
Zfp90 18 ko
Mypop 17 oe
Zfp113 17 ko
Zzz3 17 ko
Zik1 15 oe
Atf6 14 ko
Pbx2 14 ko
Zbtb37 14 ko
Zscan29 14 ko
Zbtb2 11 ko
Lcor 10 oe
Hmbox1 9 ko
Mynn 9 ko
Cdc5l 8 ko
Kdm2a 8 ko
Naif1 8 ko
Pou2f1 8 ko
Prdm11 8 ko
Zfp69 7 ko
