TF freq type
Bhlha15 21736 oe
Foxd2 21736 ko
Gmeb1 21736 oe
Hsf2 21736 oe
Mafb 21736 ko
Mynn 21736 ko
Nr1h3 21736 ko
Plag1 21736 oe
Sp6 21736 oe
Sp8 21736 ko
Tal1 21736 oe
Zfp113 21736 ko
Zfp282 21736 ko
Zfp324 21736 ko
Zscan20 21736 ko
Pou5f1 20095 ko
Cdc5l 19674 ko
Lin54 19614 ko
Zfp184 17831 oe
Zik1 17540 ko
Mypop 17524 ko
Pou2f1 16745 ko
Pou6f1 16512 ko
Zfp300 16402 ko
Zfp174 15602 ko
Nhlh1 15596 ko
Creb3l1 15423 ko
Nr5a1 15186 oe
Zfp768 15132 ko
Trp73 14920 ko
Zscan29 14910 ko
Tfap4 14864 oe
Nfe2 14310 ko
Mef2c 14303 ko
Pax9 14048 ko
Cxxc1 14002 ko
Isl2 13876 oe
Nr2f2 12763 oe
Fosl1 12455 oe
Zbtb32 12352 ko
Vax2 12211 ko
Tef 12005 ko
Zfp454 11961 oe
Zfp558 11735 ko
Hlf 11661 ko
Sohlh2 11391 oe
Zbtb20 11326 oe
Duxbl1 11226 oe
Etv1 11167 ko
Hes7 10521 ko
Esr1 10519 oe
Rarb 10492 oe
Cebpd 10141 oe
Hic2 10057 ko
Thrb 9953 ko
Grhl1 9833 ko
Foxi3 9757 oe
Zfp653 9655 ko
Arid5b 9652 ko
Zfp248 9641 ko
Arid3b 9483 ko
Zfp90 9340 ko
Glis3 9330 oe
Zbtb37 9280 ko
Zbtb45 9253 ko
Zbtb12 9156 ko
Meis1 9030 ko
Bcl11b 8993 ko
Phf21a 8808 ko
Zbtb26 8755 ko
Arid2 8644 ko
Setbp1 8636 ko
Rest 8596 ko
Hesx1 8543 oe
Zfp69 8496 ko
Six5 8317 ko
Pax5 8299 ko
Ehf 8259 ko
Sox4 8192 ko
Hoxa1 8185 oe
Dmrt2 8156 ko
Zzz3 8104 ko
Tfec 7889 ko
Pbx1 7727 ko
Mnt 7602 ko
Npas2 7394 oe
Epas1 7246 ko
Foxn2 7208 oe
Lin28b 7176 ko
Atf6 7166 ko
Pitx2 7039 oe
Klf9 6915 ko
Tbr1 6851 oe
Zfp691 6834 ko
Hand2 6828 ko
Dlx1 6821 ko
Lhx2 6573 ko
Msx1 6552 oe
Zfp652 6542 oe
Nfix 6533 ko
Hnf4a 6530 ko
Hinfp 6515 ko
Zbtb2 6501 ko
Homez 6499 ko
Sp140 6498 ko
Alx4 6379 ko
Naif1 6370 ko
Cebpa 6346 ko
Zscan4f 6346 oe
Hes1 6283 ko
Hoxb4 6279 ko
Vdr 6279 ko
Pbx2 6202 ko
Dlx4 6188 oe
Hlx 6120 oe
Cphx3 6070 ko
Zfp105 6048 ko
Hes5 6021 oe
Irf6 5998 ko
Glis1 5937 ko
Mzf1 5917 ko
Nkx6-2 5857 oe
Zfp647 5855 ko
Zkscan17 5855 ko
Zfp296 5830 ko
Mafa 5805 ko
Hhex 5793 ko
Hmbox1 5741 ko
Msc 5658 ko
Sox6 5632 ko
Zfp276 5606 ko
Nkx2-3 5512 oe
Ovol1 5495 ko
Hoxa9 5477 ko
Pax8 5445 ko
E2f5 5434 ko
Hey1 5425 ko
Onecut1 5425 oe
Ebf1 5403 ko
Sox9 5354 ko
Tcf7l2 5329 ko
Gli2 5312 ko
Dbx2 5303 ko
Foxf1 5270 ko
Prox2 5239 ko
Dmrta1 5202 oe
Glis2 5136 ko
Myrf 5113 ko
Kdm2b 5106 ko
Sox13 5106 ko
Irx2 5090 ko
Tead2 5079 ko
Etv4 5038 ko
Nr6a1 5036 ko
Jrkl 5029 ko
Ar 5003 ko
Ppara 4998 ko
Tigd2 4984 ko
Pou4f1 4978 ko
Mybl1 4953 ko
Foxf2 4947 ko
Tet1 4941 oe
Mitf 4909 ko
Prdm11 4900 ko
Cebpe 4898 ko
Grhl2 4889 ko
Dpf3 4859 ko
Cxxc5 4843 ko
Mybl2 4835 ko
Sox12 4813 ko
Nr3c2 4799 ko
Foxh1 4784 ko
Gata2 4770 ko
Sox21 4770 ko
Dmrta2 4758 ko
Fbxl19 4747 ko
Batf3 4744 ko
Tcf21 4734 ko
Bach1 4732 ko
Pou3f2 4703 oe
Sox8 4701 ko
Sox15 4696 ko
Gli3 4692 ko
Gata1 4689 ko
Otx2 4686 ko
Rorb 4679 ko
Lcor 4677 ko
Lhx4 4661 ko
Mlxipl 4660 ko
Hsf5 4631 ko
Kdm2a 4623 ko
Foxc2 4615 ko
Hnf1a 4615 oe
Zfp423 4600 ko
Hsf4 4574 ko
Meox2 4574 oe
Hnf1b 4538 ko
Prdm14 4535 ko
Onecut2 4508 oe
Hnf4g 4506 ko
Ovol2 4506 ko
Lbx2 4496 ko
Pax3 4480 ko
Pax6 4480 ko
Prrx2 4466 ko
Pou1f1 4464 ko
Gcm2 4463 ko
Six3 4462 ko
Mecom 4451 oe
Zfp128 4449 ko
