TF freq type
Ar 21736 oe
Atf6 21736 oe
Bach1 21736 oe
Bcl11b 21736 ko
Cdc5l 21736 oe
Hmbox1 21736 oe
Hsf2 21736 oe
Nr2f2 21736 oe
Pax5 21736 oe
Pbx2 21736 oe
Plag1 21736 oe
Zfp276 21736 ko
Zfp324 21736 ko
Zfp69 21736 ko
Bhlha15 21501 oe
Hsf4 20636 oe
Tfap4 20428 oe
Vdr 20262 ko
Zbtb26 19895 oe
Zbtb12 19537 oe
Hic2 18889 oe
Mybl1 18594 oe
Tef 18326 oe
Rest 18283 oe
Zbtb20 17749 ko
Foxn2 17719 oe
Nr1h3 16242 ko
Mef2c 16131 oe
Zfp282 15906 ko
Jrkl 15412 oe
Zscan20 15006 oe
Zfp90 14730 ko
Zfp768 14436 ko
Sp8 14320 ko
E2f5 14294 oe
Six5 14215 oe
Zbtb32 14205 ko
Glis3 14031 oe
Cxxc1 13809 ko
Hes1 13579 oe
Mybl2 13401 ko
Pax9 13090 ko
Zik1 12526 oe
Zbtb2 12371 ko
Vax2 12351 ko
Foxd2 12087 ko
Grhl1 12041 ko
Hnf4a 11909 oe
Etv4 11851 oe
Mitf 11733 oe
Zfp691 11700 oe
Klf9 11604 ko
Meis1 11010 ko
Tigd2 11003 oe
Lcor 10887 oe
Hoxb4 10757 oe
Cphx3 10598 oe
Glis2 10478 oe
Zbtb37 10407 oe
Epas1 10236 oe
Glis1 10231 ko
Zzz3 10229 oe
Arid3b 10132 oe
Mafb 10053 ko
Pbx1 9941 oe
Tead2 9902 oe
Esr1 9869 oe
Sp6 9842 oe
Trp73 9823 oe
Gmeb1 9739 oe
Nfix 9652 oe
Mynn 9651 ko
Tal1 9434 oe
Arid2 9364 oe
Pou4f1 9029 oe
Lhx2 9006 ko
Zfp113 8927 oe
Fosl1 8899 oe
Grhl2 8642 oe
Lin54 8366 ko
Fbxl19 8304 oe
Hinfp 8300 oe
Sox4 8054 oe
Hey1 8035 ko
Setbp1 7968 oe
Rarb 7746 oe
Batf3 7714 oe
Zfp647 7643 oe
Gata1 7493 ko
Zfp653 7489 oe
Myrf 7320 oe
Gli3 7313 ko
Nhlh1 7303 ko
Prrx2 7290 ko
Arid5b 7286 ko
Sox9 7264 ko
Creb3l1 7197 ko
Homez 7189 oe
Zfp174 7092 ko
Zfp184 7084 oe
Prdm11 7076 oe
Zfp105 7067 ko
Nr6a1 7008 oe
Hnf4g 6916 ko
Pou6f1 6848 oe
Rorb 6836 oe
Hes7 6832 ko
Ppara 6754 oe
Sp140 6743 oe
Hlf 6741 oe
Nfe2 6720 ko
Zfp296 6669 oe
Nr3c2 6667 oe
Npas2 6621 oe
Hnf1a 6597 ko
Ehf 6567 ko
Zfp300 6554 ko
Zkscan17 6520 ko
Phf21a 6473 oe
Dmrt2 6384 ko
Zfp128 6375 ko
Dmrta1 6347 oe
Mlxipl 6333 ko
Kdm2a 6296 oe
Ovol1 6214 oe
Foxc2 6144 ko
Msc 6132 oe
Pou5f1 6128 oe
Ebf1 6120 oe
Zscan4f 6101 ko
Cxxc5 6051 ko
Gcm2 5948 ko
Sox12 5948 oe
Prox2 5942 oe
Hand2 5928 ko
Foxf2 5901 ko
Sox6 5874 ko
Zfp558 5865 oe
Gata2 5819 oe
Mecom 5802 ko
Pou2f1 5783 oe
Zfp652 5783 oe
Mzf1 5769 ko
Kdm2b 5765 ko
Tcf21 5741 ko
Mnt 5692 oe
Foxi3 5676 ko
Pou3f2 5676 ko
Mypop 5657 ko
Cebpd 5641 ko
Zfp423 5638 ko
Dmrta2 5559 oe
Zscan29 5555 oe
Sohlh2 5536 ko
Dpf3 5533 oe
Pax8 5518 ko
Lin28b 5508 ko
Duxbl1 5484 ko
Zbtb45 5462 ko
Pou1f1 5459 oe
Hoxa1 5451 ko
Tcf7l2 5431 ko
Irx2 5419 ko
Tbr1 5406 oe
Mafa 5403 oe
Hnf1b 5388 oe
Sox15 5380 oe
Hes5 5357 oe
Hlx 5322 oe
Foxf1 5321 oe
Pax3 5321 ko
Ovol2 5309 ko
Hsf5 5285 ko
Dlx4 5267 ko
Hhex 5267 oe
Nr5a1 5255 ko
Tfec 5252 ko
Cebpe 5240 oe
Etv1 5220 oe
Lhx4 5218 ko
Nkx6-2 5197 ko
Sox8 5170 ko
Nkx2-3 5148 ko
Hesx1 5115 oe
Sox21 5110 ko
Cebpa 5071 oe
Irf6 5065 oe
Onecut1 5056 ko
Gli2 5049 ko
Zfp454 5047 ko
Pax6 5043 ko
Prdm14 5028 ko
Dlx1 5004 ko
Naif1 4996 ko
Onecut2 4996 oe
Dbx2 4983 ko
Otx2 4980 ko
Hoxa9 4979 ko
Msx1 4969 ko
Pitx2 4965 ko
Tet1 4965 oe
Thrb 4962 ko
Zfp248 4957 ko
Foxh1 4950 oe
Meox2 4942 ko
Alx4 4941 ko
Six3 4932 oe
Lbx2 4929 oe
Sox13 4914 ko
Isl2 4906 ko
