"","Ahr","Arid3a","Arnt","Arntl","Atf1","Atf2","Atf7","Batf","Bbx","Bcl6","Bhlhe40","Bhlhe41","Cbfb","Cebpb","Creb1","Crem","Ctcf","Ddit3","Dmrt2","E2f1","E2f3","E2f4","E2f6","Egr1","Egr2","Elf1","Elf2","Elf4","Elk1","Elk3","Elk4","Eomes","Ets1","Ets2","Etv3","Etv5","Etv6","Fli1","Fos","Foxd2","Foxj2","Foxj3","Foxn3","Foxo1","Foxp1","Gabpa","Gata3","Gfi1","Heyl","Hic1","Hinfp","Hmg20b","Homez","Ikzf1","Ikzf3","Irf1","Irf2","Irf3","Irf4","Irf7","Irf8","Irf9","Isl2","Jdp2","Jun","Junb","Jund","Klf10","Klf13","Klf2","Klf3","Klf6","Klf7","Klf8","Klf9","Mafk","Max","Maz","Mbd2","Mecp2","Meis3","Meox2","Mlx","Mxd1","Nfatc1","Nfe2l1","Nfe2l2","Nfil3","Nfkb1","Nfkb2","Nfya","Nfyb","Nfyc","Nr1d2","Nr3c1","Nr4a2","Nrf1","Patz1","Pax9","Pbx3","Pknox1","Prdm1","Prdm16","Prdm4","Rbak","Rela","Rfx1","Rfx7","Rora","Runx1","Runx2","Runx3","Rxrb","Setbp1","Smad3","Smad4","Snai3","Sp1","Sp110","Sp2","Sp3","Sp4","Spi1","Srebf1","Srebf2","Stat1","Stat2","Stat3","Stat4","Stat5b","Stat6","Taf1","Tbx21","Tcf12","Tcf3","Tef","Tfdp1","Tfe3","Tfeb","Thap11","Thrb","Tigd2","Trp53","Usf1","Vax2","Xbp1","Zbtb14","Zbtb17","Zbtb20","Zbtb3","Zbtb49","Zfp143","Zfp212","Zfp213","Zfp260","Zfp263","Zfp281","Zfp287","Zfp324","Zfp335","Zfp398","Zfp410","Zfp422","Zfp523","Zfp566","Zfp64","Zfp740","Zfp768","Zfx","Zscan20"
"Ctcf",0,-0.0508838890701472,-0.00414615204920189,0,0,0,0,0,-0.0452786747393894,-0.0131507919511191,0,0,-0.000512838135827674,-0.0237038543436567,0,0,1.08463388254129,0,0,0,0,0,0,0,-0.0138582217487032,0,0,0,0,0,0,0,0,0,0,0,-0.00555167880258488,0,0,0,0,-0.0191636472486622,-0.0201219949124544,0,0,0,-0.0322766651092813,-0.0023856358840263,0,-0.156441102815834,0,-0.00910664271877116,0,-0.01189476156559,0,0,-0.00285522234959523,0,-0.00592869006030723,0,0,0,0,0,0,-0.0140006374424511,0,0,0,0,0,0,0,-0.0344244104831327,0,-0.0182153941329997,0,0,0,-0.00274281435790827,-0.0197658922906336,0,0,0,0,-0.00458449278691563,-0.00099922952195864,0,0,0,0,0,0,-0.00113148969814509,-0.01034086786807,-0.0099212958248807,0,0,0,0,0,-0.0142872750102277,-0.00205288254402619,-0.0108955081420432,0,0,0,-0.00529664429780367,-0.00685613383290085,-0.00115823273041694,-0.0128090818524688,-0.0057386765391216,-0.0250904295384768,0,-0.0676020898296512,-0.0329955917472003,0,0,0,0,0,0,-0.0308057187127778,0,-0.00312742438684002,0,0,0,0,0,0,-0.0369445763129041,-0.0222030532364556,-0.0818369514492583,-0.0377768086414924,0,0,0,0,0,0,0,-0.0166469139739868,0,0,0,0,0,0,-0.0480942793288981,0,0,0,0,0,-0.0152416068259188,-0.00989455349000735,-0.0132269499062761,-0.000821796437433155,-0.019175945653684,0,0,0,0,0,0,0,-0.0105843702895369,-0.0161948353453668,-0.00311209644166374
"Ddit3",0,-0.0145520870429407,0,0,0,-0.0447733945810467,0,0,-0.0187767546096643,-0.0242286729248867,0,0,-0.00484424659826843,0,0,0,0,0.985203415025195,0,0,0,0,0,0,0,0,-0.0162750727563569,0,0,0,0,0,0,-0.00173017300919534,0,0,-0.00439125595344591,0,0,0,0,-0.0114283022580884,0,0,0,0,-0.0351288109252191,0,0,-0.00742443891217902,0,0,0,0,0,0,-0.00234553266817883,0,0,0,0,0,0,0,-0.0378149400406828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00667730460959577,-0.200259556420436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190545089711176,-0.00482989209028719,-0.00128407159914813,0,0,-0.0099342778646582,-0.0150053451835973,0,0,0,0,0,0,-0.00963164627709115,0,0,0,-0.000672651382482277,0,0,0,0,0,-0.00869465434691448,-0.00164702074863426,-0.000816077482369434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000106967217872621,0,0,0,0,0,0,0,0,0,0,0,0
"Dmrt2",0,-0.0471838030118238,0,0,0,0,0,0,-0.0217932269007055,0,0,0,0,0,0,0,0,0,0.926777037441725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127204716060019,0,0,0,0,0,0,0,0,0,-0.024980478289089,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00115966333130961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00631404423864611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0605324338985253,0,0,0,0,0,0,0,0,-0.00995302986546042,0,0,0,0,0,0,0,0,0,0,0,0
"E2f1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80132523450277,-0.123479810818674,-1.20238535441345,-0.235515975475987,0,-0.0164964179700403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0547419883011533,-0.182517046487295,-0.07372754367858,-0.227445231418701,-0.0459197218449088,0,0,0,0,-0.00677398045919815,0,0,0,0,-0.00392173591241688,0,0,0,0,0,0,0,0,0,0,0,0,-0.0308407752473361,-0.229324811384273,0,0,0,0,0,0,0,0,-0.00166153583292651,0,0,0,0,0,0,0,0,0,0,0,0,-0.112992443055571,-0.0952790039405206,-0.0996963207208322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0844337303648477,0,0,0,0,0,0,-0.000909278636648509,0,0,-0.00433121068054679,0,0,0,0,0,0,-0.0186644651151249,0,-0.00858793966514493,0,0,0,0,0,0,0,-0.00152546574190423,0,0,0,0,-0.0223924656325176,0
"E2f3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030625076446658,0,0,0,0,-0.123461956524148,1.72087310895441,-0.0511293750017222,-0.682500154868549,0,0,-0.00964753256915864,0,0,0,0,-0.00683121784217216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00776628302988451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010894390736602,0,-0.0448848803086547,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318554005310133,-0.00115150405036119,0,0,0,-0.00683245230274142,0,0,0,0,0,-0.00494667628564216,0,-0.0277321968758549,0,-0.0153236337156536,0,0,0,0,0,0,0,0,0,0,-0.023400475593948,-0.0101584950829262,-0.0492216798677197,0,0,0,0,0,0,0,0,0,0,0,-0.0108655129300848,0,0,0,0,-0.383644017187108,0,0,0,0,0,0,0,0,-0.00581582515404239,-0.0675185829028853,0,0,0,0,0,0,-0.000860342115286955,0,-0.0311882661326678,0,0,0,0,0,0,0,0,-0.0464293427772499,-0.0362655022032867,0,0,-0.00339283292380252,0
"E2f4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.20237141472933,-0.051121790292236,2.84918249711593,0,-0.0601036913550905,-0.0291757325925765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0462049980651643,-0.136537026619071,-0.0161875222322181,-0.161108096778581,-0.0750121962842348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314048110418448,-0.0117967432675988,-0.00783600730408987,0,0,0,-0.0471577800479827,-0.0201526126134695,-0.0020197962330121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138230831752296,-0.0554362112038346,-0.655097974851236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0462662235154919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105888686233746,0,-0.00183205355735796,0,0,0,0,0,0,0,0,0,-0.00256872764831784,0,0,0,0,-0.0275401715583024,0
"E2f6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.235524513122827,-0.68250336740492,0,1.83033421550166,0,-0.0202070947141128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0982820089911647,0,0,0,0,0,0,0,0,0,0,0,0,-0.0323842627283663,0,0,0,-0.0228690731439886,0,0,0,0,0,-0.111214482366685,0,0,0,0,0,0,0,0,0,0,0,-0.00146540840299785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325841805696547,0,0,0,0,0,0,0,0,0,0,0,0,-0.0914585337823398,0,0,-0.00602550645309323,0,0,0,0,0,0,0,0,0,0,-0.00876771718538715,0,0,0,0,-0.219975020535006,0,0,0,0,0,0,0,0,-0.00283714987428874,0,-0.133486484590382,0,0,0,0,0,-0.0220317533911591,0,-0.00856800978273339,0,0,0,0,-0.0275783367724251,0,0,-0.022579138085861,-0.0642543654992701,-0.00741053307627995,0,-0.00698405338413842,0,0
"Egr1",-0.00651096465789332,0,-0.00684655380830243,0,-0.0221134278986124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0601107799795972,0,2.40387578115383,-1.25381164676555,-0.0143862646758533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105547585371027,0,0,-0.0504539054759638,-0.0188852735966585,0,0,0,0,-0.0103254524072457,0,0,-0.00707913776276321,0,0,0,-0.0127457499516936,0,0,0,0,-0.000255290572989932,-0.00015665351897253,0,-0.00858974164262379,-0.0080593652768036,0,0,0,-0.0403861848310592,-0.0149189810201935,0,0,0,0,0,0,0,0,-0.0345475113002965,0,0,0,0,0,0,0,0,0,0,-0.111596737159024,0,-0.075648041929277,-0.0446258520296796,-0.241717812787893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00879119074543155,0,0,0,0,-0.00127931905439903,-0.0300067442387824,-0.0802951162556973,0,0,0,0,0,0,0,0,-0.0624650339317034,0,0,-0.0121115910765622,0,0,0,0,0,-0.0328326558517159,0,0,-0.00919273952093527,0
"Egr2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138533585778455,0,0,-0.0164954006418138,0,-0.0291754496220024,-0.0201926654937236,-1.25379353805154,2.30056727673398,-0.0101233762543672,-0.00190140167069241,0,0,0,-0.0027144603634014,0,0,0,0,0,0,-0.00684596392855449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0794051958408179,0,-0.03792140969219,0,-0.0568453257139493,0,-0.0161917746288636,0,0,0,0,0,0,0,0,0,-0.00805376899914967,0,0,0,0,0,-0.00181376818224115,0,0,0,0,0,0,0,-0.0838801207534669,0,0,-0.0194928054336994,0,0,-0.0099501080908324,0,0,-0.0308889634454358,0,0,0,0,0,0,0,-0.00815212983347301,0,0,-0.028439464953851,0,0,-0.00512285565951294,-0.152949946005522,0,0,0,0,0,0,0,0,0,0,0,-0.00359407470120897,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0470232446487187,0,0,0,0,0,0,0,-0.00682442715516907,-0.220013206663397,0,0,0,0,0,0,-0.00296222441379598,0,0,0,-0.0141396251224237,-0.0139942420723853,0
"Elf1",0,0,-0.0126212401031055,0,-0.00329898932040143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00962732158976901,0,0,-0.0144015107869335,-0.0101133079756246,2.18627184355003,-0.290805753550703,-0.245676274678894,-0.244505117660692,0,-0.275032420575864,0,-0.185781992792607,0,0,0,-0.0307146043394322,-0.192042199873991,0,0,0,0,0,0,0,-0.450322655640712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00373936697408313,0,0,-0.0365567168268612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00102191051419524,0,0,0,-0.00498580209520398,0,0,0,0,0,-0.0159151945949743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204437930105412,-0.0127564206458802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126910992940923,-0.00618070332184189,0,0,0,0,0,0,-0.0152200869200643,0,-0.016827763195502,0,0,0,-0.00040957145496376,0,0,0,0,-0.00031659269474183,-0.0051534887870988,0,0,0,0
"Elf2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0162696525299821,0,0,0,0,0,0,-0.00190420897981887,-0.290804348223956,2.11132732515181,-0.545625716180048,-0.143846334202619,0,-0.135818270911425,0,-0.0623211721349466,-0.068076241453491,0,0,-0.524768184750527,-0.0282534194816281,0,0,0,0,0,0,0,-0.0487140356426568,0,0,0,-0.0127465938798637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00297194145199543,0,0,0,0,-0.0148484455966867,0,0,0,0,0,0,-0.00260096069023536,0,0,0,0,0,0,0,0,0,0,0,0,-0.00771981704354425,0,0,0,0,0,0,-0.0257288190837013,0,0,0,0,0,-0.0109925730095749,-0.000982281823848413,-0.00425009091775251,0,0,0,-0.00160420191141424,0,0,-0.0116853606174985,0,0,-1.03260789185578e-05,0,0,0,-0.0778560972142627,-0.028238688367106,0,0,0,-0.0825692717275147,-0.00364888598390945,0,0,0,0,-0.00917372147759685,-0.0245181716361251,0,0,0,0,0,0,0,-0.0111777469461852,0,0,-0.0158521059562944,0,0,0,-0.0168953978540391,0,0,0,0,0,-0.00733770082943043,0,0,-0.021625353501147,0,0,0,0,0,0,0,0,0,0,0
"Elf4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.245666538795056,-0.545607405689312,2.0801004477168,-0.277593465791152,-0.251344483027983,0,0,0,0,-0.315435993000586,-0.194887682732907,-0.00669588899345541,0,0,0,0,0,0,0,0,-0.0620282837895969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00172068055871158,0,0,0,0,0,0
"Elk1",0,0,0,0,-0.0060735515646322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.244506471482386,-0.1438022578281,-0.277675106850983,3.3490819873319,-0.694026989874029,-0.300629496826251,0,-0.0498295292370743,0,-0.0039073599417273,-0.370643004049249,-0.0935968905540388,-0.344217018541716,0,0,0,0,0,0,0,-0.85777630741947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00157898720282966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00806278361170576,0,0,0,0,0,0
"Elk3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.251364557344948,-0.694095333101617,3.21122898953377,-0.231652345534107,0,0,0,-0.258325477212912,-1.21613214890584,0,-0.13478883427345,0,0,0,0,0,0,0,-0.36019409082659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elk4",-0.001379680106689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00686800027729265,0,0,0,-0.00277671398817174,-0.275014674279012,-0.135767002195931,0,-0.30063387881542,-0.23161148070096,2.95377525470127,0,-0.511656881244698,0,-0.0632976935181932,-0.15420698464982,0,-0.699584702446241,0,0,0,0,0,0,0,-0.455451455915638,0,0,0,0,-0.0100305916530468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00205253892915613,0,0,0,0,0,0,0,0,0,-0.00367391808529346,0,0,0,0,0,0,0,0,0,0,0,0,-0.011917096162718,-0.00671146321240373,0,0,0,-0.000338470511106417,0,0,-0.00343941928163553,0,0,0,-0.00332707692635696,0,0,-0.00768766465589427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0303437490977887,0,0,0,0,0,0,0,0,0,-0.0248081093272763,0,0,0,0,0,0,0,0,0,0,0,-0.00268039327696881,0,-0.0136343330866147,0,0,0,0,0,0,0,-0.0182445055880894,0,-0.00743095744428438,0,0,0,-0.0011988861822584,0,0,0,-0.0210736308893027,0,0,0,0,-0.0212710668313684,0
"Eomes",0,0,0,0,0,0,0,-0.00124103894842468,-0.00286445407937321,0,0,0,-0.0335253012493014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26309436640794,0,0,0,0,-0.0156970293550504,0,-0.0298053064567124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013860796524382,-0.00458360103398338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00548375060945285,0,0,0,0,0,0,-0.00667416201434154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00572911655406919,-0.00708367949802882,-0.0269444617761885,-0.0154956255281305,0,0,-0.0026046581754486,0,0,0,0,0,0,-0.00623603212843626,0,0,0,0,0,0,0,-0.0173551104950846,0,-0.61525744878174,-0.00476407653672762,-0.0220345340919921,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000819498671799092,-0.00242899017171754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ets1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.185790861568553,-0.0622741507843742,0,-0.0498660300741602,0,-0.511639517765721,0,2.79056112572805,-0.0909066192445373,-0.101274593199656,0,-0.544805431974645,-0.737065628321048,0,0,0,0,0,0,0,-0.219940556669271,0,0,0,-0.00223588668448137,0,0,0,-0.0119281772534649,0,0,0,0,0,0,0,0,0,-0.00414081327489076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116637189239718,0,0,0,0,0,0,0,0,-0.00765484545510494,0,0,0,0,0,-0.0157102530222356,0,0,0,0,-0.0362540089039954,0,0,-0.00696507802363839,0,0,-0.00723532799859952,0,0,0,0,0,-0.0141371985582047,0,-0.0245615623690241,-0.0156041814460388,0,0,0,0,0,0,-0.290361769000275,0,0,0,0,0,0,0,0,0,-0.0011614293923423,-0.0232243395814804,0,0,0,0,0,0,0,0,-0.0208088247383192,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140862920913735,0,0,0,-0.0232184368542898,0,-0.0128415212047062,0,0,0,0,0,-0.000593492593709895,0,-0.0220578653407291
"Ets2",0,-0.0012908732230784,0,0,0,0,0,0,0,-0.0695080220955435,0,0,0,0,0,0,0,-0.00173139398924133,0,0,0,0,0,0,0,0,-0.0680637597911689,0,0,0,0,0,-0.0908915217766869,1.26460565713175,0,0,0,0,0,0,0,0,0,-0.0277336651593067,0,0,-0.0283861444881011,0,0,-0.0119819004822032,0,0,0,0,-0.0603615250374433,0,0,-0.117390489703186,-0.00693826290996341,0,-0.0488342745314148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00338655319211946,0,0,0,-0.0189703964360273,0,0,0,0,0,-0.00454009509807737,-0.0007330979007065,0,0,0,0,-0.00169330166060086,-0.0247181016623421,0,0,-0.142611660934173,-0.0910685635261605,0,0,0,-0.00404228039372653,-0.0313037065234358,0,-0.00141493609179404,0,-0.024763228675756,-0.0323605558072606,0,0,-0.0197619131862469,0,0,0,-0.15721837280843,0,0,0,0,0,0,0,0,0,0,0,-0.0107118363203438,0,0,0,0,0,0,0,-0.00311261297988828,0,0,0,0,0,0,0,0,0,0,0,-0.0741009244563444,-0.00354061789514235,0,0,0,-0.0213526368801212,-0.0539624433271269,0,0,0,0,0,0,-0.00218683933381135,0,0
"Etv3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.315410518729946,-0.00388289652113143,-0.258254636239615,-0.0632631027118188,0,-0.101245645460907,0,1.92879041132244,-0.43556334804424,-0.0678621409471194,-0.212050917601422,0,0,0,0,0,0,0,-0.209110664661565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Etv5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19486602377786,-0.370694041801094,-1.21617159489166,-0.154192843907924,0,0,0,-0.435527327264057,2.72379187908432,0,-0.00945433063047169,0,0,0,0,0,0,0,-0.179031432349167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524256157562204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Etv6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00556145406299435,-0.00439700933121547,0,0,0,0,0,0,0,-0.0307115638650177,-0.524756794970714,-0.00670290439001299,-0.0935712487994108,0,0,-0.0156881358219196,-0.544801312869594,0,-0.0678221911744871,0,2.10072135765121,-0.0654611626638707,0,0,0,0,-0.0150826296379133,-0.042645102031968,0,-0.0450860324811575,-0.0424209040410216,0,0,-0.0256113016828009,0,0,0,-0.0145895117269704,0,0,0,0,0,0,0,0,0,0,0,-0.0277687930626095,0,0,0,0,0,0,0,0,0,-0.00120694411473751,0,0,0,0,-0.0163311285907652,0,0,0,-0.001388841592438,-0.00257840895754559,-0.0127742037628234,0,0,-0.0178844592641685,0,0,0,-0.03715765405536,-0.034235805747691,-0.00965756694740672,0,0,0,0,0,0,0,-0.00176521032771124,0,0,0,0,-0.00635664156599466,0,-0.0380796725793937,-0.0319302003037867,-0.000795096913592477,0,0,0,0,0,0,0,0,0,-0.435624586069838,0,0,0,0,-0.0395051570432836,-0.00602212092446108,0,-0.0236356844519468,0,-0.0296704301875738,-6.40173987612459e-05,-0.0124215350004994,0,0,0,0,0,0,0,-0.0090126710350864,0,0,0,0,0,0,-0.0103508156972092,0,0,0,0,0,0,0,0,-0.00972681037787386,0,0,0,0,0,0,0,0,-0.0186774555709476,0,-0.00291069526013105
"Fli1",0,0,-0.00396949486997276,0,0,0,0,0,0,0,0,0,0,0,-0.0138085185805002,0,0,0,0,0,0,0,0,0,-0.00683739438919523,-0.192039263340399,-0.0282617491710577,0,-0.344174037592643,-0.134836047046492,-0.699576865345215,0,-0.737060300532813,0,-0.211996531621684,-0.00944395365585953,-0.065516118764197,3.27386393791207,0,0,0,0,0,0,0,-0.723288824575931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00381284610723919,0,-0.0145598366946253,0,0,-0.00602511457542793,0,0,0,0,-0.0367491748878139,-0.0165644975276422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00583548663383655,-0.00181981776061659,0,0,-0.0210346926706439,0,0,-0.0248937776368561,0,0,0,0,0,0,0,0,0,0,0,-0.00580430157306282,0,0,-0.0251078208133234,0,0,0,0,0,0,0,0,0,-0.0173357614352429,0,0,0,0,0,0,0,0,0,0,0,-0.0153661400741068,0,0,-0.00417747221092399,0,0,0,-0.00062179016625403,-0.00394598514821745,0,-0.0178739160535201,0,-0.00198821338001094,0,0,0,-0.0126949378683656,0,0,0,0,-0.0597356235163137,0,0,0,-0.0256918512592713,0
"Fos",0,0,0,0,0,0,0,-0.607700536369154,0,0,0,0,-0.00920915288263398,0,0.00172784448527627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298020905796991,0,0,0,0,0,0,2.41684361750259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00079008314804333,-0.546123408276031,-0.269190410473757,-0.645422684273389,0,0,0,0,0,0,0,0,-0.117078908169506,0,0,0,0,0,0,0,0,-0.00655851110468431,0,-0.116655082234811,0,0,0,0,0,0,-0.0880405500704336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Foxd2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22914459137416,-0.173259660875793,0,-0.103317588460202,-0.405943082220147,-1.28736814002223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
