"","Ahr","Arnt","Arntl","Atf1","Atf2","Atf3","Atf4","Atf7","Batf","Bbx","Bcl6","Bhlhe40","Cbfb","Cdx1","Creb1","Crem","Ctcf","Ddit3","E2f1","E2f3","E2f4","Egr1","Egr2","Elf1","Elf2","Elf4","Elk1","Elk3","Elk4","Ets1","Etv3","Etv6","Fli1","Fos","Fosb","Fosl2","Foxj3","Foxn3","Foxo1","Foxo3","Foxp1","Gabpa","Gata3","Gfi1","Glis3","Gmeb1","Hic1","Hlx","Hmg20b","Homez","Hsf2","Ikzf1","Ikzf3","Irf1","Irf2","Irf3","Irf4","Irf7","Irf8","Isl2","Jun","Junb","Jund","Klf10","Klf13","Klf2","Klf3","Klf4","Klf5","Klf6","Klf7","Klf8","Mafk","Max","Maz","Mbd2","Mecp2","Meis3","Meox2","Mlx","Mxd1","Myc","Nfatc1","Nfe2l2","Nfil3","Nfkb1","Nfkb2","Nfya","Nfyb","Nfyc","Nr1i3","Nr4a1","Nr4a2","Nr4a3","Nrf1","Patz1","Pbx4","Phox2b","Pknox1","Prdm1","Rel","Rela","Relb","Rfx1","Rora","Runx1","Runx2","Runx3","Setbp1","Smad3","Snai1","Snai3","Sp1","Sp110","Sp2","Sp3","Sp4","Srebf1","Srebf2","Stat1","Stat2","Stat3","Stat4","Stat6","Taf1","Tbx21","Tcf12","Tcf3","Tcf7","Tef","Tfdp1","Tfe3","Tgif1","Thap11","Thrb","Tigd2","Tlx2","Trp53","Usf1","Usf2","Wt1","Xbp1","Zbtb17","Zbtb3","Zfp143","Zfp212","Zfp260","Zfp263","Zfp281","Zfp287","Zfp335","Zfp341","Zfp398","Zfp422","Zfp566","Zfp64","Zfp692","Zfp740","Zfx"
"Ahr",0.976307085223968,-0.0473875435507635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124354796122138,-0.0382697072160353,0,0,0,0,0,0,0,0,-0.00507030584801612,0,0,0,0,-0.002989128510683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205261155085027,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131135538121967,-0.0197992579095385,-0.0113065901165315,-0.000961777418666672,0,0,0,0,0,-0.0029064009064433,0,0,0,0,0,0,0,0,0,0,0,0,-0.0056524148313837,-0.0211367937662523,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00207505882278977,0,0,0,0,-0.00189421690741313,0,0,0,0,-0.00967165529850242,0,0,0,0,-0.00341474323060666,0,0,-0.000128174542060725,0,0,-0.000947323901724182,0,0,0,0,0,0,0,0,-0.0125285908035428,0,0,0,0,0,0,-0.0124251295711694,-0.00798976767034725,-0.0258395870847956,0,-0.00135424991515942,0,0,0,0,0,0,0,0,0,0,0,-0.00107280413813718,0,0
"Arnt",-0.0473856632020165,2.53532074217591,-0.986641870985245,0,0,0,0,0,0,0,0,-0.41677206160195,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169437483993073,0,0,0,0,0,0,0,0,0,0,0,0,-0.00486552722846408,0,0,0,-0.0236388671012719,0,-0.00546184726578218,-0.00819328242101029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00605331371301266,0,-0.547303586610217,0,-0.0100109129359351,-0.0163388598404797,0,0,-0.164062336840567,-0.118841430240325,-0.0430166222630521,0,0,0,0,0,0,0,0,0,0,0,0,-0.00125917122211699,0,0,0,-0.00828182331167999,-0.00482286481719608,0,0,0,-0.00311432015679392,0,0,0,0,0,-0.00566394191650149,0,0,0,0,0,0,-0.00455714070663949,0,0,0,0,0,0,0,-0.00755218065421778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.229619926669034,0,0,0,-0.00816221475930405,-0.00243360669512981,0,0,-0.0178537551244211,0,0,-0.00438831641089934,0,0,0,0,0,0,0,0
"Arntl",0,-0.986624603835428,3.22633479247071,0,0,0,0,0,0,0,0,-0.207540114627438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109502889555257,0,0,0,0,0,-0.725739621116136,-0.120027651064832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.315774133496705,0,0,0,0,0,0,-0.450507166308366,-0.397836024936121,0,-0.118735544573018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atf1",0,0,0,2.01938146712562,0,-0.124513681062024,-0.00242401856825879,-0.156829812718802,0.00500371093288019,0,0,0,0,0,-0.900363028616708,-0.377297304795456,0,0,0,0,-0.00138094132985715,0,0,-0.0327987601725672,0,0,0,0,0,0,0,0,-0.00427224260990675,0.011294298724099,0.0175189575819727,0,0,-0.00684735153950023,0,0,0,0,0,-0.0163806143216574,-0.0239602376438975,-0.198507517147758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00838871771936604,0,0,0,0,-0.00928317758361012,0,0,0,0,0,0,0,0,0,0,0,-0.00367134970982094,0,0,0,0,0,0,-0.0132047591959256,0,0,-0.00447616896174811,0,0,0,0,0,0,0,0,0,-0.0115712768646492,0,0,0,0,-0.0164736288598447,0,0,0,-0.0183745879397726,0,0,0,0,0,0,0,0,0,0,0,-0.0234294605384501,0,0,0,-0.00132356519048648,-0.0216965470924896,0,0,0,0,0,0,-0.134333478442931,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121829716618192,0,-0.00175842830960995,0
"Atf2",0,0,0,0,3.3404296503895,-0.0225000879175184,0,-2.40236546992576,0,-0.005753370564721,0,0,0,0,-0.222579992902519,-0.286450315445923,0,-0.0643632267886599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00691154235249792,-0.00792230227548887,0,0,0,0,0,0,-0.00545465798023233,0,-0.012422955370698,0,0,0,0,0,0,0,0,0,0,-0.00382572340408434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186865564929831,0,0,0,0,0,-0.00335024464792359,-0.00143401243967386,0,0,0,0,0,0,-0.00227756179922957,0,0,0,0,0,0,-0.0162587124138352,-0.00373899679187337,0,0,0,-0.0197738826309669,-0.026612651481066,0,0,0,0,-0.00652525340744195,0,0,0,0,0,0,0,0,0,0,0,-0.0181170201144028,0,-0.00387037161812842,-0.000359021343202117,-0.00306881600201298,0,-0.0078427502721527,-0.0196665767121005,0,0,0,0,0,-0.0525416900068794,0,0,-0.0302033285894464,0,0,0,0,0,-0.0101870283558598,0,0,0,-0.011632276575534,0,0,-0.00893810742722039,0,-0.00608336598421523,0,0,0,0,-0.00461294855882229,0
"Atf3",0,0,0,-0.124588610468161,-0.022683941686479,2.28581853731809,0,-0.0521113085821344,0,-0.00225657719803893,0,0,0,0,-0.142010743644096,-0.152661515911085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.26797873854523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022096015647284,0,0,0,0,0,0,0,0,0,-0.226700377982914,-0.0684053772217047,0,0,0,0,0,-0.0286240190993126,-0.0297825353628594,0,0,0,0,0,0,0,0,0,-0.000864664461637908,0,0,0,0,0,0,0,0,0,0,0,-0.0381365816157529,0,-0.0072521771877107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00495526675125114,0,-0.00417278952097788,0,0,0,0,0,0,0,0,0,-0.0185223640962339,0,0,0,0,0,0,0,-0.153014182971461,0,-0.00846453746509646,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159199295176943,0
"Atf4",0,0,0,-0.00242739672986004,0,0,1.68334139250621,0,0,0,-0.00742391963862321,0,0,0,0,0,0,-0.919335793208159,0,0,0,0,-0.00239342104359436,0,-0.0164017851192029,0,0,0,0,-0.00153752424782153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00994286044470305,-0.0364162698545513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10886869756342,0,0,0,-0.00524312623729068,0,0,0,0,-0.00460091263701476,0,0,0,0,0,0,0,0,0,0,0,-0.00564118401555619,0,0,-0.359135185407828,0,-0.00380332295218234,0,-0.013982873273152,-0.00700896860468192,0,0,-0.0332583865316013,0,0,0,-0.00112712363011777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00300935529471691,0,0,0,0,0,0,0,0,0,0,0,-0.00602026234238261,0,0,0,0,0,0,0,0,-0.000683995004752826,0,0,0,-0.0101413957357684,0,0,0,0,-0.0045098317870479,-0.0104790484710805,0,0,0,-0.00919786710186064,0
"Atf7",0,0,0,-0.156865821755114,-2.40237592532613,-0.0522401624536634,0,3.90377675612398,0,0,0,0,0,0,-0.526655724342648,-0.69407220802203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00376018116751425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00310370567834288,0,0,0,0,0,0,0,-0.0461866953803792,0,0,0,0,-0.0114556150850045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batf",0,0,0,0.00502652957974858,0,0,0,0,2.34263974539685,-0.0147594288043055,0,0,-0.0091700567389137,-0.0357083098461149,0,0,0,-0.00154381291112749,0,0,0.0180650348213325,0,0,0,0,0,0,0,0,0,0,0,0,-0.40494044089163,-0.617589746800373,-0.226925209503403,-0.0168931294410488,0,-0.02859287781159,0,0,0,0,0,-0.0113974505645017,0,0,-6.84850218192245e-05,-0.0217458915399153,0,0,0,0,0,0,0,-0.0372576432343793,0,0,-0.0237917334328923,0,-0.236923792665151,-0.384589902341405,0,0,0,0,0,0,0,0,0,-0.102419247889028,0,0,0,0,0,0,0,0,0,-0.0313049340089966,-0.139584586896268,0,0,0,0,0,0,0,-0.00221239062474253,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0290258120789263,-0.0158110301967607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141179636739956,0,-0.0487270842495229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00277543660052533,0,0,0,0,0,0,0,0,0
"Bbx",0,0,0,0,-0.00574984025461695,-0.00223880372470174,0,0,-0.0147732785526522,1.11796732438503,-0.0267853534728957,0,-0.00799322628950513,-0.0310120651694561,0,0,-0.0101027762747884,-0.0120112242715218,0,0,0,0,0,0,0,0,0,0,0,-0.00146496775614506,0,-0.0145257821813705,0,0,0,-0.000262619889998415,0,-9.12962173962409e-05,-0.044426246623381,0,0,0,-0.0522078836804832,-0.0170945050408451,-0.00903339689941171,0,-0.0336417647616958,0,-0.000593454421333866,0,-0.0290252800579934,-0.0299650784516163,-0.00561168222993614,-0.0131952388595892,-0.0212364280163104,0,-0.0341805443597035,-0.0190423791066398,0,-0.0540673582456607,0,-0.00696919014083577,-0.0199866295742624,0,0,0,0,0,0,0,0,0,-0.0273683225879557,0,0,0,-0.00293099290284171,-0.0238678074592638,-0.00983919179612653,0,0,0,-0.0263762299958665,-0.0104057492946062,-0.00835802823988125,-0.0110446431889228,0,0,-0.000637085945088849,-0.00199930668666705,-0.0394697182090023,-0.0130134770188509,0,-0.00450358066914856,0,0,-0.0413180593375177,-0.00373213952470432,0,-0.00710503002178861,-0.0135799058936646,0,-0.0182816335227695,0,-0.0324993996763289,-0.0249734799855835,0,-0.0186005828472833,0,-0.0239687546477264,0,0,0,-0.0118589103317068,0,0,0,-0.00831432110982967,0,-0.00838003730780572,0,0,-0.0156370276762897,-0.0252118841662164,0,-0.0340735514515667,0,0,-0.0468119453530795,0,0,0,0,-0.0212399417991468,-0.00640543068548336,0,-0.00089468161312204,-0.0122320083177512,0,-0.00658403886426764,0,0,0,-0.017054714358608,0,-0.0246400031105054,-0.00258852107360451,0,0,-0.0199076467336761,-0.0170010224253147,0,0,-0.00612115368952201,0,0,0,0,0
