"","Ahr","Arnt","Arntl","Atf1","Atf2","Atf3","Atf4","Atf7","Batf","Bbx","Bcl6","Bhlhe40","Cbfb","Cdx1","Creb1","Crem","Ctcf","Ddit3","E2f1","E2f3","E2f4","Egr1","Egr2","Elf1","Elf2","Elf4","Elk1","Elk3","Elk4","Ets1","Etv3","Etv6","Fli1","Fos","Fosb","Fosl2","Foxj3","Foxn3","Foxo1","Foxo3","Foxp1","Gabpa","Gata3","Gfi1","Glis3","Gmeb1","Hic1","Hlx","Hmg20b","Homez","Hsf2","Ikzf1","Ikzf3","Irf1","Irf2","Irf3","Irf4","Irf7","Irf8","Isl2","Jun","Junb","Jund","Klf10","Klf13","Klf2","Klf3","Klf4","Klf5","Klf6","Klf7","Klf8","Mafk","Max","Maz","Mbd2","Mecp2","Meis3","Meox2","Mlx","Mxd1","Myc","Nfatc1","Nfe2l2","Nfil3","Nfkb1","Nfkb2","Nfya","Nfyb","Nfyc","Nr1i3","Nr4a1","Nr4a2","Nr4a3","Nrf1","Patz1","Pbx4","Phox2b","Pknox1","Prdm1","Rel","Rela","Relb","Rfx1","Rora","Runx1","Runx2","Runx3","Setbp1","Smad3","Snai1","Snai3","Sp1","Sp110","Sp2","Sp3","Sp4","Srebf1","Srebf2","Stat1","Stat2","Stat3","Stat4","Stat6","Taf1","Tbx21","Tcf12","Tcf3","Tcf7","Tef","Tfdp1","Tfe3","Tgif1","Thap11","Thrb","Tigd2","Tlx2","Trp53","Usf1","Usf2","Wt1","Xbp1","Zbtb17","Zbtb3","Zfp143","Zfp212","Zfp260","Zfp263","Zfp281","Zfp287","Zfp335","Zfp341","Zfp398","Zfp422","Zfp566","Zfp64","Zfp692","Zfp740","Zfx"
"Bcl6",0,0,0,0,0,0,-0.00741235031322114,0,0,-0.0267796135855859,1.9928239633831,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00738296252420859,0,0,0,0,-0.000524756950734431,0,-0.0036068361407575,0,0,0,0,0,0,-0.00479082244882104,0,0,0,-0.0404013537081005,-0.00390190477959598,-0.010175005740588,0,-0.00442895371607709,-0.00300519361678304,0,0,-0.00361523962734036,-0.00243384630281162,0,0,0,-0.341945784123406,0,0,0,0,0,0,-0.0120244378003623,0,0,0,0,0,0,0,0,0,0,0,-0.152065471579198,0,0,0,0,0,0,0,-0.0194100789456764,0,-0.00567335250218882,0,0,0,0,0,0,-0.0114543721416459,0,0,0,0,0,-0.000867234326033346,-0.00721649365201375,-0.00318881027397747,0,-0.746505626902901,0,0,-0.00757624444280215,0,-0.00374747007804788,0,0,-0.0469536293879464,0,0,0,-0.000438491830213406,0,0,0,0,-0.0197948448568435,0,0,-0.0344555722510202,-0.0852206155306584,-0.00624763538043466,0,-0.0374760966056819,0,0,-0.0574964764329716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.08615132959952e-06,0,-0.183560398841003,-0.0881088110481088,-0.000320147739556895,0,-0.080952747800766,-0.0069830952876024,0,-0.152670510607663,0,0,0,0,0,0
"Bhlhe40",0,-0.416775365687975,-0.207551374982295,0,0,0,0,0,0,0,0,1.73436867072603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111819726130159,0,0,0,0,0,-0.448814431136546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167703487162054,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.243306251488807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cbfb",0,0,0,0,0,0,0,0,-0.0091835926719929,-0.00798913860290453,0,0,1.75597837722114,0,0,0,-0.0383751215128279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0370902052019329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00184137675561759,0,0,0,-0.0172552777699106,0,0,0,-0.00749818029404042,0,0,0,0,0,0,0,-0.000845159669970645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000776517011371347,0,-0.0043774366889884,0,0,0,0,0,0,0,0,0,0,0,-0.00217005014566904,-0.541635529995472,-0.38475166622828,-0.312813773204715,0,-0.0278888043606614,0,0,0,0,0,0,0,0,-0.00733432599441172,0,0,0,-0.00510417657025744,-0.0193243052188586,0,-0.0112991569922492,-0.0156566273039404,0,-0.0325163776555194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00302844378296731,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cdx1",0,0,0,0,0,0,0,0,-0.0356874591032053,-0.0310101379938697,0,0,0,0.994246122626551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00154973398821495,0,0,-0.00301686952357514,0,-0.0376025411595034,-0.0207249650119129,0,0,0,0,-0.0303158911361899,-0.0112283027373261,0,-0.00673961943909528,-0.00564658895959886,-0.0160162323901791,-0.0181668757015819,0,0,0,0,0,0,0,-0.0183639453692633,0,0,-0.024997607033434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00796261587445821,0,0,0,-0.0232420326184391,-0.0110378861751094,-0.0493221579442368,0,0,0,0,0,-0.00617012746439919,0,-0.0101089598434382,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342288342120788,-0.0164729429954607,0,0,0,-0.0132286185441986,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120186072929357,0,-0.0205496493774702,0,0,0,0,0,0,-0.010931460826232,0,0,0,0,0,0,0,0,0,0,0,0,-0.000641341977595097,0,0,0,-0.024537504507299,0,0,-0.00475879980738404,-0.00688074609532088,0,0,0,0,0
"Creb1",0,0,0,-0.900350033021775,-0.222549533567248,-0.142037914576265,0,-0.526682098844536,0,0,0,0,0,0,2.41541474599794,-0.457304754525045,0,0,0,-0.00931557460963157,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109042740037248,0.022551183473867,0.0473454732755003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221753728927227,-0.0102185572867164,0,-0.00229572887933348,0,-0.00479866466857764,-0.00400528522299271,0,0,0,0,0,0,0,0,0,0,0,-0.0208061301461308,-0.00912848349517028,0,0,0,0,-0.0163171883210978,-0.00204876027691589,0,0,-0.000556300286407655,0,0,0,0,-0.0175747736302099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115089557361687,0,0,-0.00557208046284088,0,0,0,0,0,0,-0.0067373421582934,0,-0.0158580889603442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00544091716773114,0,0,-0.0147802847228676
"Crem",0,0,0,-0.37729331525225,-0.286433666467025,-0.152667395239568,0,-0.694059956639386,0,0,0,0,0,0,-0.457299999593701,2.21320375349716,0,0,0,0,0,-0.0395978321295806,-0.0224125723548462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000127963634685185,0,0,0,0,0,0,0,-0.00437454076778143,0,0,0,0,0,0,0,0,0,0,-0.0189602109181354,0,0,0,0,0,0,0,0,0,0,0,-0.0136648190791509,-0.0121740380164322,0,0,0,0,0,0,0,-0.00620434704332013,0,0,-0.00652159401260167,0,0,0,0,0,0,0,0,0,-0.0071147567153731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195010310737073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ctcf",0,0,0,0,0,0,0,0,0,-0.0100994700429354,0,0,-0.0383759426378944,0,0,0,1.18944928198651,0,0,0,0,0,0,0,-0.0528203581285162,0,0,0,0,-0.0190496272758505,0,-0.0162297426259111,0,0,0,0,0,0,0,0,0,0,-0.00461293441441001,-0.00348537751892012,-0.00943345688013642,0,-0.140221672199654,0,0,0,0,-0.00122107751573381,0,0,0,0,0,0,0,0,0,0,-0.029597035438445,0,0,-0.0134224881059273,0,0,0,0,0,-0.0305470826021196,-0.0140427427478204,0,-0.0225209202257097,0,-0.00346006442782933,-0.00996459148600248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105383414560508,0,0,0,-0.0221838160434092,0,0,-0.00814832733035926,-0.00473376354540394,0,-0.0688227123169808,-0.0406192994945167,0,-0.0278855823359208,-0.0137736244663347,0,0,-0.0475812306246762,0,-0.00653977430206641,0,0,0,0,0,-0.0558887438735201,-0.0101317848739323,-0.0927904069748386,-0.0473074943357557,-0.0031713426359703,0,0,0,0,0,0,0,0,-0.00146364376864499,0,0,0,0,0,-0.0447664489341443,0,0,0,0,-0.0576297194291871,0,-0.0339530932072571,-0.00626827626218455,0,0,0,0,-0.000430475557992659,0,-0.017030674270243
"Ddit3",0,0,0,0,-0.0643540698371482,0,-0.919335525026555,0,-0.00155549601217058,-0.0120109087084727,0,0,0,0,0,0,0,1.55885514591286,0,0,0,0,0,0,0,0,0,0,0,-0.00130603116634825,0,0,0,0,0,0,-0.0102980540112581,-0.00197214625767503,0,0,0,0,-0.0561748356548835,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121687880915553,-0.00307983344068543,0,0,0,-0.00955099521735335,0,0,0,0,0,0,0,0,0,0,-4.10051561910448e-05,0,0,0,0,0,0,0,0,0,0,0,-0.0322194718253392,0,-0.00635627740843378,0,0,0,-0.00507370715753727,0,0,0,0,0,0,0,0,0,-0.0206480577228054,0,0,0,0,-0.00530433637947548,-0.0222417623215456,-0.0171456293553235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0247802342770893,0,-0.0092453877319529,-0.0250391052277425,0.0209912901632558,0,0,0,0,0,0,-0.00583997561175642,-0.00337443643528998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E2f1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70061180341736,-0.191839459737281,-1.57787730571887,-0.102369862769594,-0.0157263412407162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164645256493345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215249332459399,0,0,-0.316640843044703,0,-0.182007477920121,-0.231918197426139,-0.561120842520484,0,0,0,0,-0.0297878636326734,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265679663233922,0,0,0,0,0,-0.0772606024996197,-0.200671390867882,0,0,0,0,0,0,0,0,0,0.0111094957745019,0,0,0,0,0,0,0,0,-0.00253663963966568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.209038948200889,0,0,0,0,-0.00431584889973799,0,0,0,0,0,0,-0.0541961705469364,0,0,0,0,0,0,0,0,0,0,0,-0.0105722704313415,-0.0301535352267129,0,0,-0.0524687152970276
"E2f3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00930351215221265,0,0,0,-0.191841198860561,1.67327430433931,-0.0592158679620908,0,0,-0.0456883454273179,0,0,0,0,-0.00187680227927488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143041665557549,0,-0.0124093998921896,0,0,0,0,0,-0.0258717421145443,0,0,0,0,0,0,0,0,0,0,-0.0199862422693565,0,0,0,0,0,0,0,0,0,0,0,-0.00916748144910581,-0.0323241148019653,0,0,0,0,-0.019154100972802,0,0,0,0,0,0,-0.0406346815406345,0,0,0,0,0,-0.0118494429280187,0,0,0,0,0,0,0,0,-0.0389186314110799,0,0,0,0,0,0,0,0,-0.073293354895912,-0.014553462007455,-0.139159328727426,-0.00461396450432327,0,0,0,0,0,0,0,0,-0.0133158683627143,0,0,0,0,0,-0.521220827665217,0,0,0,0,0,0,0,0,-0.0134572571587556,0,0,-0.038800271091522,0,-0.0271425454310729,0,0,-0.0474167957910777,0,0,-0.0053845596322691,-0.0730939896400477,0,0,-0.079828156104895,-0.0484803657480182,0,0,-0.0177073127012832
"E2f4",0,0,0,-0.00147863570395825,0,0,0,0,0.017975636400802,0,0,0,0,0,0,0,0,0,-1.57791142481597,-0.0592351470027324,3.54102390832501,0,0,0,0,0,0,0,0,0,0,0,0,0.0171889433336188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0812280387264687,-0.185419424384991,0,0,0,-0.0179738654328021,-0.12517538503467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0162974384809601,-0.0112463990084853,0,0,0,0,0,0,-0.0843213842659447,0,0,0,0,0,0,0,-0.00786312492356431,0,0.0144908123815178,0,0,0,0,0,0,0,0,-0.272235101820564,-0.0476552771458321,-0.866244711525503,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418249669084504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168746399150721,0,-0.0782000874856532
"Egr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396030860451097,0,0,-0.102438482177883,0,0,3.50371646444828,-2.13867375512696,0,0,0,0,0,0,0,0,0,-0.0118990459733848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107816308593239,0,0,0,-0.0429230862406541,-0.0756059176867018,-0.304960229108788,-0.0450641898125629,0,0,0,0,-0.0334401426154522,0,0,0,0,-0.043512673532344,-0.0121315002964834,0,0,0,0,-0.0146718244606553,0,0,-0.056574678590474,0,0,0,0,-0.117757142244601,0,0,-0.000689088623980941,-0.0153050841964596,0,0,0,-0.00427824773879101,0,0,0,0,0,0,0,0,-0.0296711671822847,0,0,0,0,0,-0.00781384735089372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121831080529381,0,0,0,0,0,-0.187477578797949,-0.00737115102302626,-0.067274659349946,0,0,0,0,0,0,0,0,0,0,0,-0.0363704046800983,-0.0561581655558375,0,-0.00428265018179209,-0.035019202958378
