"","Ahr","Arnt","Arntl","Atf1","Atf2","Atf3","Atf4","Atf7","Batf","Bbx","Bcl6","Bhlhe40","Cbfb","Cdx1","Creb1","Crem","Ctcf","Ddit3","E2f1","E2f3","E2f4","Egr1","Egr2","Elf1","Elf2","Elf4","Elk1","Elk3","Elk4","Ets1","Etv3","Etv6","Fli1","Fos","Fosb","Fosl2","Foxj3","Foxn3","Foxo1","Foxo3","Foxp1","Gabpa","Gata3","Gfi1","Glis3","Gmeb1","Hic1","Hlx","Hmg20b","Homez","Hsf2","Ikzf1","Ikzf3","Irf1","Irf2","Irf3","Irf4","Irf7","Irf8","Isl2","Jun","Junb","Jund","Klf10","Klf13","Klf2","Klf3","Klf4","Klf5","Klf6","Klf7","Klf8","Mafk","Max","Maz","Mbd2","Mecp2","Meis3","Meox2","Mlx","Mxd1","Myc","Nfatc1","Nfe2l2","Nfil3","Nfkb1","Nfkb2","Nfya","Nfyb","Nfyc","Nr1i3","Nr4a1","Nr4a2","Nr4a3","Nrf1","Patz1","Pbx4","Phox2b","Pknox1","Prdm1","Rel","Rela","Relb","Rfx1","Rora","Runx1","Runx2","Runx3","Setbp1","Smad3","Snai1","Snai3","Sp1","Sp110","Sp2","Sp3","Sp4","Srebf1","Srebf2","Stat1","Stat2","Stat3","Stat4","Stat6","Taf1","Tbx21","Tcf12","Tcf3","Tcf7","Tef","Tfdp1","Tfe3","Tgif1","Thap11","Thrb","Tigd2","Tlx2","Trp53","Usf1","Usf2","Wt1","Xbp1","Zbtb17","Zbtb3","Zfp143","Zfp212","Zfp260","Zfp263","Zfp281","Zfp287","Zfp335","Zfp341","Zfp398","Zfp422","Zfp566","Zfp64","Zfp692","Zfp740","Zfx"
"Bcl6",0,0,0,0,0.000800490807645115,0,0.00711131072569987,0,0,0.0250833046437972,1,0,0,0,0,0,0.00383307935595387,0,0,0,0,0,0,0,0.00684979464035741,0,0,0,0,0.0033697246478513,0,0.00418684678120954,0,0,0,0,0.00367902109229922,0,0.00909385162986201,0,0,0,0.0289260273109983,0.00212031496406687,0,0,0.0116707848166469,0,0,0,0,0.00690092226377113,0,0,0,0.14485577372735,0.00765161905632653,0,0.00217919584389619,0,0.00127554612553544,0,0.00997941831594009,0,0,0,0,0,0,0,0,0,0.00374903455284008,0,0.0820623324560633,0,0,0,0,0,0,0,0.0160538780770209,0,0,0,0,0,0,0,0,0.00778447568623545,0.00185031218386752,0,0,0,0,0,0.0105250714814474,0.0157741977492033,0.00281048856568516,0.279594473043974,0,0,0.0145869430273416,0,0.00581808139623988,0,0,0.0325623273326761,0,0,0,0.00617708093698147,0,0,0,0,0.0170245564527185,0,0,0.0255255496153396,0.0476203454205578,0.010394348016415,0,0.0264787802418123,0.000208477763668226,0.00319018416779621,0.0432033821150922,0,0,0,0,0,0,0,0,0.000621325890267638,0,0,0.00884248206800432,0,0,0.00779197454815434,0,0.110512606247127,0.0563945475056736,0.00374177069021383,0.004287445995169,0.0501053492468583,0.0124324951379431,0.00362649144502823,0.0898787941599163,0,0,0,0,0,0
"Bhlhe40",0,0.161292020462657,0.100405934196758,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184292712983156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884338167873041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109488243387764,0,0,0,0,0,0,0.0232551063145609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cbfb",0,0,0,0,0,0,0,0,0.00402869497938465,0.00110284800710174,0,0,1,0,0,0,0.0159519081429941,0,0,0,0,0,0,0,0.00273773273104065,0,0,0,0,0.000944541789411042,0,0.0181799894362875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00335297254543437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214750452653102,0.180514067313424,0.161230172459303,0,0.0118327573428098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00725817062855657,0.00780940189767913,0,0.0146542859342392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cdx1",0,0,0,0,0,0,0,0,0.0141631692680314,0.00522975743655263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193484295008146,0.00826233492495095,0,0,0,0,0.00872802815501138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064187434836901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127846528301591,0.00920060252815552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172041292267652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00673660428242014,0,0,0,0,0,0,0,0,0
"Creb1",0,0,0,0.33682702937531,0.113571597577171,0.0506766685010686,0,0.167659701151252,0,0,0,0,0,0,1,0.188648752965034,0,0,0.00347373442753744,0.00129561173491366,0.0019703095925742,0,0,0,0,0,0,0,0,0,0,0,0.00780412854519446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104748432944224,0.0062250285950951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00506393232401495,0.00322680933474611,0,0,0,0,0.00638500531903723,0.00501250668651721,0,0,0,0,0,0,0,0.00504022599670306,0,0,0,0,0,0,0,0,0,0,0,0.000955471024089099,0,0,0,0,0,0.00100705059568263,0,0,0,0,0,0,0,0,0,0.00257004732773431,0,0,0,0,0,0,0,0,0,0,0.000868923392843102,0,0,0,0,0,0,0,0,0,0,0,0,0.00310042652163361,0,0,0.00811945322453387
"Crem",0,0,0,0.170199932353889,0.145209732976941,0.0670749566370748,0,0.218296961689816,0,0,0,0,0,0,0.188654887038806,1,0,0,0,0,0,0.0154288513926622,0.0112077240574376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104108542356699,0.00221479556098557,0,0,0,0,0,0,0,0,0,0,0.00307884501558545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000427885917583426,0,0,0,0,0,0,0,0,0,0,0.00796369070553503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ctcf",0,0,0,0,0,0,0,0,0,0.00598447336122827,0.00383956715165329,0,0.0159606216353744,0,0,0,1,0,0,0,0,0,0,0,0.0279661138816091,0,0,0,0,0.0137703585616133,0,0.0154441775771855,0,0,0,0,0,0,0,0,0,0,0.00125784578379584,0,0,0,0.0985676034939225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152101624352491,0,0,0.0067285249371964,0,0,0,0,0,0.0168622683511521,0.00541645176542113,0,0.0143368213498632,0,0,0.0054415972389332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00431634960802298,0,0,0,0.00352354590488968,0,0,0,0.00969900907198555,0,0,0.00840898935789013,0.00184370844064928,0,0.0462568861215596,0.0284731123553414,0,0.0203804943622109,2.2308203272908e-05,0.00523696680630838,0.00191400775209807,0.0252913065557981,0,0.000181796173181339,0,0,0,0,0,0.0290195120244035,0.00583124743538113,0.0605850419388286,0.0340479294488948,0.00023259149996885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224449936822105,0,0,0,0,0.0316170719860128,0,0.0203121234236965,0.010579126247113,0,0,0,0,0,0,0.0112797498029587
"Ddit3",0,0,0,0,0.0214734776469108,0,0.472973980952093,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000208249019502068,0,0,0,0,0,0,0,0,0,0,0,0,0.030467478872678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00566209732656469,0,0,0,0,0.00749172911808086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243607938306882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00379587772302226,0.0118859838342023,0.00228438061539185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00735415526390126,0,0,0.00365784351857524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E2f1",0,0,0,0.000627207695543642,0,0,0,0,0,0,0,0,0,0,0.00347910487572205,0,0,0,1,0.0713926537056482,0.312153145045753,0.0308041876614613,0.018925778360995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00450546373891331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122992023331282,0,0,0.0647536711585032,0.0257347141746964,0.057289241923644,0.0620926968595591,0.112036680775744,0.021307061815417,0,0,0,0.0164204422435791,0,0,0,0,0,0.00235059929662528,0,0,0,0,0,0,0.00768653698114065,0.00486928434893502,0,0,0,0,0.0320404810220325,0.0586461632350045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218730295679342,0.0197059473233935,0.0118489884864201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0886797682104727,0,0,0.00469867129254108,0,0,0,0,0,0.0015750008712266,0,0,0.0228136770455061,0,0.000521750477629228,0,0,0,0,0,0,0,0,0,0.0165335548169948,0.0174185054275517,0,0,0.0232441224313053
"E2f3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128987776238679,0,0,0,0.071394452327645,1,0.0383584084359013,0,0,0.0206598619804816,0,0,0,0,0.00615443577147884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00657226701624979,0,0,0,0,0,0.00951530706713292,0,0,0,0,0,0,0,0,0,0,0.0124651924101867,0,0,0,0,0,0,0,0,0,0,0,0.00317952863196161,0.0180635904944008,0,0,0,0,0.00773141218549688,0,0,0,0,0,0,0.013590832090596,0,0,0,0,0,0.0116043773752296,0,0,0,0,0,0,0,0,0.0238379597882209,0,0,0,0,0,0,0,0,0.0377662955230791,0.00045100920398452,0.0469643429905187,0.0192582403468185,0.00124429529247366,0,0,0,0,0,0,0,0.00596239237372353,0,0,0,0,0,0.281573647800252,0,0,0,0,0,0,0,0,0.00372669522213703,0.00463710483424456,0,0.0243888787340223,0,0.00872335701565649,0,0,0.0226871534067039,0,0,0,0.0362079780629062,0,0,0.044443358059503,0.0300014775763133,0,0,0.0147820169105098
"E2f4",0,0,0,0.00255701632113754,0,0,0,0,0,0,0,0,0,0,0.00196886436624878,0,0,0,0.312170877480371,0.0383528057418891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196845664928618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00419216728146211,0,0.0425560107723838,0.0578056163250938,0,0,0,0.037405290525322,0.0437418932371759,0,0,0,0.0040643402018374,0.00145097685325407,0,0,0,0,0,0,0,0,0,0,0.00860950007903045,0.00596008395222184,0,0,0,0,0,0.00474347980293816,0.0421916202461548,0,0,0,0,0,0,0,0.0108503193071847,0,0,0,0,0,0,0,0,0.00834401124422697,0,0.06620476196935,0.0410942362617635,0.180363017808192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395466642190383,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00338988446733301,0,0,0,0,0,0,0,0,0,0,0,0.0121040549028614,0,0.0348041692299502
"Egr1",0,0,0,0.00484807596222787,0,0,0,0,0,0,0,0,0,0,0,0.0153976644987492,0,0,0.0308246947549893,0,0,1,0.468035263706072,0,0,0,0,0,0,0,0,0,0.00728371159563449,0,0,0,0,0.00447547868284344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494442911209176,0.00289761970198538,0,0.00768885300207294,0.028721660894151,0.0376337445056779,0.073842603587399,0.0182139064003033,0,0,0,0,0.0189030912326111,0.00696604555169457,0,0,0.000255912420481237,0.0200139723022216,0.00733130083127535,0,0,0,0,0.00956620909997808,0,0.00418666799850376,0.0156316551104748,0,0,0,0,0.0477971229659731,0,0,0,0.0102723198162412,0,0,0,0.00336454530039912,0,0,0,0,0,0,0,0,0.0138517317542865,0,0,0,0,0.00527836457603982,0.0103467233922816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00162594317793762,0,0.0051565627649145,0,0,0.00116333416048527,0.00343555864174329,0,0.0613408558292659,0.00611294282534668,0.0268711920016583,0,0,0,0,0.00336432300921269,0,0,0,0,0,0,0.0244716842331677,0.027443671307867,0,0.00829549770936407,0.018026187248818
"Egr2",0,0,0,0,0,0.00046213088849779,0,0,0,0,0,0,0,0,0,0.0112047120332493,0,0,0.0189357254735781,0,0,0.468037162906436,1,0,0,0,0,0,0,0,0,0,0.00898634177705308,0,0,0,0,0.019148309635497,0,0,0,0,0,0,0,0,0.00380148078828463,0,0,0,0,0,0.00619166726225953,0,0,0,0,0,0,0,0.00528844400099399,0,0,0.0640909920480034,0,0,0,0.0509054040374344,0.0491765836903505,0.053769568515196,0.0157161856765865,0,0,0,0,0,0.000319828337256399,0,0,0,0.0111986567361265,0.00555474206468246,0,0,0,0,0.0116320066691177,0,0,0.00703643195226213,0.00930805991947413,0,0,0,0.0206600658215158,0,0.00270977634699969,0,0.0039190963411177,0,0,0,0.00199159970542323,0,0.0115477437352243,0,0,0,0,0,0.0142568859468387,0.00815659849797663,0,0,0,0,0,6.58044197369891e-05,0,0,0,0,0,0,0,0.0114621456269629,0,0,0,0,0,0,0,0,0.000605317344684513,0,0,0.0119928593495378,0,0,0.0606901804426605,0.00417701819761912,0.0150233411022098,0,0,0,0,0.00788384794511409,0.039237799813158,0,0,0,0,0,0.00136175320950489,0,0,0.0112479248785626,0.00495990391872043
"Elf1",0.00255559557986386,0.00115961887765869,0,0.0133213080492188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206591069318536,0,0,0,1,0.125275980224188,0.0966375587808694,0.0853942943049944,0,0.105224088431575,0.0729235069312811,0,0.0294107993014515,0.101895222479186,0,0,0,0,0,0,0,0,0.156466738661307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00554214399739489,0,0,0,0,0,0,0,0.00454677682126799,0,0,0,0,0.00187718701720581,0,0,0,0.0036901665141216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00436602998232333,0,0,0,0.0198666212583136,0,0,0,0,0.0055233639118663,0,0,0,0,0,0,0,0,0,0,0,0.000120226326003259,0.00573688891428186,0,0.00645798659532621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010908571839028,0,0,0.00759697683287775,0.00136911443466872,0,0,0,0.00776337057826058,0.00570513103579938,0,0
"Elf2",0,0.0085183219372933,0,0,0,0,0.00390753483518393,0,0,0,0.0068510688443356,0,0.00274626883975903,0,0,0,0.0279651951486999,0,0,0,0,0,0,0.125280438182016,1,0.207144449692011,0.0682320226847012,0,0.0729352949274818,0.0538319547378273,0,0.220066462468193,0.0160895384702605,0,0,0,0,0,0,0,0,0.0299140479607542,0,0,0.00347787410778101,0,0.0134988758658824,0,0,0,0,0.00267711217386506,0.0081680403127523,0,0,0,0.00143539950970779,0,0.00177571672680774,0,0,0.000583169804346585,0.000507737038977532,0,0,0,0,0,0,0,0,0.00609587075313788,0.00602346225949456,0,0,0,0,0.0151408702917342,0,0,0,0,0,0.00769837671886623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00249212482029187,0,0,0,0.00279481661752113,0.00368079764748293,0,0,0,0,0.00568648806774178,0,0,0,0,0,0,0.00459551553628324,0.00367016680557517,0,0,0,0.0427182604295984,0.0100103922579072,0,0,0.00955032580145929,0.0146310048960108,0,0,0,0,0,0,0,0,0,0,0,0,0.00603493666310956,0,0,0,0.00417353899701386,0,0,0,0.00791951579545857,0.0141141996556341,0,0.0153233305707878,0,0.00480383140417992,0,0,0,0.000757481022476251,0,0
"Elf4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0966392074235279,0.207142719546995,1,0.107048454219761,0.137270809718157,0,0,0.159970999341281,0.0290448085974278,0,0,0,0,0,0,0,0,0,0.0558170673229063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elk1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853945076608438,0.0682294105898772,0.107058223672827,1,0.264758753830769,0.10392105629059,0.0290354037081501,0.0556195335985677,0.041800963372969,0.0963005322899551,0,0,0,0,0,0,0,0,0.223845027136767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elk3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13727229309074,0.264760354631845,1,0.102349215218387,0,0.17478439083064,0,0.070524644569646,0,0,0,0,0,0,0,0,0.130482562204321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elk4",0,0.00145297068119476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00615233868326565,0,0,0,0.105220795523934,0.0729271845930458,0,0.103917194570295,0.102345186620996,1,0.18573319437572,0.0506353184065007,0,0.20553540302639,0,0,0,0,0,0,0,0,0.132991825042697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00689627295726235,0,0,0,0,0,0,0.00422964729642564,0,0,0.00116723291152691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000616330672559691,0,0,0,0,0,0,0,0.0103361149305247,0,0,0,0,0,0,0,0,0,0,0,0.00204018242358772,0.0127285449335332,0,0,0,0,0,0,0,0.0153588409714744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132585807119561,0,0,0,0,0.00784534659749109,0,0,0.00280329165151044,0,0,0,0.000949635750767636
"Ets1",0,0.000380634885934666,0,0,0.000135030050058414,0,0.00301833503488761,0,0,0.00820637941433524,0.00336818277043265,0,0.0009603233287917,0,0,0,0.0137678871326121,0.000204110924500178,0,0,0,0,0,0.0729305541467391,0.0538292761002173,0,0.0290388623306406,0,0.185731063757441,1,0.0399137621086973,0.235224823535958,0.183341103833268,0,0,0,0,0.00343835577273212,0.00921796186436865,0,0,0.0977440154957413,0.00207527799016811,0,0,0,0.0101974029740195,0,0,0,0.00421626538066824,0.00615493273821516,0,0,0,0,0.0131256613973982,0,0.0283571569506405,0,0,0,0.0159133961255213,0,0,0,0,0,0,0,0,0,0,0,0.00396511213949594,0,0,0,0,0,0,0,0,0.0016702282681654,0,0,0,0,0,0,0.00591596203462199,0,0,0,0,0,0,0,0.0103573821106609,0.000848050867156012,0,0,0,0.00745964869989853,0.00522406860140637,0,0.00355626076418098,0.00769670127922466,0,0.0134008095842094,0,0,0,0.00328908539629917,0,0,0,0.0036835087210626,0.00523643032925704,0,0,0.00223809635267527,0.000411324131350546,0.00791403064386339,0,0.0105451633772613,0.0103931802307428,0.0138082495501827,0.00557794758104679,0,0,0,0,0,0,0,0,0.00824797652391807,0,0.00209350186358006,0,0,0,0.00216367437591571,0,0,0.0195653540314918,0,0.0017651700856226,0,0.0279238513638672,0,0.0192945745723421,0,0,0,0,0,0
"Etv3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159969894514078,0.0556205877047597,0.17477978179299,0.0506357471552677,0.0399115634647066,1,0.0419541175691751,0.109915607551911,0,0,0,0,0,0,0,0,0.0753807011085046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Etv6",0,0,0,0,0,0,0,0,2.91011556840167e-05,0.0136328856936573,0.00417710293253077,0,0.0181797614056055,0,0,0,0.0154387223476169,0,0,0,0,0,0,0.0294117914434444,0.220064056895919,0.0290450129145992,0.0418006276187303,0,0,0.235225126024444,0.041948932668219,1,0.0142021278121945,0,0,0,0.00868783422195291,0.00683016711327246,0.0218943200191441,0,0,0.0444482012415629,0.0272880073186315,0,0,0,0.00602627167029487,0,0,0,0.0105137801403133,0.00729475651711818,0,0,0.00831129562420708,0.0107978723184741,0.0185981271570321,0,0.0218597160019185,0,0,0.00291776381013972,0.0116952653971053,0,0,0,0,0,0,0,0,0,0.00931564472354881,0,0,0,0,0,0,0,0,0,0.0151184190698628,0.0157577951076337,0,0.00110535710285721,0.00822017538599877,0,0,0,0,0,0,0,0,0,0.00235984194479178,0,0,0,0.0118451864328765,0,0,0,0.0108869141951623,0.00824573915546398,0.0160962837111739,0.0177708650644979,0,0.0129592474354646,0,0,0,0,0,0,0,0,0,0,0,0.0218724135794137,0.00503898872333424,0.0206617405988146,0,0.028200142549548,0.00107260561977956,0.00835274886270829,0.0400099265949117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00176621440144582,0,0,0,0,0.0048194846633813,0,0,0,0,0,0,0,0
"Fli1",0,0.0011513820107843,0,0.00650785407970895,0,0.00259620512743071,0,0,0,0,0,0,0,0,0.00780811252394597,0,0,0,0,0,0,0.0072951717196531,0.00898519231802808,0.101898954783025,0.0160887373443728,0,0.0962986355079512,0.0705219563503849,0.205532421503285,0.183342375039772,0.109908592018515,0.0142043338026189,1,0,0,0,0,0.00597814949815769,0,0,0,0.171534115026216,0,0,0,0.00838875373188511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00451540127396207,0,0.00152471693468001,0.00613204184915926,0.00547212698336201,0.00983157030576801,0,0,0,0,0,0.00247725871388787,0.0169317670624621,0,0,0,0.00614646360969961,0,0,0,0,0,0,0,0.00420862729541504,0.00395940540501277,0,0,0,0,0.0178714893612792,0,0,0,0.00770554133361513,0,0,0,0.000761411836352376,0.0113249704705868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130234472172839,0,0,0,0,0,0,0,0,0,0,0,0,0.00595205132261685,0.0021176786430554,0.00354551686290011,0.0183154356815879,0,0,0,0.00820489532297283,0,0,0.0025845885408362,0,0,0,0,0,0,0.00033690979613828,0,0,0,0,0,0,0.0366149781307972,0,9.80740905686393e-05,0.000958283966852848,0.015637051688712
"Fos",0,0,0,0,0,0.00433042803591793,0,0,0.139687351066532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.357453781251315,0.181893632490276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157554877333258,0.0874867504129969,0.0671189483560555,0,0,0,0,0,0,0,0,0,0.0364583335972426,0,0,0,0,0,0,0,0,0,0.0053819483823465,0.0278576920863843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217076495905457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275284860221564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fosb",0,0,0,0,0,0.0228111331081936,0,0,0.177424631870489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35745401980381,1,0.157095390398534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118946287193782,0.130421717150117,0.0684829697997761,0,0,0,0,0,0,0,0,0,0.0197126837361942,0,0,0,0,0,0,0,0,0,0.000353972762661908,0.0147431517805432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000739105965916108,0.00221402448067355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171344577183585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fosl2",0,0,0,0,0,0.356532727683561,0,0,0.0934526929780567,0.00707843156936221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181892299638291,0.157103551917669,1,0,0,0,0,0,0,0.0052550984189212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122617190123653,0.0482635293744105,0.099465283730048,0,0,0,0,0,0,0,0,0,0.0444733199005266,0,0,0,0,0,0,0,0,0,0.00138549840537792,0.0423822003156732,0.00045325597713217,0,0,0,0,0,0.00792280033678327,0.000963899113288689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103438201725832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00363685341426798,0,0.00535004762456137,0,0,0,0,0,0,0,0,0,0,0,0,0
