"","AHR","ARID3A","ARNT","ARNTL","ATF1","ATF2","ATF7","BATF","BBX","BCL6","BHLHE40","BHLHE41","CBFB","CEBPB","CREB1","CREM","CTCF","DDIT3","DMRT2","E2F1","E2F3","E2F4","E2F6","EGR1","EGR2","ELF1","ELF2","ELF4","ELK1","ELK3","ELK4","EOMES","ETS1","ETS2","ETV3","ETV5","ETV6","FLI1","FOS","FOXD2","FOXJ2","FOXJ3","FOXN3","FOXO1","FOXP1","GABPA","GATA3","GFI1","HEYL","HIC1","HINFP","HMG20B","HOMEZ","IKZF1","IKZF3","IRF1","IRF2","IRF3","IRF4","IRF7","IRF8","IRF9","ISL2","JDP2","JUN","JUNB","JUND","KLF10","KLF13","KLF2","KLF3","KLF6","KLF7","KLF8","KLF9","MAFK","MAX","MAZ","MBD2","MECP2","MEIS3","MEOX2","MLX","MXD1","NFATC1","NFE2L1","NFE2L2","NFIL3","NFKB1","NFKB2","NFYA","NFYB","NFYC","NR1D2","NR3C1","NR4A2","NRF1","PATZ1","PAX9","PBX3","PKNOX1","PRDM1","PRDM16","PRDM4","RBAK","RELA","RFX1","RFX7","RORA","RUNX1","RUNX2","RUNX3","RXRB","SETBP1","SMAD3","SMAD4","SNAI3","SP1","SP110","SP2","SP3","SP4","SPI1","SREBF1","SREBF2","STAT1","STAT2","STAT3","STAT4","STAT5B","STAT6","TAF1","TBX21","TCF12","TCF3","TEF","TFDP1","TFE3","TFEB","THAP11","THRB","TIGD2","TRP53","USF1","VAX2","XBP1","ZBTB14","ZBTB17","ZBTB20","ZBTB3","ZBTB49","ZFP143","ZFP212","ZFP213","ZFP260","ZFP263","ZFP281","ZFP287","ZFP324","ZFP335","ZFP398","ZFP410","ZFP422","ZFP523","ZFP566","ZFP64","ZFP740","ZFP768","ZFX","ZSCAN20"
"ELK1",0,0,0,0,-0.00606810256855837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.230102629122551,-0.134309054815697,-0.248844964797304,2.99370313198005,-0.599041196012011,-0.274143952738326,0,-0.0616858530810342,0,-0.0224251094020631,-0.335854624162326,-0.083629357043224,-0.308635629903527,0,0,0,0,0,0,0,-0.718707505080022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0017472069934398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00870712085754027,0,0,0,0,0,0
"ELK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.235118453804061,-0.599066494473349,2.86416854249417,-0.21712138689644,0,0,0,-0.240909783005,-1.03414324938732,0,-0.137158028665709,0,0,0,0,0,0,0,-0.326506837242203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ELK4",0,0,-0.00150910361165055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008164366991233,0,0,0,-0.00376747454401032,-0.254276851048798,-0.130248839993405,0,-0.274102531933726,-0.217105783302612,2.67557148169587,0,-0.455699081738563,0,-0.0687972885907731,-0.141481726999562,0,-0.604753136155244,0,0,0,0,0,0,0,-0.403142052225798,0,0,0,0,-0.00691759163830653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00111452882549363,0,0,0,0,0,0,0,0,0,-0.00406619647684532,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116559375392686,-0.00636724098693723,0,0,0,-0.00147975671592388,0,0,-0.00300013317281459,0,0,0,-0.00089111079634136,0,0,-0.00772377508794669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030166483542289,0,0,0,0,0,0,0,0,0,-0.023743862278924,0,0,0,0,0,0,0,0,0,0,0,-0.00198083240752718,0,-0.0125493068375778,0,0,0,0,0,0,0,-0.0174567733123059,0,-0.00660104166946611,0,0,0,-0.00149888273112772,0,0,0,-0.02079522451576,0,-0.000214073748172287,0,0,-0.0215267638973707,0
"EOMES",0,0,0,0,0,0,0,-0.00133791864609055,-0.000568821513008662,0,0,0,-0.0297090698883051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20767041780049,0,0,0,0,-0.0147252933298617,0,-0.0281231368707987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127762803461006,-0.00452066077172276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00373909955421477,0,0,0,0,0,0,-0.00440884944897706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00701226128031769,-0.00742987503462711,-0.0245489750342954,-0.0111874556389021,0,0,-0.000124939668208815,0,0,0,0,0,0,-0.00745531161758215,0,0,0,0,0,0,0,-0.012082382612164,0,-0.567886314474187,-0.00506616683784077,-0.0193562599518381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.174428748709621,-0.0683297780465744,0,-0.0616681166173939,0,-0.455704007459299,0,2.53621686800487,-0.0889094927205968,-0.0975206864026708,0,-0.482245300325337,-0.633834181084168,0,0,0,0,0,-0.00115431483524788,0,-0.206939354396234,0,0,0,-0.00391242687947893,0,0,0,-0.0124540477075286,0,0,0,0,0,0,0,0,0,-0.00800963119833492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125208263612167,0,0,0,0,0,0,0,0,-0.00838706081298835,0,0,0,0,0,-0.0144553779294853,0,0,0,0,-0.0347790828366237,0,0,-0.00666334753035723,0,0,-0.0105462683086446,0,0,0,0,-0.00318989682776441,-0.0150896367372612,0,-0.0250402153061924,-0.0165104641268613,0,0,0,0,0,0,-0.256072731345454,0,0,0,0,0,0,0,0,0,-0.00381072262383362,-0.0230533994632814,0,0,0,0,0,0,0,0,-0.0208865971443211,-0.00235465805141865,0,0,0,0,0,0,0,0,0,0,0,-0.0149888968530603,0,0,0,-0.0239974010597621,-0.000777870741223565,-0.00929233948383407,0,0,0,0,0,-0.00235748053797518,0,-0.0193243184085727
"ETS2",0,-0.00174707966778623,0,0,0,0,0,0,0,-0.0678057772657028,0,0,0,0,0,0,0,-0.000100828925282303,0,0,0,0,0,0,0,0,-0.0663143935247737,0,0,0,0,0,-0.0888784507186764,1.21464918714599,0,0,0,0,0,0,0,0,0,-0.0266492944174811,0,0,-0.0264383764827168,0,0,-0.011318975755778,0,0,0,0,-0.0557648299572118,0,0,-0.110081291460945,-0.00991536279387367,0,-0.047258838547745,0,0,0,0,-0.00120423667060076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00207042531469293,0,0,0,-0.0175407852049477,0,0,0,0,0,-0.00338471559262946,0,0,0,0,0,-0.00302026159659848,-0.0245987979185462,0,0,-0.134656529069759,-0.0874106894681617,0,0,0,-0.00559872418578662,-0.0295314913779613,0,-0.00172844560936756,0,-0.0238427798933224,-0.0307153210949618,0,0,-0.0179857596534371,0,0,0,-0.145984475186976,0,0,0,0,0,0,0,0,0,0,0,-0.0106666495219409,0,0,0,0,0,0,0,-0.00309329057977513,0,0,0,0,0,0,0,0,0,0,0,-0.070538607546508,-0.00181741463376419,0,0,0,-0.0202227191753387,-0.0518522425993557,0,0,0,0,0,0,-0.00213615922453007,0,0
"ETV3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.287623569655107,-0.0224163429015037,-0.240880598047301,-0.0687525750692904,0,-0.0974653232189306,0,1.80862103266751,-0.388295166153829,-0.0614672814813263,-0.19213712180615,0,0,0,0,0,0,0,-0.189389582607022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETV5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182477595915494,-0.335793763926088,-1.03413489235417,-0.141474795387361,0,0,0,-0.388316655666857,2.46294805225929,0,-0.0200132741783203,0,0,0,0,0,0,0,-0.170599230799679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETV6",0,0,0,0,0,0,0,0,0,0,0,0,-0.0014877260447844,0,0,0,-0.00796275189091314,-0.0054149012253939,0,0,0,0,0,0,0,-0.03934776929705,-0.468247315213154,-0.0159047647143666,-0.0836083436219908,0,0,-0.0147323440014664,-0.482223279581226,0,-0.0614736029748392,0,1.95145666293671,-0.0747944343547629,0,0,0,-0.00289597293893918,-0.01526034087282,-0.0405160962091081,0,-0.0479645361173267,-0.0417439912135301,0,0,-0.0252705245813109,0,0,0,-0.0148276967066696,0,0,0,0,0,0,-0.000698321357106371,0,0,0,-0.000635820725902586,-0.0268790534919791,0,0,0,0,0,0,0,0,0,-0.00287935191408063,0,0,0,0,-0.0171754887278644,0,0,0,-0.00280997022324653,-0.00177900684776145,-0.0135483824378858,0,0,-0.0179385099347383,0,0,0,-0.0362410062188979,-0.0339220877463335,-0.0100024007618667,0,0,0,0,0,0,0,0,0,0,0,-0.00129152345399331,-0.00804376297880812,-0.0016249001980248,-0.0365426980797898,-0.02882708465828,-0.00335613438464987,0,0,0,0,0,0,0,0,0,-0.393606897425016,0,0,0,0,-0.0394082089107072,-0.00772941656082968,0,-0.0221805127579446,0,-0.0291119653257925,-0.00193805844606185,-0.0131111830903436,0,0,0,0,0,0,0,-0.0103877526435519,0,0,0,0,0,0,-0.0121352290903532,0,0,0,0,0,0,0,0,-0.0100331737086744,0,0,0,0,0,0,0,0,-0.019056251760227,0,-0.00328935118585729
"FLI1",0,0,-0.00575115294136881,0,-0.0010810010967811,0,0,0,0,0,0,0,0,0,-0.0125245562648243,0,0,0,0,0,0,0,0,0,-0.00688112931176389,-0.185139821566591,-0.0357411323202514,0,-0.308599112196338,-0.13718138456132,-0.604748999612843,0,-0.63380053823077,0,-0.192128929427574,-0.0199729204446612,-0.0747895660371752,2.92997663156956,0,0,0,0,0,0,0,-0.614435234671778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00286436946400659,0,-0.0160496548792749,0,0,-0.00727869325828418,0,0,0,0,-0.0329811132258101,-0.0175302750625762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00659657004830387,-0.00349894851519106,0,0,-0.0176515218384797,0,0,-0.0231088640096685,0,0,0,0,0,0,0,0,0,0,0,-0.00605499215856788,0,0,-0.0228078468715104,0,-0.000102776972176985,0,0,0,0,0,0,0,-0.0176912726107556,0,0,0,0,0,0,0,0,0,0,0,-0.0132986682158889,0,0,-0.00465180359978897,0,0,0,0,-0.00614562448043891,0,-0.0174550327231779,0,-0.00278794227663837,0,0,0,-0.0122164979785553,0,0,0,0,-0.0566719039649375,0,0,0,-0.0247271996002416,0
"FOS",0,0,0,0,0,0,0,-0.544601293147945,0,0,0,0,-0.0108334761181842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281200300492456,0,0,0,0,0,0,2.21706755965278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00759927244997974,-0.491898586136526,-0.260054984798002,-0.575692177342104,0,0,0,0,0,0,0,0,-0.109546319852977,0,0,0,0,0,0,0,0,-0.00749670037608064,0,-0.109529522070556,0,0,0,0,0,0,-0.0822111689450692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FOXD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03778788133416,-0.167188172745555,-0.00247742863521826,-0.104257452661284,-0.374908361424547,-1.12869788872984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FOXJ2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167192706453087,1.44540025566284,-0.395131800106013,-0.219462258318005,-0.104134685486586,-0.296703046892541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00216026309913485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FOXJ3",0,-0.0352812971893114,0,0,0,0,0,-0.0187545935100287,0,-0.000838850408412594,0,0,0,0,0,0,-0.0183379361712332,-0.0096151805930455,-0.00754913111963343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00283106110344924,0,0,-0.00248027963849534,-0.39512983139547,1.505193681963,-0.192358523394992,-0.126891026376195,-0.0256514315827946,0,-0.0186408227054492,-0.00331062255808065,0,0,0,-0.00704716125414707,0,0,0,-0.0314900760555987,0,-0.00515858035897297,0,0,0,0,0,-3.37078618513815e-05,0,-0.00184601408236272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034115232202795,0,0,0,0,0,-0.000425237309415866,-4.49119565344617e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00457320535814321,-0.00208662277983819,-0.0131082490254116,-0.0254955972216681,-0.00747093134358809,0,-0.0170195249545926,0,0,0,0,0,0,0,0,0,0,-0.101979059382521,-0.0521326170657,-0.00567075269760689,0,0,-0.0132257519085161,0,-0.000109833892371705,0,0,0,0,0,0,0,0,0,-0.0234913472614888,0,0,0,0,0,-0.00482661562737999,0,0,0,0,0,0,0,0,-0.207076428028055,0,0,0,-8.40767272940782e-05,-0.255359006985971,0,0,0,0,0,0,0
"FOXN3",0,-0.0402927923506036,-0.0154884270332524,0,0,0,0,0,-0.0297646558287286,0,0,0,0,0,0,0,-0.0202562112598236,0,0,0,0,0,0,0,0,0,-0.00213934788660941,0,0,0,0,0,0,0,0,0,-0.0152407434270943,0,0,-0.104255881480196,-0.219463567469309,-0.192368241824624,1.40659131743001,-0.192756865794337,-0.239361636951693,0,-0.0341184323564691,-0.00589784516806568,0,-0.0159464189579909,0,0,0,-0.0197221348968741,0,0,0,0,0,-0.00587346209139873,0,0,-0.00706047568690703,-8.57560838997369e-05,-0.00792184009766166,-0.0224164246882049,0,0,0,0,0,0,0,0,0,-0.0114740499046157,0,0,0,0,-0.0405342053492831,0,0,0,-0.0251889419345283,-0.00398411448682471,-0.00729209875134373,-0.0048448502321885,-0.012170523796179,-0.0112251709778642,0,0,0,-0.0180518157324044,-0.0180120553879602,-0.0128526009666625,0,0,0,0,-0.00275957600453953,0,-0.0122463647197202,0,-0.0102640777210685,-0.0120487586733772,0,-0.0276408515654127,-0.0223973654359088,-0.0275976578036928,-0.035179924891867,-0.0101131986827841,-0.0172268448421059,0,-0.00597683220488692,-0.0153455009014463,0,0,0,0,0,0,-0.0157420949972965,-0.00365458229693953,0,0,0,-0.0205306113350793,-0.00120683275504363,0,-0.0128646499562337,0,0,0,-0.00511007006857362,0,0,0,0,-0.00433522921818459,0,0,-0.0371405936587585,0,-0.00570476931417083,0,0,0,0,-0.0281303126493186,0,-0.0022520055282147,-0.00475514911205534,0,-0.00923352097809548,0,0,0,0,-0.000159378564314561,0,-0.00610353541177304,0,-0.0113987780234719,0,0,0,-0.0294050312430436,0,-0.0171323122901265
"FOXO1",0,0,0,0,0,0,0,-0.00469761213637216,-0.014896844486107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0011222764807938,-0.0266335176271831,0,0,-0.0404827674390225,0,0,-0.374906252274685,-0.104134179271397,-0.126894576563436,-0.192749792159849,1.49007838874948,-0.333157330405566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000617996090967529,0,0,0,0,0,-0.0120922019761167,0,0,0,0,0,0,0,0,0,-0.00363879806042156,0,0,0,-0.0139254960088626,0,0,0,0,-0.0251633140840731,0,0,0,0,-0.0041480655042277,0,0,0,-0.00215606244635092,-0.0146684564270536,-0.00704279180242477,0,0,0,0,-0.0137516531862193,-0.00278682370448874,0,0,0,0,0,0,-0.0194107036842574,0,0,0,0,0,-0.0066815857908821,0,0,0,0,0,0,0,-0.0246683010779159,0,0,0,0,0,0,0,0,0,-0.00207632829298255,-0.0385071239837245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.77988642357901e-05,0,0,-0.00447304414418937,0,0,0,0,0,0,0,0
"FOXP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.12870014974446,-0.296705948663453,-0.0256578542828504,-0.239356441768181,-0.333160390631411,2.16037413739284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GABPA",0,0,-0.00465496800602878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00118803883949313,0,0,0,-0.397752715975454,-0.0526834209441925,-0.0708309889749921,-0.71869542638237,-0.326491991311566,-0.403156889349056,0,-0.206904277629398,0,-0.189386909349383,-0.170600003556275,-0.0479329486844517,-0.614438232476529,0,0,0,0,0,0,0,3.1751216873011,0,0,0,0,-0.0100504745023202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00423613307872515,0,0,-0.0190339797692173,0,0,0,0,-0.00294676564519831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024216667789887,0,0,-0.00319689064856886,0,0,0,0,0,0,-0.0148072451528185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134626757310619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142243501342456,0,0,0,0,0,-0.000349708914910258,0,0,0,0,0,-0.0113551995528658,0,0,0,-0.000870766912652267,0,0,0,0,0,0,0,-0.0219545716735598,0,0,0,0,0,0
"GATA3",0,-0.035913921954573,-0.0068275257538875,0,0,0,0,-0.0157147372622209,-0.0421906440175775,-0.0147897951358305,0,0,-0.00730641940431704,0,0,0,-0.0300315686004068,-0.0298637931681747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264334575768571,0,0,-0.0417287432644749,0,0,0,0,-0.0186479533315682,-0.0341186627370032,0,0,0,0.990455891807267,-0.00524775414577134,0,0,0,0,0,0,0,0,-0.0111229441702061,-0.0125978745030128,-0.0153447663236351,0,0,-0.012235371455219,0,0,0,-0.0296559412188426,-0.00799061945038772,0,0,0,0,0,0,0,0,-0.0173329713358274,0,0,0,0,-0.000236249526211629,0,0,0,-0.0206793813337883,0,-0.0107152986903405,0,0,0,0,0,0,0,-0.0128235828479356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357911072807705,-0.0322465670225634,-0.0167492678305811,-0.00184915523072894,0,-0.00738624772302539,-0.0355474933880068,0,0,0,0,0,0,-0.0250806680506612,0,0,0,0,0,-0.00855873487129338,0,-0.00230868572082523,0,0,-0.00780628870046267,-0.00611613093831127,0,0,0,0,0,0,0,-0.0131245176432952,0,0,0,0,0,0,-0.00332851759287907,0,0,-0.00652193893377168,0,0,0,0,-0.0327505952980801,0,0,0,0,0,0,0,0,0,0,0,-0.012658976556347
"GFI1",0,-0.0272315870335242,0,0,0,0,0,0,0,0,0,0,0,-0.00364085582727089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00331556809690275,-0.00590084819915064,0,0,0,-0.0052487517758912,0.915720546374228,0,0,0,0,0,0,0,-0.00113811460666056,0,-0.013307542497269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00289737825144977,-0.0254279684005692,0,-0.0211499587458071,0,0,0,0,0,0,-0.0536561505826502,-0.000394308029420435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00735923421142503,0,0,0,0,0,0,-0.0025083289148604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.9182342581308e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HEYL",0,0,-0.151788002518394,-0.16157989487237,0,0,0,0,0,0,-0.155841458693454,-0.176540503479737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16426294259228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.069280975287171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HIC1",0,0,0,0,0,0,0,0,-0.0056208166660939,-0.00557147318007115,0,0,-0.00375770311829535,0,0,0,-0.146251749599157,-0.00242885742589632,0,0,-0.00577507478103447,0,0,0,0,0,-0.0118083971689948,0,0,0,0,0,-0.00391572254521545,-0.0113218614299446,0,0,-0.0252658034562368,0,0,0,0,0,-0.0159504227974129,0,0,0,0,0,0,0.989080462829401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127690426754354,-0.000854836112454132,-0.00281781628624845,0,-0.0155083412087173,0,-0.00543322814052232,0,0,0,0,0,0,0,0,0,0,0,0,-0.000900323996144922,-0.0157251069224039,0,0,0,0,-0.00142655104088884,0,0,0,0,0,-0.0309993950141579,0,-0.0188568303240423,0,-0.00821997434455805,-0.00995232454588414,-0.0428797762530734,-0.0127718414816026,0,0,-0.00221665330951585,-0.006156355572095,-0.00786220008607162,0,-0.0358304267139039,-0.0209907435312596,0,0,-0.00739906792407965,0,0,-0.00546617168727808,-0.0296401731600268,-0.0153985825712375,-0.00193625949561239,0,0,0,0,0,0,0,-0.00851468967518225,-0.0249053052750996,0,0,0,0,0,0,0,0,-0.0127312549106302,0,0,-0.00432523352879887,0,0,0,0,0,0,0,0,0,0,-0.00730627814338403,0,0,-0.0215547153893415,0,0,0,0,0,-0.0149592376368059,0,-0.00921510309802916,0,0
"HINFP",0,0,0,0,-0.0151607014028355,0,0,0,0,0,0,0,0,0,-0.00742624063337139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006917131008822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100495774629128,0,0,0,0,0.907313075069754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00774785596561377,-0.00243310931451401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00299588953557505,-0.00196334140058903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00181055402899,-0.00319356570835181,-0.0127584106557396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150873676506616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00435704290661957,0,0,0,0,0
"HMG20B",0,-0.0239638580269608,0,0,0,0,0,0,-0.0181047028184193,0,0,0,0,0,0,0,-0.00248171223798917,0,-0.013936400019247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00704710193631521,0,0,0,0,0,0,0,0,0,0.907914205842752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00541832779148409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031871448343259,0,0,0,0,0,0,0,0,0,0,0,0
"HOMEZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904250854011221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
