"","row","col","corr"
"1","Ahr","Arnt",0.0580807430654775
"3","Arnt","Arntl",1.30782250630413
"7","Ahr","Atf2",0.00170599165583088
"14","Atf1","Atf3",0.165082538538733
"15","Atf2","Atf3",0.00743133628702382
"19","Atf1","Atf4",0.0046686957470568
"25","Atf1","Atf7",0.133197882351714
"26","Atf2","Atf7",3.68076302731409
"27","Atf3","Atf7",0.0555414761537904
"32","Atf1","Batf",0.0359416656989467
"41","Atf2","Bbx",0.00737505800822717
"45","Batf","Bbx",0.0194722751611565
"52","Atf4","Bcl6",0.00361939151236324
"55","Bbx","Bcl6",0.0247865712269156
"56","Ahr","Bhlhe40",0.0042329512164054
"57","Arnt","Bhlhe40",0.590027655897444
"58","Arntl","Bhlhe40",0.231457899242599
"75","Batf","Cbfb",0.00866982396595124
"76","Bbx","Cbfb",0.00695756574375008
"87","Batf","Cdx1",0.039521175723384
"88","Bbx","Cdx1",0.0340548035216867
"95","Atf1","Creb1",1.12037672832177
"96","Atf2","Creb1",0.175582445897749
"97","Atf3","Creb1",0.206606659045463
"99","Atf7","Creb1",0.706440343986452
"100","Batf","Creb1",0.0132216299953063
"109","Atf1","Crem",0.434259604807441
"110","Atf2","Crem",0.239114378840848
"111","Atf3","Crem",0.205223341660623
"113","Atf7","Crem",0.926142318627562
"120","Creb1","Crem",0.534183087008886
"130","Bbx","Ctcf",0.0101043997721159
"133","Cbfb","Ctcf",0.0454573290369924
"141","Atf2","Ddit3",0.0893722311121866
"143","Atf4","Ddit3",1.09531445549691
"145","Batf","Ddit3",0.0101444992296356
"146","Bbx","Ddit3",0.0134969342414811
"150","Cdx1","Ddit3",0.00135511283870484
"151","Creb1","Ddit3",0.0219184741413507
"172","Ahr","E2f3",0.000349237735162448
"186","Creb1","E2f3",0.0116914453559474
"190","E2f1","E2f3",0.257772748947926
"194","Atf1","E2f4",0.00676017551554318
"199","Batf","E2f4",0.0467705412505744
"208","Ddit3","E2f4",0.000404819942492669
"209","E2f1","E2f4",2.35145211262454
"210","E2f3","E2f4",0.0525814583359488
"226","Crem","Egr1",0.047429805979642
"229","E2f1","Egr1",0.131036059259043
"232","Ahr","Egr2",0.0125056201591921
"247","Crem","Egr2",0.0171021744999126
"253","Egr1","Egr2",3.19008407711414
"254","Ahr","Elf1",0.0472089694988874
"257","Atf1","Elf1",0.0393807260657345
"273","E2f3","Elf1",0.0554669933954265
"278","Arnt","Elf2",0.0174359453683448
"283","Atf4","Elf2",0.0140399990251337
"287","Bcl6","Elf2",0.0212226946864985
"289","Cbfb","Elf2",0.0120291485097626
"293","Ctcf","Elf2",0.0531342936628435
"294","Ddit3","Elf2",0.0011568419109401
"300","Elf1","Elf2",0.426780091310925
"324","Elf1","Elf4",0.247533310593451
"325","Elf2","Elf4",0.697627349297335
"349","Elf1","Elk1",0.164601688413384
"350","Elf2","Elk1",0.215025409489142
"351","Elf4","Elk1",0.437691288379438
"353","Arnt","Elk3",0.00790513870955031
"362","Bcl6","Elk3",0.027258454788626
"375","Elf1","Elk3",0.0188803178316374
"377","Elf4","Elk3",0.391864209175408
"378","Elk1","Elk3",1.70832878118407
"398","E2f3","Elk4",0.000840464959440215
"402","Elf1","Elk4",0.338466159870968
"403","Elf2","Elk4",0.176212121764614
"405","Elk1","Elk4",0.43571999646735
"406","Elk3","Elk4",0.340821066544843
"423","Ctcf","Ets1",0.00833221603774871
"430","Elf1","Ets1",0.179938533301217
"431","Elf2","Ets1",0.0579944000983338
"432","Elf4","Ets1",0.0289400204104578
