"","Ahr","Arnt","Arntl","Atf1","Atf2","Atf3","Atf4","Atf7","Batf","Bbx","Bcl6","Bhlhe40","Cbfb","Cdx1","Creb1","Crem","Ctcf","Ddit3","E2f1","E2f3","E2f4","Egr1","Egr2","Elf1","Elf2","Elf4","Elk1","Elk3","Elk4","Ets1","Etv3","Etv6","Fli1","Fos","Fosb","Fosl2","Foxj3","Foxn3","Foxo1","Foxo3","Foxp1","Gabpa","Gata3","Gfi1","Glis3","Gmeb1","Hic1","Hlx","Hmg20b","Homez","Hsf2","Ikzf1","Ikzf3","Irf1","Irf2","Irf3","Irf4","Irf7","Irf8","Isl2","Jun","Junb","Jund","Klf10","Klf13","Klf2","Klf3","Klf4","Klf5","Klf6","Klf7","Klf8","Mafk","Max","Maz","Mbd2","Mecp2","Meis3","Meox2","Mlx","Mxd1","Myc","Nfatc1","Nfe2l2","Nfil3","Nfkb1","Nfkb2","Nfya","Nfyb","Nfyc","Nr1i3","Nr4a1","Nr4a2","Nr4a3","Nrf1","Patz1","Pbx4","Phox2b","Pknox1","Prdm1","Rel","Rela","Relb","Rfx1","Rora","Runx1","Runx2","Runx3","Setbp1","Smad3","Snai1","Snai3","Sp1","Sp110","Sp2","Sp3","Sp4","Srebf1","Srebf2","Stat1","Stat2","Stat3","Stat4","Stat6","Taf1","Tbx21","Tcf12","Tcf3","Tcf7","Tef","Tfdp1","Tfe3","Tgif1","Thap11","Thrb","Tigd2","Tlx2","Trp53","Usf1","Usf2","Wt1","Xbp1","Zbtb17","Zbtb3","Zfp143","Zfp212","Zfp260","Zfp263","Zfp281","Zfp287","Zfp335","Zfp341","Zfp398","Zfp422","Zfp566","Zfp64","Zfp692","Zfp740","Zfx"
"Bcl6",0,0,0,0,-0.00129663971287686,0,-0.00940228765449429,0,0,-0.0289237867065945,1.4288375630787,0,0,0,0,0,-0.00454547646390811,0,0,0,0,0,0,0,-0.0102981950152066,0,0,0,0,-0.00559151264467676,0,-0.00612133934173995,0,0,0,0,-0.00486328740184722,0,-0.0126910766631486,0,0,0,-0.0337319712313431,-0.00237330543258605,0,0,-0.0135107155676314,0,0,0,0,-0.0077614885832564,0,0,0,-0.212662680587667,-0.0111262918942816,0,-0.00324365232912335,0,-0.00207705546490309,0,-0.0141295982054878,0,0,0,0,0,0,0,0,0,-0.00459695176707857,0,-0.132356568687712,0,0,0,0,0,0,0,-0.0181215497371943,0,0,0,0,0,0,0,0,-0.00908244143590803,-0.00257554654330467,0,0,0,0,0,-0.0140418531334011,-0.0202666048494914,-0.00329094238684504,-0.420880077554045,0,0,-0.0165146855942218,0,-0.00925755040525028,0,0,-0.0377439146736672,0,0,0,-0.00701684889805914,0,0,0,0,-0.0210105046422067,0,0,-0.0355406048074755,-0.0658916786935053,-0.0116841559881163,0,-0.0312187142963253,-0.000270222240381619,-0.00418626185144712,-0.0505943238917439,0,0,0,0,0,0,0,0,-0.000710228106947234,0,0,-0.0153778073287744,0,0,-0.00877172452421727,0,-0.134333620976423,-0.0694181532757337,-0.00427065388106171,-0.00676101729729509,-0.0678713422586941,-0.0144700963842749,-0.00597476476888261,-0.113581288739869,0,0,0,0,0,0
"Bhlhe40",0,-0.236300974021603,-0.159960435273366,0,0,0,0,0,0,0,0,1.29800308014771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.267694761464361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109143030023566,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164379219126131,0,0,0,0,0,0,-0.037028322182668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cbfb",0,0,0,0,0,0,0,0,-0.00582700001290735,-0.00121512081899886,0,0,1.30451675738525,0,0,0,-0.0180749724764956,0,0,0,0,0,0,0,-0.00393285568359671,0,0,0,0,-0.00149757808321115,0,-0.0253972337298658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00484613916967189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.33894035353946,-0.274448426993073,-0.231334348714365,0,-0.013105417598058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00817669151394905,-0.00967191621933455,0,-0.0163976689130088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cdx1",0,0,0,0,0,0,0,0,-0.0168217193008054,-0.00473167219651352,0,0,0,0.879646686689779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0200680919976494,-0.00876719966233067,0,0,0,0,-0.00798604538543756,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00732335075537916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016569424856962,-0.0114866997165596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00159152124430463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00715988567243619,0,0,0,0,0,0,0,0,0
"Creb1",0,0,0,-0.507446837456583,-0.194937456677599,-0.0792743141855144,0,-0.302755492511444,0,0,0,0,0,0,1.60438296042206,-0.295500123831121,0,0,-0.00642824646502704,-0.00184843898996151,-0.00357547525390099,0,0,0,0,0,0,0,0,0,0,0,-0.0146108405832524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198064317312727,-0.0112692905034474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00898045165474486,-0.00578720324248557,0,0,0,0,-0.00841876865111732,-0.00851452333376005,0,0,0,0,0,0,0,-0.00635473418766633,0,0,0,0,0,0,0,0,0,0,0,-0.00196803081802726,0,0,0,0,0,-0.00148581108335372,0,0,0,0,0,0,0,0,0,-0.00428979664125109,0,0,0,0,0,0,0,0,0,0,-0.00175036924979294,0,0,0,0,0,0,0,0,0,0,0,0,-0.00425455357474881,0,0,-0.0115049048721161
"Crem",0,0,0,-0.250344863977173,-0.243341945081454,-0.102442584181458,0,-0.384863497127887,0,0,0,0,0,0,-0.295509732267597,1.52932369049023,0,0,0,0,0,-0.0267232952158511,-0.0191195419950953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189457283227329,-0.00413959185309959,0,0,0,0,0,0,0,0,0,0,-0.00410489428244391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000532988118862434,0,0,0,0,0,0,0,0,0,0,-0.0143282414253484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ctcf",0,0,0,0,0,0,0,0,0,-0.00572723600213821,-0.00455317004912141,0,-0.0180848456611665,0,0,0,0.984193169762054,0,0,0,0,0,0,0,-0.0348950982995472,0,0,0,0,-0.0189639538384309,0,-0.0187401437530528,0,0,0,0,0,0,0,0,0,0,-0.00121738815441372,0,0,0,-0.0947024535552079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178734002343284,0,0,-0.00873179313149454,0,0,0,0,0,-0.0239087776506222,-0.00551206243025275,0,-0.0191912498857794,0,0,-0.00581845174345622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00574259438036295,0,0,0,-0.00375718341567062,0,0,0,-0.00957769267800046,0,0,-0.0111047513678311,-0.00229774267131547,0,-0.0444996547864636,-0.0285717569058522,0,-0.0315961884766525,-2.10315930414424e-05,-0.00825467769077486,-0.00308776485126737,-0.0376101579839955,0,-0.000186206209163729,0,0,0,0,0,-0.0289007729257547,-0.00570594067484352,-0.0651741697387081,-0.0370808844980051,-0.000226061514959097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209703505455313,0,0,0,0,-0.0413793606622166,0,-0.0196208219402283,-0.01446547496123,0,0,0,0,0,0,-0.0125181994680264
"Ddit3",0,0,0,0,-0.0314110208870224,0,-0.564726055874571,0,0,0,0,0,0,0,0,0,0,1.16524233218198,0,0,0,0,0,0,0,0,0,0,0,-0.000312057452988036,0,0,0,0,0,0,0,0,0,0,0,0,-0.032085303033295,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00743517400672743,0,0,0,0,-0.0102917260959823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027299930737233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00566219340981952,-0.0170792236336722,-0.00309774429185789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00783008596297641,0,0,-0.00386835097198225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E2f1",0,0,0,-0.00108989048065284,0,0,0,0,0,0,0,0,0,0,-0.00643818463539626,0,0,0,2.13443912327648,-0.117482083221425,-0.653363525125959,-0.0630316030052778,-0.0381422214184294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00622115685521505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213546149421087,0,0,-0.151118920827772,-0.055352628305598,-0.123165817349313,-0.137106037765548,-0.244346884819538,-0.0444904353517322,0,0,0,-0.0245662936589147,0,0,0,0,0,-0.00389028767850186,0,0,0,0,0,0,-0.0157227631846335,-0.0100727587545386,0,0,0,0,-0.0487275084269325,-0.1149033910395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0507727810688514,-0.0468165662531293,-0.0259487763242031,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135384745459324,0,0,-0.00814599706189761,0,0,0,0,0,-0.00289725610052149,0,0,-0.0530067700018313,0,-0.000908822977110302,0,0,0,0,0,0,0,0,0,-0.02837380534128,-0.0275696534881104,0,0,-0.0379889480832589
"E2f3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00184025837681914,0,0,0,-0.117485042991767,1.26868105504235,-0.0618987802297811,0,0,-0.0299755381808481,0,0,0,0,-0.00999598207801355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00716932530609804,0,0,0,0,0,-0.0103012516120496,0,0,0,0,0,0,0,0,0,0,-0.0166858419755733,0,0,0,0,0,0,0,0,0,0,0,-0.00366734587060427,-0.0201601610806717,0,0,0,0,-0.00986498170685136,0,0,0,0,0,0,-0.0214327816786399,0,0,0,0,0,-0.0136060280634897,0,0,0,0,0,0,0,0,-0.0267262895295668,0,0,0,0,0,0,0,0,-0.0664753178606887,-0.000482757506365405,-0.0840474622019516,-0.0352738759505988,-0.00210084206199264,0,0,0,0,0,0,0,-0.00674180146525823,0,0,0,0,0,-0.331414519798766,0,0,0,0,0,0,0,0,-0.00528523503505703,-0.0075989211789441,0,-0.0436880063883055,0,-0.0117147879301806,0,0,-0.0243995609607158,0,0,0,-0.0562112477295184,0,0,-0.058802061544634,-0.0366098040822504,0,0,-0.0186256805270379
"E2f4",0,0,0,-0.0043572088718844,0,0,0,0,0,0,0,0,0,0,-0.00357285263510934,0,0,0,-0.653400640644976,-0.0618897391892506,2.05253498776756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00434610212309247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00713767551899699,0,-0.0797534709408078,-0.132290263711095,0,0,0,-0.079998713523252,-0.0895661824783707,0,0,0,-0.00596277250893151,-0.00205977347036544,0,0,0,0,0,0,0,0,0,0,-0.0164540532489869,-0.0119551196607751,0,0,0,0,0,-0.00707417227116074,-0.081063031802421,0,0,0,0,0,0,0,-0.0154732364481359,0,0,0,0,0,0,0,0,-0.0186809936676431,0,-0.150700481162861,-0.0957384851307639,-0.387334780844682,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0592050071609556,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00579034896828927,0,0,0,0,0,0,0,0,0,0,0,-0.0172022151784876,0,-0.0557800351435696
"Egr1",0,0,0,-0.00807617490740845,0,0,0,0,0,0,0,0,0,0,0,-0.0266692784551932,0,0,-0.0630735646694599,0,0,1.96161335950813,-0.904264804980248,0,0,0,0,0,0,0,0,0,-0.0150784331231195,0,0,0,0,-0.00709169687607965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.082299230100854,-0.00409569053206598,0,-0.0172020745329503,-0.0592233905887918,-0.077563851970225,-0.156310401019823,-0.0380815390690847,0,0,0,0,-0.0271114308466397,-0.0096673336266383,0,0,-0.000456974448562352,-0.0302206945047058,-0.0116318548832221,0,0,0,0,-0.0160939721409928,0,-0.00820977951967831,-0.030999385106636,0,0,0,0,-0.0696853928603611,0,0,0,-0.0160576940984671,0,0,0,-0.00478165457518642,0,0,0,0,0,0,0,0,-0.0190789637173665,0,0,0,0,-0.0110815320672658,-0.0156981805465275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00243152618957776,0,-0.00676881025207491,0,0,-0.00155811016676488,-0.00672483935553915,0,-0.124992897091102,-0.00838834504294765,-0.0598532590169481,0,0,0,0,-0.00449914684332222,0,0,0,0,0,0,-0.0402605797487107,-0.0416416037834053,0,-0.0116096082133712,-0.0282431290709426
"Egr2",0,0,0,0,0,-0.000787309987655931,0,0,0,0,0,0,0,0,0,-0.0191144037062988,0,0,-0.038162268412713,0,0,-0.904268474319249,1.9029207139153,0,0,0,0,0,0,0,0,0,-0.0183227242826294,0,0,0,0,-0.0298844146896972,0,0,0,0,0,0,0,0,-0.0050786701456288,0,0,0,0,0,-0.00820935272645351,0,0,0,0,0,0,0,-0.00993799452839371,0,0,-0.105070367940929,0,0,0,-0.103383503932631,-0.0998260606049724,-0.112103989746404,-0.0323639993849696,0,0,0,0,0,-0.000437160564781087,0,0,0,-0.0166548498038333,-0.00868031475752184,0,0,0,0,-0.0192744351531516,0,0,-0.0137437184120069,-0.0120475305245155,0,0,0,-0.0296671166338624,0,-0.00375877876404756,0,-0.00603398504212212,0,0,0,-0.00278777368622838,0,-0.01508766658257,0,0,0,0,0,-0.0198928429187979,-0.0110653061934682,0,0,0,0,0,-9.83343352211859e-05,0,0,0,0,0,0,0,-0.0155955924376226,0,0,0,0,0,0,0,0,-0.000782598103893312,0,0,-0.0158204947959182,0,0,-0.121802884573618,-0.00564541614902553,-0.0329587733669925,0,0,0,0,-0.010384231538782,-0.0714063688232928,0,0,0,0,0,-0.00220657256046057,0,0,-0.0155042643614231,-0.00765395382389715
