"","row","col","corr"
"716","Cbfb","Fos",0.00452775969087407
"718","Creb1","Fos",0.000742467346286864
"735","Eomes","Fos",0.0170589154792244
"820","Foxd2","Foxj2",0.0940048269361054
"822","Arid3a","Foxj3",0.028067304713023
"828","Batf","Foxj3",0.0111831356629565
"837","Ctcf","Foxj3",0.0146013660396925
"838","Ddit3","Foxj3",0.00913641183591556
"839","Dmrt2","Foxj3",0.0104850977667391
"861","Foxj2","Foxj3",0.276000542654962
"863","Arid3a","Foxn3",0.0326480434926244
"864","Arnt","Foxn3",0.00854017039591489
"870","Bbx","Foxn3",0.0231035582930248
"878","Ctcf","Foxn3",0.0158827215972539
"898","Etv6","Foxn3",0.00855437556877827
"901","Foxd2","Foxn3",0.0568853733831635
"902","Foxj2","Foxn3",0.155693211850453
"903","Foxj3","Foxn3",0.133093076612399
"911","Batf","Foxo1",0.00230256169285726
"912","Bbx","Foxo1",0.0124589968575486
"937","Ets2","Foxo1",0.0196552008338538
"940","Etv6","Foxo1",0.0234494526745295
"943","Foxd2","Foxo1",0.21669246161968
"944","Foxj2","Foxo1",0.068565191327476
"945","Foxj3","Foxo1",0.0849796009638362
"946","Foxn3","Foxo1",0.133671928294562
"986","Foxd2","Foxp1",0.559697953531181
"987","Foxj2","Foxp1",0.170403575077322
"988","Foxj3","Foxp1",0.0106152795415897
"989","Foxn3","Foxp1",0.138594679485686
"990","Foxo1","Foxp1",0.184633821668725
"993","Arnt","Gabpa",0.00137689081830935
"1016","Elf1","Gabpa",0.161033852520438
"1017","Elf2","Gabpa",0.0177264509111102
"1018","Elf4","Gabpa",0.0227401370868449
"1019","Elk1","Gabpa",0.247831567504195
"1020","Elk3","Gabpa",0.106278743891041
"1021","Elk4","Gabpa",0.140119583518697
"1023","Ets1","Gabpa",0.069615350963763
"1025","Etv3","Gabpa",0.0796121092450393
"1026","Etv5","Gabpa",0.0573571802769604
"1027","Etv6","Gabpa",0.0164476274804272
"1028","Fli1","Gabpa",0.211361999565272
"1037","Arid3a","Gata3",0.0380077981068617
"1038","Arnt","Gata3",0.00614715674103959
"1043","Batf","Gata3",0.0114304164817442
"1044","Bbx","Gata3",0.0434669492221054
"1045","Bcl6","Gata3",0.0103913203479349
"1048","Cbfb","Gata3",0.00553080216715733
"1049","Cebpb","Gata3",0.000655123486002698
"1052","Ctcf","Gata3",0.0306630405137631
"1053","Ddit3","Gata3",0.035016169794722
"1069","Ets2","Gata3",0.0249745109761595
"1072","Etv6","Gata3",0.0289576849211669
"1077","Foxj3","Gata3",0.0153124963410878
"1078","Foxn3","Gata3",0.0287838667699744
"1083","Arid3a","Gfi1",0.03543968363999
"1095","Cebpb","Gfi1",0.0140695404835272
"1098","Ctcf","Gfi1",0.00236931997061505
"1123","Foxj3","Gfi1",0.00486438765263562
"1124","Foxn3","Gfi1",0.00729751111354656
"1128","Gata3","Gfi1",0.0114930752904155
"1131","Arnt","Heyl",0.0920136800594067
"1132","Arntl","Heyl",0.0957675313341238
"1139","Bhlhe40","Heyl",0.108559188498995
"1140","Bhlhe41","Heyl",0.136678175606774
"1185","Bbx","Hic1",0.00630492258786778
"1186","Bcl6","Hic1",0.00366210635738688
"1189","Cbfb","Hic1",0.00383282548211954
"1193","Ctcf","Hic1",0.148737445881484
"1194","Ddit3","Hic1",0.00740647767710803
"1197","E2f3","Hic1",0.00586205412270131
"1203","Elf2","Hic1",0.00868615148221717
"1209","Ets1","Hic1",0.00132530261186315
"1210","Ets2","Hic1",0.0105501633096867
"1213","Etv6","Hic1",0.0174967932761104
"1219","Foxn3","Hic1",0.0137823904327079
"1223","Gata3","Hic1",0.000740325860996373
"1224","Gfi1","Hic1",0.00299928666717837
"1230","Atf1","Hinfp",0.0160697236701776
"1240","Creb1","Hinfp",0.00848526875041222
"1241","Crem","Hinfp",0.000136556476221755
"1256","Elk4","Hinfp",0.00607344138854548
"1271","Gabpa","Hinfp",0.00758705821023041
"1277","Arid3a","Hmg20b",0.0314113487376416
"1283","Batf","Hmg20b",0.00370208884419748
"1284","Bbx","Hmg20b",0.0248973147129581
"1292","Ctcf","Hmg20b",0.00909412909047449
"1294","Dmrt2","Hmg20b",0.0269871806969963
"1317","Foxj3","Hmg20b",0.00917691850662881
"1322","Gata3","Hmg20b",0.00534911323549676
"1381","Arnt","Ikzf1",0.00147206909264257
"1387","Bbx","Ikzf1",0.0410198643902572
"1388","Bcl6","Ikzf1",0.00679527071202999
"1395","Ctcf","Ikzf1",0.0117719007463107
"1411","Ets1","Ikzf1",0.00735971079151675
"1415","Etv6","Ikzf1",0.010375020569051
"1421","Foxn3","Ikzf1",0.019376323035938
"1425","Gata3","Ikzf1",0.00180462115948538
"1454","E2f6","Ikzf3",0.0729299311863782
"1465","Ets2","Ikzf3",0.0538864559100987
"1487","Arid3a","Irf1",0.0115410758826187
"1493","Batf","Irf1",0.00234448873372877
"1494","Bbx","Irf1",0.00109096575832274
"1527","Foxj3","Irf1",0.0148109298783329
"1533","Gfi1","Irf1",0.00123276337682567
"1539","Ikzf1","Irf1",0.00656129452048027
"1542","Arid3a","Irf2",0.0036911501107075
"1548","Batf","Irf2",0.0037083276245782
"1549","Bbx","Irf2",0.0092999452275065
"1553","Cbfb","Irf2",0.00635509271631364
"1557","Ctcf","Irf2",0.00171540549105061
"1558","Ddit3","Irf2",0.00147858731786192
"1587","Gata3","Irf2",0.0059996487296678
"1594","Ikzf1","Irf2",0.00392075665775816
"1596","Irf1","Irf2",0.399171873438766
"1606","Bcl6","Irf3",0.139493463307712
"1610","Cebpb","Irf3",0.000429803340938445
"1630","Ets2","Irf3",0.0737429931448934
"1638","Foxj3","Irf3",0.000917645615065408
"1643","Gata3","Irf3",0.00778346678058412
"1644","Gfi1","Irf3",0.0101429043882564
"1652","Irf1","Irf3",0.100921464359637
"1653","Irf2","Irf3",0.0284955794878165
"1655","Arid3a","Irf4",0.0104277253649987
"1661","Batf","Irf4",0.00990800022335509
"1662","Bbx","Irf4",0.0155431129347372
"1670","Ctcf","Irf4",0.00396792540024523
"1687","Ets2","Irf4",0.00430050569829141
"1700","Gata3","Irf4",0.0104103550266078
"1709","Irf1","Irf4",0.0248540002801286
"1710","Irf2","Irf4",0.0607751001444484
"1711","Irf3","Irf4",0.0728668774566775
"1713","Arid3a","Irf7",0.0110756158947531
"1720","Bbx","Irf7",0.0260080137487927
"1754","Foxn3","Irf7",0.00231656676167048
"1755","Foxo1","Irf7",0.000125756300310007
"1759","Gfi1","Irf7",0.00140365329914667
"1767","Irf1","Irf7",0.0568490207154259
"1768","Irf2","Irf7",0.224103708760054
"1770","Irf4","Irf7",0.0462526894317299
"1804","Ets2","Irf8",0.0295058437263517
"1826","Irf1","Irf8",0.0826142518850855
"1827","Irf2","Irf8",0.0693955480350367
"1828","Irf3","Irf8",0.0230922369754422
"1829","Irf4","Irf8",0.473960865889072
"1830","Irf7","Irf8",0.0605844556396893
"1832","Arid3a","Irf9",0.0113951588243712
"1844","Cebpb","Irf9",0.00798180282721875
"1877","Gata3","Irf9",0.0166127870757282
"1887","Irf2","Irf9",0.097659242625159
"1889","Irf4","Irf9",0.129365951626916
"1890","Irf7","Irf9",0.0738449791008977
"1893","Arid3a","Isl2",0.131161360408333
"1900","Bbx","Isl2",0.0578058405678415
"1934","Foxn3","Isl2",0.0128277438144899
"1950","Irf4","Isl2",0.000264871952426766
"1955","Arid3a","Jdp2",0.0029161315507294
"1958","Atf1","Jdp2",0.134386842704762
"1959","Atf2","Jdp2",0.143781166816244
"1960","Atf7","Jdp2",0.170298836451417
"1961","Batf","Jdp2",0.0178007838802942
"1962","Bbx","Jdp2",0.00812730513907443
"1968","Creb1","Jdp2",0.167439366684323
"1969","Crem","Jdp2",0.0958222974017998
"1986","Ets1","Jdp2",0.00170085799851143
"1992","Fos","Jdp2",0.00034871987737908
"1994","Foxj2","Jdp2",0.00205299624592557
"2024","Batf","Jun",0.0517549756293007
"2030","Cebpb","Jun",0.0361839746866533
"2034","Ddit3","Jun",0.0247630793778305
"2055","Fos","Jun",0.228334063096889
"2059","Foxn3","Jun",0.00283606967541854
"2078","Irf9","Jun",0.00745202818047737
"2080","Jdp2","Jun",0.128024645942927
"2088","Batf","Junb",0.158940644251693
"2089","Bbx","Junb",0.00300810263777707
"2093","Cbfb","Junb",0.00370878656044477
"2097","Ctcf","Junb",0.00891509075123762
"2099","Dmrt2","Junb",0.000798847416777423
"2112","Eomes","Junb",0.00817880458406257
"2117","Etv6","Junb",0.0127055164050416
"2119","Fos","Junb",0.11482986447238
"2121","Foxj2","Junb",0.000307894055358205
"2122","Foxj3","Junb",1.27661624687736e-05
"2123","Foxn3","Junb",0.0128865981296365
"2124","Foxo1","Junb",0.00667906643002461
"2127","Gata3","Junb",0.0210049568129128
"2144","Jdp2","Junb",0.0231556034301893
"2145","Jun","Junb",0.200872577419054
"2152","Atf7","Jund",0.00770524643496485
"2153","Batf","Jund",0.130534017546405
"2160","Creb1","Jund",0.00505045119845347
"2177","Eomes","Jund",0.00245175526595292
"2184","Fos","Jund",0.249579067211479
"2192","Gata3","Jund",0.00371377290800909
"2207","Irf9","Jund",0.00398509420239055
"2209","Jdp2","Jund",0.0585011182069376
"2210","Jun","Jund",0.295021488068295
"2211","Junb","Jund",0.324630278867203
"2234","E2f6","Klf10",0.0192931461240982
"2235","Egr1","Klf10",0.0548689349024403
"2236","Egr2","Klf10",0.0421954565949681
"2281","Arnt","Klf13",0.000562510660982576
"2305","Elf2","Klf13",0.00194707327986545
"2309","Elk4","Klf13",0.00113690063898308
"2316","Fli1","Klf13",0.00200603633647256
"2346","Klf10","Klf13",0.000938114433948286
"2349","Arnt","Klf2",0.000267162636019547
"2361","Creb1","Klf2",0.00215564686649646
"2366","E2f1","Klf2",0.0191335865278891
"2368","E2f4","Klf2",0.0160135052483102
"2371","Egr2","Klf2",0.0146259669708961
"2396","Hic1","Klf2",0.0075728406400312
"2400","Ikzf1","Klf2",0.00031463575589082
"2414","Klf10","Klf2",0.0560274404833991
"2415","Klf13","Klf2",0.0465329116166525
"2416","Ahr","Klf3",0.00786689337510846
"2435","E2f1","Klf3",0.0581851238204743
"2437","E2f4","Klf3",0.0431599173437298
"2439","Egr1","Klf3",0.0173631723217241
"2453","Fli1","Klf3",0.00429354963677914
"2483","Klf10","Klf3",0.0562129042501296
"2485","Klf2","Klf3",0.0897801999272176
"2505","E2f1","Klf6",0.0251774088633545
"2507","E2f4","Klf6",0.00548129628806067
"2508","E2f6","Klf6",0.00966154094184962
"2509","Egr1","Klf6",0.00696194045017916
"2510","Egr2","Klf6",0.0214210287662161
"2540","Ikzf3","Klf6",0.0297304723407772
"2553","Klf10","Klf6",0.0738414939668399
"2555","Klf2","Klf6",0.0236923415780021
"2556","Klf3","Klf6",0.218481369583843
"2576","E2f1","Klf7",0.0774959158884992
"2578","E2f4","Klf7",0.0544303315226644
"2607","Hinfp","Klf7",0.0060289913646961
"2624","Klf10","Klf7",0.0102624524656633
"2625","Klf13","Klf7",0.0849539059165017
"2626","Klf2","Klf7",0.318715088939366
"2627","Klf3","Klf7",0.103263662804799
"2628","Klf6","Klf7",0.00942049325168601
"2642","Cebpb","Klf8",0.00530786045980846
"2643","Creb1","Klf8",0.00918344785909277
"2645","Ctcf","Klf8",0.019698790845813
"2648","E2f1","Klf8",0.016350540844426
"2650","E2f4","Klf8",0.0264841713083175
"2653","Egr2","Klf8",0.00636197007767179
"2655","Elf2","Klf8",0.00609000779839674
"2666","Fli1","Klf8",0.00198449330380149
"2674","Gabpa","Klf8",0.00661106545041479
"2678","Hic1","Klf8",0.0102806370868042
"2679","Hinfp","Klf8",0.00288087266933468
"2682","Ikzf1","Klf8",0.016656285621932
"2696","Klf10","Klf8",0.0102265944105858
"2697","Klf13","Klf8",0.0857550953548941
"2698","Klf2","Klf8",0.341323225596223
"2699","Klf3","Klf8",0.059386130756317
"2701","Klf7","Klf8",0.300536063955745
"2777","Arid3a","Mafk",0.0213131243251218
"2783","Batf","Mafk",0.0591408507652209
"2784","Bbx","Mafk",0.0196046722635069
"2785","Bcl6","Mafk",0.00598790304901127
"2788","Cbfb","Mafk",0.00139338116005419
"2792","Ctcf","Mafk",0.0162450027551245
"2812","Etv6","Mafk",0.000773438410444063
"2814","Fos","Mafk",0.0699483040025092
"2818","Foxn3","Mafk",0.00872942748915648
"2819","Foxo1","Mafk",0.00400465787354084
"2822","Gata3","Mafk",0.0180568266321345
"2825","Hic1","Mafk",0.0071770584941533
"2829","Ikzf1","Mafk",0.00106312990288696
"2833","Irf3","Mafk",0.00554251808228508
"2835","Irf7","Mafk",0.0210086261450423
"2840","Jun","Mafk",0.0110230079895449
"2841","Junb","Mafk",0.0154616805592687
"2853","Arnt","Max",0.220199474798351
"2854","Arntl","Max",0.0411659639241747
"2861","Bhlhe40","Max",0.00550720805345495
"2866","Crem","Max",0.00821539342533305
"2871","E2f3","Max",0.00693731199636631
"2874","Egr1","Max",0.00556308609953573
"2876","Elf1","Max",0.00211255833675722
"2920","Klf2","Max",0.00344288211618362
"2921","Klf3","Max",0.00491368913464855
"2924","Klf8","Max",0.018051371574146
"2936","Bcl6","Maz",0.0657967173432928
"2949","E2f6","Maz",0.0502200932400042
"2981","Ikzf3","Maz",0.000664289357745574
"2994","Klf10","Maz",0.00175108411448746
"2998","Klf6","Maz",0.0804568960966709
"3023","E2f1","Mbd2",0.00387246811765976
"3024","E2f3","Mbd2",0.0327379382652089
"3034","Elk4","Mbd2",0.00204534429179224
"3041","Fli1","Mbd2",0.0194331390203699
"3049","Gabpa","Mbd2",0.0011287148675686
"3074","Klf3","Mbd2",0.0128628229798021
"3075","Klf6","Mbd2",0.00675244286660791
"3080","Max","Mbd2",0.0111051579708222
"3082","Ahr","Mecp2",0.01930061718004
"3084","Arnt","Mecp2",0.01241860142165
"3090","Bbx","Mecp2",0.00542268550845095
"3097","Crem","Mecp2",0.0123242550767626
"3098","Ctcf","Mecp2",0.00256933958352503
"3105","Egr1","Mecp2",0.00445441863041307
"3107","Elf1","Mecp2",0.0241202486704329
"3119","Fli1","Mecp2",0.00893129903249776
"3125","Foxo1","Mecp2",0.0133671367192019
"3135","Ikzf1","Mecp2",0.00792900876585366
"3136","Ikzf3","Mecp2",0.0201310571958842
"3145","Jdp2","Mecp2",0.007457672007553
"3152","Klf3","Mecp2",0.0149759382542357
"3153","Klf6","Mecp2",0.0204563911998405
"3155","Klf8","Mecp2",0.00897028372850041
"3160","Mbd2","Mecp2",0.0105630955388631
"3168","Batf","Meis3",0.00397031483552078
"3169","Bbx","Meis3",0.0227776755018304
"3177","Ctcf","Meis3",0.0174354620753526
"3187","Elf2","Meis3",0.00164442709863476
"3193","Ets1","Meis3",0.00641430927194415
"3197","Etv6","Meis3",0.0103511974689846
"3203","Foxn3","Meis3",0.0326252328890014
"3207","Gata3","Meis3",0.00136720262808079
"3214","Ikzf1","Meis3",0.00751369433059104
"3217","Irf2","Meis3",0.0153237510131361
"3219","Irf4","Meis3",0.006567808780559
"3236","Mafk","Meis3",0.000503184317283538
"3242","Arid3a","Meox2",0.0316309526830836
"3249","Bbx","Meox2",0.0161320677546544
"3300","Irf7","Meox2",0.0169734393636543
"3324","Arnt","Mlx",0.19051159203843
"3325","Arntl","Mlx",0.211865706613462
"3332","Bhlhe40","Mlx",0.116888761956153
"3398","Max","Mlx",0.0416754434540278
"3406","Arnt","Mxd1",0.083920862907952
"3407","Arntl","Mxd1",0.0469431205249299
"3423","E2f1","Mxd1",0.0020618268557739
"3427","Egr1","Mxd1",0.00723377500889514
"3428","Egr2","Mxd1",0.00467237093291382
"3452","Heyl","Mxd1",0.0608523356256037
"3473","Klf2","Mxd1",0.00343726238768026
"3474","Klf3","Mxd1",0.0207158535763431
"3475","Klf6","Mxd1",0.00592309724978155
"3480","Max","Mxd1",0.332857866011322
"3494","Batf","Nfatc1",0.0100891641762254
"3495","Bbx","Nfatc1",0.0191742769633774
"3499","Cbfb","Nfatc1",0.00238587147752174
"3520","Ets2","Nfatc1",0.00305279685171364
"3523","Etv6","Nfatc1",0.000971373055392542
"3525","Fos","Nfatc1",0.00427659916681518
"3529","Foxn3","Nfatc1",0.021973700432618
"3530","Foxo1","Nfatc1",0.0233596899262953
"3533","Gata3","Nfatc1",0.0248550811118527
"3543","Irf2","Nfatc1",0.00177503507436513
"3544","Irf3","Nfatc1",0.0212582228869914
"3545","Irf4","Nfatc1",0.019228242727499
"3546","Irf7","Nfatc1",0.00411721156374536
"3547","Irf8","Nfatc1",0.00135939994135217
"3552","Junb","Nfatc1",0.014985933424864
"3553","Jund","Nfatc1",0.0239454085065431
"3562","Mafk","Nfatc1",0.000329097857440258
"3567","Meis3","Nfatc1",0.00209330208997427
"3572","Arid3a","Nfe2l1",0.0227093262722015
"3578","Batf","Nfe2l1",0.08029209216689
"3579","Bbx","Nfe2l1",0.0400407103737447
"3583","Cbfb","Nfe2l1",0.00942864899402894
"3587","Ctcf","Nfe2l1",0.00447252007238046
"3607","Etv6","Nfe2l1",0.00180746611392804
"3613","Foxn3","Nfe2l1",0.00508715067562715
"3617","Gata3","Nfe2l1",0.000375391656496569
"3627","Irf2","Nfe2l1",0.00911979681612807
"3628","Irf3","Nfe2l1",0.00069136125620111
"3629","Irf4","Nfe2l1",0.0165566728073386
"3635","Jun","Nfe2l1",0.00452697905853656
"3637","Jund","Nfe2l1",0.0351455612709227
"3655","Nfatc1","Nfe2l1",0.0177177143525358
"3663","Batf","Nfe2l2",0.0923241008557287
"3664","Bbx","Nfe2l2",0.0182370086593195
"3668","Cbfb","Nfe2l2",0.00315030720593434
"3672","Ctcf","Nfe2l2",0.00087404556072704
"3673","Ddit3","Nfe2l2",0.00612842157149585
"3687","Eomes","Nfe2l2",0.0044449839266805
"3692","Etv6","Nfe2l2",0.00802897327225295
"3694","Fos","Nfe2l2",0.068358069187947
"3698","Foxn3","Nfe2l2",0.00524897070056631
"3702","Gata3","Nfe2l2",0.0107585664677999
"3709","Ikzf1","Nfe2l2",0.00259852544836291
"3712","Irf2","Nfe2l2",0.00403512345263546
"3714","Irf4","Nfe2l2",0.00492589412646345
"3720","Jun","Nfe2l2",0.0271195595118894
"3721","Junb","Nfe2l2",0.0147104828262727
"3731","Mafk","Nfe2l2",0.276984835150237
"3736","Meis3","Nfe2l2",0.0242054989245622
"3737","Meox2","Nfe2l2",0.0010665258615776
"3741","Nfe2l1","Nfe2l2",0.0114277510370029
"3743","Arid3a","Nfil3",0.00884754961679042
"3747","Atf2","Nfil3",0.00804605504980598
"3755","Cebpb","Nfil3",0.186623186496724
"3759","Ddit3","Nfil3",0.179481654622066
"3783","Foxj3","Nfil3",0.0266879556958144
"3784","Foxn3","Nfil3",0.00521216009392787
"3805","Jdp2","Nfil3",0.00423115128591053
"3817","Mafk","Nfil3",0.00433794074667585
"3826","Nfatc1","Nfil3",0.00214326097023399
"3852","Egr1","Nfkb1",0.000124003351214885
"3862","Ets2","Nfkb1",0.0127043807682088
"3871","Foxn3","Nfkb1",0.0091435740158821
"3878","Hic1","Nfkb1",0.00221751666428547
"3882","Ikzf1","Nfkb1",0.000429440566269317
"3885","Irf2","Nfkb1",0.000177403763442954
"3939","E2f6","Nfkb2",0.000812431694047404
"3940","Egr1","Nfkb2",7.57839997964018e-05
"3941","Egr2","Nfkb2",0.000896928221427176
"3949","Ets1","Nfkb2",0.00343703564510926
"3953","Etv6","Nfkb2",0.00925518208576442
"3959","Foxn3","Nfkb2",0.00668268679062946
"3960","Foxo1","Nfkb2",0.00423082798467402
"3964","Gfi1","Nfkb2",0.00826989365505624
"3966","Hic1","Nfkb2",0.0138770969803994
"3970","Ikzf1","Nfkb2",0.00024971980155991
"3971","Ikzf3","Nfkb2",0.011073915395751
"3982","Junb","Nfkb2",0.00609379345383902
"3988","Klf6","Nfkb2",0.000484647623899145
"4003","Nfe2l2","Nfkb2",0.0102951825462922
"4005","Nfkb1","Nfkb2",0.672564821590309
"4027","E2f4","Nfya",0.0102634156995329
"4053","Gfi1","Nfya",0.0163385855127706
"4074","Klf13","Nfya",0.00584110329336703
"4098","Arnt","Nfyb",0.00158568956968074
"4100","Atf1","Nfyb",0.0107074147641333
"4116","E2f3","Nfyb",0.0140980192079358
"4117","E2f4","Nfyb",0.00405743383164451
"4119","Egr1","Nfyb",0.00321642584075795
"4126","Elk4","Nfyb",0.00402560512100537
"4146","Hinfp","Nfyb",0.00404726988839392
"4150","Ikzf3","Nfyb",0.0037168858631429
"4172","Max","Nfyb",0.00422367955673716
"4175","Mecp2","Nfyb",0.0150022010209366
"4186","Nfya","Nfyb",0.308931971140632
"4200","Cebpb","Nfyc",0.00161314214322284
"4207","E2f3","Nfyc",0.000467375676461649
"4208","E2f4","Nfyc",0.00247177968860445
"4210","Egr1","Nfyc",0.0027677055828924
"4217","Elk4","Nfyc",0.00207923487521357
"4234","Gfi1","Nfyc",0.0125954089026724
"4237","Hinfp","Nfyc",0.00361114503547807
"4255","Klf13","Nfyc",0.00697601573169506
"4277","Nfya","Nfyc",0.452293380430168
"4278","Nfyb","Nfyc",0.357357706046131
"4280","Arid3a","Nr1d2",0.00256410848335338
"4286","Batf","Nr1d2",0.00913104888284636
"4288","Bcl6","Nr1d2",0.0139187821208828
"4295","Ctcf","Nr1d2",0.00104612450988227
"4305","Elf2","Nr1d2",0.00511568247431033
"4310","Eomes","Nr1d2",0.00571811917561885
"4315","Etv6","Nr1d2",0.0246853005009999
"4317","Fos","Nr1d2",0.0545296649195582
"4320","Foxj3","Nr1d2",0.000143702646597024
"4321","Foxn3","Nr1d2",0.0146702433769039
"4322","Foxo1","Nr1d2",0.00236666665445262
"4337","Irf4","Nr1d2",0.0132716142580174
"4343","Jun","Nr1d2",0.0338182262580526
"4344","Junb","Nr1d2",0.0134892095930121
"4345","Jund","Nr1d2",0.0277722431353712
"4354","Mafk","Nr1d2",0.00724048779028139
"4359","Meis3","Nr1d2",0.00673378097547355
"4363","Nfatc1","Nr1d2",0.0286932721951955
"4365","Nfe2l2","Nr1d2",0.014922348256215
"4373","Arid3a","Nr3c1",0.0101586516756588
"4377","Atf2","Nr3c1",0.00176976644875476
"4379","Batf","Nr3c1",0.00186969716465879
"4380","Bbx","Nr3c1",0.0104076103714744
"4384","Cbfb","Nr3c1",0.0283211038990073
"4388","Ctcf","Nr3c1",0.0101660925406134
"4405","Ets2","Nr3c1",0.00413357710450256
"4408","Etv6","Nr3c1",0.0241843813002512
"4414","Foxn3","Nr3c1",0.0150453179696964
"4415","Foxo1","Nr3c1",0.0146829170817436
"4418","Gata3","Nr3c1",0.0166046598936552
