"","Ahr","Arnt","Arntl","Atf1","Atf2","Atf3","Atf4","Atf7","Batf","Bbx","Bcl6","Bhlhe40","Cbfb","Cdx1","Creb1","Crem","Ctcf","Ddit3","E2f1","E2f3","E2f4","Egr1","Egr2","Elf1","Elf2","Elf4","Elk1","Elk3","Elk4","Ets1","Etv3","Etv6","Fli1","Fos","Fosb","Fosl2","Foxj3","Foxn3","Foxo1","Foxo3","Foxp1","Gabpa","Gata3","Gfi1","Glis3","Gmeb1","Hic1","Hlx","Hmg20b","Homez","Hsf2","Ikzf1","Ikzf3","Irf1","Irf2","Irf3","Irf4","Irf7","Irf8","Isl2","Jun","Junb","Jund","Klf10","Klf13","Klf2","Klf3","Klf4","Klf5","Klf6","Klf7","Klf8","Mafk","Max","Maz","Mbd2","Mecp2","Meis3","Meox2","Mlx","Mxd1","Myc","Nfatc1","Nfe2l2","Nfil3","Nfkb1","Nfkb2","Nfya","Nfyb","Nfyc","Nr1i3","Nr4a1","Nr4a2","Nr4a3","Nrf1","Patz1","Pbx4","Phox2b","Pknox1","Prdm1","Rel","Rela","Relb","Rfx1","Rora","Runx1","Runx2","Runx3","Setbp1","Smad3","Snai1","Snai3","Sp1","Sp110","Sp2","Sp3","Sp4","Srebf1","Srebf2","Stat1","Stat2","Stat3","Stat4","Stat6","Taf1","Tbx21","Tcf12","Tcf3","Tcf7","Tef","Tfdp1","Tfe3","Tgif1","Thap11","Thrb","Tigd2","Tlx2","Trp53","Usf1","Usf2","Wt1","Xbp1","Zbtb17","Zbtb3","Zfp143","Zfp212","Zfp260","Zfp263","Zfp281","Zfp287","Zfp335","Zfp341","Zfp398","Zfp422","Zfp566","Zfp64","Zfp692","Zfp740","Zfx"
"Ahr",1.01679093588628,-0.0580807430654775,0,0,-0.00170599165583088,0,0,0,0,0,0,0.0042329512164054,0,0,0,0,0,0,0,-0.000349237735162448,0,0,-0.0125056201591921,-0.0472089694988874,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00797945572641573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0303165527774488,0,0,0,0,0,0,0,0,-0.00484620026726899,0,0,0,0,0,-0.0259750690126037,-0.0104537286312252,0,0,0,0,0,0,-0.00935726568803169,-0.00436894082719689,0,-0.015152010833578,0,0,0,0,-0.000930813751159423,0,0,0,0,-0.00593896127313111,-0.0296357190033825,0,0,-0.00601360276331923,0,0,0,0,0,-0.000335306597859239,0,0,0,0,-0.0067941278866764,0,0,0,0,-0.0190954893632812,0,0,0,0,-0.0185974658099434,0,0,0,0,-0.00819470135563748,0,0,-0.00658295377453453,0,0,-0.00631087227883605,0,0,0,0,0,0,0,0,-0.0190617449724109,0,0,0,0,0,0,-0.010762589894323,-0.0152722156099658,-0.0222882041907387,0,-0.00300601439824377,0,0,0,0,0,-0.00240850073535614,0,0,0,0,0,-0.00774715424598784,0,0
"Arnt",-0.0580765354274078,3.07691111843387,-1.30782250630413,0,0,0,0,0,0,0,0,-0.590027655897444,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174359453683448,0,0,-0.00790513870955031,0,0,0,0,0,0,0,0,0,-0.000794926609270238,0,0,0,-0.0184845477754618,0,-0.00762014775766045,-0.00614974100214429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.71930587488168,0,-0.0105718711680456,-0.0149828451703644,0,0,-0.0887133621386229,-0.11776854477562,-0.0682240429960822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0047275633647268,-0.00899801604139196,0,0,0,0,0,0,0,0,0,-0.0165568862038178,0,0,0,0,0,0,-0.00994656707259766,0,0,0,0,0,0,0,-0.00708671640231222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.219451786258396,0,0,0,-0.00910481214864235,0,0,0,-0.0192268625520117,0,0,-0.00164969103260061,0,-0.00453629352595709,0,0,0,0,0,0
"Arntl",0,-1.30783375742328,4.0132064320212,0,0,0,0,0,0,0,0,-0.231457899242599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00520044992215358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130064504144238,0,0,0,0,0,-0.940949846111109,-0.149568514258254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190848398027541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.400647396363553,0,0,0,0,0,0,-0.53429185865244,-0.46644155088274,0,-0.141621683314308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atf1",0,0,0,2.33264944174638,0,-0.165082538538733,-0.0046686957470568,-0.133197882351714,0.0359416656989467,0,0,0,0,0,-1.12037672832177,-0.434259604807441,0,0,0,0,-0.00676017551554318,0,0,-0.0393807260657345,0,0,0,0,0,0,0,0,0,0.0615474455427221,0.0542616706652671,0,0,-0.0117677254358529,-0.0012726929275895,0,0,0,0,-0.020383143163923,-0.0308256604227607,-0.236517548082547,0,-0.000425770158154537,0,0,0,0,0,0,0,0,0,0,0,0,-0.069444805330517,0.00475725720385408,0,0,0,0,0,0,0,0,0,-0.00482057588468623,0,0,0,0,-0.0100334708389491,0,0,0,0,0,0,0,0,0,0,0,-0.0010243199442753,0,0,0,0,0,0,-0.00668718458287025,0,0,-0.00369554034829133,0,0,0,0,0,0,0,0,0,-0.0233538534548496,0,0,0,0,-0.0195069107125534,0,0,0,-0.0193837032394815,0,0,0,0,0,0,0,0,0,0,0,-0.0293788481937824,-0.000402383561186608,0,0,-4.22307897080553e-05,-0.0237442609455522,0,0,0,0,0,0,-0.149990127805798,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137983506921692,0,-0.00270125498347226,0
"Atf2",-0.00173611419699056,0,0,0,4.5821573129223,-0.00743133628702382,0,-3.68076302731409,0,-0.00737505800822717,0,0,0,0,-0.175582445897749,-0.239114378840848,0,-0.0893722311121866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00908908974416499,-0.00337446724371006,0,0,0,0,0,0,-0.00724722061861487,0,-0.0117804472981781,0,0,0,0,0,0,0,0,0,0,-0.000485192543094777,0,-0.000746388535489165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202315821985819,0,0,0,0,0,-0.0174724264690213,0,0,0,0,0,0,0,-0.00534486705342186,0,0,0,0,0,0,-0.0137549702742983,-0.00497468594091301,0,0,0,-0.0201963463024066,-0.0284976872932178,0,0,-0.00614994818789082,0,-0.0146784036033469,0,0,0,0,0,0,0,0,0,0,0,-0.0207379028379048,0,-0.00711034504124434,0,-0.00608883039421535,0,-0.00626606577117545,-0.0253286490211149,0,0,0,0,0,-0.0663974048302179,0,0,-0.0329761569109544,0,0,0,0,0,-0.0132907867880196,0,0,0,-0.0128035892006503,0,0,-0.00899376717378598,0,-0.00891537776926754,0,0,0,0,-0.00438143860149364,0
"Atf3",0,0,0,-0.165100582230824,-0.00760646875008382,2.78416354468666,0,-0.0555414761537904,0,0,0,0,0,0,-0.206606659045463,-0.205223341660623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.71669779675604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0237057179881039,0,0,0,0,0,0,0,0,0,-0.197158190140808,-0.049022843582472,0,0,0,0,0,-0.0276697522935666,-0.0440827267356122,-0.0158104268029744,0,0,0,0,0.0511043085435264,0,0,0,-0.00319478906985216,0,0,0,0,0,0,0,0,0,0,0,-0.0400147147391274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179358341218572,0,0,0,0,0,0,0,-0.195229399671133,0,-0.00424729863512867,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258511014981302,0
"Atf4",0,0,0,-0.00466757324302257,0,0,1.90881735742059,0,0,0,-0.00361939151236324,0,0,0,0,0,0,-1.09531445549691,0,0,0,0,0,0,-0.0140399990251337,0,0,0,0,0,-0.00102950985302431,0,0,0,0.038039919869806,0,0,0,0,0,0,0,0,0,-0.0179238497901021,-0.047804372098689,0,-0.000757245512733812,0,0,0,0,0,0,0,0,0,0,0,0,-0.143895273218931,0,0,0,-0.0134825346185536,0,0,0,0,-0.000747130719420996,0,0,0,0,0,0,0,0,0,0,0,-0.0100053241606415,0,0,-0.416157059148253,0,-0.00173067138090294,0,-0.01949061944907,-0.0106094284598985,0,0,-0.0385138366869589,0,0,0,-0.00227902510083411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00374464484152804,0,0,0,0,0,0,0,0,0,0,0,-0.0121308272678754,0,-0.00210317496776317,0,0,0,0,0,0,-0.0018636356951299,0,0,0,-0.0141564945514453,0,0,0,0,-0.00569990260592919,-0.012549300147108,0,0,0,-0.0144772937760869,0
"Atf7",0,0,0,-0.133253003332504,-3.68085690937345,-0.0556703448906165,0,5.50476837215414,0,0,0,0,0,0,-0.706440343986452,-0.926142318627562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00313379964284007,0.0221577877923112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00837153603681837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0564729667039298,0,0,0,0,-0.00378206272925327,0,0,0,0,0,0,0.00947598372606397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batf",0,0,0,0.0359208002216474,0,0,0,0,2.72392852427644,-0.0194722751611565,0,0,-0.00866982396595124,-0.039521175723384,0.0132216299953063,0,0,-0.0101444992296356,0,0,0.0467705412505744,0,0,0,0,0,0,0,0,0,0,-0.00851849578166524,0,-0.442809198714465,-0.803026903369485,-0.245190101340837,-0.0138148629363549,0,-0.036073206767856,0,0,0,0,0,-0.0195695751491677,0,0,0,-0.0238458587769634,0,0,0,0,0,0,0,-0.0432236761260645,0,0,-0.027114161711103,0,-0.259980061895338,-0.460664818485277,0,0,0,0,0,0,0,0.00138030338929576,0,-0.116382037776557,0,0,0,0,0,0,0,0,0,-0.034617400659302,-0.163255096792301,0,0,0,0,0,0,0,-0.00409780617668837,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309603963660833,-0.015521790625868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161929317592331,0,-0.0586506793626539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112913336978045,0,0,0,0,0,-0.00910369167008698,0,-0.00503150793577583,0,0,0,-0.00279971613077005,0,0,0,0,0
"Bbx",0,0,0,0,-0.00735606937266151,0,0,0,-0.0194670754298079,1.18951318827308,-0.0247865712269156,0,-0.00695756574375008,-0.0340548035216867,0,0,-0.0101043997721159,-0.0134969342414811,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143725418092953,0,0,0,0,0,0,-0.0495895368047287,0,0,0,-0.05597873001067,-0.0181464295248683,-0.0122859839218648,0,-0.0354189894474564,0,-0.00321872084227836,0,-0.0334793430212615,-0.033239185071642,-0.00612535536325511,-0.0132162874174239,-0.0215879241874399,0,-0.0377029360337119,-0.0201411293980146,0,-0.0622025394714847,0,-0.00395629705570943,-0.0207757480985941,0,-0.00040057877121357,0,0,0,0,0,0,0,-0.0286737431839698,0,0,0,-0.0075955330091029,-0.0226026962455176,-0.015135711069012,0,0,0,-0.0284928237188819,-0.00973969589215532,-0.00796946386394263,-0.0107222981090931,0,0,-0.00289761069015804,-0.00872634317789153,-0.0429306483605211,-0.0136250160916431,0,-0.00589473615380531,0,0,-0.0443881145177215,-0.00667436512813719,0,-0.00536449081194308,-0.0136294488039985,0,-0.0197872756419131,0,-0.0340745262840601,-0.0280965186408729,0,-0.0189091278357279,0,-0.0258308788768761,0,0,0,-0.0129151174390274,0,0,0,-0.00730277048134276,0,-0.00582915987999373,0,0,-0.0153481823143798,-0.026891823027971,0,-0.0348380778660641,0,0,-0.0509906293806567,0,0,0,0,-0.0247175557351426,-0.00852933086464572,0,-0.00181196083810727,-0.0108972757698182,0,-0.00810899774826593,0,0,0,-0.0179935025085231,0,-0.0266264540274118,-0.00437502019018243,0,0,-0.0245595497241936,-0.0177866331487298,0,0,-0.0102904955173746,0,0,0,0,0
