"","Ahr","Arnt","Arntl","Atf1","Atf2","Atf3","Atf4","Atf7","Batf","Bbx","Bcl6","Bhlhe40","Cbfb","Cdx1","Creb1","Crem","Ctcf","Ddit3","E2f1","E2f3","E2f4","Egr1","Egr2","Elf1","Elf2","Elf4","Elk1","Elk3","Elk4","Ets1","Etv3","Etv6","Fli1","Fos","Fosb","Fosl2","Foxj3","Foxn3","Foxo1","Foxo3","Foxp1","Gabpa","Gata3","Gfi1","Glis3","Gmeb1","Hic1","Hlx","Hmg20b","Homez","Hsf2","Ikzf1","Ikzf3","Irf1","Irf2","Irf3","Irf4","Irf7","Irf8","Isl2","Jun","Junb","Jund","Klf10","Klf13","Klf2","Klf3","Klf4","Klf5","Klf6","Klf7","Klf8","Mafk","Max","Maz","Mbd2","Mecp2","Meis3","Meox2","Mlx","Mxd1","Myc","Nfatc1","Nfe2l2","Nfil3","Nfkb1","Nfkb2","Nfya","Nfyb","Nfyc","Nr1i3","Nr4a1","Nr4a2","Nr4a3","Nrf1","Patz1","Pbx4","Phox2b","Pknox1","Prdm1","Rel","Rela","Relb","Rfx1","Rora","Runx1","Runx2","Runx3","Setbp1","Smad3","Snai1","Snai3","Sp1","Sp110","Sp2","Sp3","Sp4","Srebf1","Srebf2","Stat1","Stat2","Stat3","Stat4","Stat6","Taf1","Tbx21","Tcf12","Tcf3","Tcf7","Tef","Tfdp1","Tfe3","Tgif1","Thap11","Thrb","Tigd2","Tlx2","Trp53","Usf1","Usf2","Wt1","Xbp1","Zbtb17","Zbtb3","Zfp143","Zfp212","Zfp260","Zfp263","Zfp281","Zfp287","Zfp335","Zfp341","Zfp398","Zfp422","Zfp566","Zfp64","Zfp692","Zfp740","Zfx"
"Bcl6",0,0,0,0,0,0,-0.00362216844388658,0,0,-0.0247770991971126,2.28823597607082,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212226946864985,0,0,0.027258454788626,0,0,0,-0.0359338128252041,0,0,0,0,0,0,-0.015583548471834,0,0,0,-0.042849896731061,0,-0.00891556349442897,0,-0.00565482183458819,-0.000411581186960251,0,0,0,0,0,0,0,-0.396092483315137,0,0,0,0,0,0,-0.0205027523111091,0,0,0,0,0,0,0,0,0,0,0,-0.242982181861161,0,0,0,0,0,0,0,-0.0162981188997071,0,-0.00190740456630085,0,0,0,0,0,0,-0.00909882573728414,0,0,0.0206311229859216,0,0,0,-0.0112682755870109,0,0,-0.917052629284996,0,0,-0.00553373503563503,0,-0.00675954821990204,0,0,-0.0453360189457289,0,0,0,-0.00089944941673337,0.107759282721642,0,0,0,-0.0251001220875125,0,0,-0.0362393608968508,-0.0978317513462828,0,0,-0.036020007216581,0,0,-0.0616037478838703,0,0,0,0,0,0,0,0,0,0,0,-0.00633506346471017,0,0,0,0,-0.204124213809163,-0.0955240811123468,-0.00190368134537901,0,-0.101651229414777,-0.00854478230171761,0,-0.16655224696292,0,0.00254919697593087,0,0,0,0
"Bhlhe40",0.00423496346496664,-0.590047909921505,-0.231453794108479,0,0,0,0,0,0,0,0,1.97530422307187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00139301806448339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286018782176244,0,0,0,0,0,-0.568614508015924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138545240547776,0,0,0,0,0,0.00384570895691824,0,0,0,0,0,0,0,0,0,-0.197597805905333,0,0,0,0,0,0,0,0,0,0,0,0,-0.000274333958947341,-0.271232896766087,0,0,0,0,0,0,0,0,0,0.0643633821191554,0,0,-0.00536817640063074,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cbfb",0,0,0,0,0,0,0,0,-0.00865929640713384,-0.00695424703472224,0,0,1.96305613038854,0,0,0,-0.0454573290369924,0,0,0,0,0,0,0,-0.0120291485097626,0,0,0,0,0,0,-0.0320495808036524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00211758367835322,0,0,0,-0.0237545612625952,0,0,0,-0.00588869223635917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00398961228756937,0,-0.00636102524408003,0,0,0,0,0,0,0,0,0,0,0,-0.00333461964540439,-0.657299084074601,-0.423556412326465,-0.338026325777138,0,-0.0317202151041883,0,0,0,0,0,0,0,0,-0.0121497092838424,0,0,0,-0.00619316349050422,-0.0243210214899396,0,-0.0087749013839215,-0.0181648221304698,0,-0.0367543966118589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00298675443557856,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cdx1",0,0,0,0,0,0,0,0,-0.0394895660639847,-0.0340523516288342,0,0,0,1.04361556348718,0,0,0,-0.00135511283870484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0010383280041684,0,-0.039124084856742,-0.0215532908530095,0,0,0,0,-0.0331266480531197,-0.0199516023009342,0,-0.0185636412747151,-0.00913781468082793,-0.0245883775175336,-0.0289342237591105,0,0,0,0,0,0,0,-0.0180721650890649,0,0,-0.0354808588731866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183397121747049,0,0,0,-0.0304521055460185,-0.0138657105528027,-0.0605773216686582,0,0,0,0,0,-0.0129965847524205,-0.00353759313161632,-0.0144564695072705,0,0,0,0,0,0,0,0,0,0,0,0,-0.0407768617184143,-0.0127398743678745,0,0,0,-0.016443999249363,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188712737808184,0,-0.021425531504516,0,0,0,0,0,0,-0.0143365582420633,0,0,0,0,-0.00112210277742621,0,0,0,0,0,0,0,-0.00182016076802523,0,0,0,-0.0275216991415081,0,0,-0.00821186933899497,-0.00994206338696737,0,0,0,0,0
"Creb1",0,0,0,-1.12033158652352,-0.175487712166996,-0.206608321340987,0,-0.706593549186904,0.0131422985485414,0,0,0,0,0,2.86050169343259,-0.534183087008886,0,0.0219184741413507,0,-0.0116914453559474,0,0,0,0,0,0,0,0,0,0,0,0,-0.011151974806697,0.0510722530288839,0.0819564845263914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289625482420116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0235779489198797,-0.0106395584845206,0,0,0,-0.00843540660605197,-0.00419031685727264,0,0,0,0,0,0,0,0,0,0,0,-0.0266595542272612,-0.00616659057197591,0,0,0,0,-0.0179013341457467,0,0,0,-0.00218482656948943,0,0,0,0,-0.020307637106841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181636938014355,0,0,-0.00842991536719989,0,0,0,0,0,-0.00389281476606321,-0.00724604467144961,0,-0.0189636258655252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00650351329529602,0,0,-0.0151825462308579
"Crem",0,0,0,-0.43425323954616,-0.239091540914411,-0.205219870465033,0,-0.92611070315318,0,0,0,0,0,0,-0.534150233716575,2.56203430913921,0,0,0,0,0,-0.047429805979642,-0.0171021744999126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00764425788201162,0,0,0,0,0,0,0,0,-0.0114315929387212,0,0,0,0,0,0,0,-0.0125693070410101,0,0,0,0,0.0600087399707577,0,0,0,0,0,-0.0176001399130098,0,0,0,0,0,0.00788477150782027,0,0,0,0,0,-0.0135973581375995,-0.0173282251028484,0,0,0,0,0,0,0,-0.0106886385512724,0,0,-0.0134096591460259,0,0,0,0,0,0,0,0,0,-0.010983260591474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023324286873801,0,0,0,0,0,0,0,0,0,0,-0.000241394239575692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ctcf",0,0,0,0,0,0,0,0,0,-0.0101031992322956,0,0,-0.045453007297806,0,0,0,1.27634225878428,0,0,0,0,0,0,0,-0.0531342936628435,0,0,0,0,-0.00833221603774871,0,-0.0317760392532772,0,0,0,0,0,0,-0.00253108381360424,0,0,0,-0.00751849613794405,-0.00475856361371207,-0.0122460822754634,0,-0.156216316557294,0,0,0,0,-0.00119983362771095,0,0,0,0,0,0,0,0,0,0,-0.0403214933127093,0,0,-0.0164633988781875,0,0,0.0596590485245227,0.0413453330103133,0.00957381531459212,-0.0770430454915797,-0.0158045385764939,0,-0.0237888530094615,-0.00457050052356284,-0.00404152566385227,-0.00877976262609622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00793316478452233,0,-0.000351568625996398,0,-0.0125075957365406,0,0,0,-0.0253053890270558,0,0,-0.0106429920446657,-0.00812048400244525,0,-0.0733923568628178,-0.0559822463976431,0,-0.0466374919267002,-0.0151801414359951,0,0,-0.062856972165967,0,-0.006586734618163,0,0,0,0,0,-0.064736140911851,-0.0099320438871875,-0.101162717229256,-0.0477685467686833,-0.00611497053083956,0,0,0,0,0,-0.00111268567394308,0,0,0,0,0,0.000765735865515609,0,0,-0.0498010985133269,0,0,0,0,-0.0688451241116253,0,-0.0359335173093897,-0.0134066791475389,0,0,0,0,-0.00312627166106483,0,-0.0233159372162341
"Ddit3",0,0,0,0,-0.0893485353757755,0,-1.09531481801643,0,-0.0101387299478064,-0.0134936324348349,0,0,0,-0.00135820078555459,0.0219151783618714,0,0,1.75451400392521,0,0,0.000404819942492669,0,0,0,-0.0011568419109401,0,0,0,0,0,0,0,0,0,0,0,-0.010273658270977,-0.000839034541159099,0,0,0,0,-0.0630181386349941,0,0,0,0,-0.00404907020088298,-0.00455982360545074,0,0,0,0,0,0,0,-0.0126709084807288,-0.0043010694472563,0,0,0,-0.00834101388136058,0,0,0,0,0,0,0,0,0,0,-0.00144432466956683,0,0,0,0,0,0,0,0,0,0,-0.000795666263293749,-0.0607189305893207,0,-0.00911012521242747,0,0,0,-0.0101636793323375,0,-0.00105642087597835,0,0,0,0,0,0,0,-0.0260863308874385,0,0,0,0,-0.00337192317843099,-0.0244081088161397,-0.020873089384305,-0.00307251550409313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266525952711266,0,-0.0107162144686664,-0.0292579270285848,0.100696357879223,0,0,0,0,0,0,-0.0128821848135072,-0.00521136001904111,0,0,0,0,0,-0.00209822540962231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E2f1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87934260985738,-0.257772748947926,-2.35145211262454,-0.131036059259043,0,0,0,0,0,0,0,0,0,0.0229628695460888,0,0,0.00695985069491976,0,0,0,0,0,0,0,0,0,0,-0.0167313790106003,0,0,0.0072244075809539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110299812764398,0,-0.334308210102654,0,-0.279562855475515,-0.30772887030392,-0.794077544992146,0,0,0,0.0495507124843472,-0.0244528973568936,0,0,0,0,0,0,0,0,0,0,0,0,-0.0250463125462447,0,0,0,0,0,-0.0829548893772597,-0.219871183938447,0,0,0,0,0,0.0285416004766136,0,0,0,0.0194097247619847,0.00470888714178049,0,0,0.0217685407708447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229371201034025,0,0,0,0,-0.254364844887637,0,0,0,0,0,0,0,0,0,0,0,-0.132312907763471,0,0,0.00338251338986504,0,0,0,0.00865154807302852,0,0,0,0,-0.00729050849734546,-0.0209746805424118,0,0,-0.0526258499961342
"E2f3",-0.000348652173396687,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116752656266209,0,0,0,-0.257711270860161,1.8547245051812,-0.0525814583359488,0,0,-0.0554669933954265,0,0,0,0,-0.000840464959440215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189568694007905,0,-0.0173368762815879,0,0,0,0,0,-0.0331339586534571,0,0,0,0,0,0,0,0,0,0,-0.02252718212688,0,0,0,0.0491006254231944,0,0,0,0,0,0,0,-0.00850966982582535,-0.0355338168626304,0,0,0,0,-0.0251372461055755,0,0,0,-0.00604066451821206,0,0,-0.0472014959627935,0,0,0,0,0,-0.012069241562766,0,0,0,0,-0.00492020359308224,0.0193614640569985,0,0,-0.0425501128322555,0,0,0,0,0,0,0,0,-0.0791218682588633,-0.0186969440912767,-0.168476487389767,0,0,0,0,0,0,0,0,0,-0.0146636082536788,0,0,0,0,0,-0.608588985343574,0,0,0,0,0,0,0,0,-0.0173860508418586,0,0,-0.0221775492722311,0,-0.0301964425663852,0,0,-0.056557704393742,0,0,-0.00687650470510947,-0.0892174577967949,0,0,-0.0902853866755294,-0.0523592612305441,0,0,-0.0148740799348593
"E2f4",0,0,0,-0.00680783749312537,0,0,0,0,0.0467371022051834,0,0,0,0,0,0,0,0,0.000398141482762462,-2.35104295380379,-0.0524449445954745,4.6120575558932,0,0,0,0,0,0,0,0,0,0,0,0,0.0209827251750987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0617161316190254,-0.219566164876269,0,0,0,0,-0.116375552153431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00873750181002879,-0.0189868777923115,0,0,0,0,0,0,-0.0742607392313825,0,0,0,0,0,0.0624236832894607,0,-0.0107156378242481,0,0.0215041724929305,0,0,0,0,0,0,0,0,-0.377339027999946,0,-1.25785409665326,0,0,0,0,0,0,0,0,0.00393788107919425,0,0,0,0,-0.0181671417906273,0,0,0,0,0,0,0,0,0,0.114126335437566,0,0,0,-0.00188544512403687,0,0,0,0,0.00317460945494361,0,0,0,0,0,0,-0.0189213101878924,0,-0.097464227343962
"Egr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0473589491136212,0,0,-0.131010878058453,0,0,4.71297515095941,-3.19008407711414,0,0,0,0,0,0,0,0,0.0338084852582675,-0.0351144116089655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113748167431429,-0.00456824871335432,0,0,-0.00276744010059007,-0.0341087682136156,-0.420771887813129,-0.0722089715458645,0,0,0,0.116423162269984,-0.0384033726698103,0,0,0,0,-0.0537528142525595,-0.0102041113287111,0,0,0,0,-0.0161933831883218,0,0,-0.0690667822316487,0,0,0,0,-0.149120719739747,0,0,0,-0.0176122527197164,0,0,0,-0.00590823758975216,0,0,0,0,0,0,0.00378709807905004,0,-0.036580940948026,0,0,0,0,0,-0.00591078945009793,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000661045033657243,0,0,-0.0132629617541355,0,0,0,0,0,-0.257198954999923,-0.00652306118913315,-0.0995072515160434,0,0,0,0,0,0,0,0,0,0,0,-0.0342365151946398,-0.0653456530334341,0,-0.00576538202572446,-0.040545711712898
