"","row","col","corr"
"278","Arnt","Elf2",0.00850805844683979
"283","Atf4","Elf2",0.0039009399916297
"287","Bcl6","Elf2",0.00684979464035741
"289","Cbfb","Elf2",0.00273773273104065
"293","Ctcf","Elf2",0.0279661138816091
"300","Elf1","Elf2",0.125275980224188
"324","Elf1","Elf4",0.0966375587808694
"325","Elf2","Elf4",0.207144449692011
"349","Elf1","Elk1",0.0853942943049944
"350","Elf2","Elk1",0.0682320226847012
"351","Elf4","Elk1",0.107048454219761
"377","Elf4","Elk3",0.137270809718157
"378","Elk1","Elk3",0.264758753830769
"380","Arnt","Elk4",0.00145369252834181
"398","E2f3","Elk4",0.00615443577147884
"402","Elf1","Elk4",0.105224088431575
"403","Elf2","Elk4",0.0729352949274818
"405","Elk1","Elk4",0.10392105629059
"406","Elk3","Elk4",0.102349215218387
"408","Arnt","Ets1",0.000387098807161143
"411","Atf2","Ets1",0.000127344069162258
"413","Atf4","Ets1",0.00300642869133031
"416","Bbx","Ets1",0.00820348679557043
"417","Bcl6","Ets1",0.0033697246478513
"419","Cbfb","Ets1",0.000944541789411042
"423","Ctcf","Ets1",0.0137703585616133
"424","Ddit3","Ets1",0.000208249019502068
"430","Elf1","Ets1",0.0729235069312811
"431","Elf2","Ets1",0.0538319547378273
"433","Elk1","Ets1",0.0290354037081501
"435","Elk4","Ets1",0.18573319437572
"461","Elf4","Etv3",0.159970999341281
"462","Elk1","Etv3",0.0556195335985677
"463","Elk3","Etv3",0.17478439083064
"464","Elk4","Etv3",0.0506353184065007
"465","Ets1","Etv3",0.0399137621086973
"474","Batf","Etv6",1.61703650191491e-05
"475","Bbx","Etv6",0.0136337189696004
"476","Bcl6","Etv6",0.00418684678120954
"478","Cbfb","Etv6",0.0181799894362875
"482","Ctcf","Etv6",0.0154441775771855
"489","Elf1","Etv6",0.0294107993014515
"490","Elf2","Etv6",0.220066462468193
"491","Elf4","Etv6",0.0290448085974278
"492","Elk1","Etv6",0.041800963372969
"495","Ets1","Etv6",0.235224823535958
"496","Etv3","Etv6",0.0419541175691751
"498","Arnt","Fli1",0.00114338939448341
"500","Atf1","Fli1",0.00650214820606737
"502","Atf3","Fli1",0.00259861226253096
"511","Creb1","Fli1",0.00780412854519446
"518","Egr1","Fli1",0.00728371159563449
"519","Egr2","Fli1",0.00898634177705308
"520","Elf1","Fli1",0.101895222479186
"521","Elf2","Fli1",0.0160895384702605
"523","Elk1","Fli1",0.0963005322899551
"524","Elk3","Fli1",0.070524644569646
"525","Elk4","Fli1",0.20553540302639
"526","Ets1","Fli1",0.183341103833268
"527","Etv3","Fli1",0.109915607551911
"528","Etv6","Fli1",0.0142021278121945
"534","Atf3","Fos",0.00435503363824457
"537","Batf","Fos",0.139689468529678
"567","Atf3","Fosb",0.0228160102654377
"570","Batf","Fosb",0.177423405782762
"595","Fos","Fosb",0.357453781251315
"601","Atf3","Fosl2",0.356536672174327
"604","Batf","Fosl2",0.0934546950871167
"605","Bbx","Fosl2",0.00708381985705588
"629","Fos","Fosl2",0.181893632490276
"630","Fosb","Fosl2",0.157095390398534
"635","Atf2","Foxj3",0.00223371313608744
"639","Batf","Foxj3",0.0141392859261474
"640","Bbx","Foxj3",0.00502676606233011
"641","Bcl6","Foxj3",0.00367902109229922
"644","Cdx1","Foxj3",0.0193484295008146
"662","Etv6","Foxj3",0.00868783422195291
"668","Arnt","Foxn3",0.00230490318645314
"670","Atf1","Foxn3",0.00059319775980299
"671","Atf2","Foxn3",0.00616190062353099
"676","Bbx","Foxn3",0.0102049189312039
"680","Cdx1","Foxn3",0.00826233492495095
"688","Egr1","Foxn3",0.00447547868284344
"689","Egr2","Foxn3",0.019148309635497
"696","Ets1","Foxn3",0.00343835577273212
"698","Etv6","Foxn3",0.00683016711327246
"699","Fli1","Foxn3",0.00597814949815769
"703","Foxj3","Foxn3",0.146730415582962
"712","Batf","Foxo1",0.0145342700217693
"713","Bbx","Foxo1",0.0234130226419767
"714","Bcl6","Foxo1",0.00909385162986201
"733","Ets1","Foxo1",0.00921796186436865
"735","Etv6","Foxo1",0.0218943200191441
"740","Foxj3","Foxo1",0.072129052372959
"741","Foxn3","Foxo1",0.106874009105171
"778","Foxj3","Foxo3",0.116903579945141
"779","Foxn3","Foxo3",0.161455516057691
"780","Foxo1","Foxo3",0.313025661292324
"817","Foxj3","Foxp1",0.0471030909760562
"818","Foxn3","Foxp1",0.169404666128249
"819","Foxo1","Foxp1",0.172688526685073
"820","Foxo3","Foxp1",0.417550066746916
"822","Arnt","Gabpa",0.00944462600310238
"841","E2f4","Gabpa",0.00196845664928618
"844","Elf1","Gabpa",0.156466738661307
"845","Elf2","Gabpa",0.0299140479607542
"846","Elf4","Gabpa",0.0558170673229063
"847","Elk1","Gabpa",0.223845027136767
"848","Elk3","Gabpa",0.130482562204321
"849","Elk4","Gabpa",0.132991825042697
"850","Ets1","Gabpa",0.0977440154957413
"851","Etv3","Gabpa",0.0753807011085046
"852","Etv6","Gabpa",0.0444482012415629
"853","Fli1","Gabpa",0.171534115026216
"867","Atf3","Gata3",0.0033391447543333
"870","Batf","Gata3",0.00343595674260911
"871","Bbx","Gata3",0.0421670874067275
"872","Bcl6","Gata3",0.0289260273109983
"875","Cdx1","Gata3",0.00872802815501138
"878","Ctcf","Gata3",0.00125784578379584
"879","Ddit3","Gata3",0.030467478872678
"891","Ets1","Gata3",0.00207527799016811
"893","Etv6","Gata3",0.0272880073186315
"897","Fosl2","Gata3",0.0052550984189212
"898","Foxj3","Gata3",0.0143106258381103
"899","Foxn3","Gata3",0.0384668427335006
"900","Foxo1","Gata3",0.01070726962493
"914","Bcl6","Gfi1",0.00212031496406687
"940","Foxj3","Gfi1",0.000502270756410157
"971","Elf2","Glis3",0.00347787410778101
"994","Atf1","Gmeb1",0.106050323649334
"1009","E2f1","Gmeb1",0.00450546373891331
"1023","Fli1","Gmeb1",0.00838875373188511
"1040","Atf2","Hic1",0.00253104120114573
"1045","Bbx","Hic1",0.0238041694444074
"1046","Bcl6","Hic1",0.0116707848166469
"1052","Ctcf","Hic1",0.0985676034939225
"1055","E2f3","Hic1",0.00657226701624979
"1058","Egr2","Hic1",0.00380148078828463
"1060","Elf2","Hic1",0.0134988758658824
"1065","Ets1","Hic1",0.0101974029740195
"1067","Etv6","Hic1",0.00602627167029487
"1072","Foxj3","Hic1",0.0120824621827861
"1073","Foxn3","Hic1",0.0073468931488506
"1078","Gata3","Hic1",0.0255496153027207
"1255","Ets1","Hsf2",0.00421626538066824
"1257","Etv6","Hsf2",0.0105137801403133
"1285","Bbx","Ikzf1",0.00769089313006867
"1286","Bcl6","Ikzf1",0.00690092226377113
"1300","Elf2","Ikzf1",0.00267711217386506
"1305","Ets1","Ikzf1",0.00615493273821516
"1307","Etv6","Ikzf1",0.00729475651711818
"1312","Foxj3","Ikzf1",0.00441595969837695
"1313","Foxn3","Ikzf1",0.00692163447025745
"1346","E2f3","Ikzf3",0.00951530706713292
"1349","Egr2","Ikzf3",0.00619166726225953
"1351","Elf2","Ikzf3",0.0081680403127523
"1388","Bbx","Irf1",0.0133781977976624
"1415","Foxj3","Irf1",0.0278257305463912
"1430","Ikzf1","Irf1",0.00910635598066489
"1441","Bbx","Irf2",0.0136543820273275
"1444","Cbfb","Irf2",0.00335297254543437
"1463","Etv6","Irf2",0.00831129562420708
"1485","Irf1","Irf2",0.334125344417859
"1495","Bbx","Irf3",0.00259977813774893
"1496","Bcl6","Irf3",0.14485577372735
"1517","Etv6","Irf3",0.0107978723184741
"1522","Foxj3","Irf3",0.0120109108042214
"1528","Gata3","Irf3",0.00261374642384434
"1537","Ikzf1","Irf3",0.00220744026823648
"1538","Ikzf3","Irf3",0.00626437837308566
"1539","Irf1","Irf3",0.0968901485396313
"1540","Irf2","Irf3",0.0522334161298163
"1546","Atf3","Irf4",0.000148521977638631
"1549","Batf","Irf4",0.016981572509657
"1550","Bbx","Irf4",0.0240762493221662
"1551","Bcl6","Irf4",0.00765161905632653
"1554","Cdx1","Irf4",0.0064187434836901
"1558","Ddit3","Irf4",0.00566209732656469
"1565","Elf2","Irf4",0.00143539950970779
"1570","Ets1","Irf4",0.0131256613973982
"1572","Etv6","Irf4",0.0185981271570321
"1578","Foxn3","Irf4",0.0154822839887073
"1579","Foxo1","Irf4",0.000912790257948292
"1583","Gata3","Irf4",0.0263710431272669
"1587","Hic1","Irf4",0.00756424467776778
"1594","Irf1","Irf4",0.0455553573753132
"1595","Irf2","Irf4",0.0402507440895319
"1596","Irf3","Irf4",0.0550129493268797
"1602","Atf3","Irf7",0.00366223544129554
"1606","Bbx","Irf7",0.0113374213371082
"1634","Foxn3","Irf7",0.00454546939534405
"1639","Gata3","Irf7",0.0114539382841169
"1650","Irf1","Irf7",0.0728258965610753
"1651","Irf2","Irf7",0.179554485958062
"1652","Irf3","Irf7",0.00264524405597453
"1653","Irf4","Irf7",0.0517311797039192
"1662","Batf","Irf8",0.00356403943367339
"1664","Bcl6","Irf8",0.00217919584389619
"1677","Elf1","Irf8",0.00554214399739489
"1678","Elf2","Irf8",0.00177571672680774
"1683","Ets1","Irf8",0.0283571569506405
"1685","Etv6","Irf8",0.0218597160019185
"1691","Foxn3","Irf8",0.00185413950844706
"1692","Foxo1","Irf8",0.00825942601274429
"1696","Gata3","Irf8",0.00264785878151288
"1700","Hic1","Irf8",0.000142082381349188
"1707","Irf1","Irf8",0.087597222045768
"1708","Irf2","Irf8",0.0640696092945161
"1709","Irf3","Irf8",0.034963083933245
"1710","Irf4","Irf8",0.458287414153342
"1711","Irf7","Irf8",0.0692125771710438
"1721","Bbx","Isl2",0.00636764498247316
"1776","Atf3","Jun",0.11264199723005
"1777","Atf4","Jun",0.0498122302435464
"1779","Batf","Jun",0.0351749293874678
"1781","Bcl6","Jun",0.00127554612553544
"1793","Egr2","Jun",0.00528844400099399
"1804","Fos","Jun",0.157554877333258
"1805","Fosb","Jun",0.118946287193782
"1806","Fosl2","Jun",0.122617190123653
"1808","Foxn3","Jun",0.0177862360311983
"1813","Gata3","Jun",0.000439394458933209
"1816","Gmeb1","Jun",0.000660717259301697
"1836","Atf3","Junb",0.0567968873254609
"1839","Batf","Junb",0.10080858537963
"1840","Bbx","Junb",0.00652233732847004
"1848","Ddit3","Junb",0.00749172911808086
"1855","Elf2","Junb",0.000583169804346585
"1862","Etv6","Junb",0.00291776381013972
"1864","Fos","Junb",0.0874867504129969
"1865","Fosb","Junb",0.130421717150117
"1866","Fosl2","Junb",0.0482635293744105
"1868","Foxn3","Junb",0.0174840362966338
"1869","Foxo1","Junb",0.00841520210187657
"1873","Gata3","Junb",0.0223562072373617
"1887","Irf4","Junb",0.00736039120813996
"1891","Jun","Junb",0.237918643105371
"1900","Batf","Jund",0.155522840935213
"1901","Bbx","Jund",0.0105971098082536
"1902","Bcl6","Jund",0.00997941831594009
"1908","Ctcf","Jund",0.0152101624352491
"1916","Elf2","Jund",0.000507737038977532
"1921","Ets1","Jund",0.0159133961255213
"1923","Etv6","Jund",0.0116952653971053
"1925","Fos","Jund",0.0671189483560555
"1926","Fosb","Jund",0.0684829697997761
"1927","Fosl2","Jund",0.099465283730048
"1930","Foxo1","Jund",0.00543281402094454
"1952","Jun","Jund",0.135732411124742
"1953","Junb","Jund",0.107120181655736
"1972","E2f1","Klf10",0.0122992023331282
"1973","E2f3","Klf10",0.0124651924101867
"1974","E2f4","Klf10",0.00419216728146211
"1975","Egr1","Klf10",0.0494442911209176
"1976","Egr2","Klf10",0.0640909920480034
"2000","Hic1","Klf10",0.00425796222298519
"2006","Ikzf3","Klf10",0.00288115845818282
"2038","Egr1","Klf13",0.00289761970198538
"2049","Fli1","Klf13",0.00451540127396207
"2080","Klf10","Klf13",0.00485602733917684
"2097","Ctcf","Klf2",0.0067285249371964
"2101","E2f4","Klf2",0.0425560107723838
"2132","Ikzf1","Klf2",0.00262528915007334
"2144","Klf10","Klf2",0.0150371499226547
"2145","Klf13","Klf2",0.0267005102907438
"2146","Ahr","Klf3",0.00859798440593349
"2147","Arnt","Klf3",0.000457263115165032
"2149","Atf1","Klf3",0.00674860299030892
"2164","E2f1","Klf3",0.0647536711585032
"2166","E2f4","Klf3",0.0578056163250938
"2167","Egr1","Klf3",0.00768885300207294
"2169","Elf1","Klf3",0.00454677682126799
"2174","Elk4","Klf3",0.00689627295726235
"2178","Fli1","Klf3",0.00152471693468001
"2190","Glis3","Klf3",0.00153962239715434
"2209","Klf10","Klf3",0.0708708463904961
"2211","Klf2","Klf3",0.0703036622287288
"2212","Ahr","Klf4",0.00451896239717822
"2217","Atf3","Klf4",0.0122577907851956
"2230","E2f1","Klf4",0.0257347141746964
"2233","Egr1","Klf4",0.028721660894151
"2234","Egr2","Klf4",0.0509054040374344
"2244","Fli1","Klf4",0.00613204184915926
"2258","Hic1","Klf4",0.0103856916822814
"2263","Ikzf1","Klf4",0.0102719755999373
"2273","Junb","Klf4",7.3176379276384e-05
"2275","Klf10","Klf4",0.0174427047783977
"2276","Klf13","Klf4",0.0453328562663015
"2278","Klf3","Klf4",0.0426759688883248
"2279","Ahr","Klf5",0.00399566528259221
"2284","Atf3","Klf5",0.0141672265540924
"2294","Crem","Klf5",0.0104108542356699
"2297","E2f1","Klf5",0.057289241923644
"2300","Egr1","Klf5",0.0376337445056779
"2301","Egr2","Klf5",0.0491765836903505
"2311","Fli1","Klf5",0.00547212698336201
"2325","Hic1","Klf5",0.00276853833770889
"2340","Junb","Klf5",8.59972409570934e-05
"2342","Klf10","Klf5",0.0236342326078801
"2345","Klf3","Klf5",0.0630990287566641
"2346","Klf4","Klf5",0.276696807845047
"2347","Ahr","Klf6",0.00396167044957453
"2352","Atf3","Klf6",0.00638726458002288
"2353","Atf4","Klf6",0.00822668405096992
"2362","Crem","Klf6",0.00221479556098557
"2365","E2f1","Klf6",0.0620926968595591
"2368","Egr1","Klf6",0.073842603587399
"2369","Egr2","Klf6",0.053769568515196
"2379","Fli1","Klf6",0.00983157030576801
"2399","Ikzf3","Klf6",0.00414414478402754
"2410","Klf10","Klf6",0.0556445774933986
"2413","Klf3","Klf6",0.10690180528191
"2414","Klf4","Klf6",0.102793976125099
"2415","Klf5","Klf6",0.198416453968286
"2418","Arntl","Klf7",0.000678103779493479
"2430","Creb1","Klf7",0.0104748432944224
"2434","E2f1","Klf7",0.112036680775744
"2436","E2f4","Klf7",0.037405290525322
"2437","Egr1","Klf7",0.0182139064003033
"2438","Egr2","Klf7",0.0157161856765865
"2461","Gmeb1","Klf7",0.00150077413853689
"2479","Klf10","Klf7",0.0159224016861873
"2480","Klf13","Klf7",0.118857414850238
"2481","Klf2","Klf7",0.144927868164528
"2482","Klf3","Klf7",0.0706325844682442
"2483","Klf4","Klf7",0.208992751042552
"2484","Klf5","Klf7",0.0831910879423441
"2485","Klf6","Klf7",0.0234962439527349
"2487","Arnt","Klf8",0.00552936691597871
"2489","Atf1","Klf8",0.00445995130233751
"2500","Creb1","Klf8",0.0062250285950951
"2502","Ctcf","Klf8",0.0168622683511521
"2504","E2f1","Klf8",0.021307061815417
"2506","E2f4","Klf8",0.0437418932371759
"2509","Elf1","Klf8",0.00187718701720581
"2510","Elf2","Klf8",0.00609587075313788
"2527","Gabpa","Klf8",0.00397210237171295
"2532","Hic1","Klf8",0.0242275738424143
"2537","Ikzf1","Klf8",0.00640093840925341
"2549","Klf10","Klf8",0.0298886476754167
"2550","Klf13","Klf8",0.0759726145432234
"2551","Klf2","Klf8",0.291479398701123
"2552","Klf3","Klf8",0.0574791816006548
"2553","Klf4","Klf8",0.132620079054189
"2556","Klf7","Klf8",0.226577842183306
"2565","Batf","Mafk",0.0560150552548464
"2566","Bbx","Mafk",0.0169189661829274
"2567","Bcl6","Mafk",0.00374903455284008
"2573","Ctcf","Mafk",0.00541645176542113
"2581","Elf2","Mafk",0.00602346225949456
"2588","Etv6","Mafk",0.00931564472354881
"2590","Fos","Mafk",0.0364583335972426
"2591","Fosb","Mafk",0.0197126837361942
"2592","Fosl2","Mafk",0.0444733199005266
"2593","Foxj3","Mafk",0.00963498083863655
"2594","Foxn3","Mafk",0.0118355589143415
"2595","Foxo1","Mafk",0.000361038136521763
"2599","Gata3","Mafk",0.0270058187549306
"2603","Hic1","Mafk",0.00564018352374924
"2613","Irf4","Mafk",0.00203250947509567
"2617","Jun","Mafk",0.000948004397722038
"2618","Junb","Mafk",0.017215842878327
"2619","Jund","Mafk",0.00502077846624559
"2626","Klf6","Mafk",0.000496554454954087
"2630","Arnt","Max",0.197666059217696
"2631","Arntl","Max",0.058053029149231
"2657","Elk4","Max",0.00422964729642564
"2694","Klf2","Max",0.00101150454570844
"2695","Klf3","Max",0.0114809417989935
"2700","Klf8","Max",0.00827122271703699
"2712","Bcl6","Maz",0.0820623324560633
"2718","Ctcf","Maz",0.0143368213498632
"2731","Ets1","Maz",0.00396511213949594
"2754","Ikzf3","Maz",0.00508414626103983
"2777","Arnt","Mbd2",0.00276595125686574
"2794","E2f1","Mbd2",0.0164204422435791
"2795","E2f3","Mbd2",0.00317952863196161
"2796","E2f4","Mbd2",0.0040643402018374
"2797","Egr1","Mbd2",0.0189030912326111
"2799","Elf1","Mbd2",0.0036901665141216
"2808","Fli1","Mbd2",0.00247725871388787
"2817","Gabpa","Mbd2",0.00267354639196149
"2842","Klf3","Mbd2",0.0152568835698344
"2852","Arnt","Mecp2",0.00817207605280042
"2870","E2f3","Mecp2",0.0180635904944008
"2871","E2f4","Mecp2",0.00145097685325407
"2872","Egr1","Mecp2",0.00696604555169457
"2873","Egr2","Mecp2",0.000319828337256399
"2879","Elk4","Mecp2",0.00116723291152691
"2883","Fli1","Mecp2",0.0169317670624621
"2892","Gabpa","Mecp2",0.00196355674147404
"2903","Ikzf3","Mecp2",0.00996938055844533
"2916","Klf2","Mecp2",0.000535992306027827
"2917","Klf3","Mecp2",0.0246169958808547
"2922","Klf8","Mecp2",0.00529814981131145
"2926","Mbd2","Mecp2",0.0209504828250723
"2931","Atf2","Meis3",0.00617776508314035
"2936","Bbx","Meis3",0.0162816903011078
"2943","Ctcf","Meis3",0.0054415972389332
"2951","Elf2","Meis3",0.0151408702917342
"2964","Foxn3","Meis3",0.018527340674773
"2969","Gata3","Meis3",0.00374092482013326
"2981","Irf2","Meis3",0.00242058149942457
"2987","Jun","Meis3",0.00581386333349384
"2988","Junb","Meis3",0.0082984161382993
"2994","Klf4","Meis3",0.00335333188067711
"3051","Hlx","Meox2",0.112434980555704
"3083","Arnt","Mlx",0.100286392162967
"3084","Arntl","Mlx",0.217441529619514
"3093","Bhlhe40","Mlx",0.184292712983156
"3103","Egr1","Mlx",0.000255912420481237
"3149","Klf4","Mlx",0.0070617986249528
"3155","Max","Mlx",0.0325036653322714
"3162","Arnt","Mxd1",0.066590502021038
"3163","Arntl","Mxd1",0.0570077900922077
"3176","Crem","Mxd1",0.00307884501558545
"3182","Egr1","Mxd1",0.0200139723022216
"3183","Egr2","Mxd1",0.0111986567361265
"3193","Fli1","Mxd1",0.00614646360969961
"3228","Klf4","Mxd1",0.0159754621743234
"3229","Klf5","Mxd1",0.0237449238162335
"3230","Klf6","Mxd1",0.016118229262688
"3231","Klf7","Mxd1",0.0092881882685488
"3234","Max","Mxd1",0.137234539930235
"3236","Mbd2","Mxd1",0.000725550207355025
"3240","Mlx","Mxd1",0.00935318373956896
"3242","Arnt","Myc",0.0345867123761462
"3259","E2f1","Myc",0.00235059929662528
"3260","E2f3","Myc",0.00773141218549688
"3262","Egr1","Myc",0.00733130083127535
"3263","Egr2","Myc",0.00555474206468246
"3287","Hic1","Myc",0.00368016728486672
"3307","Klf3","Myc",0.000432827256089727
"3308","Klf4","Myc",0.00221095263999658
"3309","Klf5","Myc",0.00489768939122808
"3310","Klf6","Myc",0.0153306387027936
"3314","Max","Myc",0.364571947327094
"3316","Mbd2","Myc",0.000895580088394727
"3321","Mxd1","Myc",0.231227026153091
"3330","Batf","Nfatc1",0.0178619177259178
"3331","Bbx","Nfatc1",0.009294063098317
"3332","Bcl6","Nfatc1",0.0160538780770209
"3353","Etv6","Nfatc1",0.0151184190698628
"3355","Fos","Nfatc1",0.0053819483823465
"3356","Fosb","Nfatc1",0.000353972762661908
"3357","Fosl2","Nfatc1",0.00138549840537792
"3359","Foxn3","Nfatc1",0.0106176344461018
"3360","Foxo1","Nfatc1",0.00914115294543929
"3364","Gata3","Nfatc1",0.0145375117695785
"3377","Irf3","Nfatc1",0.00218157041522187
"3378","Irf4","Nfatc1",0.0121619374732468
"3380","Irf8","Nfatc1",0.0114439610711226
"3383","Junb","Nfatc1",0.00637479332613888
"3384","Jund","Nfatc1",0.0160453392650766
"3412","Batf","Nfe2l2",0.0711501536282946
"3413","Bbx","Nfe2l2",0.00526606562139438
"3428","Elf2","Nfe2l2",0.00769837671886623
"3433","Ets1","Nfe2l2",0.0016702282681654
"3435","Etv6","Nfe2l2",0.0157577951076337
"3437","Fos","Nfe2l2",0.0278576920863843
"3438","Fosb","Nfe2l2",0.0147431517805432
"3439","Fosl2","Nfe2l2",0.0423822003156732
"3441","Foxn3","Nfe2l2",0.0252359330617007
"3442","Foxo1","Nfe2l2",0.00412960162477136
"3446","Gata3","Nfe2l2",0.00437938912867249
"3450","Hic1","Nfe2l2",0.00384546873770964
"3457","Irf1","Nfe2l2",0.00123200507919853
"3460","Irf4","Nfe2l2",0.00429795301345772
"3462","Irf8","Nfe2l2",0.013501945038428
"3464","Jun","Nfe2l2",0.0311494116302091
"3466","Jund","Nfe2l2",0.0173385037162125
"3476","Mafk","Nfe2l2",0.25959357747104
"3481","Meis3","Nfe2l2",0.00873318582241072
"3493","Atf4","Nfil3",0.198526767712644
"3504","Ddit3","Nfil3",0.0243607938306882
"3522","Fosl2","Nfil3",0.00045325597713217
"3543","Irf4","Nfil3",0.0116702524599721
"3547","Jun","Nfil3",0.000128708554843932
"3580","Bbx","Nfkb1",0.00423843493771023
"3602","Etv6","Nfkb1",0.00110535710285721
"3607","Foxj3","Nfkb1",0.00431000315956245
"3617","Hic1","Nfkb1",0.00185237890021885
"3623","Ikzf3","Nfkb1",0.00763957220160937
"3628","Irf7","Nfkb1",0.00509944532747303
"3637","Klf3","Nfkb1",0.00203690935104163
"3677","Egr1","Nfkb2",0.00956620909997808
"3678","Egr2","Nfkb2",0.0116320066691177
"3687","Etv6","Nfkb2",0.00822017538599877
"3692","Foxj3","Nfkb2",0.000760163117972076
"3693","Foxn3","Nfkb2",0.0253332979239691
"3694","Foxo1","Nfkb2",0.00628389593245214
"3698","Gata3","Nfkb2",0.00845778261171807
"3702","Hic1","Nfkb2",0.00160606775893709
"3708","Ikzf3","Nfkb2",0.0102163973283461
"3710","Irf2","Nfkb2",0.00191963465314841
"3713","Irf7","Nfkb2",0.00664274612601447
"3716","Jun","Nfkb2",0.00432282481543377
"3717","Junb","Nfkb2",0.00642372261462485
"3723","Klf4","Nfkb2",0.00270654555824341
"3724","Klf5","Nfkb2",0.0141580054922838
"3725","Klf6","Nfkb2",0.00632358859137149
"3741","Nfkb1","Nfkb2",0.499232068599736
"3762","E2f4","Nfya",0.00860950007903045
"3785","Gfi1","Nfya",0.0050149051317649
"3818","Mecp2","Nfya",0.00140255561365416
"3843","Creb1","Nfyb",0.00506393232401495
"3847","E2f1","Nfyb",0.00768653698114065
"3848","E2f3","Nfyb",0.013590832090596
"3849","E2f4","Nfyb",0.00596008395222184
"3850","Egr1","Nfyb",0.00418666799850376
"3861","Fli1","Nfyb",0.00420862729541504
"3872","Gfi1","Nfyb",0.000248588792102511
"3895","Klf3","Nfyb",0.00776876137607061
"3900","Klf8","Nfyb",0.00365383117492691
"3905","Mecp2","Nfyb",0.00473263931314658
"3910","Myc","Nfyb",0.00810181372261084
"3916","Nfya","Nfyb",0.342471276998156
"3931","Creb1","Nfyc",0.00322680933474611
"3935","E2f1","Nfyc",0.00486928434893502
"3938","Egr1","Nfyc",0.0156316551104748
"3939","Egr2","Nfyc",0.00703643195226213
"3949","Fli1","Nfyc",0.00395940540501277
"3960","Gfi1","Nfyc",0.0105143173919388
"3981","Klf13","Nfyc",0.00158953974894081
"3984","Klf4","Nfyc",0.00454811469051849
"3985","Klf5","Nfyc",0.00321362785905974
"3986","Klf6","Nfyc",0.00846468877446387
"3997","Mxd1","Nfyc",0.00193535407673948
"3998","Myc","Nfyc",0.000460162268446061
"4004","Nfya","Nfyc",0.370309083454494
"4005","Nfyb","Nfyc",0.45666888775308
"4011","Atf3","Nr1i3",0.0161698016773919
"4015","Bbx","Nr1i3",0.0153877754436757
"4028","Egr2","Nr1i3",0.00930805991947413
"4035","Ets1","Nr1i3",0.00591596203462199
"4041","Fosl2","Nr1i3",0.00792280033678327
"4043","Foxn3","Nr1i3",0.00218292697443085
"4062","Irf4","Nr1i3",0.0038436265463363
"4067","Junb","Nr1i3",0.00846142889856778
"4073","Klf4","Nr1i3",0.00564606958737171
"4074","Klf5","Nr1i3",0.00530558860744818
"4089","Nfe2l2","Nr1i3",0.00236647254683432
"4106","Bcl6","Nr4a1",0.00778447568623545
"4131","Fosl2","Nr4a1",0.000963899113288689
"4132","Foxj3","Nr4a1",0.000349022533832792
"4133","Foxn3","Nr4a1",0.00093366419694497
"4134","Foxo1","Nr4a1",0.00536859772045524
"4151","Irf3","Nr4a1",0.0104429153031317
"4152","Irf4","Nr4a1",0.0186292831823216
"4156","Jun","Nr4a1",0.00331082692996551
"4192","Atf3","Nr4a2",0.00427209512443372
