"","row","col","corr"
"1336","Bbx","Ikzf3",0.00561168222993614
"1346","E2f3","Ikzf3",0.0258717421145443
"1349","Egr2","Ikzf3",0.00759187345859923
"1351","Elf2","Ikzf3",0.0164636843668146
"1364","Foxn3","Ikzf3",0.00502586825745381
"1365","Foxo1","Ikzf3",0.00486888649132517
"1369","Gata3","Ikzf3",0.00520014732885208
"1378","Ikzf1","Ikzf3",0.0226124570159553
"1388","Bbx","Irf1",0.0131952388595892
"1415","Foxj3","Irf1",0.0472268685949673
"1430","Ikzf1","Irf1",0.0186614876664322
"1441","Bbx","Irf2",0.0212364280163104
"1444","Cbfb","Irf2",0.00749818029404042
"1463","Etv6","Irf2",0.00726821015111867
"1485","Irf1","Irf2",1.1292139617573
"1496","Bcl6","Irf3",0.341945784123406
"1517","Etv6","Irf3",0.010430583190371
"1538","Ikzf3","Irf3",0.00627297919044922
"1539","Irf1","Irf3",0.248697930580886
"1540","Irf2","Irf3",0.0683249590805921
"1549","Batf","Irf4",0.0372576432343793
"1550","Bbx","Irf4",0.0341805443597035
"1554","Cdx1","Irf4",0.0183639453692633
"1558","Ddit3","Irf4",0.0121687880915553
"1570","Ets1","Irf4",0.0153993697355379
"1572","Etv6","Irf4",0.0378199931458978
"1578","Foxn3","Irf4",0.0190332668855566
"1583","Gata3","Irf4",0.0400047730199068
"1584","Gfi1","Irf4",0.0161511673182444
"1587","Hic1","Irf4",0.0112653387882653
"1589","Hmg20b","Irf4",0.00805990247955345
"1591","Hsf2","Irf4",0.0105651619013316
"1594","Irf1","Irf4",0.0751597344846699
"1595","Irf2","Irf4",0.0644074205398805
"1596","Irf3","Irf4",0.127437642758566
"1601","Atf2","Irf7",0.00382572340408434
"1606","Bbx","Irf7",0.0190423791066398
"1612","Crem","Irf7",0.00437454076778143
"1614","Ddit3","Irf7",0.00307983344068543
"1639","Gata3","Irf7",0.0181722944474343
"1640","Gfi1","Irf7",0.00228630798290279
"1648","Ikzf1","Irf7",0.00847627985305147
"1649","Ikzf3","Irf7",0.00269175729227032
"1650","Irf1","Irf7",0.105738758414849
"1651","Irf2","Irf7",0.40119084848554
"1653","Irf4","Irf7",0.0815560183113146
"1677","Elf1","Irf8",0.00296172735437316
"1683","Ets1","Irf8",0.0722333866541693
"1685","Etv6","Irf8",0.0421407272203811
"1692","Foxo1","Irf8",0.0119070560108907
"1701","Hlx","Irf8",0.00838074636383579
"1702","Hmg20b","Irf8",0.0162848982918052
"1707","Irf1","Irf8",0.246015826168582
"1708","Irf2","Irf8",0.125789095090036
"1709","Irf3","Irf8",0.0501477641889424
"1710","Irf4","Irf8",1.29942991727474
"1711","Irf7","Irf8",0.125991977686565
"1720","Batf","Isl2",0.0237917334328923
"1721","Bbx","Isl2",0.0540673582456607
"1725","Cdx1","Isl2",0.024997607033434
"1749","Foxn3","Isl2",0.026128161278115
"1754","Gata3","Isl2",0.0169969398246798
"1760","Hmg20b","Isl2",0.00882202214927983
"1768","Irf4","Isl2",0.0024923021545895
"1769","Irf7","Isl2",0.0153140011750575
"1776","Atf3","Jun",0.226700377982914
"1777","Atf4","Jun",0.10886869756342
"1793","Egr2","Jun",0.0084894155713359
"1804","Fos","Jun",0.583851002344826
"1805","Fosb","Jun",0.344061613993748
"1806","Fosl2","Jun",0.44115409332272
"1808","Foxn3","Jun",0.0213048929786832
"1816","Gmeb1","Jun",0.0329670953734625
"1836","Atf3","Junb",0.0684053772217047
"1839","Batf","Junb",0.236923792665151
"1840","Bbx","Junb",0.00696919014083577
"1848","Ddit3","Junb",0.00955099521735335
"1864","Fos","Junb",0.17239408790343
"1865","Fosb","Junb",0.44042815420981
"1866","Fosl2","Junb",0.0750925324896287
"1868","Foxn3","Junb",0.0301767694939345
"1869","Foxo1","Junb",0.0118475926423368
"1873","Gata3","Junb",0.0395576148654377
"1875","Glis3","Junb",0.00464882942638032
"1879","Hmg20b","Junb",0.00129392729883825
"1887","Irf4","Junb",0.0051701208405461
"1891","Jun","Junb",0.796161640762851
"1900","Batf","Jund",0.384589902341405
"1901","Bbx","Jund",0.0199866295742624
"1902","Bcl6","Jund",0.0120244378003623
"1904","Cbfb","Jund",0.000845159669970645
"1908","Ctcf","Jund",0.029597035438445
"1921","Ets1","Jund",0.0315336364911087
"1923","Etv6","Jund",0.0178442162728779
"1925","Fos","Jund",0.128228760154245
"1926","Fosb","Jund",0.134452072505017
"1927","Fosl2","Jund",0.251587762432049
"1930","Foxo1","Jund",0.00847101052318634
"1943","Ikzf1","Jund",0.00363883415068953
"1952","Jun","Jund",0.351876909619156
"1953","Junb","Jund",0.2274184910493
"1972","E2f1","Klf10",0.0215249332459399
"1973","E2f3","Klf10",0.0199862422693565
"1975","Egr1","Klf10",0.107816308593239
"1976","Egr2","Klf10",0.166953935074366
"1998","Glis3","Klf10",0.000393686191553858
"2000","Hic1","Klf10",0.00197389848652991
"2006","Ikzf3","Klf10",0.011403367363051
"2023","Atf4","Klf13",0.00524312623729068
"2049","Fli1","Klf13",0.0237720119077969
"2067","Hsf2","Klf13",0.00351407952816099
"2080","Klf10","Klf13",0.0091467926134057
"2097","Ctcf","Klf2",0.0134224881059273
"2101","E2f4","Klf2",0.0812280387264687
"2132","Ikzf1","Klf2",0.0129735266736661
"2144","Klf10","Klf2",0.0220792880662571
"2145","Klf13","Klf2",0.0221087845553083
"2146","Ahr","Klf3",0.0131135538121967
"2164","E2f1","Klf3",0.316640843044703
"2166","E2f4","Klf3",0.185419424384991
"2178","Fli1","Klf3",0.00137756158815008
"2209","Klf10","Klf3",0.265760054033962
"2211","Klf2","Klf3",0.250750466509993
"2212","Ahr","Klf4",0.0197992579095385
"2217","Atf3","Klf4",0.0286240190993126
"2233","Egr1","Klf4",0.0429230862406541
"2234","Egr2","Klf4",0.183309208924423
"2244","Fli1","Klf4",0.0272575570664268
"2258","Hic1","Klf4",0.00449520214513289
"2263","Ikzf1","Klf4",0.0104477103633904
"2273","Junb","Klf4",0.00277012256511017
"2275","Klf10","Klf4",0.0367237479266618
"2276","Klf13","Klf4",0.0550475480363849
"2278","Klf3","Klf4",0.14150679383256
"2279","Ahr","Klf5",0.0113065901165315
"2284","Atf3","Klf5",0.0297825353628594
"2294","Crem","Klf5",0.0189602109181354
"2297","E2f1","Klf5",0.182007477920121
"2300","Egr1","Klf5",0.0756059176867018
"2301","Egr2","Klf5",0.146404428826776
"2342","Klf10","Klf5",0.0267504409022863
"2345","Klf3","Klf5",0.187012444672954
"2346","Klf4","Klf5",1.46560668820719
"2347","Ahr","Klf6",0.000961777418666672
"2353","Atf4","Klf6",0.00460091263701476
"2365","E2f1","Klf6",0.231918197426139
"2368","Egr1","Klf6",0.304960229108788
"2369","Egr2","Klf6",0.124786292961952
"2378","Etv6","Klf6",0.000545071087246312
"2379","Fli1","Klf6",0.0164343852399259
"2410","Klf10","Klf6",0.160958860194314
"2413","Klf3","Klf6",0.587802666696997
"2414","Klf4","Klf6",0.378994303408122
"2415","Klf5","Klf6",1.0737790022891
"2430","Creb1","Klf7",0.0221753728927227
"2434","E2f1","Klf7",0.561120842520484
"2436","E2f4","Klf7",0.0179738654328021
"2437","Egr1","Klf7",0.0450641898125629
"2438","Egr2","Klf7",0.00385348553406526
"2461","Gmeb1","Klf7",0.0117771935925964
"2479","Klf10","Klf7",0.0318247437604543
"2480","Klf13","Klf7",0.30058623211444
"2481","Klf2","Klf7",0.428278072603223
"2482","Klf3","Klf7",0.384166768234634
"2483","Klf4","Klf7",1.11017986437001
"2484","Klf5","Klf7",0.174424154311925
"2487","Arnt","Klf8",0.00605331371301266
"2489","Atf1","Klf8",0.00838871771936604
"2500","Creb1","Klf8",0.0102185572867164
"2502","Ctcf","Klf8",0.0305470826021196
"2506","E2f4","Klf8",0.12517538503467
"2510","Elf2","Klf8",0.00962321549732766
"2530","Glis3","Klf8",0.00530797603076899
"2532","Hic1","Klf8",0.0413793038334822
"2537","Ikzf1","Klf8",0.00501274004001281
"2549","Klf10","Klf8",0.0610155705718
"2550","Klf13","Klf8",0.152887238605721
"2551","Klf2","Klf8",1.12947742829552
"2552","Klf3","Klf8",0.196997447656305
"2553","Klf4","Klf8",0.420080744257879
"2556","Klf7","Klf8",1.1003120955368
"2565","Batf","Mafk",0.102419247889028
"2566","Bbx","Mafk",0.0273683225879557
"2573","Ctcf","Mafk",0.0140427427478204
"2574","Ddit3","Mafk",4.10051561910448e-05
"2581","Elf2","Mafk",0.00602607811567363
"2588","Etv6","Mafk",0.00927531725890055
"2590","Fos","Mafk",0.0801450934762658
"2591","Fosb","Mafk",0.0209213387937739
"2592","Fosl2","Mafk",0.0872599072816112
"2593","Foxj3","Mafk",0.0133984032368187
"2594","Foxn3","Mafk",0.0120656293265767
"2595","Foxo1","Mafk",0.00451384646883668
"2599","Gata3","Mafk",0.0408995556316386
"2600","Gfi1","Mafk",0.0143509416607906
"2601","Glis3","Mafk",0.0231770979640948
"2603","Hic1","Mafk",0.0114087205341262
"2605","Hmg20b","Mafk",0.00102101394403929
"2614","Irf7","Mafk",0.00472790223504536
"2618","Junb","Mafk",0.0159378641547527
"2630","Arnt","Max",0.547303586610217
"2631","Arntl","Max",0.109502889555257
"2640","Bhlhe40","Max",0.111819726130159
"2643","Creb1","Max",0.00229572887933348
"2657","Elk4","Max",0.00984993743959964
"2673","Glis3","Max",0.00984606572449296
"2675","Hic1","Max",0.00202405643091805
"2694","Klf2","Max",0.0020451578659998
"2695","Klf3","Max",0.00572189237876488
"2700","Klf8","Max",0.015677564521528
"2712","Bcl6","Maz",0.152065471579198
"2718","Ctcf","Maz",0.0225209202257097
"2769","Klf4","Maz",0.210714874384469
"2770","Klf5","Maz",0.0402450272964916
"2772","Klf7","Maz",0.0449358009604322
"2776","Ahr","Mbd2",0.0029064009064433
"2777","Arnt","Mbd2",0.0100109129359351
"2790","Creb1","Mbd2",0.00479866466857764
"2794","E2f1","Mbd2",0.0297878636326734
"2795","E2f3","Mbd2",0.00916748144910581
"2797","Egr1","Mbd2",0.0334401426154522
"2799","Elf1","Mbd2",0.0159994138218657
"2808","Fli1","Mbd2",0.00570064723599341
"2817","Gabpa","Mbd2",0.00128814396583201
"2842","Klf3","Mbd2",0.00862659184668675
"2849","Max","Mbd2",0.00360403721208623
"2852","Arnt","Mecp2",0.0163388598404797
"2854","Atf1","Mecp2",0.00928317758361012
"2860","Bbx","Mecp2",0.00293099290284171
"2865","Creb1","Mecp2",0.00400528522299271
"2867","Ctcf","Mecp2",0.00346006442782933
"2870","E2f3","Mecp2",0.0323241148019653
"2874","Elf1","Mecp2",0.000684763575837194
"2883","Fli1","Mecp2",0.0357945962956159
"2894","Gfi1","Mecp2",0.0115087460946852
"2895","Glis3","Mecp2",0.000567637923405627
"2902","Ikzf1","Mecp2",0.0059592836517993
"2903","Ikzf3","Mecp2",0.0305894663192626
"2916","Klf2","Mecp2",0.00436598472114076
"2917","Klf3","Mecp2",0.0443424831216749
"2923","Mafk","Mecp2",0.00918639015860065
"2926","Mbd2","Mecp2",0.0420762207979954
"2931","Atf2","Meis3",0.0186865564929831
"2936","Bbx","Meis3",0.0238678074592638
"2943","Ctcf","Meis3",0.00996459148600248
"2951","Elf2","Meis3",0.0192698909073803
"2964","Foxn3","Meis3",0.0234301289450615
"2978","Ikzf1","Meis3",0.00306423991737704
"2981","Irf2","Meis3",0.00190436175393044
"2986","Isl2","Meis3",0.008198464019347
"2988","Junb","Meis3",0.0122026997018642
"3009","Atf3","Meox2",0.000864664461637908
"3013","Bbx","Meox2",0.00983919179612653
"3017","Cdx1","Meox2",0.00796261587445821
"3038","Fosb","Meox2",0.00292491177906368
"3039","Fosl2","Meox2",0.00737167081400116
"3042","Foxo1","Meox2",0.00250466380997638
"3043","Foxo3","Meox2",0.00809431223523424
"3051","Hlx","Meox2",0.202437830097817
"3060","Irf4","Meox2",0.0108271964271447
"3083","Arnt","Mlx",0.164062336840567
"3084","Arntl","Mlx",0.725739621116136
"3093","Bhlhe40","Mlx",0.448814431136546
"3149","Klf4","Mlx",0.00697751470610163
"3155","Max","Mlx",0.0913555171280472
"3162","Arnt","Mxd1",0.118841430240325
"3163","Arntl","Mxd1",0.120027651064832
"3176","Crem","Mxd1",0.0136648190791509
"3182","Egr1","Mxd1",0.043512673532344
"3183","Egr2","Mxd1",0.01239152023902
"3193","Fli1","Mxd1",0.0102848357039058
"3205","Glis3","Mxd1",0.00662842538848892
"3206","Gmeb1","Mxd1",0.00236908504270803
"3228","Klf4","Mxd1",0.0357008832609209
"3229","Klf5","Mxd1",0.0522160771381315
"3230","Klf6","Mxd1",0.0138631514966561
"3231","Klf7","Mxd1",0.00609208253887012
"3233","Mafk","Mxd1",0.00043505904917953
"3234","Max","Mxd1",0.231040967580587
"3236","Mbd2","Mxd1",0.00567604015010148
"3237","Mecp2","Mxd1",0.00305499367077824
"3240","Mlx","Mxd1",0.00780288567053575
"3242","Arnt","Myc",0.0430166222630521
"3247","Atf4","Myc",0.00564118401555619
"3256","Crem","Myc",0.0121740380164322
"3260","E2f3","Myc",0.019154100972802
"3262","Egr1","Myc",0.0121315002964834
"3263","Egr2","Myc",0.0098887356331408
"3287","Hic1","Myc",0.0189491825332871
"3292","Ikzf1","Myc",0.0150035103317895
"3304","Klf10","Myc",0.00138806898156738
"3310","Klf6","Myc",0.0374976382832236
"3314","Max","Myc",0.822285582164313
"3316","Mbd2","Myc",0.0118579710923203
"3321","Mxd1","Myc",0.434869742131664
"3330","Batf","Nfatc1",0.0313049340089966
"3331","Bbx","Nfatc1",0.0263762299958665
"3332","Bcl6","Nfatc1",0.0194100789456764
"3335","Cdx1","Nfatc1",0.0232420326184391
"3353","Etv6","Nfatc1",0.0235542228873332
"3355","Fos","Nfatc1",0.00943312942886479
"3359","Foxn3","Nfatc1",0.0123500102665317
"3360","Foxo1","Nfatc1",0.0299743031124709
"3364","Gata3","Nfatc1",0.0286643870055257
"3368","Hic1","Nfatc1",0.00789826544539023
"3370","Hmg20b","Nfatc1",0.000948053236005275
"3372","Hsf2","Nfatc1",0.0133897973149659
"3374","Ikzf3","Nfatc1",0.00088040810736914
"3378","Irf4","Nfatc1",0.0180139586058037
"3379","Irf7","Nfatc1",0.00652660947543265
"3380","Irf8","Nfatc1",0.0219510580664124
"3383","Junb","Nfatc1",0.00955828388702845
"3384","Jund","Nfatc1",0.0325988577949476
"3394","Mafk","Nfatc1",0.0151696852842412
"3399","Meis3","Nfatc1",0.00101771170046507
"3408","Atf2","Nfe2l2",0.00335024464792359
"3412","Batf","Nfe2l2",0.139584586896268
"3413","Bbx","Nfe2l2",0.0104057492946062
"3417","Cdx1","Nfe2l2",0.0110378861751094
"3428","Elf2","Nfe2l2",0.0114302232001951
"3435","Etv6","Nfe2l2",0.0248081177096105
"3437","Fos","Nfe2l2",0.0534401437172856
"3438","Fosb","Nfe2l2",0.0055238306479874
"3439","Fosl2","Nfe2l2",0.083470724688572
"3441","Foxn3","Nfe2l2",0.037437401195336
"3442","Foxo1","Nfe2l2",0.011329662698084
"3446","Gata3","Nfe2l2",0.0068763788504467
"3447","Gfi1","Nfe2l2",0.017907312849521
"3450","Hic1","Nfe2l2",0.0119089814766713
"3451","Hlx","Nfe2l2",0.000788524882548131
"3452","Hmg20b","Nfe2l2",0.00195837868985675
"3460","Irf4","Nfe2l2",0.00168027068776525
"3462","Irf8","Nfe2l2",0.0244599500266331
"3464","Jun","Nfe2l2",0.0490887886240889
"3466","Jund","Nfe2l2",0.0218516278550394
"3476","Mafk","Nfe2l2",0.412682932982727
"3481","Meis3","Nfe2l2",0.0174766872009597
"3491","Atf2","Nfil3",0.00143401243967386
"3493","Atf4","Nfil3",0.359135185407828
"3496","Bbx","Nfil3",0.00835802823988125
"3497","Bcl6","Nfil3",0.00567335250218882
"3500","Cdx1","Nfil3",0.0493221579442368
"3504","Ddit3","Nfil3",0.0322194718253392
"3522","Fosl2","Nfil3",0.00185098477973864
"3523","Foxj3","Nfil3",7.52888934297201e-05
"3524","Foxn3","Nfil3",0.00384369678071714
"3529","Gata3","Nfil3",0.0186044834810577
"3543","Irf4","Nfil3",0.0380949546356432
"3547","Jun","Nfil3",0.00245601431620687
"3559","Mafk","Nfil3",0.00319384440669201
"3567","Mxd1","Nfil3",0.00886743778770067
"3569","Nfatc1","Nfil3",0.0011228480041187
"3580","Bbx","Nfkb1",0.0110446431889228
"3607","Foxj3","Nfkb1",0.00890388760280451
