"","Ahr","Arnt","Arntl","Atf1","Atf2","Atf3","Atf4","Atf7","Batf","Bbx","Bcl6","Bhlhe40","Cbfb","Cdx1","Creb1","Crem","Ctcf","Ddit3","E2f1","E2f3","E2f4","Egr1","Egr2","Elf1","Elf2","Elf4","Elk1","Elk3","Elk4","Ets1","Etv3","Etv6","Fli1","Fos","Fosb","Fosl2","Foxj3","Foxn3","Foxo1","Foxo3","Foxp1","Gabpa","Gata3","Gfi1","Glis3","Gmeb1","Hic1","Hlx","Hmg20b","Homez","Hsf2","Ikzf1","Ikzf3","Irf1","Irf2","Irf3","Irf4","Irf7","Irf8","Isl2","Jun","Junb","Jund","Klf10","Klf13","Klf2","Klf3","Klf4","Klf5","Klf6","Klf7","Klf8","Mafk","Max","Maz","Mbd2","Mecp2","Meis3","Meox2","Mlx","Mxd1","Myc","Nfatc1","Nfe2l2","Nfil3","Nfkb1","Nfkb2","Nfya","Nfyb","Nfyc","Nr1i3","Nr4a1","Nr4a2","Nr4a3","Nrf1","Patz1","Pbx4","Phox2b","Pknox1","Prdm1","Rel","Rela","Relb","Rfx1","Rora","Runx1","Runx2","Runx3","Setbp1","Smad3","Snai1","Snai3","Sp1","Sp110","Sp2","Sp3","Sp4","Srebf1","Srebf2","Stat1","Stat2","Stat3","Stat4","Stat6","Taf1","Tbx21","Tcf12","Tcf3","Tcf7","Tef","Tfdp1","Tfe3","Tgif1","Thap11","Thrb","Tigd2","Tlx2","Trp53","Usf1","Usf2","Wt1","Xbp1","Zbtb17","Zbtb3","Zfp143","Zfp212","Zfp260","Zfp263","Zfp281","Zfp287","Zfp335","Zfp341","Zfp398","Zfp422","Zfp566","Zfp64","Zfp692","Zfp740","Zfx"
"Ahr",3.20970429962425,0,0,-0.0121244649179811,0,0,0,-0.0412867227332517,0,0,0,0,0,0,0,-0.0298055861210592,0,0,0,0,0,-0.132553410776926,-0.199222518088387,-0.110192633923269,0,0,-0.0859996222508473,0,0,0,0,0,-0.0275339567181917,0,0,0,0,0,0,0,0,0,0,0,0,-0.115650293321851,0,0,0.167353594911116,0,0,0,0,0,0,0,0,0,0,0.156226405233131,0,0,0,0,0,0,-0.0472673405000405,-0.0325435165822706,-0.105931535479094,-0.119719229440889,0,0,0,-0.000438713414248307,0,-0.187725179503107,-0.106812715516093,0,0,0,-0.0290475558810155,-0.051601873961924,0,0,0,0,0,0,-0.0686858284918218,-0.0578394854462785,0,0,0,0,-0.0920792812861459,0,0,0,-0.0226331977487828,0,0.0166862538126089,0,0,-0.134301422161409,0,0,0,0,-0.113133220677733,0,0,0,0,-0.195037700870871,-0.0391362822507521,-0.049977611668508,0,0,0,0,0,0,0,0,-0.000546794712917164,0,0,0,0.0461042816760626,0,0,0,0,-0.221500149302109,0,-0.0767015246092798,0,0,0,0,-0.150953642219844,-0.0910668234231236,-0.0889813488495228,0,-0.132005292848668,0,0,0,0,0,-0.0585092596663392,0,0,0,-0.0251146948252283,0,0,0,-0.00707796724672259
"Arnt",0,5.88100563546843,-0.914328431322492,0,0,0,0,0,0,0,0,-0.531882360541659,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0588582034009537,0,-0.0821468910581037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.863097509385195,0,0,0,0,0,-0.668410816628026,-0.511919021354947,-0.382798492120011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569693445246883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.285870482613319,-0.171987791630641,0,0,0,0,0,0,0,0,0,0,0,0,-0.17586005247478,0,0,0,0,0,0,-0.48507916337307,-0.716025063358727,0,-0.0717423520404736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arntl",0,-0.914095748494038,6.17962654459485,0,0,0,0,0,0,0,0,-0.637589365728286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0510455519096863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512208161719416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.56065397538398,0,0,0,0,0,-0.895202307975773,-0.492416870813809,-0.141395393762496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358145156189647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.277650753814508,0,0,0.0281724217137608,0,0,0,0,0,0,0,0,0,0,-0.45972622175645,0,0,0,0,0,0,-0.742369619738345,-0.622000287809357,0,-0.452493616002792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atf1",-0.0119437657804576,0,0,5.08482987531203,-0.24128959052601,-0.234489493620027,0,-0.691485819760466,0,0,0,0,0.0803580658533642,0,-1.36261309617507,-0.997772477586744,0,0,0,0,0,-0.104386911161617,-0.0270186949691487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119138268820858,0,-0.181973503043255,-0.6424549924075,0,0,0.147034465653552,0,0,0,0,0.0209448660652397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0379971614102197,0,0,0,0,0,-0.0334016539932785,0,0,0,0,0,0,0.142367255237077,0,0,0,0,-0.0120016823954943,-0.0902717786835601,-0.0202096176661314,0,0,0,0,0,0,0,0,0,0,0.0452177026011292,0,0,0,0,0,0,0,-0.138945696620603,0,0,0,0,0,0,0,0,0,0,0.0157261801259436,0,0,0,0,0,0,0,0,0,-0.102433989814817,0,0,0,0,-0.253195767877421,0,0,0,0,0,0,-0.248331853167305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atf2",0,0,0,-0.241549267259649,4.67721704272082,-0.218724383770128,-0.349861907217198,-1.59505166397205,0,0,0,0,0,0,-0.37404109930839,-0.533858112865459,0,-0.168558689673145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.330871988861811,0,0,0,0,0,0,0,0,-0.166657733072814,-0.17839236747049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119665630372894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0477121521234277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0989807083440848,0,0,0,0,-0.597235875516149,0,0,0,0,0,0,0,0,-0.0245112185723597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atf3",0,0,0,-0.234539652503745,-0.218891388164184,4.53010976882317,0,-0.284334774157887,0,0,0,0,0,0,-0.208178238382454,-0.505922062448126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.57190288410437,0,0,0,0,0,0,0,0,-0.0341706554002473,-0.0446659046410375,0,0,0,0,0,0,0,0,0,0.146209087299038,0,0,0,0,-0.890427024914668,-0.290015242349372,-0.0666915482537645,0,0,0,0,0,0,0,0,0,-0.183774860874352,0,0,0,0,0,0,0,0,0,0,-0.0575464147412937,0,0,0,0,0,0,-0.163517657475334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0494897648056522,0,-0.0317725588760974,0,0,-0.0572275878128848,0,0,0,0,0,0,-0.284725689420247,0,0,0,0,0.058317653114487,0,0,0,0,0,0.0892571638104003,0,0,0,0,0,0
"Atf4",0,0,0,0,-0.349908325669038,0,2.77917968074264,0,0,0,0,0.00868727847678622,0,0,0,-0.0891376139443835,0,-0.822252280188918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421325779732495,0,0,0,0,0,-0.0565198507163456,-0.304479406051201,0,0,0,-0.00865542251035654,0,0,0,0,0,0,0,0,0,0,-0.0399419247349843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.80473613889922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14478366814924,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102420802785692,0,0,0,0,0,0,-0.324237093915276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atf7",-0.0413405794116197,0,0,-0.691539500726542,-1.59563013106765,-0.284719262608084,0,5.27774913113238,0,0,0,0,0,0,-0.963089310911138,-1.03524623981968,0,0,0,0,0,0,-0.0367321378685365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0315006843143687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113050195399565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.191883055289987,0,0,0,0,-0.481417399616685,0,0,0,0,0,0,-0.057940630163603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Batf",0,0,0,0,0,0,0,0,5.836144634671,0,0,0,-0.285724008034712,-0.168086560546899,0,0,0,-0.0100844438074943,0,0,0.057556104734662,0,0,0,0,0,0,0,0,0,0,0,0,-0.924178762690124,-0.99422660602443,0,0,0,-0.117156537142273,-0.246408084020961,0,0,0,0,0,0,0,0,-0.162875679156147,0,0,0,0,0,0,0,0,0,0,0,0,-0.437232618543803,-0.471843400477984,0,0,0,0,0,0,0,0,0,-0.373578708416909,0,0,0,0,-0.0316107525917092,0,0,0,0,-0.392732328164211,-0.641960874736467,0,0,0,0.128323419410261,0.135530030427982,0.10931634990068,-0.099168759479442,0,0,-0.200085907240995,0,0,0,0,0,0,0,0,0,0,0,-0.168060130873932,-0.222868160458902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120054770202965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bbx",0,0,0,0,0,0,0,0,0,4.84530226730964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.184264150930737,0,-0.00147480734810519,0,0,0,-0.706790473017195,-0.256082408367296,0,0,0,0,0,0.103625880104388,-0.0857753373893566,-0.0248243955267714,0,-0.24503449593287,-0.171088324082303,-0.12174869828198,-0.227697315639848,-0.24646713886618,0,-0.389005581589551,0,0,0,0,0,0,0,0,0,0,0,0,-0.0662763975214142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357982025363704,0,0,0,0,0,-0.136982837324695,0,0,-0.284239912232957,-0.0655935563431468,0,0,0,-0.133470986726279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.199600082066981,-0.224459424935884,0,0,-0.362709655067708,0,0,0,0,-0.273309458954732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.226117296608743,0,0,0,-0.254466446448993,0,0,0,-0.252702497807341,0,0,0,0,0
