"","Ahr","Arnt","Arntl","Atf1","Atf2","Atf3","Atf4","Atf7","Batf","Bbx","Bcl6","Bhlhe40","Cbfb","Cdx1","Creb1","Crem","Ctcf","Ddit3","E2f1","E2f3","E2f4","Egr1","Egr2","Elf1","Elf2","Elf4","Elk1","Elk3","Elk4","Ets1","Etv3","Etv6","Fli1","Fos","Fosb","Fosl2","Foxj3","Foxn3","Foxo1","Foxo3","Foxp1","Gabpa","Gata3","Gfi1","Glis3","Gmeb1","Hic1","Hlx","Hmg20b","Homez","Hsf2","Ikzf1","Ikzf3","Irf1","Irf2","Irf3","Irf4","Irf7","Irf8","Isl2","Jun","Junb","Jund","Klf10","Klf13","Klf2","Klf3","Klf4","Klf5","Klf6","Klf7","Klf8","Mafk","Max","Maz","Mbd2","Mecp2","Meis3","Meox2","Mlx","Mxd1","Myc","Nfatc1","Nfe2l2","Nfil3","Nfkb1","Nfkb2","Nfya","Nfyb","Nfyc","Nr1i3","Nr4a1","Nr4a2","Nr4a3","Nrf1","Patz1","Pbx4","Phox2b","Pknox1","Prdm1","Rel","Rela","Relb","Rfx1","Rora","Runx1","Runx2","Runx3","Setbp1","Smad3","Snai1","Snai3","Sp1","Sp110","Sp2","Sp3","Sp4","Srebf1","Srebf2","Stat1","Stat2","Stat3","Stat4","Stat6","Taf1","Tbx21","Tcf12","Tcf3","Tcf7","Tef","Tfdp1","Tfe3","Tgif1","Thap11","Thrb","Tigd2","Tlx2","Trp53","Usf1","Usf2","Wt1","Xbp1","Zbtb17","Zbtb3","Zfp143","Zfp212","Zfp260","Zfp263","Zfp281","Zfp287","Zfp335","Zfp341","Zfp398","Zfp422","Zfp566","Zfp64","Zfp692","Zfp740","Zfx"
"Bcl6",0,0,0,0,0,0,0,0,0,0,5.51925711471304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.183463348575974,0,0,0,0,0,0,0,-0.0723092669972747,0,0,0,-0.746777748797688,0,-0.0932979379941008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.323850861466437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51625852432059,0,-1.03949247824378,0,0,0,0,0,0,0,-0.415508957761181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.189890806649715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08704849495763,-0.542590379161081,0,0,0,0,0,-0.564951840383388,0,0,0,0,0,0
"Bhlhe40",0,-0.531497413063467,-0.637519658545886,0,0,0,0.0087059496724395,0,0,0,0,4.90801505884624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.205037910409527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0467446092201644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121914607819969,0,0,0,0,0,-0.828526514191951,-0.143098483946369,-0.151983244270278,0.0177736744188667,0,0.0072167781675492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726523216548371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.462407813313612,-0.0744265871691276,0,0,0,0,0,0,0,0,0,0,0,0,-0.646636071719938,0,0,0,0.00549023978377023,0,0,-0.546912559733118,-0.478354131458773,0,-0.00769065767374956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cbfb",0,0,0,0.0807439102531022,0,0,0,0,-0.285750004430422,0,0,0,5.51657620393837,-0.101224821097701,0.0526641106449784,0.0803407750144895,0,-0.151908760103853,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.215701161641787,0,-0.00593469669459944,-0.0303177981983947,0,0,0,0,-0.0284359537787305,0,0,-0.459325673166175,0,0,0.0396964409665512,0,0,0,0,-0.158851220553529,0,0,0,0,0,-0.0317486790421855,0,0,0,0,0,-0.148299204559087,0,0,0,0,0,0,0,0,0,-0.0902717508251179,0,0,0,0,0,0,0,0,0,-0.155559705598479,-0.046404237549983,0,0,0,0,0,0.07245235109749,0,0,-0.0576424773492933,0,0.013868050543616,0,0,0,0,0,0,0,0,0,0,-0.941160121643417,-1.02062592737882,-0.925478498384953,0,-0.0847927305859724,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.311330199102809,0,-0.290080888456822,0,0,-0.182144244470353,0,0.0516315780777786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0823292460626477,0,0,0,0,0,0,0,0,0
"Cdx1",0,0,0,0,0,0,0,0,-0.168135552203593,0,0,0,-0.101201481015263,3.50960205622255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116648365352185,-0.0829541511153303,0,-0.193767796620931,0,0,0,0,0,-0.232207491315461,0,0,0,0,0,-0.555669654748374,0,0,0,0,0,0,0,-0.0817625819206185,0,0,-0.362451914458725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0818000238682632,0,0,-0.239526348774188,0,0.00799596422162298,0,-0.237968266656477,0,-0.381778951272079,0,0,0,0,0.0209969861789348,0,0,-0.011181066115687,-0.0340955835706856,0.0216733006712102,0,0,0,0,0,0,0,0,0,0,-0.120617964691934,-0.0860264961679401,-0.147592010708734,0,0,0,0,0.0522117800959559,0,0.0933408671660061,0.07593219578112,0,0,0,-0.000133139824456971,0,0,0,-0.0689115182495528,0,0,0,0,-0.00745398800562647,0,0,0,0,0,0,0,-0.0797517748508669,0,0,0,0,0,0,0,0,0,0,0,0,-0.336269872145019,0,0,0,-0.0560544850090033,0,0,0,0,0
"Creb1",0,0,0,-1.36247639528578,-0.37421170094297,-0.208314857166669,0,-0.962772889573927,0,0,0,0,0.0527810826865127,0,5.52965287054854,-0.988637223286238,0,0,-0.0279569681719164,0,0,-0.00869339378577997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422717475713341,0,0,-0.399966720974818,0,0,0,-0.0188682169852281,0,0,0,0.149502882840874,0,0,0.0123333078640682,0,0,0,0,0,0,0,0,0,0,-0.154387783439601,-0.134666486626222,0,-0.208650822147976,-0.0224043179996559,0,0,0,-0.082276219781482,0,0,0,0,0,0,0.0974703287186293,0,0,0,0,0,-0.107070486453653,-0.0997112104681455,0,0,0,0,-0.108159872070433,0,0,0.15559574046073,0,0,0,0,0,-0.0150435742950907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780993181262898,0,0,0,0,0,0,0,0,0,0,-0.0206492649979058,0,0,0,-0.11818510213012,0,0,0,0,0,0,-0.490776800822757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crem",-0.0298637197156892,0,0,-0.997647838199444,-0.533902554169288,-0.505871973024224,-0.089156976446667,-1.03519723468769,0,0,0,0,0.0807835284544632,0,-0.988489955294892,4.98767757565748,0,0,0,0,0,-0.120579539742166,-0.108019938789864,0,0,0,0,0,0,0,0,0.151127944169704,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.280184853133227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0461503828125098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0893875491799479,-0.170336658073384,0,0,0,0,0,0,0,0.114646816043857,0,0,0,0,0,0,0,0,0,0,0,0.0993309511283115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.203186194367045,0,0,0,0,0,0,0,0,0,0,0,-0.25433769854777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ctcf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9647757726555,0,0,0,0,0,0,0,-0.164766702158282,0,0,0,0,-0.187411356189194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.01710669103523,0,0,0,0,-0.022481347025057,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361261547500821,0,0,0,0,0,0,0,0,-0.107112701547755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0730154178309413,0,0,0,0,0,-0.0163754310928287,0,0,0,0,0,-0.706573883155711,0,0,-0.0860526654994544,-0.192616261169451,0,0,-0.025303298015088,0,0,0,0,0,0,0,0,0,-0.819729594677324,-0.625739121745277,0,0.090360054601187,0,0,0,0,0,-0.146613795897107,0,0,0,0,0,0,0,-0.422646801836726,0,0,0,0,-0.0861875248197836,0,-0.411949468071164,0,0,0,0,0,0,0,-0.0441645791326108
"Ddit3",0,0,0,0,-0.16878559696496,0,-0.822347774461872,0,-0.010054412452794,0,0,0,-0.151986900434833,0,0,0,0,3.20229241279834,0,0,0.0450679080178012,0,0,0,0,0,0,0,0,0,0,0,0,-0.0904433649584975,0,-0.133900184294347,0,0,0,0,0,0,-0.334325994501612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.308787151854289,-0.0344643868625422,0,0,0,0,0,0,0,0,0.00448709530564963,0,0,0,0,0.0058964120141986,0,0,0,0,0,0,0,0,-0.659147895424201,0,0,0,0,0,0,0,-0.225751015569895,0,0.0294921368373275,0,0,0,0,0,-0.0627637886503199,0,0,0,0,-0.0584359058072251,-0.058963629327982,-0.216276557176928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0337510972385989,0,0,0,0,0,0,0.117866964419317,0,0,0,0,0,0,0,0,0.11401290301233,0,0,0,0,0,0,0,0,0,0,0,0.00351030444097593,0,0
"E2f1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0277552356025999,0,0,0,6.53905761850214,-0.332179308159373,-0.793967391215728,-0.136090760744682,-0.0242455335540342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256135060318585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117023090633733,0,-0.178880587782347,-0.377483507901442,-0.284110345585617,-0.26959173039204,-0.221073281693233,-0.433877315854403,-0.287473445156547,0,0,0,-0.174958381500674,0,0,0,0,-0.0013080868135542,-0.026007907161066,0,0,0,0,0,-0.15196622933497,-0.190419813299559,-0.152504429226099,0,0,0,0,-0.310219066975397,-0.278022030738521,0,0,0,0,0,0,0,-0.0545286908985452,0,0.0681623193331345,0,0,0,0,0,0,0,0,-0.200670204600479,-0.2551219911149,-0.3060857232638,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.387804283138917,0,0,-0.0013679613217789,0,-0.0712685569168687,0,0,0,0,0,0,-0.0428162433468844,0,-0.129510973218593,0,0,0,0,0,0,0,0,0,-0.0637640843932797,-0.137680982122662,-0.0549020907015697,0,-0.121008924464793
"E2f3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.331793145087412,5.91351743987066,-0.295065360338595,-0.036964050693707,-0.0384489956432602,-0.0159307736995394,0,0,-0.00194172866734379,0,-0.0371221090317263,0,0,0,-0.0323351065331008,0,0,0,0,0,0,0,0,-0.0840044461333655,0,0,0,0,0,0,0,0,0,0,-0.0884668723981314,0,0,0,0,0,0,0,0,0,0,-0.0556201379765825,0,0,-0.0949643260090418,0,-0.00841551690073126,-0.0611187082982567,0,0,0,0,-0.0247982028715045,-0.151413194757096,-0.155660335295303,0,0,0,0,-0.0675134147304575,0,0,0,0,0,-0.11042834508312,-0.149186668539073,-0.0827487016598228,0,0,0,0.0284658623863595,-0.0705575588576409,-0.000801930646276993,0,0,0,0,0,0,0,-0.186690463326363,0,0.0450991172693222,0,0.0718156826778875,0,0,0,0,-0.221161431937836,0,-0.244248918365778,-0.172621651483853,-0.159095133654548,0,0,0,0,0,0,0,-0.11359321787398,0,0,0,0,0,-1.28604382898372,0,0,0,0,0,0,0,0,0,-0.16372175135922,0,-0.202462033019512,0,-0.10967563402848,0,0,-0.0801956214936989,-0.0694744796512824,0,0,-0.221216378199231,0,0,-0.340539887771324,-0.165692559260922,0,-0.0490031504752039,-0.160211635190863
"E2f4",0,0,0,0,0,0,0,0,0.0572893846590514,0,0,0,0,0,0,0,0,0.0447420417721891,-0.793191705024997,-0.294462197213009,6.49018118306481,-0.0441763958719274,0,0,0,0,0,0,0,0,0,0,0,0.00374335501731137,0,0,0,0,0,0,0,-0.0475503925752715,0,0,0,0,0,0,0.169616106219649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225368460426019,-0.048236279322628,-0.335319154027513,-0.354818343145878,-0.101091607544481,-0.0220251120323745,-0.0377102361093146,-0.353511260050026,-0.351121427273919,0,0,0,-0.111594122124971,0,0,0,0,0,0,0,0,0,0,0,-0.248484973371427,-0.197894926264245,-0.0505667078373198,0,0,0,0.033400490016189,-0.168909295611587,-0.267862876068553,0,0,-0.00376638476113269,0,0,0,0,-0.108316461763158,0,0.0311717202163284,0,0,0,0,0,0,-0.217764270348385,0,-0.29260973239468,-0.28450937323213,-0.575039470774676,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.350471465583068,0,0,0,0,-0.0428785731511476,0,0,0,0,0,0,-0.0637914616280539,0,-0.121811233669834,0,0,0,-0.0440379432395843,0,0,-0.0819627043142117,0,0,-0.0333623175158262,-0.103288274970865,-0.120148465471835,0,-0.195222313400603
"Egr1",-0.132487103327369,0,0,-0.104212862918284,0,0,0,0,0,0,0,0,0,0,-0.008715738660052,-0.120643857680588,0,0,-0.136026463290313,-0.0370477435416658,-0.0443111221238003,6.25268054441776,-1.13036225082647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32664748001559,-0.135620914477327,0,-0.0995072766610217,-0.370283291474203,-0.515784140418029,-0.51944465453971,-0.160711474782101,-0.013674771733091,0,0,0,-0.199097610554125,0,0,0,0,-0.0874895257639895,-0.165974196088475,0,0,0,0,-0.0732998812743104,0,-0.139614314877805,-0.226957390733684,0,0,0,0,-0.30156469357539,-0.0260303806068156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.053573775520924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.180688250921659,0,0,0,0,0,0,0,0,0,-0.448495741543565,0,-0.156523462929188,0,0,0,0,0,0,0.00819480404956807,0,0,0,0,-0.138544719138815,-0.136724155846575,-0.0186596229146337,-0.131395688801381,0
"Egr2",-0.199200519356994,0,0,-0.0270517082661553,0,0,0,-0.0367899293435597,0,0,0,0,0,0,0,-0.10795300217428,0,0,-0.0243605548152093,-0.0384632334703307,0,-1.13006337847529,6.19676253698859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.379570774016498,-0.201041563625395,0,-0.0327657221185188,-0.398877020890023,-0.551388555848974,-0.528975531454741,-0.106062858053298,-0.0607069003660723,0,0,0,-0.137480554068908,-0.00301561220662068,0,0,0,-0.00629344975407256,-0.150380700703116,0,0,0,0,-0.130085452410712,0,-0.0746820535516383,-0.17272743718689,0,0,0,0,-0.147932447108856,-0.0175096762698334,0,0,-0.00529061993482358,0,0,0,-0.00302604985424961,0,0,0,0,0,0,0,0,-0.063183523943423,0,0,0,-1.51580967850083e-05,0,0,-0.127649443748817,0,0,0,0,0,0,0,0,0,0,0,-0.12904752330734,0,0,0,0,0,0,-0.0398393640092823,0,0,-0.517786288838971,0,-0.128297110640982,0,0,0,0,-0.00170315999723611,-0.0115556820340205,0,0,0,0,0,-0.151347052771212,-0.103994439303712,-0.084902341786191,-0.2762647042286,0
