"","row","col","corr"
"277","Ahr","Egr2",0.0413783763068486
"296","E2f1","Egr2",0.113305789922906
"297","E2f3","Egr2",0.069315287450879
"298","E2f4","Egr2",0.170148824211827
"299","E2f6","Egr2",0.20629001646701
"300","Egr1","Egr2",1.17013668615588
"303","Arnt","Elf1",0.0256053997105164
"351","Elf1","Elf2",0.566628418377766
"370","Dmrt2","Elf4",0.0809001502715176
"377","Elf1","Elf4",0.501726996957696
"378","Elf2","Elf4",0.749741456737245
"379","Ahr","Elk1",0.0308675309778885
"404","Elf1","Elk1",0.830226948788479
"405","Elf2","Elk1",0.399455492982382
"406","Elf4","Elk1",0.730004617812109
"410","Arntl","Elk3",0.0225128387395108
"411","Atf1","Elk3",0.0414181509693301
"425","Dmrt2","Elk3",0.0669093387352723
"432","Elf1","Elk3",0.434473098125918
"433","Elf2","Elk3",0.0892979184401505
"434","Elf4","Elk3",0.918388936042596
"435","Elk1","Elk3",0.860148862425207
"460","Egr2","Elk4",0.0367702327141386
"461","Elf1","Elk4",0.909906884375454
"462","Elf2","Elk4",0.370948646149975
"463","Elf4","Elk4",0.295284439082769
"464","Elk1","Elk4",0.793683386570337
"465","Elk3","Elk4",0.663913262258644
"478","Cbfb","Eomes",0.727043292010689
"481","Crem","Eomes",0.0011658333017944
"522","Elf1","Ets1",0.574464527037431
"523","Elf2","Ets1",0.939311055527816
"525","Elk1","Ets1",0.391531634867498
"526","Elk3","Ets1",0.0584276938105802
"527","Elk4","Ets1",0.682698476269168
"538","Bcl6","Ets2",0.575502104175681
"561","Ets1","Ets2",0.268254040820025
"587","Elf1","Etv3",0.299087061294435
"588","Elf2","Etv3",0.250570760467018
"589","Elf4","Etv3",0.866957720506156
"590","Elk1","Etv3",0.662435392664118
"591","Elk3","Etv3",0.971518388731954
"592","Elk4","Etv3",0.471837244780243
"594","Ets1","Etv3",0.363305721775727
"599","Arntl","Etv5",0.115907771495947
"600","Atf1","Etv5",0.0569312675478568
"610","Creb1","Etv5",0.0593358120241036
"614","Dmrt2","Etv5",0.146383182037866
"621","Elf1","Etv5",0.293742025061196
"623","Elf4","Etv5",0.863499836432452
"624","Elk1","Etv5",0.677994131993897
"625","Elk3","Etv5",1.28081817777269
"626","Elk4","Etv5",0.589042752894774
"630","Etv3","Etv5",0.778366902698128
"656","Elf1","Etv6",0.259315850950851
"657","Elf2","Etv6",1.25893213796256
"659","Elk1","Etv6",0.131620462711565
"661","Elk4","Etv6",0.116258674154655
"662","Eomes","Etv6",0.0211320626627512
"663","Ets1","Etv6",1.14677971765723
"665","Etv3","Etv6",0.240180564456771
"691","Egr2","Fli1",0.00315840760321615
"692","Elf1","Fli1",0.873334495298491
"693","Elf2","Fli1",0.335700718699682
"694","Elf4","Fli1",0.214991632692898
"695","Elk1","Fli1",0.797986058618437
"696","Elk3","Fli1",0.615381090901647
"697","Elk4","Fli1",1.07885754544421
"699","Ets1","Fli1",0.764521763904209
"701","Etv3","Fli1",0.599722303118785
"702","Etv5","Fli1",0.440717392350514
"703","Etv6","Fli1",0.196521274858746
"711","Batf","Fos",1.37323242374369
"716","Cbfb","Fos",0.116898259932414
"735","Eomes","Fos",0.304078289534509
"739","Etv5","Fos",0.0524464936682104
"778","Etv6","Foxd2",0.0573670911008163
"782","Arid3a","Foxj2",0.262934253225325
"799","Dmrt2","Foxj2",0.0317456415725122
"816","Etv5","Foxj2",0.00446419696037236
"820","Foxd2","Foxj2",0.510379699235447
"822","Arid3a","Foxj3",0.11189135798962
"838","Ddit3","Foxj3",0.0166375797487178
"856","Etv5","Foxj3",0.0317142122134321
"860","Foxd2","Foxj3",0.100174963340342
"861","Foxj2","Foxj3",1.23120145479521
"895","Ets2","Foxn3",0.105739193102682
"901","Foxd2","Foxn3",0.785234322631094
"902","Foxj2","Foxn3",0.717497659825685
"903","Foxj3","Foxn3",0.97435143796597
"937","Ets2","Foxo1",0.194645243403725
"943","Foxd2","Foxo1",1.12678341637522
"944","Foxj2","Foxo1",0.71649178899141
"945","Foxj3","Foxo1",0.79574322979532
"946","Foxn3","Foxo1",1.23053400685482
"986","Foxd2","Foxp1",2.21288498774833
"987","Foxj2","Foxp1",0.89711451170147
"988","Foxj3","Foxp1",0.430782296489944
"989","Foxn3","Foxp1",0.839824600542487
"990","Foxo1","Foxp1",0.90240997996081
"1016","Elf1","Gabpa",0.927323151121458
"1017","Elf2","Gabpa",0.309714287860158
"1018","Elf4","Gabpa",0.556315861435004
"1019","Elk1","Gabpa",0.966466633204734
"1020","Elk3","Gabpa",0.752073650960878
"1021","Elk4","Gabpa",0.91849700612885
"1023","Ets1","Gabpa",0.401693326544544
"1025","Etv3","Gabpa",0.586139086441548
"1026","Etv5","Gabpa",0.655918822586989
"1028","Fli1","Gabpa",0.94618055002416
"1044","Bbx","Gata3",0.296666181618336
"1048","Cbfb","Gata3",0.372219292017292
"1053","Ddit3","Gata3",0.430583010525581
"1054","Dmrt2","Gata3",0.0475994455975345
"1072","Etv6","Gata3",0.0732983927759212
"1076","Foxj2","Gata3",0.115878012849082
"1077","Foxj3","Gata3",0.121568512912503
"1078","Foxn3","Gata3",0.0439940946305728
"1082","Ahr","Gfi1",0.0276379890503472
"1083","Arid3a","Gfi1",0.482156126855436
"1087","Atf2","Gfi1",0.0462806230449002
"1090","Bbx","Gfi1",0.31582481656508
"1095","Cebpb","Gfi1",0.317424908391182
"1096","Creb1","Gfi1",0.0263304425653213
"1100","Dmrt2","Gfi1",0.110695838891738
"1109","Elf4","Gfi1",0.0107495548171561
"1131","Arnt","Heyl",0.637064616440188
"1132","Arntl","Heyl",0.358570399633322
"1138","Bcl6","Heyl",0.012139207459336
"1139","Bhlhe40","Heyl",0.849267620577291
"1140","Bhlhe41","Heyl",0.497621841428928
"1147","Dmrt2","Heyl",0.0719150436849198
"1176","Gfi1","Heyl",0.106776201412003
"1193","Ctcf","Hic1",1.23288879360364
"1203","Elf2","Hic1",0.0737274578072573
"1210","Ets2","Hic1",0.046240883117056
"1230","Atf1","Hinfp",0.412916824139638
"1233","Batf","Hinfp",0.0427868559857921
"1240","Creb1","Hinfp",0.403362276770708
"1254","Elk1","Hinfp",0.0129677629551313
"1255","Elk3","Hinfp",0.194267373203347
"1256","Elk4","Hinfp",0.0175054082214355
"1261","Etv5","Hinfp",0.283201509295394
"1271","Gabpa","Hinfp",0.0380996839726208
"1277","Arid3a","Hmg20b",0.305937007305025
"1292","Ctcf","Hmg20b",0.0158902827914938
"1294","Dmrt2","Hmg20b",0.763420715496075
"1299","Egr1","Hmg20b",0.0828905995509473
"1303","Elf4","Hmg20b",0.0137150156290646
"1304","Elk1","Hmg20b",0.0497548939104716
"1305","Elk3","Hmg20b",0.108239876169736
"1310","Etv3","Hmg20b",0.0215586231165016
"1311","Etv5","Hmg20b",0.157641637431566
"1316","Foxj2","Hmg20b",0.375762337328547
"1321","Gabpa","Hmg20b",0.0396081976290215
"1322","Gata3","Hmg20b",0.101796032896639
"1324","Heyl","Hmg20b",0.00289898200633434
"1327","Ahr","Homez",0.127804294527101
"1340","Cebpb","Homez",0.00638911738322503
"1341","Creb1","Homez",0.000871489137906103
"1345","Dmrt2","Homez",0.0123189511694758
"1367","Foxj2","Homez",0.013134129546045
"1369","Foxn3","Homez",0.146401907412745
"1374","Gfi1","Homez",0.0393161426429084
"1379","Ahr","Ikzf1",0.138149374027132
"1387","Bbx","Ikzf1",0.360743353672753
"1388","Bcl6","Ikzf1",0.123454166155873
"1395","Ctcf","Ikzf1",0.353056395824173
"1452","E2f3","Ikzf3",0.0548332146075826
"1454","E2f6","Ikzf3",0.533152805004473
"1456","Egr2","Ikzf3",0.0616632916278111
"1465","Ets2","Ikzf3",0.164052680088954
"1484","Homez","Ikzf3",0.125161347853434
"1494","Bbx","Irf1",0.111048155979026
"1529","Foxo1","Irf1",0.0548648978297661
"1532","Gata3","Irf1",0.151457053420046
"1549","Bbx","Irf2",0.182155784119636
"1596","Irf1","Irf2",1.07953128856652
"1605","Bbx","Irf3",0.0165936795026393
"1606","Bcl6","Irf3",0.537820557078292
"1611","Creb1","Irf3",0.00051950775902199
"1630","Ets2","Irf3",0.528741188092207
"1640","Foxo1","Irf3",0.0489794772457593
"1652","Irf1","Irf3",0.549131139991782
"1653","Irf2","Irf3",0.538863538711137
"1658","Atf1","Irf4",0.0564426572051702
"1660","Atf7","Irf4",0.1010052899285
"1662","Bbx","Irf4",0.00428190817015803
"1668","Creb1","Irf4",0.127945692632882
"1669","Crem","Irf4",0.130444553717187
"1690","Etv6","Irf4",0.0436532538417381
"1700","Gata3","Irf4",0.173458749886827
"1709","Irf1","Irf4",0.687025712255904
"1710","Irf2","Irf4",0.628841339584302
"1711","Irf3","Irf4",0.32107422104893
"1713","Arid3a","Irf7",0.0748686544370732
"1720","Bbx","Irf7",0.0723342602848659
"1745","Ets2","Irf7",0.0845645080019347
"1755","Foxo1","Irf7",0.00628909074209215
"1767","Irf1","Irf7",0.654371230131335
"1768","Irf2","Irf7",0.884472935894748
"1769","Irf3","Irf7",0.447358884589994
"1770","Irf4","Irf7",0.41707599911102
"1776","Atf2","Irf8",0.0283836666269855
"1777","Atf7","Irf8",0.160357568626991
"1783","Cbfb","Irf8",0.173609031353534
"1785","Creb1","Irf8",0.0540163616475212
"1804","Ets2","Irf8",0.224140814497181
"1807","Etv6","Irf8",0.219358000870538
"1817","Gata3","Irf8",0.138401117017509
"1826","Irf1","Irf8",0.794113082321034
"1827","Irf2","Irf8",0.613528469143542
"1828","Irf3","Irf8",0.309386989289536
"1829","Irf4","Irf8",1.55551169655545
"1830","Irf7","Irf8",0.534090394983309
"1831","Ahr","Irf9",0.312579025459251
"1832","Arid3a","Irf9",0.0745496664548519
"1835","Atf1","Irf9",0.00938007517745149
"1838","Batf","Irf9",0.109754724377662
"1846","Crem","Irf9",0.034114765608972
"1848","Ddit3","Irf9",0.0169934582331114
"1849","Dmrt2","Irf9",0.11647429591866
"1862","Eomes","Irf9",0.0766148221546919
"1866","Etv5","Irf9",0.115721399745951
"1877","Gata3","Irf9",0.192829674756411
"1881","Hinfp","Irf9",0.257062242473783
"1882","Hmg20b","Irf9",0.116315336462496
"1883","Homez","Irf9",0.00602286673845122
"1886","Irf1","Irf9",0.44078514344013
"1887","Irf2","Irf9",0.662560601774543
"1889","Irf4","Irf9",0.673313609986898
"1890","Irf7","Irf9",0.330539389855274
"1891","Irf8","Irf9",0.129677435404676
"1893","Arid3a","Isl2",0.98755327087181
"1900","Bbx","Isl2",0.471568896074431
"1903","Bhlhe41","Isl2",0.12823695704039
"1906","Creb1","Isl2",0.0989023117575469
"1910","Dmrt2","Isl2",0.182022580842614
"1932","Foxj2","Isl2",0.0132221833975898
"1943","Hmg20b","Isl2",0.0489201040930915
"1947","Irf1","Isl2",0.0480516232125693
"1953","Irf9","Isl2",0.191109063524213
"1958","Atf1","Jdp2",0.523088942720797
"1959","Atf2","Jdp2",0.841829387221626
"1960","Atf7","Jdp2",0.671751186631439
"1967","Cebpb","Jdp2",0.162938840892099
"1968","Creb1","Jdp2",0.579380162312293
"1969","Crem","Jdp2",0.585817970055369
"1971","Ddit3","Jdp2",0.0992354661325063
"2001","Gfi1","Jdp2",0.192660529454465
"2024","Batf","Jun",0.355327589168587
"2030","Cebpb","Jun",0.00421159057508954
"2034","Ddit3","Jun",0.394848341413019
"2055","Fos","Jun",0.848654348850275
"2080","Jdp2","Jun",1.42420393238511
"2088","Batf","Junb",0.659833571454347
"2112","Eomes","Junb",0.16725695041729
"2119","Fos","Junb",0.80336562703683
"2144","Jdp2","Junb",0.12332784422284
"2145","Jun","Junb",1.03964188697506
"2153","Batf","Jund",0.641669601038878
"2159","Cebpb","Jund",0.0723662499478866
"2163","Ddit3","Jund",0.0234294092141344
"2184","Fos","Jund",0.829027520420115
"2198","Homez","Jund",0.0716416507961784
"2209","Jdp2","Jund",0.267739057884972
"2210","Jun","Jund",1.36685057508449
"2211","Junb","Jund",1.4286706860834
"2232","E2f3","Klf10",0.061478022056216
"2234","E2f6","Klf10",0.134857414578738
"2235","Egr1","Klf10",0.201123514234416
"2236","Egr2","Klf10",0.265807450612635
"2281","Arnt","Klf13",0.00281930094152549
"2290","Bhlhe41","Klf13",0.102934156945033
"2292","Cebpb","Klf13",0.059641240152311
"2293","Creb1","Klf13",0.0964668988499708
"2294","Crem","Klf13",0.00750633406707758
"2300","E2f4","Klf13",0.0383321309272835
"2302","Egr1","Klf13",0.037085109616448
"2303","Egr2","Klf13",0.139212206506882
"2306","Elf4","Klf13",0.145338787481251
"2307","Elk1","Klf13",0.0420350485908646
"2308","Elk3","Klf13",0.15134276198047
"2309","Elk4","Klf13",0.0824981671514592
"2313","Etv3","Klf13",0.133853730887171
"2314","Etv5","Klf13",0.108927938968277
"2316","Fli1","Klf13",0.0179587236152394
"2346","Klf10","Klf13",0.302434714179219
"2361","Creb1","Klf2",0.0161610991808352
"2366","E2f1","Klf2",0.320566869348438
"2368","E2f4","Klf2",0.372712359753553
"2370","Egr1","Klf2",0.101219148859716
"2371","Egr2","Klf2",0.131736099769614
"2382","Etv5","Klf2",0.0326807913638582
"2387","Foxj2","Klf2",0.00569948848412716
"2392","Gabpa","Klf2",0.102557594082279
"2397","Hinfp","Klf2",0.0684378621489395
"2400","Ikzf1","Klf2",0.0883450978690219
"2414","Klf10","Klf2",0.33483804343873
"2415","Klf13","Klf2",0.70109599617526
"2416","Ahr","Klf3",0.163915605006436
"2434","Dmrt2","Klf3",0.0369374005189532
"2435","E2f1","Klf3",0.327830475274532
"2436","E2f3","Klf3",0.0756142671082853
"2437","E2f4","Klf3",0.30923113247799
"2438","E2f6","Klf3",0.0301284808548007
"2439","Egr1","Klf3",0.190446239797057
"2440","Egr2","Klf3",0.203116937307472
"2467","Hmg20b","Klf3",0.0252032421338903
"2483","Klf10","Klf3",0.388977854532004
"2484","Klf13","Klf3",0.218416371307516
"2485","Klf2","Klf3",0.452646288689382
"2486","Ahr","Klf6",0.136942461362142
"2505","E2f1","Klf6",0.185717119071526
"2506","E2f3","Klf6",0.0810539460640908
"2507","E2f4","Klf6",0.152549252881515
"2508","E2f6","Klf6",0.175850346823891
"2509","Egr1","Klf6",0.200214335871476
"2510","Egr2","Klf6",0.176407118795415
"2537","Hmg20b","Klf6",0.0144350914157708
"2540","Ikzf3","Klf6",0.154717943591066
"2553","Klf10","Klf6",0.395445557068255
"2554","Klf13","Klf6",0.00811155343788574
"2555","Klf2","Klf6",0.211781532372642
"2556","Klf3","Klf6",0.608030995918286
"2557","Ahr","Klf7",0.10447045552936
"2568","Bhlhe41","Klf7",0.0355775494558137
"2571","Creb1","Klf7",0.00693616553827509
"2575","Dmrt2","Klf7",0.107212022099601
"2576","E2f1","Klf7",0.493435279225614
"2578","E2f4","Klf7",0.527459594880389
"2580","Egr1","Klf7",0.15550955306343
"2581","Egr2","Klf7",0.103622261952381
"2592","Etv5","Klf7",0.169309462442919
"2597","Foxj2","Klf7",0.0488491687372252
"2602","Gabpa","Klf7",0.03178596740774
"2607","Hinfp","Klf7",0.25947174644488
"2609","Homez","Klf7",0.0321734185442166
"2624","Klf10","Klf7",0.0365031587743224
"2625","Klf13","Klf7",0.729471092583296
"2626","Klf2","Klf7",1.2064304949844
"2627","Klf3","Klf7",0.452896270711074
"2628","Klf6","Klf7",0.15090555198092
"2629","Ahr","Klf8",0.0633638977246789
"2643","Creb1","Klf8",0.0463345077404812
"2648","E2f1","Klf8",0.25447045555701
"2650","E2f4","Klf8",0.293001377261721
"2652","Egr1","Klf8",0.112743586382417
"2653","Egr2","Klf8",0.198808310480777
"2654","Elf1","Klf8",0.0118892280430368
"2657","Elk1","Klf8",0.0479513116439552
"2659","Elk4","Klf8",0.0939093770103664
"2666","Fli1","Klf8",0.0727118757789758
"2674","Gabpa","Klf8",0.130378808810713
"2678","Hic1","Klf8",0.00112644572019378
"2679","Hinfp","Klf8",0.0688265523506522
"2682","Ikzf1","Klf8",0.149225844697503
"2696","Klf10","Klf8",0.213065413148412
"2697","Klf13","Klf8",0.819708761770066
"2698","Klf2","Klf8",1.24752322265515
"2699","Klf3","Klf8",0.412647813111639
"2700","Klf6","Klf8",0.216132708706015
"2701","Klf7","Klf8",1.12224145464026
"2711","Bcl6","Klf9",0.0436886498116553
"2728","Elf2","Klf9",0.105478137092756
"2729","Elf4","Klf9",0.160399390481281
"2731","Elk3","Klf9",0.0973517100528968
"2736","Etv3","Klf9",0.166062292633109
"2738","Etv6","Klf9",0.166044531834661
"2741","Foxd2","Klf9",0.0935055829649984
"2744","Foxn3","Klf9",0.0961256648034078
"2748","Gata3","Klf9",0.0152546342939094
"2752","Hinfp","Klf9",0.0888742171821405
"2753","Hmg20b","Klf9",0.0716054499916109
"2754","Homez","Klf9",0.108530279886308
"2769","Klf10","Klf9",0.0674336157844094
"2783","Batf","Mafk",0.6054143806371
"2788","Cbfb","Mafk",0.0482291114943131
"2807","Eomes","Mafk",0.044659181382761
"2814","Fos","Mafk",0.466740903590801
"2822","Gata3","Mafk",0.212894312929282
"2834","Irf4","Mafk",0.0464532967398397
"2835","Irf7","Mafk",0.00771981393526146
"2837","Irf9","Mafk",0.179161194871559
"2841","Junb","Mafk",0.512511779054328
"2842","Jund","Mafk",0.449636476821523
"2853","Arnt","Max",0.806586876725193
"2854","Arntl","Max",0.636917680441451
"2861","Bhlhe40","Max",0.000484675157821812
"2862","Bhlhe41","Max",0.275118358926063
"2899","Heyl","Max",0.496970531953987
"2919","Klf13","Max",0.0375443398594482
"2920","Klf2","Max",0.0584276669311634
"2923","Klf7","Max",0.0604116283302812
"2924","Klf8","Max",0.0659881814918084
"2947","E2f3","Maz",0.0166084839502946
"2949","E2f6","Maz",0.317792165681363
"2950","Egr1","Maz",0.20253610300736
"2951","Egr2","Maz",0.245249531294679
"2981","Ikzf3","Maz",0.335801830613232
"2994","Klf10","Maz",0.377434209213311
"2998","Klf6","Maz",0.304623408045905
"3001","Klf9","Maz",0.0401281662172243
"3016","Cbfb","Mbd2",0.144333869541649
"3018","Creb1","Mbd2",0.033243069254689
"3023","E2f1","Mbd2",0.165282631769183
"3024","E2f3","Mbd2",0.089051758098181
"3025","E2f4","Mbd2",0.148642760171007
"3026","E2f6","Mbd2",0.0179450118499378
"3027","Egr1","Mbd2",0.169452791539681
"3034","Elk4","Mbd2",0.0710541059656164
"3041","Fli1","Mbd2",0.076538058354624
"3049","Gabpa","Mbd2",0.0039180750017946
"3056","Homez","Mbd2",0.0370873845993344
"3073","Klf2","Mbd2",0.0307182368642297
"3074","Klf3","Mbd2",0.213642873234835
"3075","Klf6","Mbd2",0.32285812777913
"3076","Klf7","Mbd2",0.0990753413742265
"3077","Klf8","Mbd2",0.0444493487020815
"3080","Max","Mbd2",0.0662370143528457
"3082","Ahr","Mecp2",0.394037310064541
"3084","Arnt","Mecp2",0.0510161319311783
"3093","Bhlhe41","Mecp2",0.00951831738062543
"3096","Creb1","Mecp2",0.0883895335454686
"3097","Crem","Mecp2",0.12755987585162
"3101","E2f1","Mecp2",0.127773362914048
"3102","E2f3","Mecp2",0.016221887744233
"3103","E2f4","Mecp2",0.106309904568156
"3105","Egr1","Mecp2",0.0808027544935041
"3106","Egr2","Mecp2",0.0671814491605395
"3107","Elf1","Mecp2",0.279687535963228
"3109","Elf4","Mecp2",0.104994522962441
"3112","Elk4","Mecp2",0.0231678892305139
"3116","Etv3","Mecp2",0.0203598447567353
"3119","Fli1","Mecp2",0.0474048236174264
"3127","Gabpa","Mecp2",0.0656927307813775
"3136","Ikzf3","Mecp2",0.230337034207886
"3149","Klf10","Mecp2",0.160517830093783
"3151","Klf2","Mecp2",0.072109125334156
"3152","Klf3","Mecp2",0.160828854279406
"3153","Klf6","Mecp2",0.0969700102207428
"3155","Klf8","Mecp2",0.11299672064195
"3160","Mbd2","Mecp2",0.225608228042888
"3187","Elf2","Meis3",0.0838847538937771
"3192","Eomes","Meis3",0.368003493814531
"3193","Ets1","Meis3",0.160500250716031
"3197","Etv6","Meis3",0.107577839204422
"3216","Irf1","Meis3",0.0663917917455639
"3217","Irf2","Meis3",0.242394738486063
"3219","Irf4","Meis3",0.0881578633937119
"3221","Irf8","Meis3",0.0520291933180106
"3235","Klf9","Meis3",0.070882103957286
"3242","Arid3a","Meox2",0.141765397333542
"3249","Bbx","Meox2",0.130910234711955
"3292","Hmg20b","Meox2",0.0122773202801167
"3294","Ikzf1","Meox2",0.255148914208079
"3300","Irf7","Meox2",0.0471496738052717
"3303","Isl2","Meox2",0.650631196679519
"3324","Arnt","Mlx",0.840178682808292
"3325","Arntl","Mlx",1.04527600117529
"3332","Bhlhe40","Mlx",0.670300761462143
"3333","Bhlhe41","Mlx",0.428124468033974
"3385","Jdp2","Mlx",0.0684376585326871
"3398","Max","Mlx",0.617935147575649
"3405","Arid3a","Mxd1",0.251807390242389
"3406","Arnt","Mxd1",0.754404770454017
"3407","Arntl","Mxd1",0.540061093319388
"3415","Bhlhe41","Mxd1",0.201975261511819
"3423","E2f1","Mxd1",0.0326338879345968
"3427","Egr1","Mxd1",0.014776935704971
"3452","Heyl","Mxd1",0.335367353784607
"3472","Klf13","Mxd1",0.0803903194121927
"3473","Klf2","Mxd1",0.205426714201723
"3474","Klf3","Mxd1",0.0364675688151385
"3476","Klf7","Mxd1",0.171236923105914
"3477","Klf8","Mxd1",0.0402490124071131
"3480","Max","Mxd1",1.69298428772147
"3486","Mlx","Mxd1",0.445879154121904
"3494","Batf","Nfatc1",0.179582067111845
"3499","Cbfb","Nfatc1",0.183727049759254
"3501","Creb1","Nfatc1",0.16058069603744
"3502","Crem","Nfatc1",0.111609091474271
"3518","Eomes","Nfatc1",0.155834849147381
"3530","Foxo1","Nfatc1",0.417489008640757
"3533","Gata3","Nfatc1",0.244611359664751
"3534","Gfi1","Nfatc1",0.0543310163581028
"3538","Hmg20b","Nfatc1",0.00281659458348821
"3542","Irf1","Nfatc1",0.107380427023944
"3545","Irf4","Nfatc1",0.220943169117401
"3548","Irf9","Nfatc1",0.341940279370368
"3552","Junb","Nfatc1",0.0882559236744958
"3553","Jund","Nfatc1",0.280746025187417
"3562","Mafk","Nfatc1",0.432509700698208
"3572","Arid3a","Nfe2l1",0.420110292787391
"3577","Atf7","Nfe2l1",0.030737910039521
"3578","Batf","Nfe2l1",0.732157365673856
"3579","Bbx","Nfe2l1",0.234238391097383
"3582","Bhlhe41","Nfe2l1",0.0550065057427468
"3588","Ddit3","Nfe2l1",0.11337181258046
"3589","Dmrt2","Nfe2l1",0.0688569306122349
"3611","Foxj2","Nfe2l1",0.0760734639785406
"3617","Gata3","Nfe2l1",0.147937685303508
"3618","Gfi1","Nfe2l1",0.0643241803654353
"3622","Hmg20b","Nfe2l1",0.0522325255834068
"3632","Irf9","Nfe2l1",0.349159926216516
"3633","Isl2","Nfe2l1",0.165633500134352
"3636","Junb","Nfe2l1",0.213175066285909
"3637","Jund","Nfe2l1",0.411687482181086
"3646","Mafk","Nfe2l1",0.184875656976449
"3649","Mbd2","Nfe2l1",0.104375903835272
"3655","Nfatc1","Nfe2l1",0.389712014690054
"3663","Batf","Nfe2l2",0.684248378791194
"3687","Eomes","Nfe2l2",0.184994959511272
"3694","Fos","Nfe2l2",0.766262914714427
"3719","Jdp2","Nfe2l2",0.0685104844225973
"3720","Jun","Nfe2l2",0.466652730474764
"3721","Junb","Nfe2l2",0.597864990422432
"3722","Jund","Nfe2l2",0.449917607102058
"3730","Klf9","Nfe2l2",0.0485320910033243
"3731","Mafk","Nfe2l2",1.17596683872661
"3742","Ahr","Nfil3",0.0338198648834668
"3747","Atf2","Nfil3",0.0255301928602252
"3755","Cebpb","Nfil3",0.695234631741721
"3759","Ddit3","Nfil3",1.24036431328008
"3761","E2f1","Nfil3",0.00529005285858618
"3764","E2f6","Nfil3",0.139584216508394
"3782","Foxj2","Nfil3",0.172206691509591
"3783","Foxj3","Nfil3",0.272403289040836
"3788","Gata3","Nfil3",0.0665744236848259
"3806","Jun","Nfil3",0.118278737453551
"3809","Klf10","Nfil3",0.00558235005203491
"3814","Klf7","Nfil3",0.0575524355403771
"3817","Mafk","Nfil3",0.0406914993409061
"3820","Mbd2","Nfil3",0.134328346593428
"3826","Nfatc1","Nfil3",0.0562161180959958
"3838","Bcl6","Nfkb1",0.0987212249578811
"3856","Elf4","Nfkb1",0.0252526629838765
"3862","Ets2","Nfkb1",0.156259909231624
"3871","Foxn3","Nfkb1",0.103967562257849
"3873","Foxp1","Nfkb1",0.0356468810942495
"3878","Hic1","Nfkb1",0.344886419140987
"3882","Ikzf1","Nfkb1",0.0403687519310391
"3883","Ikzf3","Nfkb1",0.135841230232137
"3888","Irf7","Nfkb1",0.0905537299083944
"3950","Ets2","Nfkb2",0.145614301102728
"3966","Hic1","Nfkb2",0.271567169558701
"3970","Ikzf1","Nfkb2",0.071172988460519
"3971","Ikzf3","Nfkb2",0.301415261061976
"4005","Nfkb1","Nfkb2",2.56127335432014
"4010","Atf1","Nfya",0.0931748888464022
"4018","Cbfb","Nfya",0.0494524620311464
"4019","Cebpb","Nfya",0.047879396134501
