TF freq type
Zfp324 4851 ko
Gmeb1 3747 oe
Zscan20 1157 ko
Zfp282 1147 ko
Bhlha15 694 oe
Plag1 633 oe
Hsf2 624 oe
Nr1h3 577 ko
Zfp113 499 ko
Sp6 428 oe
Tal1 419 oe
Zbtb32 376 ko
Foxd2 374 ko
Zik1 374 ko
Pou2f1 343 ko
Arid5b 336 ko
Pou6f1 326 ko
Mafb 319 ko
Mynn 271 ko
Sp8 266 ko
Ehf 247 ko
Mypop 247 ko
Nr5a1 247 oe
Zbtb20 247 oe
Pax9 245 ko
Vax2 242 ko
Isl2 237 oe
Mybl2 237 ko
Zfp768 237 ko
Etv4 235 ko
Mnt 235 ko
Nfe2 235 ko
Trp73 235 ko
Zscan29 235 ko
Fosl1 233 oe
Nhlh1 232 ko
Atf6 231 ko
Etv1 231 ko
Zbtb37 231 ko
Zfp276 231 ko
Grhl1 224 ko
Tfap4 223 oe
Zfp248 223 ko
Hinfp 220 ko
Klf9 219 ko
Foxi3 217 oe
Arid3b 210 ko
Duxbl1 208 oe
Hes1 208 ko
Cxxc1 205 ko
Zfp558 203 ko
Hic2 202 ko
Meis1 200 ko
Creb3l1 199 ko
Zfp454 199 oe
Foxn2 195 oe
Zfp184 195 oe
Cebpd 192 oe
Nr2f2 192 oe
Pou5f1 192 ko
Zfp647 192 ko
Zfp296 189 ko
Esr1 181 oe
Lin54 181 ko
Rarb 181 oe
Zfp691 181 ko
Glis3 180 oe
Mef2c 180 ko
Zzz3 179 ko
Hesx1 173 oe
Glis1 170 ko
Sohlh2 170 oe
Hoxb4 164 ko
Pbx1 164 ko
Zfp90 164 ko
Hes7 162 ko
Thrb 162 ko
Zbtb2 162 ko
Tbr1 160 oe
Pbx2 159 ko
Setbp1 158 ko
Phf21a 156 ko
Zfp300 156 ko
Hoxa1 154 oe
Prox2 154 ko
Zfp653 153 ko
Lhx2 152 ko
Npas2 151 oe
Pax5 150 ko
Dlx1 149 ko
Pitx2 148 oe
Tigd2 148 ko
Tef 146 ko
Alx4 145 ko
Cdc5l 145 ko
Grhl2 145 ko
Hey1 145 ko
Msx1 145 oe
Tfec 145 ko
Zfp174 145 ko
