TF freq type
Zfp324 4851 ko
Hsf2 4341 oe
Zscan20 1197 ko
Cxxc1 710 ko
Mitf 558 oe
Pbx2 488 ko
Atf6 466 ko
Etv1 421 oe
Hes1 397 oe
Arid5b 368 ko
Foxd2 364 ko
Zfp282 353 ko
Zfp105 331 oe
Gmeb1 327 oe
Trp73 301 ko
Bach1 275 ko
Zfp113 272 ko
Hinfp 266 ko
Rest 262 ko
Etv4 260 ko
Mybl1 256 oe
Zfp652 256 ko
Bhlha15 255 oe
Plag1 243 oe
Lcor 242 oe
Zfp276 242 ko
Tfec 237 oe
Sp6 233 ko
Zfp691 233 oe
Zkscan17 231 ko
Ar 230 oe
Nfe2 230 ko
Pou1f1 230 oe
Pou6f1 230 ko
Sp8 230 ko
Vax2 229 ko
Pou2f1 223 ko
Ehf 221 ko
Kdm2b 218 oe
E2f5 216 ko
Zfp90 213 ko
Zik1 213 oe
Glis2 212 oe
Zfp69 212 ko
Epas1 211 oe
Gata1 211 ko
Gli3 211 oe
Sox8 211 oe
Tead2 211 oe
Zbtb32 211 ko
Zfp296 211 oe
Mnt 209 ko
Mypop 209 oe
Nhlh1 209 ko
Ovol1 209 oe
Tef 209 ko
Zbtb20 209 ko
Zbtb26 209 oe
Zfp248 209 ko
Dlx1 206 oe
Ebf1 198 oe
Zscan29 198 ko
Zfp647 196 oe
Arid2 193 ko
Bcl11b 193 ko
Dpf3 193 oe
Otx2 191 oe
Foxn2 190 oe
Sp140 190 oe
Tfap4 190 oe
Foxf1 188 oe
Pbx1 188 ko
Zfp768 188 ko
Tigd2 183 ko
Esr1 182 ko
Lin54 180 ko
Klf9 179 ko
Mybl2 179 ko
Fosl1 178 ko
Mafb 178 ko
Hsf4 175 ko
Tal1 175 ko
Jrkl 174 oe
Sox21 174 oe
Prdm11 171 ko
Prox2 168 ko
Mef2c 167 ko
Zbtb37 167 ko
Grhl1 163 ko
Pax8 163 oe
Phf21a 162 ko
Hlx 160 oe
Nr6a1 160 oe
Pax5 160 ko
Rarb 160 ko
Six5 160 ko
Tcf7l2 160 ko
Zbtb45 160 ko
Zfp300 160 ko
Gli2 159 oe
