TF freq type
Hsf2 4364 oe
Zfp324 2490 ko
Pbx2 1342 oe
Pax5 1200 oe
Cdc5l 1003 ko
Bcl11b 905 ko
Plag1 894 oe
Zbtb26 725 oe
Nr2f2 593 oe
Hsf4 583 oe
Tfap4 574 oe
Zik1 572 oe
Zfp69 523 ko
Ar 500 oe
Mybl1 453 oe
Bhlha15 432 oe
Hmbox1 391 oe
Mitf 391 oe
Zbtb37 389 oe
Zscan20 377 ko
Zbtb12 374 oe
Hic2 371 oe
Vdr 370 oe
Six5 349 oe
Zfp691 349 oe
Foxn2 341 oe
Fosl1 323 oe
Atf6 320 oe
Zfp276 308 oe
Tef 301 oe
Etv4 296 oe
Hes1 296 oe
Tead2 292 oe
Hoxb4 282 oe
Jrkl 264 oe
Zbtb32 248 ko
Zbtb2 245 ko
Foxd2 230 ko
Gata1 223 ko
Esr1 213 oe
Nfe2 209 ko
Zfp90 205 ko
Glis3 204 oe
Zfp184 193 oe
Epas1 192 oe
Mnt 182 oe
Arid2 172 oe
Mynn 172 ko
Vax2 172 ko
Tigd2 170 oe
Nr1h3 169 ko
Zzz3 167 oe
Setbp1 164 oe
Sp8 164 ko
Bach1 160 oe
Rarb 160 oe
Lcor 159 oe
Hnf4a 157 oe
Rest 157 ko
E2f5 156 oe
Glis2 155 oe
Nfix 148 oe
Pou2f1 146 oe
Zfp113 146 ko
Mef2c 143 ko
Pou6f1 141 oe
Hinfp 137 ko
Pbx1 137 oe
Zbtb20 137 ko
Cphx3 132 oe
Pou4f1 118 oe
Pou5f1 116 oe
Hlf 113 oe
Mybl2 112 ko
Mafa 110 oe
Gmeb1 109 oe
Fbxl19 105 oe
Phf21a 103 oe
Zfp768 103 ko
Batf3 97 oe
Klf9 97 oe
Lin54 97 oe
Nr3c2 97 oe
Zfp282 97 ko
Zfp296 95 oe
Zfp653 93 oe
Tcf21 92 oe
Nr6a1 91 oe
Tal1 91 oe
Zkscan17 91 ko
Hnf1a 86 ko
Sp6 86 oe
Ebf1 83 oe
Sox9 82 ko
Thrb 82 oe
Hey1 79 ko
Homez 79 oe
Nhlh1 79 ko
Sp140 79 oe
Cxxc1 78 ko
