TF freq type
Hsf2 4406 oe
Cdc5l 2731 ko
Pax5 1265 oe
Zfp324 1070 ko
Hsf4 1003 oe
Pbx2 996 oe
Plag1 876 oe
Zfp69 830 ko
Nr2f2 776 oe
Zik1 640 oe
Tfap4 630 oe
Zbtb26 521 oe
Mybl1 500 oe
Hes1 482 oe
Bhlha15 476 oe
Zfp691 438 oe
Ar 412 oe
Hmbox1 412 oe
Vdr 412 oe
Zbtb37 397 oe
Zbtb2 393 ko
Mitf 365 oe
Mynn 357 ko
Hic2 347 oe
Zscan20 337 ko
Rest 328 ko
Six5 318 oe
Tead2 311 oe
Hoxb4 309 oe
Mnt 297 oe
Fosl1 284 oe
Esr1 266 oe
Nfe2 266 ko
Jrkl 255 oe
Zbtb12 250 oe
Foxn2 232 oe
Bcl11b 228 ko
Zfp184 228 oe
Bach1 214 oe
Epas1 214 oe
Foxd2 214 ko
Vax2 214 ko
Glis3 211 oe
Zfp90 201 ko
Zzz3 201 oe
Hnf4a 198 oe
Atf6 191 oe
Rarb 184 oe
Etv4 181 oe
Zfp276 180 oe
Homez 176 oe
Zbtb32 176 ko
Ebf1 175 oe
Pou2f1 175 oe
Zfp113 173 ko
Gata1 170 ko
Setbp1 168 oe
E2f5 167 oe
Tef 163 oe
Cphx3 150 oe
Glis2 150 oe
Ehf 149 ko
Zbtb45 149 ko
Zfp296 149 oe
Sp6 147 oe
Arid2 146 oe
Pbx1 146 oe
Pou6f1 142 oe
Nhlh1 139 ko
Tigd2 138 oe
Zfp300 138 oe
Nr1h3 132 ko
Zbtb20 132 ko
Arid5b 125 ko
Fbxl19 123 oe
Mafa 122 oe
Pou4f1 121 oe
Nfix 119 oe
Tal1 119 oe
Nr3c2 117 oe
Dmrt2 114 ko
Zfp768 112 ko
Gmeb1 111 oe
Hnf1a 110 ko
Nr6a1 106 oe
Tcf21 102 oe
Hinfp 100 ko
Sox9 100 ko
Zkscan17 96 ko
Hes7 95 oe
Hlf 93 oe
Zfp174 91 oe
Zfp248 91 ko
Lcor 89 oe
Batf3 80 oe
Foxi3 80 ko
Gli3 80 ko
Mzf1 80 ko
Ppara 80 oe
Sp8 80 ko
