TF freq type
Zfp324 4851 ko
Zfp276 1323 ko
Hsf2 1194 oe
Etv1 821 oe
Pou6f1 781 ko
Arid5b 705 ko
Zfp282 651 ko
Zscan20 638 ko
Sp6 617 oe
Kdm2b 614 oe
Rest 450 ko
Foxd2 394 ko
Hinfp 342 ko
Mnt 342 ko
Mitf 270 oe
Cxxc1 251 ko
Zbtb32 251 ko
Zfp768 245 ko
Zfp652 243 ko
Atf6 237 oe
Tfec 230 oe
Arid2 216 ko
Hsf4 215 ko
Hes1 195 oe
Pou1f1 190 oe
Zbtb20 187 ko
Esr1 184 ko
Ar 183 oe
Gmeb1 183 oe
Ehf 177 ko
Pou2f1 177 ko
Bcl11b 174 ko
E2f5 169 ko
Sp140 165 oe
Trp73 165 ko
Ebf1 157 oe
Mybl2 157 ko
Zfp90 155 ko
Bach1 152 ko
Bhlha15 152 oe
Fosl1 152 ko
Vax2 152 ko
Pbx1 151 ko
Klf9 149 ko
Zfp105 147 oe
Gli3 145 oe
Mybl1 142 oe
Nhlh1 138 ko
Hic2 137 ko
Pax9 136 ko
Sox8 136 oe
Sp8 136 ko
Gli2 131 oe
Plag1 131 oe
Zfp558 131 ko
Duxbl1 130 ko
Tet1 130 oe
Zfp647 130 oe
Zik1 130 ko
Zfp113 129 ko
Etv4 128 ko
Ovol1 127 oe
Zfp653 127 ko
Cphx3 122 ko
Creb3l1 122 ko
Tef 122 ko
Zfp300 122 ko
Glis1 121 ko
Grhl1 121 ko
Hlx 121 oe
Setbp1 121 ko
Sox4 121 ko
Hoxb4 120 ko
Zfp184 120 ko
Dpf3 118 oe
Phf21a 118 ko
Tal1 118 ko
Pax6 116 ko
Pou5f1 116 ko
Batf3 115 ko
Hhex 115 oe
Mzf1 115 ko
Nr1h3 115 ko
Zfp248 115 ko
Zfp296 115 oe
Foxf1 114 oe
Lhx2 114 ko
Mafb 114 ko
Meis1 114 ko
Arid3b 113 ko
Glis2 113 oe
Hes7 113 ko
Hnf4a 113 ko
Lin54 113 ko
Mafa 113 ko
Otx2 113 oe
Pax8 113 oe
Thrb 113 ko
Zbtb37 113 ko
Zbtb45 113 ko
