TF freq type
Zfp324 4851 ko
Hsf2 4617 oe
Sp6 1253 oe
Zfp282 922 ko
Zscan20 908 ko
Atf6 652 oe
Foxd2 590 ko
Hes1 585 oe
Etv1 564 oe
Pou6f1 481 ko
Pbx2 437 ko
Gmeb1 381 oe
Zfp113 342 ko
Bhlha15 327 oe
Cxxc1 323 ko
Pou5f1 301 ko
Sp8 301 ko
Mitf 294 oe
Zfp300 293 ko
Tfec 286 oe
Zfp105 275 oe
Zfp768 275 ko
Arid5b 269 ko
Lin54 269 ko
Zfp174 269 ko
Zfp652 269 ko
Tef 264 ko
Lcor 248 oe
Mybl1 248 oe
Plag1 248 oe
Trp73 248 ko
Zbtb20 248 ko
Zfp90 246 ko
Ar 239 oe
Mnt 239 ko
Pou1f1 239 oe
Zbtb37 238 ko
Nhlh1 236 ko
Zbtb45 233 ko
Ebf1 230 oe
Zkscan17 230 ko
Homez 227 ko
Vax2 227 ko
Zfp276 227 ko
Zscan29 226 ko
Esr1 222 ko
Pax9 221 ko
Tal1 220 ko
Zfp647 220 oe
Kdm2b 217 oe
Mafb 217 ko
Epas1 216 ko
Hlf 216 ko
Thrb 216 ko
Glis2 215 oe
Hinfp 215 ko
Mypop 215 ko
Phf21a 215 ko
Sox8 215 oe
Zfp691 215 ko
Gli3 214 oe
Dlx1 213 oe
Sox4 213 ko
Arid3b 212 ko
Cdc5l 212 ko
Foxf1 212 oe
Hsf4 212 ko
Meis1 212 ko
Otx2 212 oe
Setbp1 212 ko
Zbtb12 212 ko
Zfp248 212 ko
Zfp296 212 oe
Dpf3 204 oe
Creb3l1 202 ko
Mynn 202 ko
Six5 201 ko
Dmrt2 199 ko
Bcl11b 198 ko
Zfp653 197 ko
Gli2 196 oe
Pbx1 194 ko
Zbtb26 194 ko
Fosl1 193 ko
Nr2f2 193 ko
Klf9 191 ko
Nfix 191 ko
Pax8 191 oe
Hic2 184 ko
Ehf 182 ko
Mzf1 182 ko
Ovol1 178 oe
Duxbl1 176 ko
Hand2 176 ko
Nfe2 176 ko
Pax5 176 ko
Sox21 176 oe
Sox6 176 ko
Tfap4 176 ko
Zbtb2 176 ko
