TF freq type
Zfp324 4851 ko
Sp6 1610 oe
Hsf2 1484 oe
Foxd2 919 ko
Etv1 869 oe
Zscan20 726 ko
Pou6f1 704 ko
Zfp282 684 ko
Zfp276 664 ko
Kdm2b 642 oe
Hes1 479 oe
Cxxc1 459 ko
Zfp768 356 ko
Tfec 329 oe
Ebf1 321 oe
Zfp652 313 ko
Zfp300 290 ko
Pou2f1 270 ko
Arid5b 266 ko
Mitf 261 oe
Sp8 256 ko
Pou5f1 245 ko
Bhlha15 236 oe
Mynn 224 ko
Lin54 218 ko
Zbtb45 218 ko
Trp73 210 ko
Rest 200 ko
Tef 200 ko
Zfp647 200 oe
Hinfp 196 ko
Pou1f1 196 oe
Mnt 194 ko
Zfp90 190 ko
Esr1 180 ko
Nhlh1 180 ko
Zfp174 177 ko
Creb3l1 174 ko
Gmeb1 169 oe
Zfp296 169 oe
Zfp69 169 ko
Cdc5l 167 ko
Fosl1 167 ko
Hsf4 167 ko
Mybl1 167 oe
Arid2 163 ko
Zbtb20 163 ko
Zfp113 163 ko
Zfp653 160 ko
Atf6 158 oe
Pbx1 157 ko
Gli2 154 oe
Hic2 148 ko
Homez 147 ko
Sox4 146 ko
Vax2 144 ko
Zfp558 144 ko
Mafb 143 ko
E2f5 142 ko
Bach1 140 ko
Mef2c 138 ko
Zbtb32 138 ko
Pax9 136 ko
Duxbl1 135 ko
Ar 133 oe
Phf21a 133 ko
Setbp1 133 ko
Tet1 133 oe
Gli3 132 oe
Tal1 131 ko
Plag1 129 oe
Sox8 129 oe
Sp140 129 oe
Thrb 128 ko
Zbtb12 128 ko
Cphx3 127 ko
Hlx 127 oe
Mzf1 127 ko
Zfp105 127 oe
Hlf 124 ko
Hnf4a 119 ko
Nfix 119 ko
Pax8 119 oe
Dpf3 117 oe
Ehf 117 ko
Hnf1a 117 ko
Nfe2 117 ko
Epas1 116 ko
Hnf4g 116 oe
Otx2 116 oe
Six5 116 ko
Zbtb2 116 ko
Zfp691 116 ko
Grhl1 115 ko
Foxf1 114 oe
Klf9 114 ko
Nr2f2 114 ko
Pax5 114 ko
Pax6 114 ko
Zbtb26 114 ko
